number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.021254136711171972	2020-03-12 19:28:14.329304	2020-03-12 20:03:49.527233	7.125107389812595	256	256	82	0.03416281802731655	256	0.9036878827311248	0.008073719045988817	0.021254136711171972	0.011240442770740613	0.014521282665753737	6452.4919833390395	0.013459340067363903	0.013922172771881776	0.026731712883715623	0.017317128837156224	0.020369736391646697	6307.965051922857	0.019318487803396116	459160626	150	0.008073719045988817	0.020826201072692	0.011040739472783294	0.013836585644185781	6597.018914755221	0.013178160008845193	0	COMPLETE
1	0.31684354673057175	2020-03-12 20:03:49.575298	2020-03-12 20:24:26.130331	1.8399695454876015	64	64	1	0.001367013492065416	512	0.04179006139348671	0.10147780440488417	0.31684354673057175	0.18603788656852677	0.23602076914298756	285.6101221043022	0.17352984889163828	0.10147780440488417	0.31684354673057175	0.18603788656852677	0.23602076914298756	285.6100365171745	0.17352984941576768	181434348	200	0.10147780440488417	0.31684354673057175	0.18603788656852677	0.23602076914298756	285.6102076914299	0.17352984837003146	1	COMPLETE
2	0.3219502453497661	2020-03-12 20:24:26.177097	2020-03-12 21:20:01.394119	0.9735987051471	256	256	73	0.002852047267688886	128	0.04637517673631138	0.09406025333789798	0.3219502453497661	0.18786374529270797	0.24024306744265664	318.4868623758987	0.17105788870791533	0.09406025333789798	0.3219502453497661	0.18786374529270797	0.24024306744265664	318.4867625242497	0.17105788883843848	567440031	150	0.09406025333789798	0.3219502453497661	0.18786374529270797	0.24024306744265664	318.4869622275476	0.171057888577694	2	COMPLETE
3	0.02821522309711286	2020-03-12 21:20:01.442822	2020-03-12 21:39:44.890387	5.77979518156897	128	256	52	0.04170778911994108	512	0.7601613072084099	0.007874015748031496	0.02821522309711286	0.012809540111833847	0.02062649777473468	5421.778842862033	0.01601315323776827	0.00795960287572749	0.02872874586328883	0.013037772452356499	0.020968846285518657	5248.80894100194	0.016286871836172598	1537577709	150	0.007874015748031496	0.028186694054547528	0.012809540111833847	0.02062649777473468	5594.748744722127	0.01598579677475527	3	COMPLETE
4	0.08173570694967477	2020-03-12 21:39:44.923921	2020-03-12 22:30:44.457837	7.80825384347227	64	256	33	0.0021908711942015546	128	0.22162737877244076	0.03175282437521397	0.08173570694967477	0.05038228917037544	0.061080680132374755	1575.7936922286888	0.050370948897037485	0.03175282437521397	0.08173570694967477	0.05038228917037544	0.061080680132374755	1575.6071836129179	0.050370976491032296	4094764215	150	0.03175282437521397	0.08173570694967477	0.05038228917037544	0.061080680132374755	1575.9802008444597	0.050370921882476744	4	COMPLETE
5	0.1475807371904599	2020-03-12 22:30:44.495278	2020-03-12 22:52:41.024840	4.192723965257631	256	256	56	0.004607727914246341	512	0.1899377585369605	0.037544220015976265	0.1475807371904599	0.07423256875499258	0.09597169918977519	1341.5349338126211	0.07588427359006022	0.037544220015976265	0.1475807371904599	0.07423256875499258	0.09597169918977519	1341.533150747461	0.07588427485982857	89972092	150	0.037544220015976265	0.1475807371904599	0.07423256875499258	0.09597169918977519	1341.5367168777816	0.07588427232290794	5	COMPLETE
6	0.15245920346913158	2020-03-12 22:52:41.059790	2020-03-12 23:22:44.769388	3.093980027517886	64	128	85	0.02876331821998608	256	0.3926508522734677	0.049127011297500855	0.15245920346913158	0.0911788200387995	0.11297500855871277	2798.5517088896495	0.08438999844312894	0.049127011297500855	0.15245920346913158	0.0911788200387995	0.11297500855871277	2798.4904998288257	0.08439000532836816	596628345	150	0.049127011297500855	0.15245920346913158	0.0911788200387995	0.11297500855871277	2798.6129179504737	0.08438999158868588	6	COMPLETE
7	0.24894442542508274	2020-03-12 23:22:44.805579	2020-03-12 23:54:40.243924	2.243310648189661	128	128	100	0.004722612760015105	256	0.06383840934347096	0.08173570694967477	0.24894442542508274	0.1488645441058998	0.18720757731370535	443.3765690973411	0.1394809906486073	0.08173570694967477	0.24894442542508274	0.1488645441058998	0.18720757731370535	443.37646924569214	0.13948105513669323	352109143	150	0.08173570694967477	0.24894442542508274	0.1488645441058998	0.18720757731370535	443.3766689489901	0.13948093003655346	7	COMPLETE
8	0.16601049868766404	2020-03-12 23:54:40.280463	2020-03-13 00:23:24.477046	3.333180035240522	128	128	51	0.016728049463534667	256	0.26161950544110696	0.05603103959831108	0.16601049868766404	0.09968047472326828	0.12618395526646126	1857.3707491726577	0.09339473028293435	0.05603103959831108	0.16601049868766404	0.09968047472326828	0.12618395526646126	1857.3687664041995	0.09339473140692794	134290543	150	0.05603103959831108	0.16601049868766404	0.09968047472326828	0.12618395526646126	1857.372731941116	0.09339472916334923	8	COMPLETE
9	0.25835900947164214	2020-03-13 00:23:24.517512	2020-03-13 00:46:11.658833	2.770657922983497	64	64	4	0.00244756288175708	512	0.07286270749028206	0.07674312450074175	0.25835900947164214	0.14526988474266803	0.1886910875271026	507.5195851877211	0.13725933943901605	0.07674312450074175	0.25835900947164214	0.14526988474266803	0.1886910875271026	507.51945680702954	0.13725935150568064	1815654087	200	0.07674312450074175	0.25835900947164214	0.14526988474266803	0.1886910875271026	507.51971356841267	0.13725932769479154	9	COMPLETE
