number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.00017705382436260624	2020-01-06 18:25:34.476375	2020-01-06 18:35:21.183251	0.7282090155355984	27.331377302495426	450.0	30.0	0.050046432372167486	1900.0	1.0110318867158448	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20496.992563739375	0.0002736056027466119	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20495.97025495751	0.00027364745213780394	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20498.014872521246	0.000273564180090727	9	0.00017705382436260624	0.00017705382436260624				
10	TrialState.COMPLETE	0.0002655807365439094	2020-01-06 18:35:21.184303	2020-01-06 18:42:29.095839	0.499015353838957	15.04177690460875	50.0	20.0	0.06460658127231195	1700.0	0.9508758721113655	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	19277.62885092068	0.00045467110227432136	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	19277.54010269122	0.00045468202379627743	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	19277.717599150143	0.00045466035576813	10	0.0003541076487252125	0.0002950897072710104				
11	TrialState.COMPLETE	0.0	2020-01-06 18:42:29.096840	2020-01-06 18:52:44.406292	0.12732396132827814	18.02970196383507	450.0	70.0	0.012985991606675011	800.0	1.0508242640075942	0.0	0.0	0.0	0.0	21304.081555417848	0.00019289535174177097	0.0	0.0	0.0	0.0	21302.44214766289	0.0001929648251096728	0.0	0.0	0.0	0.0	21305.720963172804	0.00019282660116338895	11	0.0	0.0				
12	TrialState.COMPLETE	0.0021689093484419265	2020-01-06 18:52:44.407385	2020-01-06 19:01:37.014219	0.36989754038627776	28.03216806852706	350.0	40.0	0.0504933717878953	1200.0	1.0042411353354825	8.852691218130312e-05	0.0021689093484419265	0.0006196883852691218	0.0012393767705382436	20359.484109419263	0.001048029711710106	8.852691218130312e-05	0.0021689093484419265	0.0006196883852691218	0.0012393767705382436	20358.68112606232	0.0010480473787528883	8.852691218130312e-05	0.0021689093484419265	0.0006196883852691218	0.0012393767705382436	20360.287092776205	0.0010480120997296506	12	8.852691218130312e-05	0.001475448536355052				
13	TrialState.COMPLETE	0.0005311614730878187	2020-01-06 19:01:37.015224	2020-01-06 19:09:35.019898	0.7326366412550233	16.29809414919199	250.0	60.0	0.018954130171989353	1500.0	1.0309663063972998	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	20901.35439536119	0.00032162651639857406	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	20900.802496458924	0.00032164025186151953	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	20901.906294263455	0.0003216128168638387	13	0.0003541076487252125	0.00047214353163361664				
14	TrialState.COMPLETE	0.00854284702549575	2020-01-06 19:09:35.021035	2020-01-06 19:38:46.457565	0.946063264880095	15.389573284284543	450.0	60.0	0.023956608183190373	1600.0	0.9545449321613904	0.0009074008498583569	0.00854284702549575	0.002633675637393768	0.004957507082152974	19351.501062322946	0.0033156842025390647	0.0009074008498583569	0.00854284702549575	0.002633675637393768	0.004957507082152974	19351.113934135978	0.0033156966635460275	0.0009074008498583569	0.00854284702549575	0.002633675637393768	0.004957507082152974	19351.888190509915	0.003315671800668487	14					0.007259206798866855	0.007992715499797652
15	TrialState.COMPLETE	0.0002213172804532578	2020-01-06 19:38:46.458672	2020-01-06 19:45:55.548514	0.8437325647346757	4.726699393988202	50.0	50.0	0.004221880272769277	1800.0	1.0144120985712008	4.426345609065156e-05	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20565.827638101982	0.000276151860225773	4.426345609065156e-05	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20565.790589589236	0.00027615253819217035	4.426345609065156e-05	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20565.864686614732	0.0002761511827963965	15	0.0002655807365439094	0.00023607176581680832				
16	TrialState.COMPLETE	4.426345609065156e-05	2020-01-06 19:45:55.549607	2020-01-06 19:53:47.843161	0.23366910460787038	13.961889850510682	250.0	10.0	0.008996494186988793	1900.0	1.0381610434003434	0.0	4.426345609065156e-05	0.0	0.0	21047.24988934136	0.00019291668390364553	0.0	4.426345609065156e-05	0.0	0.0	21046.83401203966	0.00019294333783845936	0.0	4.426345609065156e-05	0.0	0.0	21047.66576664306	0.0001928902572525464	16	8.852691218130312e-05	5.901794145420208e-05				
17	TrialState.COMPLETE	0.0004868980169971671	2020-01-06 19:53:47.844849	2020-01-06 20:01:17.755716	0.9187362822690697	23.75560177716005	150.0	50.0	0.028611044381721382	800.0	0.9942935554702436	8.852691218130312e-05	0.0004868980169971671	0.00017705382436260624	0.0002655807365439094	20157.68114819405	0.0004966403975975607	8.852691218130312e-05	0.0004868980169971671	0.00017705382436260624	0.0002655807365439094	20157.383764164308	0.0004966483183339136	8.852691218130312e-05	0.0004868980169971671	0.00017705382436260624	0.0002655807365439094	20157.978532223795	0.0004966325028503511	17	0.0006196883852691218	0.0005311614730878187				
18	TrialState.COMPLETE	0.002611543909348442	2020-01-06 20:01:17.757351	2020-01-06 20:09:10.730126	0.34426737134323127	7.291725615113974	250.0	20.0	0.011143007122526454	1800.0	0.9956137575171827	0.0012836402266288953	0.002611543909348442	0.0013721671388101982	0.0013721671388101982	20184.429156338527	0.0018021496641903007	0.0012836402266288953	0.002611543909348442	0.0013721671388101982	0.0013721671388101982	20184.23866855524	0.0018021551776998684	0.0012836402266288953	0.002611543909348442	0.0013721671388101982	0.0013721671388101982	20184.619644121813	0.0018021441629470023	18	0.000796742209631728	0.0020066100094428708				
19	TrialState.COMPLETE	0.0004868980169971671	2020-01-06 20:09:10.731130	2020-01-06 20:18:44.977654	0.6344695163979617	26.364360687243202	450.0	10.0	0.00920221702525906	1600.0	1.0523536524182973	0.0003541076487252125	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	21334.763633144477	0.0005538834639390467	0.0003541076487252125	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	21333.781648371103	0.0005539127618663984	0.0003541076487252125	0.0004868980169971671	0.0003541076487252125	0.0003541076487252125	21335.745617917848	0.000553854311428607	19	0.0004426345609065156	0.00047214353163361664				
20	TrialState.COMPLETE	0.011419971671388102	2020-01-06 20:18:44.978669	2020-01-06 20:47:02.320921	0.5399894947216611	4.6915415723561775	450.0	10.0	0.015507713660971636	700.0	0.9381368730959178	0.0015049575070821529	0.011419971671388102	0.004205028328611898	0.006750177053824363	19019.09429222734	0.004494794791392304	0.0015049575070821529	0.011419971671388102	0.004205028328611898	0.006750177053824363	19018.911141111897	0.004494802494406137	0.0015049575070821529	0.011419971671388102	0.004205028328611898	0.006750177053824363	19019.277443342777	0.004494787132734955	20					0.009974032105760151	0.01080028328611898
21	TrialState.COMPLETE	4.426345609065156e-05	2020-01-06 20:47:02.321981	2020-01-06 20:55:06.022381	0.7023167154519142	3.2620705387843874	250.0	80.0	0.0014452223172715334	2000.0	1.0410500315983984	0.0	4.426345609065156e-05	0.0	0.0	21105.535432896602	0.00018172955956385136	0.0	4.426345609065156e-05	0.0	0.0	21105.481409348442	0.00018173038844495557	0.0	4.426345609065156e-05	0.0	0.0	21105.58945644476	0.00018172873120171932	21	8.852691218130312e-05	5.901794145420208e-05				
22	TrialState.COMPLETE	0.0002213172804532578	2020-01-06 20:55:06.023498	2020-01-06 21:02:10.795649	0.21539689822893063	23.79746640557695	50.0	20.0	0.023386227213568866	800.0	0.9870267158099154	0.0	0.0002213172804532578	0.0001327903682719547	0.00017705382436260624	20010.44212553116	0.00029185110705626704	0.0	0.0002213172804532578	0.0001327903682719547	0.00017705382436260624	20010.287269830027	0.0002918644330152137	0.0	0.0002213172804532578	0.0001327903682719547	0.00017705382436260624	20010.596981232295	0.00029183792431907037	22	0.0002655807365439094	0.00023607176581680832				
23	TrialState.COMPLETE	0.00017705382436260624	2020-01-06 21:02:10.796688	2020-01-06 21:09:15.865559	0.2716609365170433	9.596795512122881	50.0	10.0	0.003314064740098939	600.0	1.0194865059690938	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20668.315620573656	0.00025374933528593774	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20668.29621104816	0.00025374994189832805	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20668.33503009915	0.0002537487293595507	23	0.00017705382436260624	0.00017705382436260624				
24	TrialState.COMPLETE	0.0006196883852691218	2020-01-06 21:09:15.866600	2020-01-06 21:16:26.557990	0.8396917474614133	15.733919923486829	50.0	100.0	0.0010828060500117673	1500.0	1.013525318686241	0.0	0.0006196883852691218	0.0	0.0002213172804532578	20547.72678381728	0.0002981907687440629	0.0	0.0006196883852691218	0.0	0.0002213172804532578	20547.720476274786	0.00029819091634227207	0.0	0.0006196883852691218	0.0	0.0002213172804532578	20547.733091359773	0.00029819062123677853	24	0.0005311614730878187	0.0005901794145420207				
25	TrialState.COMPLETE	0.0004426345609065156	2020-01-06 21:16:26.559090	2020-01-06 21:25:41.117584	0.6809523625049335	29.60114744528418	350.0	100.0	0.0019778722135476183	500.0	1.0491223637083804	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0001327903682719547	21269.351363314447	0.0003580632081922344	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0001327903682719547	21269.190155807366	0.000358067282497732	0.0001327903682719547	0.0004426345609065156	0.0001327903682719547	0.0001327903682719547	21269.51257082153	0.0003580591455223197	25	0.0003541076487252125	0.00041312559017941453				
26	TrialState.COMPLETE	0.00017705382436260624	2020-01-06 21:25:41.118719	2020-01-06 21:32:32.865649	0.7077329129990975	19.228409315048374	50.0	10.0	0.023793944452832713	1300.0	0.9906832394017183	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20084.321529745044	0.00030289682402725554	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20084.18838526912	0.00030290779261336924	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20084.454674220964	0.00030288592195398535	26	0.00017705382436260624	0.00017705382436260624				
27	TrialState.COMPLETE	0.0005311614730878187	2020-01-06 21:32:32.866768	2020-01-06 21:39:52.592569	0.994485479673456	25.035510916130583	150.0	40.0	0.005993188067963066	700.0	1.041526348121387	4.426345609065156e-05	0.0005311614730878187	0.0002655807365439094	0.0004426345609065156	21115.280475389518	0.00036954927370065464	4.426345609065156e-05	0.0005311614730878187	0.0002655807365439094	0.0004426345609065156	21115.142174220964	0.0003695532759495905	4.426345609065156e-05	0.0005311614730878187	0.0002655807365439094	0.0004426345609065156	21115.418776558072	0.00036954528411613826	27	0.0005311614730878187	0.0005311614730878187				
28	TrialState.COMPLETE	0.0004426345609065156	2020-01-06 21:39:52.593653	2020-01-06 21:47:11.300403	0.2954024399728765	13.874610637360176	150.0	40.0	0.016690902018667686	1400.0	0.9874899841129128	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20020.09870750708	0.00047452443789546445	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20019.904390934844	0.00047454670976533337	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20020.29302407932	0.0004745024340072342	28	0.00017705382436260624	0.0003541076487252125				
29	TrialState.COMPLETE	0.0008852691218130312	2020-01-06 21:47:11.301440	2020-01-06 21:54:11.576284	0.14016316772836224	28.11808237682911	50.0	30.0	0.015719835542127494	1700.0	1.038851385795077	0.0002655807365439094	0.0008852691218130312	0.0006196883852691218	0.000796742209631728	21060.896799752125	0.0006393997347075572	0.0002655807365439094	0.0008852691218130312	0.0006196883852691218	0.000796742209631728	21060.80103576487	0.0006394091270584094	0.0002655807365439094	0.0008852691218130312	0.0006196883852691218	0.000796742209631728	21060.992563739375	0.0006393904026645588	29	0.0008852691218130312	0.0008852691218130312				
30	TrialState.COMPLETE	0.004461756373937677	2020-01-06 21:54:11.577332	2020-01-06 22:05:16.370148	0.38319279894910085	5.085539541353822	150.0	100.0	0.054740193753188254	1300.0	0.9603728702494658	0.0012393767705382436	0.004461756373937677	0.002301699716713881	0.0027620396600566573	19469.58300283286	0.002488097657769089	0.0012393767705382436	0.004461756373937677	0.002301699716713881	0.0027620396600566573	19469.545077903684	0.0024881007600138895	0.0012393767705382436	0.004461756373937677	0.002301699716713881	0.0027620396600566573	19469.62092776204	0.0024880945717036798	30		0.0034230406043437205	0.004072237960339943			
31	TrialState.COMPLETE	0.0001327903682719547	2020-01-06 22:05:16.371245	2020-01-06 22:13:02.114952	0.8170891606225189	4.9812910826993715	250.0	10.0	0.0061446974830882345	1700.0	1.0344580545871593	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	20972.265270892352	0.00021275894624554133	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	20972.066439447593	0.0002127640139435609	0.0	0.0001327903682719547	4.426345609065156e-05	0.0001327903682719547	20972.46410233711	0.0002127538894422279	31	8.852691218130312e-05	0.00011803588290840416				
32	TrialState.COMPLETE	0.0004868980169971671	2020-01-06 22:13:02.116696	2020-01-06 22:20:10.542783	0.8680830379947215	14.739117349838168	50.0	20.0	0.02810674479164517	700.0	0.9818735491763675	0.0	0.0004868980169971671	0.0	0.00017705382436260624	19905.593572946174	0.0003685737105190354	0.0	0.0004868980169971671	0.0	0.00017705382436260624	19905.50336402266	0.00036857970869289745	0.0	0.0004868980169971671	0.0	0.00017705382436260624	19905.683781869688	0.00036856774555011636	32	8.852691218130312e-05	0.0003541076487252125				
33	TrialState.COMPLETE	0.000398371104815864	2020-01-06 22:20:10.543806	2020-01-06 22:27:37.243548	0.3715864668276766	15.855245402057552	150.0	60.0	0.006390279896424053	700.0	1.0316436442178396	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.0001327903682719547	20914.88655276204	0.00037520605543906745	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.0001327903682719547	20914.726407577902	0.00037520860531398446	0.0001327903682719547	0.000398371104815864	0.0001327903682719547	0.0001327903682719547	20915.046697946174	0.0003752035077578435	33	0.0002655807365439094	0.0003541076487252125				
34	TrialState.COMPLETE	0.0006196883852691218	2020-01-06 22:27:37.244567	2020-01-06 22:34:53.087808	0.719008187453213	25.8297023451324	150.0	10.0	0.00685580624874877	1100.0	1.0285561862033066	0.0001327903682719547	0.0006196883852691218	0.0001327903682719547	0.00017705382436260624	20852.47846582861	0.00039679988612146736	0.0001327903682719547	0.0006196883852691218	0.0001327903682719547	0.00017705382436260624	20852.310065509915	0.0003968031213897373	0.0001327903682719547	0.0006196883852691218	0.0001327903682719547	0.00017705382436260624	20852.646866147308	0.0003967966560139496	34	0.0005311614730878187	0.0005901794145420207				
35	TrialState.COMPLETE	0.0050991501416430595	2020-01-06 22:34:53.089066	2020-01-06 22:46:54.982839	0.6478653496258728	1.0519791008282868	250.0	80.0	0.0395280527572718	1400.0	0.9429874152338696	0.0008498583569405099	0.0050991501416430595	0.0018767705382436261	0.0031161473087818695	19117.235269121815	0.0023369029259037856	0.0008498583569405099	0.0050991501416430595	0.0018767705382436261	0.0031161473087818695	19117.22507082153	0.002336903173364816	0.0008498583569405099	0.0050991501416430595	0.0018767705382436261	0.0031161473087818695	19117.245467422097	0.002336902678890436	35		0.0040132200188857416	0.004691926345609066			
36	TrialState.COMPLETE	0.0003098441926345609	2020-01-06 22:46:54.983957	2020-01-06 22:55:40.225151	0.1345086520274375	9.428916384052568	350.0	10.0	0.0027121121358242373	2000.0	1.0293997683606966	0.0	0.0003098441926345609	0.0003098441926345609	0.0003098441926345609	20869.407909879603	0.00031111140270689353	0.0	0.0003098441926345609	0.0003098441926345609	0.0003098441926345609	20869.239686614732	0.00031111449795437676	0.0	0.0003098441926345609	0.0003098441926345609	0.0003098441926345609	20869.576133144477	0.0003111083104383978	36	0.0002655807365439094	0.0002950897072710104				
37	TrialState.COMPLETE	8.852691218130312e-05	2020-01-06 22:55:40.226166	2020-01-06 23:02:57.458519	0.9394177975511979	23.644469445957014	150.0	10.0	0.0035372885536000586	1700.0	1.0150294273875025	0.0	8.852691218130312e-05	0.0	0.0	20578.504050106232	0.00019462144116430278	0.0	8.852691218130312e-05	0.0	0.0	20578.411871458924	0.00019462517751834906	0.0	8.852691218130312e-05	0.0	0.0	20578.59622875354	0.00019461771591983523	37	0.0	5.901794145420208e-05				
38	TrialState.COMPLETE	0.004461756373937677	2020-01-06 23:02:57.459560	2020-01-06 23:13:59.457347	0.33955459711179864	1.4486587212971727	150.0	50.0	0.08301157669909949	1400.0	0.9603838288358797	0.0015226628895184135	0.004461756373937677	0.0030807365439093483	0.003824362606232295	19470.032029036825	0.0028837574062838506	0.0015226628895184135	0.004461756373937677	0.0030807365439093483	0.003824362606232295	19470.023866855525	0.0028837576029547094	0.0015226628895184135	0.004461756373937677	0.0030807365439093483	0.003824362606232295	19470.04019121813	0.0028837572097883527	38		0.003777148253068933	0.004205028328611898			
39	TrialState.COMPLETE	0.002788597733711048	2020-01-06 23:13:59.459263	2020-01-06 23:23:21.440083	0.1611004091572377	15.0856894331011	350.0	90.0	0.03338300380764458	2000.0	0.9882951534469949	0.0005311614730878187	0.002788597733711048	0.0017705382436260624	0.0021689093484419265	20035.859773371103	0.0017677883664653172	0.0005311614730878187	0.002788597733711048	0.0017705382436260624	0.0021689093484419265	20035.49114730878	0.0017677962118998367	0.0005311614730878187	0.002788597733711048	0.0017705382436260624	0.0021689093484419265	20036.22839943343	0.0017677805348139792	39	8.852691218130312e-05	0.0018885741265344666				
40	TrialState.COMPLETE	0.0003541076487252125	2020-01-06 23:23:21.441132	2020-01-06 23:33:56.611782	0.903341113553059	12.02895165528646	450.0	90.0	0.002029099717646477	500.0	1.0252521356598152	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20785.230612606232	0.00022066373165687916	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20784.995396600567	0.0002206686524533968	0.0	0.0003541076487252125	0.0	4.426345609065156e-05	20785.465828611897	0.00022065881761289813	40	0.0003541076487252125	0.0003541076487252125				
41	TrialState.COMPLETE	0.0	2020-01-06 23:33:56.613667	2020-01-06 23:43:33.787234	0.9671187714653839	22.927130345878947	450.0	10.0	0.0019544408010360725	1400.0	1.0342559669404745	0.0	0.0	0.0	0.0	20967.956422627478	0.00020090547750464764	0.0	0.0	0.0	0.0	20967.73167492918	0.00020091090971303477	0.0	0.0	0.0	0.0	20968.18117032578	0.00020090005353643562	41	0.0	0.0				
42	TrialState.COMPLETE	0.0017705382436260624	2020-01-06 23:43:33.789213	2020-01-06 23:51:05.278695	0.9255620962203649	16.518905516614588	150.0	90.0	0.04723709851941266	1900.0	0.9763248485081425	4.426345609065156e-05	0.0017705382436260624	0.0003098441926345609	0.0006639518413597734	19793.117165368272	0.0008260084903434365	4.426345609065156e-05	0.0017705382436260624	0.0003098441926345609	0.0006639518413597734	19792.898149787536	0.0008260166341451784	4.426345609065156e-05	0.0017705382436260624	0.0003098441926345609	0.0006639518413597734	19793.33618094901	0.0008260003755901035	42	0.0003541076487252125	0.0012983947119924457				
43	TrialState.COMPLETE	0.0007524787535410764	2020-01-06 23:51:05.279802	2020-01-06 23:58:24.550560	0.9443778801193842	28.98426443388683	150.0	20.0	0.07461066285281721	800.0	0.9802063188372959	0.00017705382436260624	0.0007524787535410764	0.0003541076487252125	0.0005311614730878187	19871.899411296035	0.0005873097438088017	0.00017705382436260624	0.0007524787535410764	0.0003541076487252125	0.0005311614730878187	19871.730789660058	0.000587343706794445	0.00017705382436260624	0.0007524787535410764	0.0003541076487252125	0.0005311614730878187	19872.068032932013	0.0005872767001849597	43	8.852691218130312e-05	0.0005311614730878187				
44	TrialState.COMPLETE	0.0004868980169971671	2020-01-06 23:58:24.552194	2020-01-07 00:09:08.750589	0.36651428090041716	2.523517572742225	450.0	100.0	0.001265698937102767	1700.0	1.0405842837027088	0.0001327903682719547	0.0004868980169971671	0.00017705382436260624	0.000398371104815864	21095.859552053826	0.00040606143959184024	0.0001327903682719547	0.0004868980169971671	0.00017705382436260624	0.000398371104815864	21095.732515934844	0.0004060841892723444	0.0001327903682719547	0.0004868980169971671	0.00017705382436260624	0.000398371104815864	21095.986588172804	0.00040603897674276827	44	0.0004426345609065156	0.00047214353163361664				
45	TrialState.COMPLETE	0.0006639518413597734	2020-01-07 00:09:08.751652	2020-01-07 00:16:20.027297	0.4560090438906632	13.274492315220888	50.0	50.0	0.0013485795801031128	600.0	1.0051578184968257	0.0	0.0006639518413597734	0.00017705382436260624	0.0002213172804532578	20378.01912181303	0.00034699954850994646	0.0	0.0006639518413597734	0.00017705382436260624	0.0002213172804532578	20378.013544617563	0.00034699964619731616	0.0	0.0006639518413597734	0.00017705382436260624	0.0002213172804532578	20378.0246990085	0.00034699945089059885	45	0.0006196883852691218	0.0006491973559962229				
