number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.2762200618078805	2020-01-16 11:19:56.451769	2020-01-16 12:03:34.232682	7.655245513524937	350.0	46.0	0.03423715356694657	500.0	0.630866353365279	0.21531354622714396	0.2762200618078805	0.2523821787277878	0.2637780066958537	12788.507178727788	0.23802143955067004	0.21531354622714396	0.2762200618078805	0.2523821787277878	0.2637780066958537	12788.50696948236	0.23802143961144137	0.21531354622714396	0.2762200618078805	0.2523821787277878	0.2637780066958537	12788.507387973217	0.23802143949001342	0		
1	TrialState.COMPLETE	0.0002655807365439094	2020-01-16 12:03:34.233633	2020-01-16 12:09:25.158850	2.992647329507718	50.0	46.0	0.014064718309654676	1000.0	0.9584374839784787	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19430.359220077902	0.0002581498422807714	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19430.358843838527	0.00025814986994012346	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19430.35959631728	0.00025814981463848796	1	0.00017705382436260624	0.00023607176581680832
2	TrialState.COMPLETE	0.26442467922012997	2020-01-16 12:09:25.160482	2020-01-16 13:09:01.731316	0.9928440333819364	350.0	11.0	0.054704898833542036	800.0	0.6294019415724644	0.07064447592067989	0.26442467922012997	0.16553491084819197	0.21530786535577404	12758.59917617897	0.13284421145083194	0.07064447592067989	0.26442467922012997	0.16553491084819197	0.21530786535577404	12758.598952257957	0.13284421149977005	0.07064447592067989	0.26442467922012997	0.16553491084819197	0.21530786535577404	12758.599400099984	0.13284421140200317	2		
3	TrialState.COMPLETE	0.0028771246458923513	2020-01-16 13:09:01.732319	2020-01-16 13:15:25.599167	3.8434585363634786	150.0	46.0	0.03408093945997704	800.0	0.8600366436467728	0.0004868980169971671	0.0028771246458923513	0.0011951133144475921	0.0014606940509915014	17435.28815509915	0.0016047251373917223	0.0004868980169971671	0.0028771246458923513	0.0011951133144475921	0.0014606940509915014	17435.28793378187	0.0016047251453550028	0.0004868980169971671	0.0028771246458923513	0.0011951133144475921	0.0014606940509915014	17435.28837641643	0.0016047251294313185	3	0.0004426345609065156	0.002065627950897073
4	TrialState.COMPLETE	0.35243029670493514	2020-01-16 13:15:25.599965	2020-01-16 14:13:37.271708	4.798265006995987	250.0	16.0	0.08900028980475642	900.0	0.5875442753587741	0.3095180408528403	0.35243029670493514	0.34051177873863125	0.3461961383629044	11909.565999142687	0.3267881751946328	0.3095180408528403	0.35243029670493514	0.34051177873863125	0.3461961383629044	11909.565826748174	0.32678817520955156	0.3095180408528403	0.35243029670493514	0.34051177873863125	0.3461961383629044	11909.5661715372	0.32678817517973	4		
5	TrialState.COMPLETE	0.34956863250064385	2020-01-16 14:13:37.272728	2020-01-16 14:58:44.427943	3.7498665818604673	450.0	26.0	0.09028791244072333	500.0	0.6091055732722108	0.3178920937419521	0.34956863250064385	0.3387361576100953	0.3434683234612413	12347.197688642802	0.33015184518456325	0.3178920937419521	0.34956863250064385	0.3387361576100953	0.3434683234612413	12347.197495493176	0.33015184519079904	0.3178920937419521	0.34956863250064385	0.3387361576100953	0.3434683234612413	12347.197881792428	0.33015184517832963	5		
6	TrialState.COMPLETE	0.0016820113314447592	2020-01-16 14:58:44.428736	2020-01-16 15:09:20.420682	4.862381314290545	450.0	46.0	0.019218349417323997	1000.0	0.8491399275486993	0.00017705382436260624	0.0016820113314447592	0.000398371104815864	0.0006639518413597734	17214.290235481585	0.000989901001642379	0.00017705382436260624	0.0016820113314447592	0.000398371104815864	0.0006639518413597734	17214.289925637393	0.0009899010098998078	0.00017705382436260624	0.0016820113314447592	0.000398371104815864	0.0006639518413597734	17214.29054532578	0.000989900993387768	6	0.00017705382436260624	0.0011803588290840415
7	TrialState.COMPLETE	0.2842179812136574	2020-01-16 15:09:20.421671	2020-01-16 16:03:28.478344	4.994567713726138	150.0	41.0	0.0452527476129537	900.0	0.6030320632790868	0.14938683465036529	0.2842179812136574	0.2283435216937528	0.25642984941106306	12223.93785876696	0.19682214692889807	0.14938683465036529	0.2842179812136574	0.2283435216937528	0.25642984941106306	12223.937649097958	0.19682214695125416	0.14938683465036529	0.2842179812136574	0.2283435216937528	0.25642984941106306	12223.938068435962	0.1968221469065652	7		
8	TrialState.COMPLETE	0.0003098441926345609	2020-01-16 16:03:28.479497	2020-01-16 16:10:25.206397	1.8487546512411837	250.0	26.0	0.0010985846301860384	500.0	0.9949563515568286	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20171.1033773017	0.00031388702944416266	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20171.10291253541	0.00031388706644880837	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20171.103842067987	0.0003138869924681572	8	0.0002655807365439094	0.0002950897072710104
