number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251
9	TrialState.COMPLETE	0.029700779036827194	2020-01-11 09:13:08.558381	2020-01-11 09:19:55.791798	150.0	81.0	0.013626134654878691	1800.0	0.7377122749139261	0.011995396600566572	0.029700779036827194	0.01819228045325779	0.02133498583569405	14953.837840828612	0.018514680610782347	0.011995396600566572	0.029700779036827194	0.01819228045325779	0.02133498583569405	14953.827283994335	0.018514681056660053	0.011995396600566572	0.029700779036827194	0.01819228045325779	0.02133498583569405	14953.84839766289	0.01851468016562407	9	0.03160410764872521	0.030335221907459867			
10	TrialState.COMPLETE	0.01682011331444759	2020-01-11 09:19:55.792778	2020-01-11 09:27:06.213724	250.0	91.0	0.0021557998422829343	1100.0	0.8319497051952834	0.0028328611898017	0.01682011331444759	0.00796742209631728	0.010667492917847025	16864.446728930594	0.008175104555131861	0.0028328611898017	0.01682011331444759	0.00796742209631728	0.010667492917847025	16864.371857294616	0.00817510658140574	0.0028328611898017	0.01682011331444759	0.00796742209631728	0.010667492917847025	16864.52160056657	0.008175102531698251	10	0.01682011331444759	0.01682011331444759			
11	TrialState.COMPLETE	0.017439801699716713	2020-01-11 09:27:06.214693	2020-01-11 09:35:25.223642	450.0	31.0	0.0017348575119762895	1400.0	0.7931281573775253	0.0026558073654390935	0.017439801699716713	0.009339589235127479	0.012526558073654392	16077.333370219547	0.008686246804211772	0.0026558073654390935	0.017439801699716713	0.009339589235127479	0.012526558073654392	16077.23756196884	0.008686249081673382	0.0026558073654390935	0.017439801699716713	0.009339589235127479	0.012526558073654392	16077.429178470255	0.008686244528511175	11	0.017705382436260624	0.017528328611898018			
12	TrialState.COMPLETE	0.018900495750708214	2020-01-11 09:35:25.224611	2020-01-11 09:41:42.277125	50.0	81.0	0.004333602706779257	1300.0	0.8178425798562322	0.004603399433427762	0.018900495750708214	0.009206798866855524	0.012615084985835695	16578.519520184134	0.009952845848722008	0.004603399433427762	0.018900495750708214	0.009206798866855524	0.012615084985835695	16578.47879780453	0.009952852588151342	0.004603399433427762	0.018900495750708214	0.009206798866855524	0.012615084985835695	16578.56024256374	0.009952839149344625	12	0.019210339943342775	0.01900377714825307			
13	TrialState.COMPLETE	0.01509383852691218	2020-01-11 09:41:42.278017	2020-01-11 09:47:34.914681	50.0	11.0	0.0032762405577042523	1500.0	0.7990326885601658	0.003098441926345609	0.01509383852691218	0.007524787535410765	0.009560906515580737	16196.864753009915	0.008047416900479531	0.003098441926345609	0.01509383852691218	0.007524787535410765	0.009560906515580737	16196.852292847025	0.008047417509810282	0.003098441926345609	0.01509383852691218	0.007524787535410765	0.009560906515580737	16196.877213172804	0.00804741629203865	13	0.016200424929178472	0.015462700661000944			
14	TrialState.COMPLETE	0.019475920679886686	2020-01-11 09:47:34.915620	2020-01-11 09:53:55.720437	150.0	11.0	0.0027382235422160938	1300.0	0.8197177715311986	0.004426345609065156	0.019475920679886686	0.008675637393767706	0.0127921388101983	16616.630732117563	0.009691844780956303	0.004426345609065156	0.019475920679886686	0.008675637393767706	0.0127921388101983	16616.57237075071	0.009691888395966125	0.004426345609065156	0.019475920679886686	0.008675637393767706	0.0127921388101983	16616.68909348442	0.009691802166655016	14	0.019652974504249292	0.019534938621340887			
15	TrialState.COMPLETE	0.01646600566572238	2020-01-11 09:53:55.721344	2020-01-11 09:59:00.783961	50.0	1.0	0.006086334688142277	1800.0	0.7845143285042384	0.003098441926345609	0.01646600566572238	0.007082152974504249	0.011065864022662889	15902.717422096317	0.008001229830207943	0.003098441926345609	0.01646600566572238	0.007082152974504249	0.011065864022662889	15902.706666076487	0.00800123025819398	0.003098441926345609	0.01646600566572238	0.007082152974504249	0.011065864022662889	15902.728178116147	0.008001229402527031	15	0.017351274787535412	0.01676109537299339			
16	TrialState.COMPLETE	0.021733356940509915	2020-01-11 09:59:00.784962	2020-01-11 10:07:26.410483	450.0	21.0	0.003340001720757109	1100.0	0.783903621912832	0.004691926345609066	0.021733356940509915	0.008321529745042492	0.012172450424929178	15890.308737606232	0.010572340181946088	0.004691926345609066	0.021733356940509915	0.008321529745042492	0.012172450424929178	15890.262836402266	0.010572407844875786	0.004691926345609066	0.021733356940509915	0.008321529745042492	0.012172450424929178	15890.354638810199	0.010572275566489868	16	0.021689093484419265	0.021718602455146365			
17	TrialState.COMPLETE	0.016598796033994334	2020-01-11 10:07:26.411491	2020-01-11 10:15:20.943471	350.0	81.0	0.0012777682133623654	900.0	0.8067856357641534	0.002611543909348442	0.016598796033994334	0.009560906515580737	0.011597025495750708	16354.547096317281	0.008597303488127454	0.002611543909348442	0.016598796033994334	0.009560906515580737	0.011597025495750708	16354.444228045326	0.008597311340695291	0.002611543909348442	0.016598796033994334	0.009560906515580737	0.011597025495750708	16354.649964589235	0.008597295682084307	17	0.01673158640226629	0.016643059490084985			
18	TrialState.COMPLETE	0.05944582152974504	2020-01-11 10:15:20.944373	2020-01-11 10:23:01.334225	350.0	31.0	0.021576927536543167	900.0	0.8019467029299449	0.0455028328611898	0.05944582152974504	0.05603753541076487	0.057321175637393765	16256.46208834986	0.05165620650676936	0.0455028328611898	0.05944582152974504	0.05603753541076487	0.057321175637393765	16256.455692280453	0.05165620675887957	0.0455028328611898	0.05944582152974504	0.05603753541076487	0.057321175637393765	16256.468484419263	0.051656206254986646	18	0.06010977337110482	0.0596671388101983			
19	TrialState.COMPLETE	0.06754603399433427	2020-01-11 10:23:01.335174	2020-01-11 10:31:29.277547	450.0	51.0	0.035595232351228454	2000.0	0.7884965430389385	0.049884915014164304	0.06754603399433427	0.061349150141643057	0.06409348441926345	15983.948676522663	0.056839820982756084	0.049884915014164304	0.06754603399433427	0.061349150141643057	0.06409348441926345	15983.940598441926	0.0568398211624767	0.049884915014164304	0.06754603399433427	0.061349150141643057	0.06409348441926345	15983.9567546034	0.05683982080319053	19	0.06710339943342776	0.06739848914069878			
20	TrialState.COMPLETE	0.018059490084985835	2020-01-11 10:31:29.278510	2020-01-11 10:38:02.519317	150.0	51.0	0.006987477675593839	1700.0	0.7836800124929895	0.0048689801699716715	0.018059490084985835	0.006905099150141643	0.01080028328611898	15885.392240616147	0.009595207913205795	0.0048689801699716715	0.018059490084985835	0.006905099150141643	0.01080028328611898	15885.376770538243	0.009595209495433746	0.0048689801699716715	0.018059490084985835	0.006905099150141643	0.01080028328611898	15885.407710694051	0.009595206337180754	20	0.018767705382436262	0.018295561850802645			
21	TrialState.COMPLETE	0.016023371104815862	2020-01-11 10:38:02.520232	2020-01-11 10:44:51.475264	250.0	21.0	0.001901895334054996	500.0	0.8117021328100208	0.0025672804532577906	0.016023371104815862	0.008896954674220962	0.012393767705382436	16453.903173689803	0.008319697812617707	0.0025672804532577906	0.016023371104815862	0.008896954674220962	0.012393767705382436	16453.837685906514	0.008319700139061085	0.0025672804532577906	0.016023371104815862	0.008896954674220962	0.012393767705382436	16453.96866147309	0.008319695490146365	21	0.016111898016997167	0.016052880075542966			
22	TrialState.COMPLETE	0.01651026912181303	2020-01-11 10:44:51.476166	2020-01-11 10:52:38.450329	350.0	61.0	0.0012086725708292077	1600.0	0.8094379518470731	0.004603399433427762	0.01651026912181303	0.007878895184135978	0.009826487252124646	16408.155165545326	0.009190880847448723	0.004603399433427762	0.01651026912181303	0.007878895184135978	0.009826487252124646	16408.055639164308	0.009190885230602328	0.004603399433427762	0.01651026912181303	0.007878895184135978	0.009826487252124646	16408.254691926344	0.009190876474671417	22	0.016554532577903684	0.016525023607176583			
23	TrialState.COMPLETE	0.01814801699716714	2020-01-11 10:52:38.451331	2020-01-11 11:00:21.223237	350.0	51.0	0.002841601073334357	1000.0	0.802177729927391	0.004337818696883853	0.01814801699716714	0.007259206798866855	0.010490439093484419	16261.094480347025	0.008894589916905211	0.004337818696883853	0.01814801699716714	0.007259206798866855	0.010490439093484419	16261.033950070821	0.008894591580795719	0.004337818696883853	0.01814801699716714	0.007259206798866855	0.010490439093484419	16261.15501062323	0.008894588254544748	23	0.01823654390934844	0.01817752596789424			
24	TrialState.COMPLETE	0.057046742209631726	2020-01-11 11:00:21.224137	2020-01-11 11:09:30.702749	150.0	11.0	0.03824118767557002	700.0	0.7953775625669643	0.0403328611898017	0.057046742209631726	0.04872521246458923	0.05297450424929179	16123.597981586403	0.04637052603531824	0.0403328611898017	0.057046742209631726	0.04872521246458923	0.05297450424929179	16123.593626062322	0.0463705332236637	0.0403328611898017	0.057046742209631726	0.04872521246458923	0.05297450424929179	16123.602337110482	0.04637051896801612	24		0.056480169971671386	0.0568342776203966		
25	TrialState.COMPLETE	0.039571529745042494	2020-01-11 11:09:30.703733	2020-01-11 11:15:52.462954	150.0	91.0	0.017585698208239225	1900.0	0.7410129737290498	0.01677584985835694	0.039571529745042494	0.025761331444759207	0.030231940509915015	15020.615571883853	0.024778068399756256	0.01677584985835694	0.039571529745042494	0.025761331444759207	0.030231940509915015	15020.606497875355	0.024778074336742048	0.01677584985835694	0.039571529745042494	0.025761331444759207	0.030231940509915015	15020.62464589235	0.024778062553619057	25	0.041961756373937675	0.04036827195467422			
26	TrialState.COMPLETE	0.005267351274787536	2020-01-11 11:15:52.463888	2020-01-11 11:24:25.449331	450.0	61.0	0.08579345637488915	900.0	0.8732639517733155	0.0017262747875354107	0.005267351274787536	0.0032754957507082154	0.003895184135977337	17702.20863580028	0.0033035453323521213	0.0017262747875354107	0.005267351274787536	0.0032754957507082154	0.003895184135977337	17702.204320113313	0.003303545391226677	0.0017262747875354107	0.005267351274787536	0.0032754957507082154	0.003895184135977337	17702.21295148725	0.0033035452734952314	26	0.005577195467422096	0.005370632672332389			
27	TrialState.COMPLETE	0.033392351274787534	2020-01-11 11:24:25.450215	2020-01-11 11:34:01.440562	350.0	1.0	0.0037647806141018893	2000.0	0.768560787851483	0.008711048158640227	0.033392351274787534	0.018024079320113313	0.023477337110481587	15579.248884560906	0.01708151416285231	0.008711048158640227	0.033392351274787534	0.018024079320113313	0.023477337110481587	15579.215014164305	0.017081516285005316	0.008711048158640227	0.033392351274787534	0.018024079320113313	0.023477337110481587	15579.282754957507	0.017081512045215793	27		0.03263692162417375	0.03310906515580737		
28	TrialState.COMPLETE	0.02049398016997167	2020-01-11 11:34:01.441493	2020-01-11 11:40:23.385946	50.0	91.0	0.00527586390405558	1400.0	0.8080085529219614	0.0021689093484419265	0.02049398016997167	0.007259206798866855	0.012570821529745042	16378.904236012748	0.008015029197265065	0.0021689093484419265	0.02049398016997167	0.007259206798866855	0.012570821529745042	16378.893325070821	0.008015029662994009	0.0021689093484419265	0.02049398016997167	0.007259206798866855	0.012570821529745042	16378.915146954674	0.008015028732161224	28	0.02151203966005666	0.020833333333333332			
29	TrialState.COMPLETE	0.036074716713881017	2020-01-11 11:40:23.386976	2020-01-11 11:48:33.941490	350.0	91.0	0.009333479218428016	1100.0	0.7958613991506679	0.018634915014164307	0.036074716713881017	0.025141643059490085	0.030586048158640227	16132.991346494335	0.0249667722973505	0.018634915014164307	0.036074716713881017	0.025141643059490085	0.030586048158640227	16132.967820467422	0.024966777084561742	0.018634915014164307	0.036074716713881017	0.025141643059490085	0.030586048158640227	16133.014872521246	0.0249667675408555	29	0.03638456090651558	0.03617799811142587			
30	TrialState.COMPLETE	0.015403682719546742	2020-01-11 11:48:33.942388	2020-01-11 11:54:22.113353	250.0	1.0	0.0010687728685170562	1600.0	0.8057871882071582	0.0020361189801699716	0.015403682719546742	0.007923158640226628	0.010401912181303116	16334.055108002833	0.00803480746961135	0.0020361189801699716	0.015403682719546742	0.007923158640226628	0.010401912181303116	16333.986720963172	0.008034809365000428	0.0020361189801699716	0.015403682719546742	0.007923158640226628	0.010401912181303116	16334.123495042493	0.008034805575981848	30	0.015580736543909348	0.015462700661000944			
31	TrialState.COMPLETE	0.01814801699716714	2020-01-11 11:54:22.114310	2020-01-11 12:00:35.028518	50.0	31.0	0.028886404222415923	1500.0	0.7604976825459582	0.003585339943342776	0.01814801699716714	0.007303470254957507	0.012659348441926345	15415.622344192634	0.00858396231392825	0.003585339943342776	0.01814801699716714	0.007303470254957507	0.012659348441926345	15415.616014518413	0.008583962580996836	0.003585339943342776	0.01814801699716714	0.007303470254957507	0.012659348441926345	15415.628673866855	0.008583962047330534	31	0.018413597733711047	0.01823654390934844			
32	TrialState.COMPLETE	0.06219015580736544	2020-01-11 12:00:35.029473	2020-01-11 12:08:24.672724	350.0	71.0	0.02076423832040687	1700.0	0.7730857825343478	0.047848796033994334	0.06219015580736544	0.05794086402266289	0.059534348441926344	15671.17355701133	0.054281376164967615	0.047848796033994334	0.06219015580736544	0.05794086402266289	0.059534348441926344	15671.165235481587	0.05428137674487202	0.047848796033994334	0.06219015580736544	0.05794086402266289	0.059534348441926344	15671.181878541076	0.05428137558623371	32	0.06276558073654391	0.0623819641170916			
33	TrialState.COMPLETE	0.01898902266288952	2020-01-11 12:08:24.673655	2020-01-11 12:14:18.882246	50.0	11.0	0.008750130649559866	1300.0	0.7888101503296866	0.002700070821529745	0.01898902266288952	0.00624114730878187	0.009383852691218131	15990.04902177762	0.007830718239797316	0.002700070821529745	0.01898902266288952	0.00624114730878187	0.009383852691218131	15990.037535410765	0.007830719411803603	0.002700070821529745	0.01898902266288952	0.00624114730878187	0.009383852691218131	15990.060508144476	0.007830717069677497	33	0.020095609065155808	0.01935788479697828			
34	TrialState.COMPLETE	0.007259206798866855	2020-01-11 12:14:18.883189	2020-01-11 12:21:52.942474	350.0	31.0	0.09617710111809727	700.0	0.8859734112342693	0.0032312322946175635	0.007259206798866855	0.0048689801699716715	0.00540014164305949	17960.058604815866	0.00483243579626799	0.0032312322946175635	0.007259206798866855	0.0048689801699716715	0.00540014164305949	17960.053381728045	0.004832435987737456	0.0032312322946175635	0.007259206798866855	0.0048689801699716715	0.00540014164305949	17960.063827903683	0.0048324356050431444	34	0.00796742209631728	0.007495278564683664			
35	TrialState.COMPLETE	0.018723441926345608	2020-01-11 12:21:52.943400	2020-01-11 12:29:23.550084	350.0	11.0	0.002486155928939764	500.0	0.7924624529393756	0.004072237960339943	0.018723441926345608	0.008410056657223795	0.012924929178470254	16064.168289660056	0.009590892418733786	0.004072237960339943	0.018723441926345608	0.008410056657223795	0.012924929178470254	16064.11402266289	0.00959089517426491	0.004072237960339943	0.018723441926345608	0.008410056657223795	0.012924929178470254	16064.222556657223	0.009590889671591236	35	0.018325070821529746	0.018590651558073653			
36	TrialState.COMPLETE	0.05479815864022663	2020-01-11 12:29:23.550997	2020-01-11 12:37:08.952326	350.0	71.0	0.013643408388206858	1500.0	0.796222843794349	0.03757967422096317	0.05479815864022663	0.046919263456090654	0.04966359773371105	16140.81285410765	0.04466421378701792	0.03757967422096317	0.05479815864022663	0.046919263456090654	0.04966359773371105	16140.799486543909	0.04466421431336467	0.03757967422096317	0.05479815864022663	0.046919263456090654	0.04966359773371105	16140.826221671388	0.04466421326136892	36	0.05524079320113314	0.05494570349386214			
37	TrialState.COMPLETE	0.0652443342776204	2020-01-11 12:37:08.953288	2020-01-11 12:45:12.805220	350.0	91.0	0.02213487240792941	1500.0	0.7748944205936159	0.04886685552407932	0.0652443342776204	0.06046388101983003	0.0626770538243626	15707.91576664306	0.05576670825840914	0.04886685552407932	0.0652443342776204	0.06046388101983003	0.0626770538243626	15707.907002478754	0.055766708363564954	0.04886685552407932	0.0652443342776204	0.06046388101983003	0.0626770538243626	15707.924530807366	0.055766708153281885	37	0.06515580736543909	0.06521482530689329			
38	TrialState.COMPLETE	0.04448477337110482	2020-01-11 12:45:12.806130	2020-01-11 12:53:33.108086	450.0	51.0	0.01065249751808673	1900.0	0.8251822122735186	0.03253364022662889	0.04448477337110482	0.039837110481586405	0.04182896600566572	16727.323543732295	0.037928845257496985	0.03253364022662889	0.04448477337110482	0.039837110481586405	0.04182896600566572	16727.309180240794	0.03792884607172737	0.03253364022662889	0.04448477337110482	0.039837110481586405	0.04182896600566572	16727.337907223795	0.03792884444458674	38	0.044174929178470254	0.044381491973559964			
39	TrialState.COMPLETE	0.017749645892351274	2020-01-11 12:53:33.109061	2020-01-11 13:02:21.723539	450.0	71.0	0.0038586739377507247	1100.0	0.8002789704996054	0.0053558781869688385	0.017749645892351274	0.007391997167138811	0.01164128895184136	16222.48052407932	0.009863009666248469	0.0053558781869688385	0.017749645892351274	0.007391997167138811	0.01164128895184136	16222.427894830029	0.00986301352335851	0.0053558781869688385	0.017749645892351274	0.007391997167138811	0.01164128895184136	16222.533153328612	0.009863005835291183	39	0.0170856940509915	0.017528328611898018			
40	TrialState.COMPLETE	0.05342599150141643	2020-01-11 13:02:21.724425	2020-01-11 13:09:01.761255	150.0	31.0	0.026307755712436057	600.0	0.7343451048884517	0.03611898016997167	0.05342599150141643	0.045281515580736544	0.048114376770538245	14885.629780453257	0.04286762711288261	0.03611898016997167	0.05342599150141643	0.045281515580736544	0.048114376770538245	14885.622698300283	0.04286762746925807	0.03611898016997167	0.05342599150141643	0.045281515580736544	0.048114376770538245	14885.636862606232	0.04286762675705182	40	0.053912889518413595	0.053588290840415484			
41	TrialState.COMPLETE	0.04110599622285175	2020-01-11 13:09:01.762213	2020-01-11 13:25:19.869210	450.0	11.0	0.005062164344343382	1900.0	0.7936780791768601	0.014311850802644004	0.04110599622285175	0.02416784702549575	0.02924338999055713	16088.390300401323	0.0229940514907871	0.014311850802644004	0.04110599622285175	0.02416784702549575	0.02924338999055713	16088.361366855524	0.022994052761945074	0.014311850802644004	0.04110599622285175	0.02416784702549575	0.02924338999055713	16088.41923394712	0.022994050221041656	41			0.04041253541076487	0.040828611898016995	
42	TrialState.COMPLETE	0.07002478753541076	2020-01-11 13:25:19.870003	2020-01-11 13:33:54.727653	450.0	51.0	0.03537725977593938	1700.0	0.7743874193910519	0.05231940509915014	0.07002478753541076	0.06449185552407932	0.0665279745042493	15697.640115970255	0.05966358344383374	0.05231940509915014	0.07002478753541076	0.06449185552407932	0.0665279745042493	15697.633188739377	0.059663583722706345	0.05231940509915014	0.07002478753541076	0.06449185552407932	0.0665279745042493	15697.647043201134	0.05966358316531129	42	0.06905099150141643	0.06970018885741265			
43	TrialState.COMPLETE	0.02131728045325779	2020-01-11 13:33:54.728552	2020-01-11 13:46:12.522872	450.0	11.0	0.0023195995810513566	1800.0	0.7788807488669671	0.0029390934844192636	0.02131728045325779	0.008144475920679886	0.012004249291784702	15788.677089235127	0.009135777376930675	0.0029390934844192636	0.02131728045325779	0.008144475920679886	0.012004249291784702	15788.610552407932	0.009135781823840948	0.0029390934844192636	0.02131728045325779	0.008144475920679886	0.012004249291784702	15788.743626062324	0.009135772948563986	43		0.020892351274787536	0.021157932011331444		
44	TrialState.COMPLETE	0.016598796033994334	2020-01-11 13:46:12.523695	2020-01-11 13:52:39.909142	50.0	91.0	0.020071146707405327	1000.0	0.7863909600190709	0.003939447592067989	0.016598796033994334	0.006462464589235127	0.010490439093484419	15940.896777620397	0.008423162888120438	0.003939447592067989	0.016598796033994334	0.006462464589235127	0.010490439093484419	15940.889075779036	0.008423163072647582	0.003939447592067989	0.016598796033994334	0.006462464589235127	0.010490439093484419	15940.904479461757	0.008423162703701241	44	0.01761685552407932	0.016938149197355996			
45	TrialState.COMPLETE	0.05617032577903683	2020-01-11 13:52:39.910017	2020-01-11 14:00:55.409795	450.0	11.0	0.01022186344861377	1600.0	0.80238667796314	0.04421919263456091	0.05617032577903683	0.05156692634560907	0.05342599150141643	16265.386464235127	0.049515241579091464	0.04421919263456091	0.05617032577903683	0.05156692634560907	0.05342599150141643	16265.37659348442	0.04951647139490728	0.04421919263456091	0.05617032577903683	0.05156692634560907	0.05342599150141643	16265.396334985835	0.04951425767155978	45	0.056568696883852694	0.056303116147308784			
46	TrialState.COMPLETE	0.017484065155807367	2020-01-11 14:00:55.410725	2020-01-11 14:07:25.069694	150.0	71.0	0.0026782426512036027	2000.0	0.8253200703593071	0.0026558073654390935	0.017484065155807367	0.005887039660056657	0.011021600566572238	16730.318342776205	0.007822771495795886	0.0026558073654390935	0.017484065155807367	0.005887039660056657	0.011021600566572238	16730.28541076487	0.007822773619841586	0.0026558073654390935	0.017484065155807367	0.005887039660056657	0.011021600566572238	16730.351274787536	0.00782276937845671	46	0.0170856940509915	0.017351274787535412			
47	TrialState.COMPLETE	0.05617032577903683	2020-01-11 14:07:25.070714	2020-01-11 14:15:05.054250	350.0	51.0	0.01568921187878556	1300.0	0.7850131712540789	0.0412092776203966	0.05617032577903683	0.04966359773371105	0.05223087818696884	15912.790788774788	0.04737760831980854	0.0412092776203966	0.05617032577903683	0.04966359773371105	0.05223087818696884	15912.779169617565	0.04737760880038915	0.0412092776203966	0.05617032577903683	0.04966359773371105	0.05223087818696884	15912.802407932011	0.04737760784013871	47	0.05745396600566572	0.056598205854579794			
48	TrialState.COMPLETE	0.005267351274787536	2020-01-11 14:15:05.055258	2020-01-11 14:24:10.183392	450.0	81.0	0.09731513763490503	1900.0	0.8884255941459206	0.0017262747875354107	0.005267351274787536	0.002921388101983003	0.003718130311614731	18010.29233799575	0.0032295106514776315	0.0017262747875354107	0.005267351274787536	0.002921388101983003	0.003718130311614731	18010.28881905099	0.0032295107865234684	0.0017262747875354107	0.005267351274787536	0.002921388101983003	0.003718130311614731	18010.29585694051	0.003229510516578669	48	0.005754249291784703	0.005429650613786591			
