number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.19964623987218988	2020-03-22 04:32:23.064303	2020-03-23 10:00:57.988391	256	2	0.002182658294163632	0.024208249677374703	256	0.0016870603145264726	0.6560651293798518	0.11074974323861692	0.19964623987218988	0.15479858495948876	0.1761953668834874	4651.745078740158	0.1406380125358482	0.11074974323861692	0.19964623987218988	0.15479858495948876	0.1761953668834874	4651.705922629237	0.14063803911060294	631387402	0.11074974323861692	0.19964623987218988	0.15479858495948876	0.1761953668834874	4651.7842348510785	0.1406379862602256	0	COMPLETE
