number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
48	TrialState.COMPLETE	0.0785056657223796	2019-12-30 05:34:43.080454	2019-12-30 05:52:17.549598	250.0	2	31.0	0.006353367738232766	1600.0	0.4551043230586595	0.022698300283286118	0.0785056657223796	0.044830028328611896	0.05825070821529745	9225.06787358357	0.0419402319151776	0.022698300283286118	0.0785056657223796	0.044830028328611896	0.05825070821529745	9225.06111898017	0.041940246517513394	0.022698300283286118	0.0785056657223796	0.044830028328611896	0.05825070821529745	9225.074628186969	0.04194021764043077	48							0.07701841359773372	0.07784466477809254											
49	TrialState.COMPLETE	0.04302407932011332	2019-12-30 05:52:17.550431	2019-12-30 06:03:21.380344	450.0	1	21.0	0.01859775841597672	900.0	1.1027941164360628	0.000708215297450425	0.04302407932011332	0.0340828611898017	0.03856822474032106	22357.62901322002	0.018884162222343178	0.000708215297450425	0.04302407932011332	0.0340828611898017	0.03856822474032106	22357.618685080266	0.018884176066941954	0.000708215297450425	0.04302407932011332	0.0340828611898017	0.03856822474032106	22357.639341359773	0.01888414874637227	49			0.044529036827195466	0.04362606232294618															
50	TrialState.COMPLETE	0.08303824362606232	2019-12-30 06:03:21.381395	2019-12-30 06:13:35.643678	150.0	2	81.0	0.0025530519407716283	1700.0	0.5053832199223274	0.011280857952246055	0.08303824362606232	0.029820922703358965	0.04702043707001214	10242.762229360584	0.03513741447996401	0.011280857952246055	0.08303824362606232	0.029820922703358965	0.04702043707001214	10242.751745244841	0.035137726660644825	0.011280857952246055	0.08303824362606232	0.029820922703358965	0.04702043707001214	10242.772713476324	0.03513713467566573	50				0.08261331444759207	0.08286118980169972														
51	TrialState.COMPLETE	0.025717067988668556	2019-12-30 06:13:35.644707	2019-12-30 06:18:38.558111	350.0	1	31.0	0.009054807153705954	1900.0	0.8020017504207523	0.000708215297450425	0.025717067988668556	0.015226628895184136	0.01903328611898017	16256.823101097734	0.01108715095199169	0.000708215297450425	0.025717067988668556	0.015226628895184136	0.01903328611898017	16256.813385269123	0.011087151366341225	0.000708215297450425	0.025717067988668556	0.015226628895184136	0.01903328611898017	16256.832816926346	0.011087150538307765	51	0.031958215297450424	0.02779745042492918																	
52	TrialState.COMPLETE	0.14486796843383246	2019-12-30 06:18:38.559737	2019-12-30 06:47:56.778226	350.0	2	21.0	0.0034124699877580876	1100.0	0.3493971746317106	0.038926547956293	0.14486796843383246	0.07993980169971672	0.10403176851477135	7081.584258650344	0.07453358327882646	0.038926547956293	0.14486796843383246	0.07993980169971672	0.10403176851477135	7081.580673310401	0.07453369270300485	0.038926547956293	0.14486796843383246	0.07993980169971672	0.10403176851477135	7081.587843990287	0.07453348466687082	52											0.144136567516525	0.14453039877969057							
53	TrialState.COMPLETE	0.14589235127478753	2019-12-30 06:47:56.779269	2019-12-30 06:52:16.766147	350.0	2	1.0	0.006223855927986443	1000.0	0.1904154752842833	0.002478753541076487	0.14589235127478753	0.07697415014164306	0.10640934844192634	3859.6992740793203	0.05393230753597615	0.002478753541076487	0.14589235127478753	0.07697415014164306	0.10640934844192634	3859.6964854815865	0.053932310087431684	0.002478753541076487	0.14589235127478753	0.07697415014164306	0.10640934844192634	3859.7020626770536	0.05393230500269538	53	0.1990084985835694	0.16359773371104816																	
54	TrialState.COMPLETE	0.043953611898017	2019-12-30 06:52:16.767143	2019-12-30 06:57:57.147297	350.0	1	91.0	0.03273380466688988	1600.0	1.1346632835735324	0.000708215297450425	0.043953611898017	0.03585339943342776	0.04014695467422096	23003.956599681303	0.01960754291628473	0.000708215297450425	0.043953611898017	0.03585339943342776	0.04014695467422096	23003.9375	0.019607543197365004	0.000708215297450425	0.043953611898017	0.03585339943342776	0.04014695467422096	23003.975699362607	0.019607542635487963	54	0.04346671388101983	0.04379131255901794																	
55	TrialState.COMPLETE	0.1482825779036827	2019-12-30 06:57:57.148338	2019-12-30 07:22:17.306534	350.0	2	11.0	0.003089252165616969	600.0	0.2824415900910849	0.046889754485363554	0.1482825779036827	0.08849740321057602	0.11186850802644004	5724.704416017469	0.08135749961994307	0.046889754485363554	0.1482825779036827	0.08849740321057602	0.11186850802644004	5724.701206916903	0.08135751017528808	0.046889754485363554	0.1482825779036827	0.08849740321057602	0.11186850802644004	5724.707625118036	0.08135748935103705	55									0.1472025495750708	0.14779165593613186									
56	TrialState.COMPLETE	0.047007790368271955	2019-12-30 07:22:17.307419	2019-12-30 07:26:29.760161	350.0	1	1.0	0.03456136723311344	800.0	1.127712490696142	0.000708215297450425	0.047007790368271955	0.037933781869688384	0.04209454674220963	22862.845277089236	0.020645062852366457	0.000708215297450425	0.047007790368271955	0.037933781869688384	0.04209454674220963	22862.833436614732	0.020645063089253932	0.000708215297450425	0.047007790368271955	0.037933781869688384	0.04209454674220963	22862.85711756374	0.020645062615689873	56	0.04975212464589235	0.04792256846081209																	
57	TrialState.COMPLETE	0.031161473087818695	2019-12-30 07:26:29.760983	2019-12-30 07:31:36.795062	350.0	2	21.0	0.01744398976310567	1000.0	0.8447944875537181	0.006462464589235127	0.031161473087818695	0.015315155807365439	0.020803824362606232	17125.817059135978	0.014931094288192457	0.006462464589235127	0.031161473087818695	0.015315155807365439	0.020803824362606232	17125.806303116147	0.014931100733044728	0.006462464589235127	0.031161473087818695	0.015315155807365439	0.020803824362606232	17125.827815155808	0.014931087910231488	57	0.032577903682719546	0.03163361661945231																	
58	TrialState.COMPLETE	0.08585500901364924	2019-12-30 07:31:36.795859	2019-12-30 07:49:51.116797	150.0	2	81.0	0.0015053942242952455	600.0	0.4971139028099489	0.011283157352562452	0.08585500901364924	0.030791269636878702	0.04930144218387844	10075.09716231007	0.03559718942994353	0.011283157352562452	0.08585500901364924	0.030791269636878702	0.04930144218387844	10075.08598377543	0.035597274619312884	0.011283157352562452	0.08585500901364924	0.030791269636878702	0.04930144218387844	10075.108340844708	0.03559710738757785	58								0.08486779981114259	0.08541076487252125										
59	TrialState.COMPLETE	0.10315598441926345	2019-12-30 07:49:51.117602	2019-12-30 08:01:33.603438	50.0	2	21.0	0.0024968898092954093	1900.0	0.4381244372823773	0.02049398016997167	0.10315598441926345	0.048114376770538245	0.06767882436260624	8879.775108445467	0.04861424164518015	0.02049398016997167	0.10315598441926345	0.048114376770538245	0.06767882436260624	8879.770914483002	0.04861425130411969	0.02049398016997167	0.10315598441926345	0.048114376770538245	0.06767882436260624	8879.779302407933	0.04861423208347501	59					0.10159938621340887	0.10248887090246864													
60	TrialState.COMPLETE	0.06913147051249034	2019-12-30 08:01:33.604246	2019-12-30 08:26:27.359568	350.0	2	91.0	0.005101981765329003	1600.0	0.5102009334212297	0.021101596703579705	0.06913147051249034	0.039322044810713365	0.05055691475663147	10341.549301442185	0.0376457663026595	0.021101596703579705	0.06913147051249034	0.039322044810713365	0.05055691475663147	10341.533946046871	0.037645889614850214	0.021101596703579705	0.06913147051249034	0.039322044810713365	0.05055691475663147	10341.564656837496	0.03764565094712335	60								0.06674929178470256	0.06805949008498584										
61	TrialState.COMPLETE	0.049575070821529746	2019-12-30 08:26:27.360374	2019-12-30 08:32:02.142073	350.0	1	81.0	0.054460040786494204	500.0	1.1077262675598571	0.000708215297450425	0.049575070821529746	0.04027974504249292	0.04475035410764872	22457.846959100567	0.02202571422296259	0.000708215297450425	0.049575070821529746	0.04027974504249292	0.04475035410764872	22457.816837818697	0.022025722487206596	0.000708215297450425	0.049575070821529746	0.04027974504249292	0.04475035410764872	22457.877080382437	0.02202570637153065	61	0.05028328611898017	0.049811142587346556																	
62	TrialState.COMPLETE	0.12678824362606234	2019-12-30 08:32:02.143098	2019-12-30 08:47:35.020986	50.0	2	21.0	0.0014186066744250616	1600.0	0.42526471156033363	0.022538951841359775	0.12678824362606234	0.05207152974504249	0.07762039660056658	8618.80834808782	0.05574405958672566	0.022538951841359775	0.12678824362606234	0.05207152974504249	0.07762039660056658	8618.804054532578	0.0557440655727847	0.022538951841359775	0.12678824362606234	0.05207152974504249	0.07762039660056658	8618.812641643059	0.05574405365835883	62							0.12546476628895184	0.12620003147623543											
63	TrialState.COMPLETE	0.3889631084213237	2019-12-30 08:47:35.021979	2019-12-30 09:25:08.038703	50.0	1	41.0	0.002023992407202348	1200.0	0.08941199090171983	0.015089814576358485	0.3889631084213237	0.20727369302086016	0.29176860674736027	1812.319288404584	0.14157664606822695	0.015089814576358485	0.3889631084213237	0.20727369302086016	0.29176860674736027	1812.3187371233582	0.14157664745313206	0.015089814576358485	0.3889631084213237	0.20727369302086016	0.29176860674736027	1812.31983968581	0.1415766446973939	63																		0.38750885269121815	0.388270605692702
64	TrialState.COMPLETE	0.030718838526912182	2019-12-30 09:25:08.039677	2019-12-30 09:29:21.310486	150.0	2	31.0	0.025988625623372362	2000.0	0.8502838471351846	0.0074805240793201135	0.030718838526912182	0.015713526912181305	0.0212907223796034	17237.431480169973	0.0154393753532332	0.0074805240793201135	0.030718838526912182	0.015713526912181305	0.0212907223796034	17237.421388101982	0.015439376075505508	0.0074805240793201135	0.030718838526912182	0.015713526912181305	0.0212907223796034	17237.44157223796	0.01543937463284671	64	0.032046742209631725	0.031161473087818695																	
65	TrialState.COMPLETE	0.036561614730878184	2019-12-30 09:29:21.311286	2019-12-30 09:33:22.782952	150.0	1	11.0	0.09370776637843382	1000.0	1.1050640617250274	0.000708215297450425	0.036561614730878184	0.030497521246458922	0.03319759206798867	22403.798667669973	0.016599296899070297	0.000708215297450425	0.036561614730878184	0.030497521246458922	0.03319759206798867	22403.790456798866	0.016599297164440065	0.000708215297450425	0.036561614730878184	0.030497521246458922	0.03319759206798867	22403.806878541076	0.016599296634404063	65	0.03948300283286119	0.037535410764872525																	
66	TrialState.COMPLETE	0.046830736543909346	2019-12-30 09:33:22.783769	2019-12-30 09:38:35.919388	350.0	1	51.0	0.09766357401994684	700.0	1.0911984725303085	0.000708215297450425	0.046830736543909346	0.03784525495750708	0.04262570821529745	22122.555285056656	0.020628353873467425	0.000708215297450425	0.046830736543909346	0.03784525495750708	0.04262570821529745	22121.779612252125	0.020628368580279312	0.000708215297450425	0.046830736543909346	0.03784525495750708	0.04262570821529745	22123.33095786119	0.020628340079997837	66	0.049220963172804534	0.04762747875354108																	
67	TrialState.COMPLETE	0.2316346896729333	2019-12-30 09:38:35.920377	2019-12-30 09:55:58.519375	50.0	2	11.0	0.00173798295204632	1400.0	0.31720372103173455	0.028425186711305693	0.2316346896729333	0.0906354622714396	0.14751802729848057	6429.090691797579	0.08782918441046655	0.028425186711305693	0.2316346896729333	0.0906354622714396	0.14751802729848057	6429.087384110224	0.08782919135268022	0.028425186711305693	0.2316346896729333	0.0906354622714396	0.14751802729848057	6429.093999484934	0.0878291775872412	67								0.2302289896128423	0.23100212464589234										
68	TrialState.COMPLETE	0.031657223796033994	2019-12-30 09:55:58.520424	2019-12-30 10:04:56.768514	450.0	2	51.0	0.013091832612224656	1000.0	0.8208353082521177	0.0076841359773371105	0.031657223796033994	0.016041076487252125	0.021919263456090653	16640.382542492916	0.015894862665781755	0.0076841359773371105	0.031657223796033994	0.016041076487252125	0.021919263456090653	16640.370077903684	0.015894865473028208	0.0076841359773371105	0.031657223796033994	0.016041076487252125	0.021919263456090653	16640.395007082152	0.01589485987633778	68		0.03151558073654391	0.03160410764872521																
69	TrialState.COMPLETE	0.02496458923512748	2019-12-30 10:04:56.769356	2019-12-30 10:09:04.013997	50.0	2	41.0	0.07413582394732343	1000.0	0.8928680586720125	0.006064093484419264	0.02496458923512748	0.012747875354107648	0.016598796033994334	18100.80119068697	0.01265644457647227	0.006064093484419264	0.02496458923512748	0.012747875354107648	0.016598796033994334	18100.792448654393	0.012656444728304902	0.006064093484419264	0.02496458923512748	0.012747875354107648	0.016598796033994334	18100.809932719545	0.012656444424728061	69	0.025141643059490085	0.02502360717658168																	
70	TrialState.COMPLETE	0.007126416430594901	2019-12-30 10:09:04.015037	2019-12-30 10:12:59.854096	50.0	1	51.0	0.0397132212172488	600.0	1.0453968723943219	0.000708215297450425	0.007126416430594901	0.004382082152974504	0.005311614730878187	21193.65226628895	0.0033918725228919305	0.000708215297450425	0.007126416430594901	0.004382082152974504	0.005311614730878187	21193.64562677054	0.003391872561079344	0.000708215297450425	0.007126416430594901	0.004382082152974504	0.005311614730878187	21193.658905807366	0.0033918724847122428	70	0.007701841359773371	0.007318224740321058																	
71	TrialState.COMPLETE	0.0863750272390499	2019-12-30 10:12:59.854956	2019-12-30 10:35:09.323063	150.0	2	81.0	0.0013919533514464462	900.0	0.49518926541843594	0.01317008062758771	0.0863750272390499	0.0334086947047287	0.05010623229461757	10035.936083569404	0.03735080176099586	0.013197319677489648	0.0863750272390499	0.0334086947047287	0.05011985181956853	10035.925324144693	0.03736028633339906	0.01317008062758771	0.0863750272390499	0.0334086947047287	0.05010623229461757	10035.946842994117	0.037345908536994606	71										0.08495364408962143	0.08572355996222852								
72	TrialState.COMPLETE	0.09264341359773372	2019-12-30 10:35:09.324066	2019-12-30 10:39:05.657694	50.0	1	51.0	0.010375789833985	1000.0	0.21747680480466872	0.0013279036827195468	0.09264341359773372	0.04227160056657224	0.06294263456090651	4407.969037712464	0.03448859021814248	0.0013279036827195468	0.09264341359773372	0.04227160056657224	0.06294263456090651	4407.967289305949	0.034488592031916	0.0013279036827195468	0.09264341359773372	0.04227160056657224	0.06294263456090651	4407.97078611898	0.03448858841279531	72	0.09746813031161473	0.09425165250236071																	
73	TrialState.COMPLETE	0.0483356940509915	2019-12-30 10:39:05.658693	2019-12-30 10:44:10.767115	350.0	1	31.0	0.06846298676574303	1000.0	1.1147812511587853	0.0008410056657223796	0.0483356940509915	0.03979284702549575	0.04368803116147309	22600.85654213881	0.021401609824438814	0.0008410056657223796	0.0483356940509915	0.03979284702549575	0.04368803116147309	22600.332374291786	0.02140161275672675	0.0008410056657223796	0.0483356940509915	0.03979284702549575	0.04368803116147309	22601.380709985835	0.021401606942280525	73	0.046919263456090654	0.04786355051935789																	
74	TrialState.COMPLETE	0.17174220963172804	2019-12-30 10:44:10.767905	2019-12-30 10:48:16.660396	150.0	1	61.0	0.0034941711109209585	1400.0	0.20600520066808733	0.0011951133144475921	0.17174220963172804	0.09299752124645892	0.12770007082152973	4175.100345254958	0.06267157046316459	0.0011951133144475921	0.17174220963172804	0.09299752124645892	0.12770007082152973	4175.0983976628895	0.06267158146827602	0.0011951133144475921	0.17174220963172804	0.09299752124645892	0.12770007082152973	4175.102292847026	0.06267155969325093	74	0.1990084985835694	0.18083097261567516																	
75	TrialState.COMPLETE	0.08649079320113315	2019-12-30 10:48:16.661339	2019-12-30 10:51:55.512583	250.0	1	1.0	0.0035268209533550715	1100.0	0.637373295371314	0.000708215297450425	0.08649079320113315	0.05457684135977337	0.06860835694050992	12918.522950601982	0.03308874664650879	0.000708215297450425	0.08649079320113315	0.05457684135977337	0.06860835694050992	12918.518369334277	0.033088746788468786	0.000708215297450425	0.08649079320113315	0.05457684135977337	0.06860835694050992	12918.527531869688	0.03308874650470402	75	0.1558073654390935	0.10959631728045326																	
76	TrialState.COMPLETE	0.04656515580736544	2019-12-30 10:51:55.513590	2019-12-30 10:57:03.259506	350.0	1	41.0	0.024536288979848223	1200.0	1.126769014097212	0.000708215297450425	0.04656515580736544	0.03842067988668555	0.04165191218130312	22843.83148902266	0.020935586664618866	0.000708215297450425	0.04656515580736544	0.03842067988668555	0.04165191218130312	22843.82166253541	0.02093559692901146	0.000708215297450425	0.04656515580736544	0.03842067988668555	0.04165191218130312	22843.841315509915	0.020935576550872047	76	0.04373229461756374	0.04562086874409821																	
77	TrialState.COMPLETE	0.14481527384324835	2019-12-30 10:57:03.260557	2019-12-30 11:23:28.409012	350.0	2	71.0	0.0014173806013129803	600.0	0.4647706463521466	0.014252832861189802	0.14481527384324835	0.050770184135977336	0.08526617091595845	9419.214633498583	0.0542875239702906	0.014252832861189802	0.14484478281397545	0.05078493862134089	0.0853104343720491	9419.206090651558	0.054289386626779776	0.014252832861189802	0.14481527384324835	0.050770184135977336	0.08526617091595845	9419.22317634561	0.05428599575719798	77									0.14470609065155807	0.14476564511975276									
78	TrialState.COMPLETE	0.13274610481586402	2019-12-30 11:23:28.409832	2019-12-30 11:28:29.556151	350.0	1	21.0	0.0018283717181838961	500.0	0.3637193855311375	0.0007524787535410764	0.13274610481586402	0.08255134560906516	0.10888810198300283	7372.375265580737	0.050452405591346734	0.0007524787535410764	0.13274610481586402	0.08255134560906516	0.10888810198300283	7372.37114907932	0.050452405890472514	0.0007524787535410764	0.13274610481586402	0.08255134560906516	0.10888810198300283	7372.379382082153	0.0504524052926534	78	0.20015934844192634	0.15521718602455145																	
79	TrialState.COMPLETE	0.0511685552407932	2019-12-30 11:28:29.557768	2019-12-30 11:34:11.209265	450.0	1	21.0	0.06842450048801876	900.0	1.0914783216130592	0.000708215297450425	0.0511685552407932	0.041961756373937675	0.04643236543909349	22128.373804886687	0.022780884566643466	0.000708215297450425	0.0511685552407932	0.041961756373937675	0.04643236543909349	22126.219281161473	0.02278093843845699	0.000708215297450425	0.0511685552407932	0.041961756373937675	0.04643236543909349	22130.528328611897	0.022780833041744927	79	0.05240793201133145	0.051581680830972615																	
80	TrialState.COMPLETE	0.08640226628895184	2019-12-30 11:34:11.210338	2019-12-30 11:39:15.368115	450.0	2	1.0	0.009056120789534869	1000.0	0.47925606159092	0.001593484419263456	0.08640226628895184	0.046211048158640224	0.06427053824362607	9715.796277443344	0.031913824025377166	0.001593484419263456	0.08640226628895184	0.046211048158640224	0.06427053824362607	9715.788464943344	0.03191383596604442	0.001593484419263456	0.08640226628895184	0.046211048158640224	0.06427053824362607	9715.804089943344	0.03191381229779467	80	0.10410764872521247	0.09230406043437205																	
81	TrialState.COMPLETE	0.1017528328611898	2019-12-30 11:39:15.369133	2019-12-30 11:56:40.796005	250.0	2	61.0	0.0036561788419876	1100.0	0.45529656831089876	0.025371813031161473	0.1017528328611898	0.05207152974504249	0.0700956090651558	9227.612260977337	0.051257911227314795	0.025371813031161473	0.1017528328611898	0.05207152974504249	0.0700956090651558	9227.605081444759	0.0512580680355928	0.025371813031161473	0.1017528328611898	0.05207152974504249	0.0700956090651558	9227.619440509916	0.05125776955965571	81							0.10142970963172805	0.10160922253698458											
82	TrialState.COMPLETE	0.10766839785961599	2019-12-30 11:56:40.797011	2019-12-30 12:10:48.018503	150.0	2	11.0	0.007061093194758106	800.0	0.3254940854737414	0.03381728045325779	0.10766839785961599	0.06458530059804847	0.08069719861504564	6597.882603478124	0.05961337695481725	0.03381728045325779	0.10766839785961599	0.06458530059804847	0.08069719861504564	6597.878462385898	0.059613377574545184	0.03381728045325779	0.10766839785961599	0.06458530059804847	0.08069719861504564	6597.886744570349	0.059613376336161435	82						0.10640934844192634	0.10711756373937677												
83	TrialState.COMPLETE	0.024035056657223795	2019-12-30 12:10:48.019506	2019-12-30 12:15:57.576382	350.0	2	31.0	0.05609658633278719	1200.0	0.901492190031634	0.005798512747875354	0.024035056657223795	0.012039660056657223	0.016643059490084985	18275.78116147309	0.012196578433275332	0.005798512747875354	0.024035056657223795	0.012039660056657223	0.016643059490084985	18275.769298866857	0.012196578676160964	0.005798512747875354	0.024035056657223795	0.012039660056657223	0.016643059490084985	18275.79302407932	0.012196578190594772	83	0.026823654390934846	0.02496458923512748																	
84	TrialState.COMPLETE	0.31753205606083196	2019-12-30 12:15:57.577367	2019-12-30 12:47:38.510366	50.0	1	31.0	0.0032858019173966683	1500.0	0.09052067954080625	0.006942373639481139	0.31753205606083196	0.14949865811838378	0.22287349038318174	1834.7499767034442	0.10965648300125569	0.006942373639481139	0.31753205606083196	0.14949865811838378	0.22287349038318174	1834.7494315640376	0.10965648304303036	0.006942373639481139	0.31753205606083196	0.14949865811838378	0.22287349038318174	1834.7505218428507	0.10965648295955498	84																0.31552032994500917	0.31658207428391566		
85	TrialState.COMPLETE	0.04292571608435631	2019-12-30 12:47:38.511392	2019-12-30 13:01:28.312856	50.0	2	91.0	0.0022830619298235327	500.0	0.5559943593981334	0.009442870632672332	0.04292571608435631	0.019672647151400692	0.028013849543594586	11268.960162889518	0.021031772630327038	0.009442870632672332	0.04292571608435631	0.019672647151400692	0.028013849543594586	11268.945349386213	0.021031785469174436	0.009442870632672332	0.04292571608435631	0.019672647151400692	0.028013849543594586	11268.974976392823	0.021031759986507054	85						0.041734115742614326	0.042404390934844195												
86	TrialState.COMPLETE	0.06045123431808984	2019-12-30 13:01:28.314510	2019-12-30 13:13:49.059954	350.0	2	11.0	0.007484886797842024	1900.0	0.4752131450275116	0.01547956292998786	0.06045123431808984	0.03379198704977742	0.04398522865236746	9633.49833063537	0.031343358764942285	0.01547956292998786	0.06045123431808984	0.03379198704977742	0.04398522865236746	9633.49251315257	0.03134336085748028	0.01547956292998786	0.06045123431808984	0.03379198704977742	0.04398522865236746	9633.50414811817	0.03134335668564288	86				0.06154390934844193	0.060906515580736544														
87	TrialState.COMPLETE	0.10810906515580737	2019-12-30 13:13:49.060943	2019-12-30 13:35:28.275239	350.0	2	81.0	0.003072671434497026	900.0	0.4712067597166001	0.025672804532577902	0.10810906515580737	0.054745042492917846	0.07439801699716714	9550.12368094901	0.05357642181220288	0.025690509915014165	0.10810906515580737	0.054745042492917846	0.07439801699716714	9550.114819405098	0.053582376692891634	0.025672804532577902	0.10810906515580737	0.054745042492917846	0.07439801699716714	9550.132542492918	0.05357341915589059	87							0.1080913597733711	0.10810119609694681											
88	TrialState.COMPLETE	0.27196732092270337	2019-12-30 13:35:28.276320	2019-12-30 13:58:33.274638	150.0	1	51.0	0.0019011838408149143	2000.0	0.09904580872620188	0.006083063537029543	0.27196732092270337	0.12997015378389315	0.19120548360987455	2007.4355903480373	0.09602152130706969	0.006083063537029543	0.27196732092270337	0.12997015378389315	0.19120548360987455	2007.434920072845	0.09602152256006638	0.006083063537029543	0.27196732092270337	0.12997015378389315	0.19120548360987455	2007.4362606232294	0.09602152006950994	88											0.27158581208687443	0.2717912399215515							
89	TrialState.COMPLETE	0.01704143059490085	2019-12-30 13:58:33.275666	2019-12-30 14:02:29.846057	50.0	1	71.0	0.019712406752398784	1100.0	0.6591112317504394	0.000708215297450425	0.01704143059490085	0.006595254957507082	0.010844546742209632	13361.641001239377	0.006612340496975064	0.000708215297450425	0.01704143059490085	0.006595254957507082	0.010844546742209632	13361.637083923513	0.006612341288157188	0.000708215297450425	0.01704143059490085	0.006595254957507082	0.010844546742209632	13361.644918555241	0.0066123397080874585	89	0.019210339943342775	0.017764400377714824																	
90	TrialState.COMPLETE	0.027089235127478753	2019-12-30 14:02:29.847054	2019-12-30 14:09:22.943348	250.0	2	81.0	0.035268125532734416	1600.0	0.8892814649594509	0.006480169971671388	0.027089235127478753	0.01306657223796034	0.01795325779036827	18028.12813385269	0.013425443207008341	0.006480169971671388	0.027089235127478753	0.01306657223796034	0.01795325779036827	18028.106373937677	0.013425449869886136	0.006480169971671388	0.027089235127478753	0.01306657223796034	0.01795325779036827	18028.149893767706	0.013425436592598703	90		0.02874173748819641	0.027708923512747875																
91	TrialState.COMPLETE	0.11666237445274273	2019-12-30 14:09:22.944339	2019-12-30 14:31:20.208965	350.0	2	11.0	0.004502984723293681	1800.0	0.31195080129381386	0.037680272984805564	0.11666237445274273	0.07069276332732423	0.08958923512747875	6323.2870686325	0.0651827597909865	0.037680272984805564	0.11666237445274273	0.07069276332732423	0.08958923512747875	6323.283318310585	0.06518276254719861	0.037680272984805564	0.11666237445274273	0.07069276332732423	0.08958923512747875	6323.290818954417	0.06518275706175357	91								0.11496694995278564	0.11589943342776204										
92	TrialState.COMPLETE	0.023326841359773372	2019-12-30 14:31:20.209969	2019-12-30 14:35:21.487510	50.0	2	11.0	0.05336356061216311	800.0	0.8714973025572492	0.004913243626062323	0.023326841359773372	0.011419971671388102	0.014916784702549575	17667.647131728045	0.011424721189313619	0.004913243626062323	0.023326841359773372	0.011419971671388102	0.014916784702549575	17667.640182365438	0.011424721929377109	0.004913243626062323	0.023326841359773372	0.011419971671388102	0.014916784702549575	17667.65408109065	0.011424720450850794	92	0.024876062322946174	0.02384324834749764																	
93	TrialState.COMPLETE	0.048406515580736546	2019-12-30 14:35:21.488563	2019-12-30 14:51:02.370691	50.0	2	91.0	0.013448269453090994	1100.0	0.6393601284667724	0.013597733711048159	0.048406515580736546	0.026327903682719547	0.035322237960339946	12960.622875354107	0.025607817537596327	0.013597733711048159	0.0484242209631728	0.026327903682719547	0.035322237960339946	12960.60770184136	0.025607953923279095	0.013597733711048159	0.048406515580736546	0.026327903682719547	0.035322237960339946	12960.638048866855	0.02560769131291622	93							0.04722910764872521	0.04788322316650929											
94	TrialState.COMPLETE	0.019475920679886686	2019-12-30 14:51:02.371666	2019-12-30 14:57:12.492875	450.0	2	61.0	0.07948881817144034	700.0	0.8915991643973639	0.0038509206798866854	0.019475920679886686	0.008985481586402267	0.0127921388101983	18075.028970432013	0.00948216552979271	0.0038509206798866854	0.019475920679886686	0.008985481586402267	0.0127921388101983	18075.008410056656	0.009482166555600522	0.0038509206798866854	0.019475920679886686	0.008985481586402267	0.0127921388101983	18075.049530807366	0.009482164507243594	94	0.020007082152974504	0.019652974504249292																	
95	TrialState.COMPLETE	0.051522662889518414	2019-12-30 14:57:12.493851	2019-12-30 15:03:08.992811	450.0	1	51.0	0.07419123274407324	1500.0	1.085200497608065	0.0009737960339943342	0.051522662889518414	0.04089943342776204	0.04585694050991501	22000.90830825071	0.02251981059770669	0.0009737960339943342	0.051522662889518414	0.04089943342776204	0.04585694050991501	21997.89819405099	0.022519918334623943	0.0009737960339943342	0.051522662889518414	0.04089943342776204	0.04585694050991501	22003.918422450424	0.02251970926719999	95	0.054355524079320115	0.05246694995278565																	
96	TrialState.COMPLETE	0.22292686067473602	2019-12-30 15:03:08.993822	2019-12-30 15:22:07.322350	150.0	1	11.0	0.0015370247254623548	500.0	0.12237837357943769	0.004764357455575586	0.22292686067473602	0.10290046355910379	0.15292621684264743	2480.4090587174865	0.07855284946112007	0.004764357455575586	0.22292686067473602	0.10290046355910379	0.15292621684264743	2480.408173448365	0.0785528496626086	0.004764357455575586	0.22292686067473602	0.10290046355910379	0.15292621684264743	2480.409943986608	0.07855284926003955	96																			
97	TrialState.COMPLETE	0.040132200188857416	2019-12-30 15:22:07.323360	2019-12-30 15:36:00.285042	50.0	2	81.0	0.0021017330189225317	600.0	0.5546375064236336	0.008065785332074284	0.040132200188857416	0.018079162732137236	0.026558073654390935	11241.601638731509	0.01943126285329264	0.008065785332074284	0.040132200188857416	0.018079162732137236	0.026558073654390935	11241.588487566887	0.01943325077206883	0.008065785332074284	0.040132200188857416	0.018079162732137236	0.026558073654390935	11241.614789896128	0.019429930964004888	97						0.03950829623634156	0.039859242209631725												
98	TrialState.COMPLETE	0.11577352848599308	2019-12-30 15:36:00.285903	2019-12-30 15:50:13.266855	150.0	2	51.0	0.002020416068443961	1300.0	0.47855882975995084	0.012039660056657223	0.11577352848599308	0.039876455775889205	0.06590336795719232	9698.941808309726	0.04460352931770606	0.012039660056657223	0.11577352848599308	0.039876455775889205	0.06590336795719232	9698.936063896757	0.04460358712357608	0.012039660056657223	0.11577352848599308	0.039876455775889205	0.06590336795719232	9698.947552722695	0.04460347367289211	98						0.11541380008093889	0.11561614730878186												
