number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.10596671388101983	2019-12-29 22:52:21.154794	2019-12-29 22:57:25.623126	350.0	1	31.0	0.002484433859071388	900.0	0.5041754550954949	0.000708215297450425	0.10596671388101983	0.06674929178470256	0.08538420679886685	10219.197304355524	0.04066929263779896	0.000708215297450425	0.10596671388101983	0.06674929178470256	0.08538420679886685	10219.19259029745	0.040669292964592936	0.000708215297450425	0.10596671388101983	0.06674929178470256	0.08538420679886685	10219.202018413598	0.0406692923112705	9	0.17723087818696884	0.12972143531633618																	
10	TrialState.COMPLETE	0.0723441926345609	2019-12-29 22:57:25.623922	2019-12-29 23:14:53.229002	250.0	2	31.0	0.006789759101500731	500.0	0.4683339583128113	0.02073300283286119	0.0723441926345609	0.042138810198300285	0.05433781869688385	9493.454930949008	0.03902526979377966	0.02073300283286119	0.0723441926345609	0.042138810198300285	0.05433781869688385	9493.447698300284	0.03902527719692569	0.02073300283286119	0.0723441926345609	0.042138810198300285	0.05433781869688385	9493.462163597735	0.0390252624787132	10							0.07086579320113315	0.07168712621970412											
11	TrialState.COMPLETE	0.04211351679481991	2019-12-29 23:14:53.230075	2019-12-29 23:25:44.191987	250.0	1	61.0	0.03828529529372842	1400.0	1.1185847144262642	0.000708215297450425	0.04211351679481991	0.03500607041683529	0.03849656009712667	22678.143628591664	0.018948606235129072	0.000708215297450425	0.04211351679481991	0.03500607041683529	0.03849656009712667	22678.131449817887	0.01894860673050322	0.000708215297450425	0.04211351679481991	0.03500607041683529	0.03849656009712667	22678.155807365438	0.01894860574094383	11				0.043094900849858356	0.0425224268177526														
12	TrialState.COMPLETE	0.028328611898016998	2019-12-29 23:25:44.192813	2019-12-29 23:30:02.951390	150.0	2	51.0	0.03931083338553848	700.0	0.8898569600265983	0.005709985835694051	0.028328611898016998	0.012969192634560906	0.018546388101983002	18039.855745396602	0.01339370435544039	0.005709985835694051	0.028328611898016998	0.012969192634560906	0.018546388101983002	18039.84158109065	0.013393704559008375	0.005709985835694051	0.028328611898016998	0.012969192634560906	0.018546388101983002	18039.86990970255	0.013393704152008749	12	0.028859773371104815	0.028505665722379604																	
13	TrialState.COMPLETE	0.14190864022662888	2019-12-29 23:30:02.952394	2019-12-29 23:49:43.782487	350.0	2	21.0	0.003399773660090488	800.0	0.36630365531042014	0.03854461756373938	0.14190864022662888	0.07898371104815864	0.10263810198300283	7424.382232648725	0.07336104068775447	0.03854461756373938	0.14190864022662888	0.07898371104815864	0.1026558073654391	7424.378452549575	0.07336187605873996	0.03854461756373938	0.14190864022662888	0.07898371104815864	0.10263810198300283	7424.386012747876	0.07336035794789578	13							0.1419307719546742	0.1419184765502046											
14	TrialState.COMPLETE	0.019962818696883853	2019-12-29 23:49:43.783527	2019-12-29 23:52:45.421651	50.0	1	1.0	0.014217609194184343	900.0	0.7270033015823799	0.0007524787535410764	0.019962818696883853	0.011419971671388102	0.014872521246458924	14736.360636508498	0.00839536787729636	0.0007524787535410764	0.019962818696883853	0.011419971671388102	0.014872521246458924	14736.355922450424	0.008395367977022021	0.0007524787535410764	0.019962818696883853	0.011419971671388102	0.014872521246458924	14736.365350566572	0.008395367777610805	14	0.034614022662889515	0.024846553352219074																	
15	TrialState.COMPLETE	0.23632259206798867	2019-12-29 23:52:45.422666	2019-12-29 23:57:13.868103	250.0	1	71.0	0.001617741897525644	800.0	0.1891966566481861	0.0029656515580736543	0.23632259206798867	0.12787712464589235	0.1733356940509915	3834.531205736544	0.08610813903610526	0.0029656515580736543	0.23632259206798867	0.12787712464589235	0.1733356940509915	3834.5280187677054	0.08610813934551817	0.0029656515580736543	0.23632259206798867	0.12787712464589235	0.1733356940509915	3834.5343927053823	0.08610813872706011	15	0.24336048158640228	0.2386685552407932																	
16	TrialState.COMPLETE	0.025672804532577902	2019-12-29 23:57:13.869128	2019-12-30 00:03:19.121174	450.0	2	51.0	0.02903821456413136	1700.0	0.8824583145807012	0.005223087818696884	0.025672804532577902	0.012039660056657223	0.017218484419263456	17889.709211225214	0.012459726408926735	0.005223087818696884	0.025672804532577902	0.012039660056657223	0.017218484419263456	17889.69360835694	0.012459731293386725	0.005223087818696884	0.025672804532577902	0.012039660056657223	0.017218484419263456	17889.724814093486	0.012459721585863457	16	0.027443342776203965	0.026262983947119924																	
17	TrialState.COMPLETE	0.15158020538243627	2019-12-30 00:03:19.122197	2019-12-30 00:14:41.231079	50.0	1	51.0	0.007970891515692847	600.0	0.1337261559633875	0.0027443342776203965	0.15158020538243627	0.06411561614730878	0.09786650141643059	2710.4039925637394	0.054097089068282686	0.0027443342776203965	0.15158020538243627	0.06411561614730878	0.09786650141643059	2710.4031072946177	0.05409708915299111	0.0027443342776203965	0.15158020538243627	0.06411561614730878	0.09786650141643059	2710.404877832861	0.054097088983669064	17					0.15235481586402266	0.15191218130311615													
18	TrialState.COMPLETE	0.038996104815864026	2019-12-30 00:14:41.232124	2019-12-30 00:20:22.808573	350.0	1	91.0	0.012351976542971432	1400.0	0.9974413372794835	0.000708215297450425	0.038996104815864026	0.026558073654390935	0.03151558073654391	20220.333193165723	0.016334927307455782	0.000708215297450425	0.038996104815864026	0.026558073654390935	0.03151558073654391	20220.31962641643	0.016334927588461473	0.000708215297450425	0.038996104815864026	0.026558073654390935	0.03151558073654391	20220.346759915014	0.01633492702659742	18	0.04027974504249292	0.039423984891406985																	
19	TrialState.COMPLETE	0.03310906515580737	2019-12-30 00:20:22.809531	2019-12-30 00:25:30.356603	350.0	2	31.0	0.01281605959804795	500.0	0.7697559581887983	0.007746104815864022	0.03310906515580737	0.016200424929178472	0.022397308781869688	15604.852314978754	0.016273652142763155	0.007746104815864022	0.03310906515580737	0.016200424929178472	0.022397308781869688	15604.841226983002	0.016273653124233012	0.007746104815864022	0.03310906515580737	0.016200424929178472	0.022397308781869688	15604.863402974504	0.01627365116361034	19	0.032577903682719546	0.03293201133144476																	
20	TrialState.COMPLETE	0.3175681657223796	2019-12-30 00:25:30.357416	2019-12-30 00:59:30.354238	350.0	2	11.0	0.0010345207847117764	1200.0	0.28464720147885947	0.034591890934844195	0.3175681657223796	0.15590695821529746	0.22813385269121814	5769.176345609065	0.12286419752980855	0.034591890934844195	0.3175792315864023	0.15590695821529746	0.22813385269121814	5769.173324628187	0.12286429513172258	0.034591890934844195	0.3175681657223796	0.15590695821529746	0.22813385269121814	5769.179366589943	0.12286410707894413	20													0.3159399028733306	0.31680830972615676					
21	TrialState.COMPLETE	0.09472379603399433	2019-12-30 00:59:30.355295	2019-12-30 01:07:02.305229	50.0	1	11.0	0.006752611870429931	1200.0	0.18534198364585483	0.0017410292728989613	0.09472379603399433	0.03853871576959396	0.05940155807365439	3756.6601599386213	0.03458733176190692	0.0017410292728989613	0.09472379603399433	0.03853871576959396	0.05940155807365439	3756.6589058073655	0.034587332684012144	0.0017410292728989613	0.09472379603399433	0.03853871576959396	0.05940155807365439	3756.661414069877	0.034587330842812646	21			0.09737960339943343	0.09578611898016998															
22	TrialState.COMPLETE	0.022839943342776205	2019-12-30 01:07:02.306260	2019-12-30 01:12:25.416221	350.0	2	61.0	0.04396884629808534	1900.0	0.8926445501874369	0.004160764872521246	0.022839943342776205	0.009870750708215298	0.014783994334277621	18096.046498760625	0.010743769547230208	0.004160764872521246	0.022839943342776205	0.009870750708215298	0.014783994334277621	18096.02717776204	0.010743769875965198	0.004160764872521246	0.022839943342776205	0.009870750708215298	0.014783994334277621	18096.065819759206	0.010743769218741763	22	0.021777620396600566	0.022485835694050993																	
23	TrialState.COMPLETE	0.011287181303116147	2019-12-30 01:12:25.417203	2019-12-30 01:16:20.394396	50.0	1	41.0	0.04219276599041621	700.0	1.041254590116721	0.000708215297450425	0.011287181303116147	0.007259206798866855	0.009295325779036826	21109.825115084986	0.004969063901325272	0.000708215297450425	0.011287181303116147	0.007259206798866855	0.009295325779036826	21109.819449362607	0.004969063951728049	0.000708215297450425	0.011287181303116147	0.007259206798866855	0.009295325779036826	21109.830780807366	0.004969063850938669	23	0.009826487252124646	0.01080028328611898																	
24	TrialState.COMPLETE	0.033950070821529746	2019-12-30 01:16:20.395973	2019-12-30 01:20:39.220130	250.0	1	11.0	0.013226361375166818	900.0	0.9354827860148103	0.000708215297450425	0.033950070821529746	0.021423512747875354	0.02646954674220963	18963.778594192634	0.013989511125044034	0.000708215297450425	0.033950070821529746	0.021423512747875354	0.02646954674220963	18963.766554532576	0.013989512653657046	0.000708215297450425	0.033950070821529746	0.021423512747875354	0.02646954674220963	18963.790633852692	0.013989509603943963	24	0.034791076487252125	0.0342304060434372																	
25	TrialState.COMPLETE	0.025805594900849858	2019-12-30 01:20:39.221776	2019-12-30 01:25:10.778034	250.0	2	51.0	0.08172138336527474	500.0	0.897780644366053	0.004913243626062323	0.025805594900849858	0.011287181303116147	0.015757790368271955	18200.252434490085	0.011634617589710926	0.004913243626062323	0.025805594900849858	0.011287181303116147	0.015757790368271955	18200.236366855523	0.011634617882866677	0.004913243626062323	0.025805594900849858	0.011287181303116147	0.015757790368271955	18200.268502124647	0.011634617296841778	25	0.023459631728045327	0.02502360717658168																	
26	TrialState.COMPLETE	0.02075956090651558	2019-12-30 01:25:10.779078	2019-12-30 01:31:20.836320	450.0	2	61.0	0.09490369368048666	1300.0	0.902892011163476	0.005001770538243626	0.02075956090651558	0.009826487252124646	0.014120042492917846	18303.719591005665	0.010561314578722624	0.005001770538243626	0.02075956090651558	0.009826487252124646	0.014120042492917846	18303.699318342777	0.010561343628774924	0.005001770538243626	0.02075956090651558	0.009826487252124646	0.014120042492917846	18303.739863668554	0.010561286247320554	26	0.020803824362606232	0.02077431539187913																	
27	TrialState.COMPLETE	0.06136179684338325	2019-12-30 01:31:20.837391	2019-12-30 01:41:13.289174	50.0	2	41.0	0.005835621150537864	1500.0	0.48411777403588163	0.013076689599352488	0.06136179684338325	0.028151558073654392	0.04052003237555645	9812.01227994739	0.030102548921212603	0.013076689599352488	0.06136179684338325	0.028151558073654392	0.04052003237555645	9812.00698097936	0.03010255221293132	0.013076689599352488	0.06136179684338325	0.028151558073654392	0.04052003237555645	9812.017578915418	0.030102545643686866	27				0.06196883852691218	0.06161473087818697														
28	TrialState.COMPLETE	0.3124479253457757	2019-12-30 01:41:13.291041	2019-12-30 02:17:37.000275	350.0	2	11.0	0.0012204103538611846	1900.0	0.2775932193330973	0.034765039160139975	0.3124479253457757	0.15013122812864524	0.22149433427762039	5626.191301449759	0.12076959499373213	0.034765039160139975	0.3124479253457757	0.15013122812864524	0.22149433427762039	5626.188468588569	0.12076959573011585	0.034765039160139975	0.3124479253457757	0.15013122812864524	0.22149433427762039	5626.194134310948	0.12076959426298599	28														0.3111189801699717	0.3118249822946176				
29	TrialState.COMPLETE	0.07316749291784702	2019-12-30 02:17:37.001306	2019-12-30 02:30:30.074054	250.0	2	11.0	0.007793050556914261	2000.0	0.42260811030837	0.02118006373937677	0.07316749291784702	0.04138633144475921	0.054731763456090654	8566.96759915014	0.03927563637444512	0.02118006373937677	0.07316749291784702	0.04138633144475921	0.054731763456090654	8566.962353930596	0.03927563747516825	0.02118006373937677	0.07316749291784702	0.04138633144475921	0.054731763456090654	8566.972844369688	0.039275635276748405	29					0.0738314447592068	0.07345204370700122													
30	TrialState.COMPLETE	0.022397308781869688	2019-12-30 02:30:30.075054	2019-12-30 02:34:42.321819	150.0	2	41.0	0.08227135326667506	1700.0	0.8929856134433544	0.004470609065155807	0.022397308781869688	0.009605169971671388	0.014385623229461757	18103.03499026204	0.010653994454819056	0.004470609065155807	0.022397308781869688	0.009605169971671388	0.014385623229461757	18103.023592422098	0.0106540357123961	0.004470609065155807	0.022397308781869688	0.009605169971671388	0.014385623229461757	18103.046388101982	0.0106539547331608	30	0.022839943342776205	0.022544853635505194																	
31	TrialState.COMPLETE	0.02301699716713881	2019-12-30 02:34:42.323002	2019-12-30 02:39:19.360149	250.0	2	71.0	0.06957659692752814	1700.0	0.902287971846175	0.0048689801699716715	0.02301699716713881	0.011021600566572238	0.015536473087818697	18291.631152620397	0.01122513212568783	0.0048689801699716715	0.02301699716713881	0.011021600566572238	0.015536473087818697	18291.609375	0.011225137897755994	0.0048689801699716715	0.02301699716713881	0.011021600566572238	0.015536473087818697	18291.652930240794	0.011225126404711579	31	0.027443342776203965	0.024492445703493862																	
32	TrialState.COMPLETE	0.028830264400377715	2019-12-30 02:39:19.361180	2019-12-30 02:51:54.375726	450.0	2	81.0	0.01543686183220041	2000.0	0.8414753203976303	0.007318224740321058	0.028830264400377715	0.01451841359773371	0.019534938621340887	17059.144771010386	0.014665426226684044	0.007318224740321058	0.028830264400377715	0.01451841359773371	0.019534938621340887	17059.121901558072	0.014665432108785514	0.007318224740321058	0.028830264400377715	0.01451841359773371	0.019534938621340887	17059.1676404627	0.014665420429315696	32			0.027753186968838526	0.02839943342776204															
33	TrialState.COMPLETE	0.04408640226628895	2019-12-30 02:51:54.376707	2019-12-30 03:07:16.993874	50.0	2	81.0	0.002752661458052503	1000.0	0.531434341771759	0.008038243626062322	0.04408640226628895	0.01844900849858357	0.02671742209631728	10771.026203966007	0.02028619929914274	0.008038243626062322	0.04408640226628895	0.01844900849858357	0.02673512747875354	10771.012730169972	0.020286548001726534	0.008038243626062322	0.04408640226628895	0.01844900849858357	0.02671742209631728	10771.039677762039	0.0202859047529752	33							0.04289128895184136	0.04355524079320113											
34	TrialState.COMPLETE	0.04110599622285175	2019-12-30 03:07:16.994903	2019-12-30 03:15:31.063020	150.0	2	21.0	0.01487702733568099	2000.0	0.6629625263071381	0.010977337110481586	0.04110599622285175	0.0226333805476865	0.03012865911237016	13439.832108711049	0.021638339012230567	0.010977337110481586	0.04110599622285175	0.0226333805476865	0.03012865911237016	13439.822680594902	0.021638339680143948	0.010977337110481586	0.04110599622285175	0.0226333805476865	0.03012865911237016	13439.841536827196	0.021638338345471752	34			0.040589589235127475	0.04089943342776204															
35	TrialState.COMPLETE	0.021157932011331444	2019-12-30 03:15:31.063831	2019-12-30 03:19:30.159893	150.0	1	21.0	0.013201905574298884	500.0	0.7952083588921466	0.000708215297450425	0.021157932011331444	0.01221671388101983	0.016111898016997167	16119.141510269123	0.008970676395207822	0.000708215297450425	0.021157932011331444	0.01221671388101983	0.016111898016997167	16119.134915014165	0.008970676495335844	0.000708215297450425	0.021157932011331444	0.01221671388101983	0.016111898016997167	16119.14810552408	0.008970676295133824	35	0.028151558073654392	0.023489140698772427																	
36	TrialState.COMPLETE	0.03142705382436261	2019-12-30 03:19:30.160921	2019-12-30 03:25:15.486608	450.0	1	31.0	0.006290263303518141	900.0	0.6885856673108646	0.000708215297450425	0.03142705382436261	0.018767705382436262	0.02328257790368272	13956.862827549576	0.013702497778712389	0.000708215297450425	0.03142705382436261	0.018767705382436262	0.02328257790368272	13956.855789660056	0.013702498327151019	0.000708215297450425	0.03142705382436261	0.018767705382436262	0.02328257790368272	13956.869865439094	0.01370249723146306	36	0.044794617563739376	0.03588290840415486																	
37	TrialState.COMPLETE	0.02811614730878187	2019-12-30 03:25:15.487647	2019-12-30 03:34:48.807154	450.0	2	81.0	0.021334589363621644	1800.0	0.8742748851994978	0.0061614730878186965	0.02811614730878187	0.013314447592067988	0.018944759206798868	17723.99089943343	0.013638341060246934	0.0061614730878186965	0.02811614730878187	0.013314447592067988	0.018944759206798868	17723.96947592068	0.01363834445322046	0.0061614730878186965	0.02811614730878187	0.013314447592067988	0.018944759206798868	17724.012322946175	0.013638337683659364	37		0.026912181303116147	0.027664660056657225																
38	TrialState.COMPLETE	0.06086225212464589	2019-12-30 03:34:48.808159	2019-12-30 03:39:07.343156	150.0	1	61.0	0.007407894901227394	1100.0	0.5900646678298079	0.000708215297450425	0.06086225212464589	0.03319759206798867	0.04567988668555241	11959.938540191219	0.02311399261610564	0.000708215297450425	0.06086225212464589	0.03319759206798867	0.04567988668555241	11959.934003186969	0.023113993017058933	0.000708215297450425	0.06086225212464589	0.03319759206798867	0.04567988668555241	11959.943077195467	0.023113992215789674	38	0.10455028328611898	0.07542492917847025																	
39	TrialState.COMPLETE	0.19171978281397545	2019-12-30 03:39:07.344150	2019-12-30 04:01:18.489473	250.0	2	21.0	0.0026836039064988774	1700.0	0.37555354786312156	0.032371340887629836	0.19171978281397545	0.0919942162417375	0.12991324362606232	7611.403808132673	0.08339355785298425	0.032371340887629836	0.19171978281397545	0.0919942162417375	0.12991324362606232	7611.400185906516	0.08339357983696637	0.032371340887629836	0.19171978281397545	0.0919942162417375	0.12991324362606232	7611.4074303588295	0.08339353657697363	39									0.19075779036827195	0.19128251352047387									
40	TrialState.COMPLETE	0.0821726471514007	2019-12-30 04:01:18.490498	2019-12-30 04:16:09.371374	150.0	2	91.0	0.002199588386717364	1300.0	0.49588538841675045	0.01249213094113944	0.0821726471514007	0.03165328926660371	0.04888652817123072	10050.164591202392	0.035898960561426586	0.01249213094113944	0.0821726471514007	0.03165328926660371	0.04890620081838212	10050.153564683664	0.03589952511981614	0.01249213094113944	0.0821726471514007	0.03165328926660371	0.04888652817123072	10050.175617721121	0.03589846876742639	40						0.08167239983812222	0.08195378895184136												
41	TrialState.COMPLETE	0.0795856940509915	2019-12-30 04:16:09.372208	2019-12-30 04:19:26.440966	150.0	1	1.0	0.004735967794463277	600.0	0.6339031098202758	0.000708215297450425	0.0795856940509915	0.05054886685552408	0.06449185552407932	12848.503474681303	0.030754164749095432	0.000708215297450425	0.0795856940509915	0.05054886685552408	0.06449185552407932	12848.499247521246	0.030754165726946423	0.000708215297450425	0.0795856940509915	0.05054886685552408	0.06449185552407932	12848.50770184136	0.030754163773841395	41	0.14146600566572237	0.10021246458923513																	
42	TrialState.COMPLETE	0.026229259409146093	2019-12-30 04:19:26.442041	2019-12-30 04:29:47.940247	50.0	2	91.0	0.03554968366597469	1600.0	0.8700288313781315	0.00665216511533792	0.026229259409146093	0.013051396195872117	0.017806556050182113	17637.971342573856	0.013591072022109105	0.00665216511533792	0.026229259409146093	0.013051396195872117	0.017806556050182113	17637.95647005261	0.013591073222025298	0.00665216511533792	0.026229259409146093	0.013051396195872117	0.017806556050182113	17637.986215095105	0.013591070825740164	42				0.02524787535410765	0.025820349386213408														
43	TrialState.COMPLETE	0.02297273371104816	2019-12-30 04:29:47.941044	2019-12-30 04:35:30.543204	350.0	2	81.0	0.09749309096082676	600.0	0.8978059566993111	0.003319759206798867	0.02297273371104816	0.010578966005665722	0.01504957507082153	18200.82245927762	0.009994892965455379	0.003319759206798867	0.02297273371104816	0.010578966005665722	0.01504957507082153	18200.79913243626	0.009994893621659054	0.003319759206798867	0.02297273371104816	0.010578966005665722	0.01504957507082153	18200.84578611898	0.00999489231020937	43	0.023459631728045327	0.023135033050047216																	
44	TrialState.COMPLETE	0.412945430147607	2019-12-30 04:35:30.544250	2019-12-30 05:10:47.834159	50.0	1	81.0	0.001533953148280206	900.0	0.0926479549336996	0.022979722677799314	0.412945430147607	0.23605934098702847	0.3188366631877143	1877.9751146190547	0.1582276861890174	0.022979722677799314	0.412945430147607	0.23605934098702847	0.3188366631877143	1877.9744483375578	0.15822768754366429	0.022979722677799314	0.412945430147607	0.23605934098702847	0.3188366631877143	1877.9757809005516	0.15822768485008135	44																			
45	TrialState.COMPLETE	0.042492917847025496	2019-12-30 05:10:47.835127	2019-12-30 05:15:25.149245	250.0	1	71.0	0.03514651962992034	1000.0	1.1192222881286034	0.000708215297450425	0.042492917847025496	0.036074716713881017	0.03961579320113314	22690.88057719547	0.019359269334621818	0.000708215297450425	0.042492917847025496	0.036074716713881017	0.03961579320113314	22690.86920148725	0.019359269469146963	0.000708215297450425	0.042492917847025496	0.036074716713881017	0.03961579320113314	22690.891952903683	0.019359269200147678	45	0.04355524079320113	0.04284702549575071																	
46	TrialState.COMPLETE	0.08921545483160213	2019-12-30 05:15:25.150936	2019-12-30 05:29:27.514396	50.0	2	31.0	0.003106127304324295	2000.0	0.45532124015642467	0.02077431539187913	0.08921545483160213	0.04310276990871892	0.06078847969782814	9228.12513770853	0.04440671260981433	0.02077431539187913	0.08921545483160213	0.04310276990871892	0.06078847969782814	9228.120967107334	0.04440677533885704	0.02077431539187913	0.08921545483160213	0.04310276990871892	0.06078847969782814	9228.129308309726	0.04440665268131976	46						0.08769222986645082	0.08854904390934844												
47	TrialState.COMPLETE	0.027354815864022664	2019-12-30 05:29:27.515443	2019-12-30 05:34:43.079440	350.0	2	41.0	0.04087721726378472	1400.0	0.8908014516683603	0.006108356940509915	0.027354815864022664	0.013721671388101982	0.018679178470254958	18058.71104815864	0.013588869066702307	0.006108356940509915	0.027354815864022664	0.013721671388101982	0.018679178470254958	18058.699406869688	0.01358887063617233	0.006108356940509915	0.027354815864022664	0.013721671388101982	0.018679178470254958	18058.722689447593	0.013588867502790349	47	0.028151558073654392	0.02762039660056657																	
