number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.33707865168539325	2020-04-03 08:15:25.707023	2020-04-03 08:19:23.756365	64	64	1	77	0.09804745927622141	512	0.5985639309301303	0.0	0.33707865168539325	0.08286516853932584	0.175561797752809	28.705524344569287	0.09981644238797299	0.0	0.33707865168539325	0.08286516853932584	0.175561797752809	28.705524344569287	0.09981644238797299	1766127534	300	0.0	0.33707865168539325	0.08286516853932584	0.175561797752809	28.705524344569287	0.09981644238797299	0	COMPLETE
1	0.39279026217228463	2020-04-03 08:19:23.796466	2020-04-03 08:23:04.005924	64	128	1	55	0.0010978492009466039	256	0.4474596902745521	0.0	0.39279026217228463	0.0852059925093633	0.18820224719101122	21.40917602996255	0.11156095855181693	0.0	0.39279026217228463	0.0852059925093633	0.18820224719101122	21.40917602996255	0.11156095855181693	348024392	200	0.0	0.39279026217228463	0.0852059925093633	0.18820224719101122	21.40917602996255	0.11156095855181693	1	COMPLETE
2	0.2743445692883895	2020-04-03 08:23:04.032072	2020-04-03 08:29:47.294601	256	64	1	84	0.0073805841679779405	256	0.8277527714629521	0.0009363295880149813	0.2743445692883895	0.07303370786516854	0.14559925093632958	39.620318352059925	0.08430347811343877	0.0009363295880149813	0.2743445692883895	0.07303370786516854	0.14559925093632958	39.620318352059925	0.08430347811343877	2923841837	200	0.0009363295880149813	0.2743445692883895	0.07303370786516854	0.14559925093632958	39.620318352059925	0.08430347811343877	2	COMPLETE
3	0.35159176029962547	2020-04-03 08:29:47.330245	2020-04-03 08:32:32.105825	128	64	1	53	0.0549988684169092	512	0.49901757706113664	0.0009363295880149813	0.35159176029962547	0.08895131086142322	0.18071161048689138	23.926966292134832	0.10748309309090777	0.0009363295880149813	0.35159176029962547	0.08895131086142322	0.18071161048689138	23.926966292134832	0.10748309309090777	1044938652	200	0.0009363295880149813	0.35159176029962547	0.08895131086142322	0.18071161048689138	23.926966292134832	0.10748309309090777	3	COMPLETE
4	0.2949438202247191	2020-04-03 08:32:32.153584	2020-04-03 08:50:38.005604	256	128	2	87	0.08385546708352296	128	0.5762153400094265	0.0	0.2949438202247191	0.07397003745318352	0.13951310861423222	27.70880149812734	0.09415550392801887	0.0	0.2949438202247191	0.07397003745318352	0.13951310861423222	27.70880149812734	0.09415550392801887	3175244642	250	0.0	0.2949438202247191	0.07397003745318352	0.13951310861423222	27.70880149812734	0.09415550392801887	4	COMPLETE
5	0.3604868913857678	2020-04-03 08:50:38.027266	2020-04-03 08:55:47.775535	64	256	2	62	0.06450613706525091	512	0.5311660597646741	0.0009363295880149813	0.3604868913857678	0.08754681647940075	0.18117977528089887	25.460205992509362	0.10675284485990269	0.0009363295880149813	0.3604868913857678	0.08754681647940075	0.18117977528089887	25.460205992509362	0.10675284485990269	3567868225	200	0.0009363295880149813	0.3604868913857678	0.08754681647940075	0.18117977528089887	25.460205992509362	0.10675284485990269	5	COMPLETE
6	0.5388576779026217	2020-04-03 08:55:47.823834	2020-04-03 08:57:32.203366	128	64	2	22	0.0010281005586211022	512	0.29523084281197287	0.00046816479400749064	0.5388576779026217	0.15121722846441948	0.299625468164794	14.057116104868914	0.15130737948510728	0.00046816479400749064	0.5388576779026217	0.15121722846441948	0.299625468164794	14.057116104868914	0.15130737948510728	2380302890	200	0.00046816479400749064	0.5388576779026217	0.15121722846441948	0.299625468164794	14.057116104868914	0.15130737948510728	6	COMPLETE
7	0.5880149812734082	2020-04-03 08:57:32.250499	2020-04-03 08:59:36.828464	64	256	1	15	0.042188722363322266	512	0.2612418605848338	0.05711610486891386	0.5880149812734082	0.21629213483146068	0.3487827715355805	12.468632958801498	0.20666391701578068	0.05711610486891386	0.5880149812734082	0.21629213483146068	0.3487827715355805	12.468632958801498	0.20666391701578068	866430665	200	0.05711610486891386	0.5880149812734082	0.21629213483146068	0.3487827715355805	12.468632958801498	0.20666391701578068	7	COMPLETE
8	0.3300561797752809	2020-04-03 08:59:36.860808	2020-04-03 09:01:58.537753	64	64	2	74	0.007894514351696951	512	0.6414726658668439	0.0014044943820224719	0.3300561797752809	0.07350187265917603	0.16198501872659177	30.721441947565545	0.09459495482391679	0.0014044943820224719	0.3300561797752809	0.07350187265917603	0.16198501872659177	30.721441947565545	0.09459495482391679	226055309	200	0.0014044943820224719	0.3300561797752809	0.07350187265917603	0.16198501872659177	30.721441947565545	0.09459495482391679	8	COMPLETE
9	0.29213483146067415	2020-04-03 09:01:58.584202	2020-04-03 09:10:11.771115	64	256	1	98	0.07091107535314509	256	0.6361901943261424	0.0	0.29213483146067415	0.08567415730337079	0.15683520599250936	30.539794007490638	0.0960295946000932	0.0	0.29213483146067415	0.08567415730337079	0.15683520599250936	30.539794007490638	0.0960295946000932	2737341609	200	0.0	0.29213483146067415	0.08567415730337079	0.15683520599250936	30.539794007490638	0.0960295946000932	9	COMPLETE
