number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10112359550561797	2020-04-07 18:34:24.221528	2020-04-07 18:34:35.802598	2.3448972038959215	0.09933499056604647	256	512	0.003038215362938959	1.0052707997536154	0.012640449438202247	0.10112359550561797	0.031835205992509365	0.050093632958801496	48.598548689138575	0.05452230313839193	0.012640449438202247	0.10112359550561797	0.031835205992509365	0.050093632958801496	48.598314606741575	0.054522395844291735	3349326616	150	0.012640449438202247	0.10112359550561797	0.031835205992509365	0.050093632958801496	48.59878277153558	0.054522212250254866	0	COMPLETE
1	0.11376404494382023	2020-04-07 18:34:35.835467	2020-04-07 18:34:47.348852	5.510901971150034	0.05802036961572837	128	256	0.653882226643606	0.9882559789909741	0.010299625468164793	0.11376404494382023	0.03089887640449438	0.05337078651685393	47.640917602996254	0.055063254232030415	0.010299625468164793	0.11376404494382023	0.03089887640449438	0.05337078651685393	47.640917602996254	0.055063254232030415	2733392077	150	0.010299625468164793	0.11376404494382023	0.03089887640449438	0.05337078651685393	47.640917602996254	0.055063254232030415	1	COMPLETE
2	0.10018726591760299	2020-04-07 18:34:47.379615	2020-04-07 18:34:57.814431	9.203091899812406	0.024705539024704497	128	512	0.7026285504564244	1.0160179334214787	0.011704119850187267	0.10018726591760299	0.030430711610486893	0.04541198501872659	48.96629213483146	0.05255802314536783	0.011704119850187267	0.10018726591760299	0.030430711610486893	0.04541198501872659	48.96629213483146	0.05255802314536783	568657204	150	0.011704119850187267	0.10018726591760299	0.030430711610486893	0.04541198501872659	48.96629213483146	0.05255802314536783	2	COMPLETE
3	0.11657303370786516	2020-04-07 18:34:57.837819	2020-04-07 18:35:13.614532	5.923846723407323	0.03491424289208667	128	128	0.2680499096000988	0.9976620817476751	0.008895131086142321	0.11657303370786516	0.02949438202247191	0.05102996254681648	48.06601123595506	0.053114770402276974	0.008895131086142321	0.11657303370786516	0.02949438202247191	0.05102996254681648	48.06601123595506	0.053114770402276974	3553729159	150	0.008895131086142321	0.11657303370786516	0.02949438202247191	0.05102996254681648	48.06601123595506	0.053114770402276974	3	COMPLETE
4	0.10861423220973783	2020-04-07 18:35:13.642982	2020-04-07 18:35:25.903847	9.683170950442152	0.011014622307315806	64	256	0.042027246007076746	0.9921094646506458	0.012172284644194757	0.10861423220973783	0.031835205992509365	0.05383895131086142	47.90449438202247	0.05567462593713281	0.012172284644194757	0.10861423220973783	0.031835205992509365	0.05383895131086142	47.90449438202247	0.05567462593713281	874367389	150	0.012172284644194757	0.10861423220973783	0.031835205992509365	0.05383895131086142	47.90449438202247	0.05567462593713281	4	COMPLETE
5	0.0997191011235955	2020-04-07 18:35:25.928736	2020-04-07 18:35:36.093320	2.271820242915975	0.01237583204041964	128	512	0.0019192357101209102	1.020713261202194	0.012640449438202247	0.0997191011235955	0.03323970037453183	0.05337078651685393	49.24578651685393	0.05438441613222469	0.012640449438202247	0.0997191011235955	0.03323970037453183	0.05337078651685393	49.24578651685393	0.05438441613222469	3550537285	150	0.012640449438202247	0.0997191011235955	0.03323970037453183	0.05337078651685393	49.24578651685393	0.05438441613222469	5	COMPLETE
6	0.10720973782771535	2020-04-07 18:35:36.134159	2020-04-07 18:35:52.725024	5.11321888777133	0.012286238588162808	64	128	0.04140641701511417	0.9846046947741581	0.018258426966292134	0.10720973782771535	0.03838951310861423	0.05196629213483146	47.5060861423221	0.0607163767382894	0.018258426966292134	0.10720973782771535	0.03838951310861423	0.05196629213483146	47.5060861423221	0.0607163767382894	4283879846	150	0.018258426966292134	0.10720973782771535	0.03838951310861423	0.05196629213483146	47.5060861423221	0.0607163767382894	6	COMPLETE
7	0.10252808988764045	2020-04-07 18:35:52.751958	2020-04-07 18:36:08.989887	7.347642367552066	0.03768527435786215	64	128	0.9109603636704505	1.0118919918784517	0.010299625468164793	0.10252808988764045	0.027153558052434457	0.05102996254681648	48.737827715355806	0.05222365996898204	0.010299625468164793	0.10252808988764045	0.027153558052434457	0.05102996254681648	48.737827715355806	0.05222365996898204	3564334059	150	0.010299625468164793	0.10252808988764045	0.027153558052434457	0.05102996254681648	48.737827715355806	0.05222365996898204	7	COMPLETE
8	0.09925093632958802	2020-04-07 18:36:09.012891	2020-04-07 18:36:19.075532	4.6609201685317885	0.015430918782376754	128	512	0.001836755768337657	1.009411857513997	0.013108614232209739	0.09925093632958802	0.02902621722846442	0.04260299625468165	48.686797752808985	0.05281663260749347	0.013108614232209739	0.09925093632958802	0.02902621722846442	0.04260299625468165	48.686797752808985	0.05281663260749347	532024338	150	0.013108614232209739	0.09925093632958802	0.02902621722846442	0.04260299625468165	48.686797752808985	0.05281663260749347	8	COMPLETE
9	0.11189138576779026	2020-04-07 18:36:19.114655	2020-04-07 18:36:29.221781	5.939918053544518	0.09018511105456434	64	512	0.008743048823626632	0.995677727673112	0.017790262172284643	0.11189138576779026	0.04073033707865169	0.06179775280898876	47.99016853932584	0.061187973901997116	0.017790262172284643	0.11189138576779026	0.04073033707865169	0.06179775280898876	47.99016853932584	0.061187973901997116	2753871788	150	0.017790262172284643	0.11189138576779026	0.04073033707865169	0.06179775280898876	47.99016853932584	0.061187973901997116	9	COMPLETE
10	0.10018726591760299	2020-04-07 18:36:29.250735	2020-04-07 18:36:38.945891	7.766139765693623	0.018299889813851854	64	512	0.0023232791371638833	1.004823635354959	0.013108614232209739	0.10018726591760299	0.02949438202247191	0.04868913857677903	48.41573033707865	0.053964399004508654	0.013108614232209739	0.10018726591760299	0.02949438202247191	0.04868913857677903	48.41573033707865	0.053964399004508654	817911128	150	0.013108614232209739	0.10018726591760299	0.02949438202247191	0.04868913857677903	48.41573033707865	0.053964399004508654	10	COMPLETE
11	0.09878277153558053	2020-04-07 18:36:38.995508	2020-04-07 18:36:48.618641	4.959315126587629	0.011917219209405095	64	512	0.2946141034333271	0.997834790245131	0.012640449438202247	0.09878277153558053	0.02902621722846442	0.04868913857677903	48.125	0.053978499748262576	0.012640449438202247	0.09878277153558053	0.02902621722846442	0.04868913857677903	48.125	0.053978499748262576	1659883133	150	0.012640449438202247	0.09878277153558053	0.02902621722846442	0.04868913857677903	48.125	0.053978499748262576	11	COMPLETE
12	0.09644194756554307	2020-04-07 18:36:48.641085	2020-04-07 18:37:04.891395	5.919264191066647	0.042417231902241656	64	128	0.005393602195300572	0.9892427287280755	0.008426966292134831	0.09644194756554307	0.030430711610486893	0.04728464419475655	47.73197565543071	0.0518994456029287	0.008426966292134831	0.09644194756554307	0.030430711610486893	0.04728464419475655	47.73174157303371	0.05189949044629978	314435516	150	0.008426966292134831	0.09644194756554307	0.030430711610486893	0.04728464419475655	47.732209737827716	0.051899401373850386	12	COMPLETE
