number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.12125468164794008	2020-05-17 10:03:45.705053	2020-05-17 10:09:02.767822	64	0.41572520473587327	150	256	0.19621721212104237	0.9194170828064562	0.010767790262172285	0.12125468164794008	0.040262172284644196	0.060393258426966294	44.27434456928839	0.05987368761906576	0.010767790262172285	0.12125468164794008	0.040262172284644196	0.060393258426966294	44.27434456928839	0.05987368761906576	4210981214	400.0	0.010767790262172285	0.12125468164794008	0.040262172284644196	0.060393258426966294	44.27434456928839	0.05987368761906576	0	COMPLETE
1	0.10112359550561797	2020-05-17 10:09:02.800812	2020-05-17 10:11:51.935763	64	0.2760019001080529	200	512	0.01369437277717486	0.9740342089499971	0.011704119850187267	0.10112359550561797	0.033707865168539325	0.05196629213483146	47.00561797752809	0.055111562327887324	0.011704119850187267	0.10112359550561797	0.033707865168539325	0.05196629213483146	47.00561797752809	0.055111562327887324	3000092744	200.0	0.011704119850187267	0.10112359550561797	0.033707865168539325	0.05196629213483146	47.00561797752809	0.055111562327887324	1	COMPLETE
2	0.20973782771535582	2020-05-17 10:11:51.963072	2020-05-17 11:47:10.238868	256	0.45349175966287936	300	256	0.03221852611352687	0.7344654687812852	0.026685393258426966	0.20973782771535582	0.07209737827715355	0.11563670411985019	35.28277153558052	0.09334469445097798	0.026685393258426966	0.20973782771535582	0.07209737827715355	0.11563670411985019	35.28277153558052	0.09334469445097798	3495985680	950.0	0.026685393258426966	0.20973782771535582	0.07209737827715355	0.11563670411985019	35.28277153558052	0.09334469445097798	2	COMPLETE
3	0.1198501872659176	2020-05-17 11:47:10.287119	2020-05-17 11:59:18.076200	64	0.418980939188749	400	256	0.11083834055824089	0.9137277980980355	0.010767790262172285	0.1198501872659176	0.04073033707865169	0.06460674157303371	44.04213483146067	0.06012350131941883	0.010767790262172285	0.1198501872659176	0.04073033707865169	0.06460674157303371	44.04213483146067	0.06012350131941883	927737748	400.0	0.010767790262172285	0.1198501872659176	0.04073033707865169	0.06460674157303371	44.04213483146067	0.06012350131941883	3	COMPLETE
4	0.17322097378277154	2020-05-17 11:59:18.125792	2020-05-17 12:39:55.018831	128	0.34394492310654534	450	256	0.004620294136542326	0.8340318700078917	0.019662921348314606	0.17322097378277154	0.05852059925093633	0.09878277153558053	40.13623595505618	0.07929074246169907	0.019662921348314606	0.17322097378277154	0.05852059925093633	0.09878277153558053	40.13623595505618	0.07929074246169907	575005782	600.0	0.019662921348314606	0.17322097378277154	0.05852059925093633	0.09878277153558053	40.13623595505618	0.07929074246169907	4	COMPLETE
5	0.09082397003745318	2020-05-17 12:39:55.059567	2020-05-17 12:46:48.007144	256	0.4622734943907445	200	256	0.8577912582663519	1.0157041326618652	0.0	0.09082397003745318	0.02247191011235955	0.04400749063670412	49.04119850187266	0.04395962189579181	0.0	0.09082397003745318	0.02247191011235955	0.04400749063670412	49.04119850187266	0.04395962189579181	2601227913	150.0	0.0	0.09082397003745318	0.02247191011235955	0.04400749063670412	49.04119850187266	0.04395962189579181	5	COMPLETE
6	0.18305243445692884	2020-05-17 12:46:48.034022	2020-05-17 15:47:02.771225	256	0.4238952575250675	500	512	0.002974971671110185	0.7939180332787111	0.02153558052434457	0.18305243445692884	0.06273408239700375	0.09597378277153558	38.14466292134831	0.0825644377409093	0.02153558052434457	0.18305243445692884	0.06273408239700375	0.09597378277153558	38.14466292134831	0.0825644377409093	1703285378		0.02153558052434457	0.18305243445692884	0.06273408239700375	0.09597378277153558	38.14466292134831	0.0825644377409093	6	COMPLETE
7	0.10533707865168539	2020-05-17 15:47:02.792283	2020-05-17 15:52:29.973450	64	0.19463206093537205	400	128	0.4199013271983872	0.9741503144178386	0.013108614232209739	0.10533707865168539	0.03323970037453183	0.05711610486891386	47.028558052434455	0.056850599918932355	0.013108614232209739	0.10533707865168539	0.03323970037453183	0.05711610486891386	47.028558052434455	0.056850599918932355	2108604110	200.0	0.013108614232209739	0.10533707865168539	0.03323970037453183	0.05711610486891386	47.028558052434455	0.056850599918932355	7	COMPLETE
8	0.11235955056179775	2020-05-17 15:52:30.019705	2020-05-17 15:58:13.691844	64	0.3218787292913513	250	512	0.23907835213717332	0.9633317176411312	0.009831460674157303	0.11235955056179775	0.037921348314606744	0.0599250936329588	46.49204119850187	0.05845751758848338	0.009831460674157303	0.11235955056179775	0.037921348314606744	0.0599250936329588	46.49204119850187	0.05845751758848338	1056947116	300.0	0.009831460674157303	0.11235955056179775	0.037921348314606744	0.0599250936329588	46.49204119850187	0.05845751758848338	8	COMPLETE
9	0.10908239700374532	2020-05-17 15:58:13.719270	2020-05-17 16:07:34.141107	64	0.22110984009921708	450	512	0.011908783123087237	0.9829283425085638	0.009831460674157303	0.10908239700374532	0.03464419475655431	0.05664794007490637	47.36376404494382	0.05556996854357098	0.009831460674157303	0.10908239700374532	0.03464419475655431	0.05664794007490637	47.36376404494382	0.05556996854357098	1839950834	300.0	0.009831460674157303	0.10908239700374532	0.03464419475655431	0.05664794007490637	47.36376404494382	0.05556996854357098	9	COMPLETE
