number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 15:46:20.831117	2020-01-08 16:12:36.180329	9.16832376667968	350.0	11.0	0.0022587729744953516	0.0002805230166383855	1900.0	1.0054374464966611	0.0	0.0008852691218130312	0.00017705382436260624	0.00017705382436260624	20383.61141111898	0.00039328288623464373	0.0	0.0008852691218130312	0.00017705382436260624	0.00017705382436260624	20383.61105701133	0.0003932828906332573	0.0	0.0008852691218130312	0.00017705382436260624	0.00017705382436260624	20383.61176522663	0.0003932828818367929	0	0.0008852691218130312	0.0008852691218130312
1	TrialState.COMPLETE	0.0003541076487252125	2020-01-08 16:12:36.182400	2020-01-08 16:17:16.065769	6.014209455104158	50.0	6.0	0.0027192430660068277	0.0665721634057983	2000.0	1.0010046501273497	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20293.68683604816	0.0003775163172920226	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20293.68661473088	0.0003775163215084741	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20293.687057365438	0.00037751631307665585	1	0.0003541076487252125	0.0003541076487252125
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-08 16:17:16.066747	2020-01-08 17:41:33.233518	5.516429388368491	350.0	41.0	0.014183173967931595	0.018783660660415688	600.0	0.9961061166198173	0.0	0.0003541076487252125	0.0001327903682719547	0.0003541076487252125	20194.041851097732	0.000276769108447935	0.0	0.0003541076487252125	0.0001327903682719547	0.0003541076487252125	20194.0414305949	0.0002767691113714661	0.0	0.0003541076487252125	0.0001327903682719547	0.0003541076487252125	20194.042271600567	0.0002767691055247614	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.000796742209631728	2020-01-08 17:41:33.234527	2020-01-08 19:45:06.620289	2.939758837685108	450.0	36.0	0.004883340700244333	0.00019565579912831895	1400.0	0.9684821960891153	0.0	0.000796742209631728	0.0	0.0	19634.12785499292	0.0003444732179120557	0.0	0.000796742209631728	0.0	0.0	19634.127655807366	0.00034447322139309427	0.0	0.000796742209631728	0.0	0.0	19634.12805417847	0.0003444732144316702	3	0.000708215297450425	0.000767233238904627
4	TrialState.COMPLETE	0.0003541076487252125	2020-01-08 19:45:06.621297	2020-01-08 20:34:35.197037	0.6717878375914623	250.0	46.0	0.004239419641889592	0.06846314817724235	600.0	0.9849048237603154	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19967.715961402268	0.0004099913801421308	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19967.715740084986	0.00040999138048801285	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19967.716182719545	0.000409991379796265	4	0.0003541076487252125	0.0003541076487252125
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-08 20:34:35.198957	2020-01-08 23:07:08.546453	1.9310698951325342	450.0	46.0	0.002030613395792533	0.00026693730457760106	1800.0	0.9836624634693544	0.0	0.0003541076487252125	0.0	0.0	19942.2650717068	0.0002732239522185977	0.0	0.0003541076487252125	0.0	0.0	19942.26473973088	0.0002732239796207308	0.0	0.0003541076487252125	0.0	0.0	19942.26540368272	0.00027322392483368794	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0003541076487252125	2020-01-08 23:07:08.547453	2020-01-09 00:38:15.815578	6.410302280992608	450.0	26.0	0.07477213918549569	0.00017875620441889484	1700.0	0.9905624612763771	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20082.21454497167	0.00023791755637090964	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20082.214235127478	0.0002379175688455352	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20082.214854815866	0.00023791754390360518	6	0.0003541076487252125	0.0003541076487252125
7	TrialState.COMPLETE	0.0	2020-01-09 00:38:15.816578	2020-01-09 00:43:13.963572	1.9780858088630613	50.0	16.0	0.03207602163713475	0.0023195521733065717	600.0	1.001543188849723	0.0	0.0	0.0	0.0	20304.710627655808	0.00022226622297667458	0.0	0.0	0.0	0.0	20304.710207152973	0.00022226623141338736	0.0	0.0	0.0	0.0	20304.71104815864	0.00022226621454226144	7	0.0	0.0
8	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 00:43:13.964543	2020-01-09 00:51:20.994331	5.73453227816993	150.0	11.0	0.002719900856968336	0.0004903639046984987	1700.0	0.9981949388651777	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20237.059534348442	0.00022551927733259944	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20237.05909171388	0.0002255192795862935	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20237.059976983004	0.0002255192750792165	8	0.00017705382436260624	0.00017705382436260624
