number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301
0	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 01:35:00.892769	2020-01-07 02:11:05.468974	350.0	91.0	0.0206959406419766	1700.0	1.0058854607357604	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20392.47815598442	0.0002474228901061516	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20392.450159348442	0.00024742319641640016	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20392.506152620397	0.000247422583932625	0	0.00017705382436260624	0.00017705382436260624			
1	TrialState.COMPLETE	0.0005311614730878187	2020-01-07 02:11:05.469740	2020-01-07 02:30:43.621436	150.0	61.0	0.04196768006133724	700.0	0.9863046365231413	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	19995.363469369688	0.0004097214997299788	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	19995.34525495751	0.00040972178293653216	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	19995.38168378187	0.00040972121671698197	1	0.0005311614730878187	0.0005311614730878187			
2	TrialState.COMPLETE	0.0	2020-01-07 02:30:43.622202	2020-01-07 02:47:48.860017	150.0	11.0	0.03558981641022784	1100.0	0.9994169015601857	0.0	0.0	0.0	0.0	20261.529368803116	0.00025349951595633226	0.0	0.0	0.0	0.0	20261.51177407932	0.00025349982739063763	0.0	0.0	0.0	0.0	20261.54696352691	0.00025349920474849726	2	0.0	0.0			
3	TrialState.COMPLETE	0.0003541076487252125	2020-01-07 02:47:48.860796	2020-01-07 03:03:16.656804	50.0	71.0	0.0026073974711303795	1700.0	1.0054487564751924	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20383.684755665723	0.00026639034403305294	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20383.67404390935	0.000266390586931134	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20383.695467422098	0.00026639010147436345	3	0.0003541076487252125	0.0003541076487252125			
4	TrialState.COMPLETE	0.0007524787535410764	2020-01-07 03:03:16.657580	2020-01-07 03:34:15.827128	450.0	1.0	0.004340514356078601	1000.0	0.982735371476699	0.0	0.0007524787535410764	0.00017705382436260624	0.0004426345609065156	19922.91222556657	0.00044158982610110705	0.0	0.0007524787535410764	0.00017705382436260624	0.0004426345609065156	19922.880532932013	0.00044159013958421686	0.0	0.0007524787535410764	0.00017705382436260624	0.0004426345609065156	19922.943918201134	0.00044158951276857835	4	0.0006196883852691218	0.000708215297450425			
5	TrialState.COMPLETE	0.0013721671388101982	2020-01-07 03:34:15.827890	2020-01-07 04:05:16.905587	450.0	1.0	0.006257737420435888	2000.0	0.9803713415056499	0.0002213172804532578	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	19874.960893236545	0.0008480459753366317	0.0002213172804532578	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	19874.93081621813	0.000848047631802617	0.0002213172804532578	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	19874.990970254956	0.0008480443276684515	5	0.0004426345609065156	0.0010623229461756375			
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 04:05:16.906362	2020-01-07 04:20:46.117041	50.0	71.0	0.008045152190638684	2000.0	0.9930698447712449	0.0	0.00017705382436260624	0.0	0.0	20132.80015049575	0.00023007044080092633	0.0	0.00017705382436260624	0.0	0.0	20132.789483002834	0.00023007060222250903	0.0	0.00017705382436260624	0.0	0.0	20132.81081798867	0.00023007027945302666	6	0.00017705382436260624	0.00017705382436260624			
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 04:20:46.117923	2020-01-07 04:46:12.923787	250.0	61.0	0.0029826945924037586	1900.0	1.0075933282395262	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20427.104528151558	0.00023244107423032488	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20427.080116855523	0.00023244142797335834	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20427.128939447593	0.00023244072072356396	7	0.00017705382436260624	0.00017705382436260624			
8	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 04:46:12.924557	2020-01-07 04:59:57.458366	50.0	11.0	0.0029092887650682955	700.0	1.008128044240604	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20438.17880223088	0.0002685627075530106	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20438.168422450424	0.0002685628682919514	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20438.18918201133	0.0002685625468820096	8	0.00017705382436260624	0.00017705382436260624			
9	TrialState.COMPLETE	0.0003541076487252125	2020-01-07 04:59:57.459119	2020-01-07 05:23:27.379808	250.0	31.0	0.006724264675796113	1500.0	1.0083983185958363	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20443.6478842068	0.0002683200909916204	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20443.6242917847	0.00026832290598670795	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20443.671476628897	0.00026831730162106364	9	0.0003541076487252125	0.0003541076487252125			
10	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 05:23:27.380572	2020-01-07 05:51:28.102658	250.0	91.0	0.005970455077853021	1000.0	1.0126626379551145	0.0	0.00017705382436260624	0.0	0.0	20529.716337641643	0.00022252121241120873	0.0	0.00017705382436260624	0.0	0.0	20529.69135092068	0.00022252159423965284	0.0	0.00017705382436260624	0.0	0.0	20529.741324362607	0.00022252083087939158	10	0.00017705382436260624	0.00017705382436260624			
11	TrialState.COMPLETE	0.0003541076487252125	2020-01-07 05:51:28.103447	2020-01-07 06:05:06.230060	50.0	1.0	0.004799882906026716	700.0	0.9935296147893635	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20142.214722025496	0.0005498384179859839	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20142.205116855523	0.0005498385275299407	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20142.22432719547	0.000549838308474762	11	0.0003541076487252125	0.0003541076487252125			
12	TrialState.COMPLETE	0.0	2020-01-07 06:05:06.230843	2020-01-07 06:47:21.537159	450.0	81.0	0.016647691353469753	1000.0	0.9822758262020107	0.0	0.0	0.0	0.0	19914.157976274786	0.00020930602544138026	0.0	0.0	0.0	0.0	19914.125265580737	0.00020930717959958444	0.0	0.0	0.0	0.0	19914.19068696884	0.00020930487454745363	12	0.0	0.0			
13	TrialState.COMPLETE	0.014872521246458924	2020-01-07 06:47:21.537948	2020-01-07 08:04:23.897569	350.0	1.0	0.028076948845121612	1200.0	0.8896545566494766	0.002301699716713881	0.014872521246458924	0.005532932011331444	0.009007613314447592	18034.984375	0.006583972353607114	0.002301699716713881	0.014872521246458924	0.005532932011331444	0.009007613314447592	18034.95821529745	0.006583974222914904	0.002301699716713881	0.014872521246458924	0.005532932011331444	0.009007613314447592	18035.01053470255	0.006583970493872011	13				0.013751180358829085	0.01439194658033185
14	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 08:04:23.898327	2020-01-07 08:48:08.324185	450.0	91.0	0.0643791032980299	1600.0	1.0004902849774115	0.0	0.00017705382436260624	0.0	0.0	20283.472379603398	0.00020837709277051882	0.0	0.00017705382436260624	0.0	0.0	20283.440509915014	0.00020837763541365197	0.0	0.00017705382436260624	0.0	0.0	20283.504249291786	0.00020837655047220547	14	0.00017705382436260624	0.00017705382436260624			
15	TrialState.COMPLETE	0.0005311614730878187	2020-01-07 08:48:08.324953	2020-01-07 09:16:18.258617	350.0	21.0	0.0027948593913767516	900.0	1.0010257428478309	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20293.798534879603	0.0004526965053821261	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20293.770671033995	0.0004526968713410481	0.00017705382436260624	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20293.826398725214	0.00045269613979585983	15	0.0005311614730878187	0.0005311614730878187			
16	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 09:16:18.259365	2020-01-07 09:46:18.782105	350.0	41.0	0.010578604664633343	1600.0	0.9918768338276912	0.0	0.00017705382436260624	0.0	0.0	20108.843130311616	0.0002637876011984316	0.0	0.00017705382436260624	0.0	0.0	20108.814934490085	0.00026378811662897356	0.0	0.00017705382436260624	0.0	0.0	20108.871326133143	0.00026378708620184555	16	0.00017705382436260624	0.00017705382436260624			
17	TrialState.COMPLETE	0.0	2020-01-07 09:46:18.782878	2020-01-07 10:06:21.378916	150.0	71.0	0.002455675640729827	1300.0	1.0044141719114257	0.0	0.0	0.0	0.0	20362.686658994335	0.00021453862016591416	0.0	0.0	0.0	0.0	20362.668068342777	0.0002145389166717899	0.0	0.0	0.0	0.0	20362.705249645893	0.00021453832381541294	17	0.0	0.0			
