number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.027443342776203965	2020-04-25 19:19:25.460302	2020-04-25 19:44:12.866880	64	128	1	31	0.03196760071993093	256	0.5692492887811805	0.0012393767705382436	0.027443342776203965	0.016288951841359773	0.020007082152974504	11540.911030453257	0.01206724119281554	0.0012393767705382436	0.027443342776203965	0.016288951841359773	0.020007082152974504	11540.906338526913	0.012067241296563454	1338329432	150	0.0012393767705382436	0.027443342776203965	0.016288951841359773	0.020007082152974504	11540.915722379603	0.012067241089104622	0	COMPLETE
1	0.2723087818696884	2020-04-25 19:44:12.916646	2020-04-25 20:20:00.343303	64	256	2	69	0.011474834418461585	512	0.36355853810135147	0.000708215297450425	0.2723087818696884	0.1765226628895184	0.21777620396600567	7370.250531161473	0.10383844661999737	0.000708215297450425	0.2723087818696884	0.1765226628895184	0.21777620396600567	7370.24716713881	0.1038384466575144	1518072083	150	0.000708215297450425	0.2723087818696884	0.1765226628895184	0.21777620396600567	7370.253895184136	0.10383844658249103	1	COMPLETE
2	0.035056657223796035	2020-04-25 20:20:00.391878	2020-04-25 20:39:02.586807	128	128	1	24	0.03272831190136645	512	0.4958148356612964	0.00141643059490085	0.035056657223796035	0.020892351274787536	0.025495750708215296	10051.537978045326	0.015115021040813796	0.00141643059490085	0.035056657223796035	0.020892351274787536	0.025495750708215296	10051.534348441926	0.015115021371621622	584620389	150	0.00141643059490085	0.035056657223796035	0.020892351274787536	0.025495750708215296	10051.541607648725	0.015115020710276934	2	COMPLETE
3	0.32896600566572237	2020-04-25 20:39:02.619066	2020-04-25 21:35:29.760398	64	64	2	8	0.0034043039904981566	128	0.35725557839699246	0.00424929178470255	0.32896600566572237	0.20113314447592068	0.26558073654390935	7241.74920325779	0.12147053956445145	0.00424929178470255	0.32896600566572237	0.20113314447592068	0.26558073654390935	7241.746990084986	0.12147053962974368	3861012152	200	0.00424929178470255	0.32896600566572237	0.20113314447592068	0.26558073654390935	7241.751416430595	0.12147053949918686	3	COMPLETE
4	0.3139164305949009	2020-04-25 21:35:29.808928	2020-04-25 22:39:39.850273	64	256	2	41	0.005228003724314512	256	0.37939514193290796	0.0010623229461756375	0.3139164305949009	0.2048512747875354	0.25920679886685555	7691.383675637394	0.11891641850420336	0.0010623229461756375	0.3139164305949009	0.2048512747875354	0.25920679886685555	7691.379780453258	0.11891642044240322	2553414319	250	0.0010623229461756375	0.3139164305949009	0.2048512747875354	0.25920679886685555	7691.38757082153	0.11891641657347203	4	COMPLETE
5	0.06993626062322947	2020-04-25 22:39:39.888804	2020-04-25 22:57:10.292300	64	128	2	38	0.028176089839641157	512	0.36176604058088613	0.000708215297450425	0.06993626062322947	0.04072237960339943	0.05258498583569405	7333.710428470255	0.0286365418745012	0.000708215297450425	0.06993626062322947	0.04072237960339943	0.05258498583569405	7333.707861189801	0.02863654190252813	4056443377	150	0.000708215297450425	0.06993626062322947	0.04072237960339943	0.05258498583569405	7333.712995750709	0.02863654184648035	5	COMPLETE
6	0.0113314447592068	2020-04-25 22:57:10.326809	2020-04-26 00:22:58.639514	128	128	1	64	0.028742404809148848	128	0.9585703683891186	0.000708215297450425	0.0113314447592068	0.009029745042492918	0.009737960339943343	19433.67413243626	0.005496102704021241	0.000708215297450425	0.0113314447592068	0.009029745042492918	0.009737960339943343	19433.660941926344	0.005496483715667315	2663632289	200	0.000708215297450425	0.0113314447592068	0.009029745042492918	0.009737960339943343	19433.687322946174	0.005495745490098081	6	COMPLETE
7	0.2937322946175637	2020-04-26 00:22:58.676033	2020-04-26 01:57:15.642579	256	64	1	76	0.0030435872421319178	128	0.401386834535922	0.000708215297450425	0.2937322946175637	0.19157223796033995	0.24114730878186968	8137.285941926346	0.11043152541637526	0.000708215297450425	0.2937322946175637	0.19157223796033995	0.24114730878186968	8137.282577903683	0.1104315255285276	2110603382	200	0.000708215297450425	0.2937322946175637	0.19157223796033995	0.24114730878186968	8137.289305949009	0.11043152530430135	7	COMPLETE
8	0.03629603399433428	2020-04-26 01:57:15.679309	2020-04-26 02:37:13.252078	64	256	1	46	0.05765195671047186	512	0.6079808295834915	0.000708215297450425	0.03629603399433428	0.02018413597733711	0.02779745042492918	12326.618714589235	0.014411310650086884	0.000708215297450425	0.03629603399433428	0.02018413597733711	0.02779745042492918	12326.613137393768	0.014411312366408652	3646764886	200	0.000708215297450425	0.03629603399433428	0.02018413597733711	0.02779745042492918	12326.624291784703	0.01441130894024279	8	COMPLETE
9	0.0084985835694051	2020-04-26 02:37:13.288170	2020-04-26 03:44:20.890210	64	64	1	93	0.04221527952292531	128	1.0173138093940322	0.000708215297450425	0.0084985835694051	0.006373937677053824	0.007082152974504249	20625.01584631728	0.004111461783288588	0.000708215297450425	0.0084985835694051	0.006373937677053824	0.007082152974504249	20625.005488668554	0.004111461888294601	297007154	200	0.000708215297450425	0.0084985835694051	0.006373937677053824	0.007082152974504249	20625.026203966005	0.004111461678313694	9	COMPLETE
