number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	801	851	901	951
0	TrialState.COMPLETE	0.42426311884527185	2019-12-30 13:14:40.151857	2019-12-30 15:24:12.805986	7.708311563123379	50.0	11.0	0.009511676073307575	1900.0	0.301149476288668	0.3684827330365574	0.42426311884527185	0.3999140024281667	0.40991332793740726	6104.834003608526	0.3900877348500252	0.3684827330365574	0.42426311884527185	0.3999140024281667	0.40991332793740726	6104.830483609874	0.390087757906398	0.3684827330365574	0.42426311884527185	0.3999140024281667	0.40991332793740726	6104.837523607177	0.3900877132164794	0			0.4229070374235873	0.4236189801699717
1	TrialState.COMPLETE	0.4115755926643805	2019-12-30 15:24:12.807006	2019-12-30 19:17:06.830867	3.4831857704357234	350.0	26.0	0.0029569726943592988	1700.0	0.43049805264773017	0.3661752646488743	0.4115755926643805	0.3916337408677501	0.3991445504696586	8727.082558334576	0.38337043987038083	0.3661752646488743	0.4115755926643805	0.3916337408677501	0.3991445504696586	8727.075741762337	0.38337044060284553	0.3661752646488743	0.4115755926643805	0.3916337408677501	0.3991445504696586	8727.089374906815	0.3833704391404038	1	0.409983752707882	0.4108238904627007		
2	TrialState.COMPLETE	0.4109082018076352	2019-12-30 19:17:06.831853	2019-12-30 23:33:05.599028	2.8141860043823805	350.0	21.0	0.0024858755176653167	1700.0	0.4360029151829059	0.36860920005395925	0.4109082018076352	0.39133110751382705	0.39897814649939295	8838.90845474167	0.38431237727849626	0.36860920005395925	0.4109082018076352	0.39133110751382705	0.39897814649939295	8838.90053790638	0.38431237877966756	0.36860920005395925	0.4109082018076352	0.39133110751382705	0.39897814649939295	8838.91637157696	0.38431237578457694	2			0.40907820187863425	0.4100389518413598
3	TrialState.COMPLETE	0.4319704728699063	2019-12-30 23:33:05.600014	2019-12-31 01:55:49.356706	4.91406743192183	250.0	41.0	0.0011019104260825846	600.0	0.3654046846861203	0.37057365439093487	0.4319704728699063	0.4019394203530181	0.4142923294835476	7407.485645020702	0.3926272180276197	0.37057365439093487	0.4319704728699063	0.4019394203530181	0.4142923294835476	7407.477119198083	0.39262722373497433	0.37057365439093487	0.4319704728699063	0.4019394203530181	0.4142923294835476	7407.494170843321	0.3926272124614084	3				
4	TrialState.COMPLETE	0.42547804532577904	2019-12-31 01:55:49.357646	2019-12-31 05:00:25.683960	3.0874866326774963	250.0	6.0	0.003206990906354662	1900.0	0.3837933751138148	0.37373406515580737	0.42547804532577904	0.4009649433427762	0.4108356940509915	7780.479824716714	0.3928628212972405	0.37373406515580737	0.42547804532577904	0.4009649433427762	0.4108356940509915	7780.47354815864	0.3928628251525299	0.37373406515580737	0.42547804532577904	0.4009649433427762	0.4108356940509915	7780.486101274788	0.3928628175067934	4		0.4238275102297765	0.4246962129118831	
5	TrialState.COMPLETE	0.46195113314447594	2019-12-31 05:00:25.684957	2019-12-31 08:05:37.573959	6.802514145828494	250.0	6.0	0.00304895705278342	2000.0	0.32668998784378533	0.38807542492917846	0.46195113314447594	0.42703611898016997	0.4420768413597734	6622.984158109065	0.4149181139409402	0.38807542492917846	0.46195113314447594	0.42703611898016997	0.4420768413597734	6622.979178470255	0.41491814627575774	0.38807542492917846	0.46195113314447594	0.42703611898016997	0.4420768413597734	6622.989137747875	0.414918083902989	5		0.4603399433427762	0.46118793797524976	
6	TrialState.COMPLETE	0.4203802571366311	2019-12-31 08:05:37.574928	2019-12-31 10:21:07.631727	9.487272186136849	250.0	21.0	0.012779166344768403	600.0	0.39339538471537144	0.3690618871213772	0.4203802571366311	0.39687295707125736	0.4059027021137503	7974.886617454783	0.38816775726578073	0.3690618871213772	0.4203802571366311	0.39687295707125736	0.4059027021137503	7974.880229897582	0.38816775856986047	0.3690618871213772	0.4203802571366311	0.39687295707125736	0.4059027021137503	7974.893005011985	0.38816775596788045	6				
7	TrialState.COMPLETE	0.3900029819591472	2019-12-31 10:21:07.632532	2019-12-31 12:17:45.257778	2.4347002802187125	50.0	11.0	0.03254150501777248	1600.0	0.39062254231272947	0.32898464291039214	0.3900029819591472	0.36625913224988815	0.3767239451319517	7918.399507976741	0.35239539016453214	0.32898464291039214	0.3900029819591472	0.36625913224988815	0.3767239451319517	7918.395743253317	0.35239539220353183	0.32898464291039214	0.3900029819591472	0.36625913224988815	0.3767239451319517	7918.403272700164	0.3523953881558969	7	0.38835194134310946	0.3892233238904627		
8	TrialState.COMPLETE	0.3902266288951841	2019-12-31 12:17:45.258720	2019-12-31 15:01:15.160554	1.9833119047586738	350.0	26.0	0.0014441283567021082	600.0	0.46466304682259346	0.35329047722815426	0.3902266288951841	0.3744279799520593	0.38037971235563306	9419.536956580954	0.3674574566451878	0.35329047722815426	0.3902266288951841	0.3744279799520593	0.38037971235563306	9419.529636086294	0.3674574572198379	0.35329047722815426	0.3902266288951841	0.3744279799520593	0.38037971235563306	9419.544277075616	0.36745745607247865	8				
