number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.08426966292134831	2020-03-09 13:35:37.219803	2020-03-09 13:36:40.187481	8.990613646923679	256	1	42	0.005533991081414459	0.015226727604190374	256	1.0378635784136725	0.0	0.08426966292134831	0.019194756554307114	0.04119850187265917	50.102059925093634	0.04085956652763614	0.0	0.08426966292134831	0.019194756554307114	0.04119850187265917	50.102059925093634	0.04085956652763614	1137326991	200.0	0.0	0.08426966292134831	0.019194756554307114	0.04119850187265917	50.102059925093634	0.04085956652763614	10	COMPLETE
11	0.19756554307116106	2020-03-09 13:36:40.199797	2020-03-09 13:41:24.337125	7.170629857573354	128	1	69	0.03967094609187135	0.23521058718390114	256	0.769223887901509	0.031835205992509365	0.19756554307116106	0.07303370786516854	0.11282771535580524	37.02340823970037	0.09524249300149548	0.031835205992509365	0.19756554307116106	0.07303370786516854	0.11282771535580524	37.02340823970037	0.09524249300149548	2618970085	750.0	0.031835205992509365	0.19756554307116106	0.07303370786516854	0.11282771535580524	37.02340823970037	0.09524249300149548	11	COMPLETE
12	0.2144194756554307	2020-03-09 13:41:24.349159	2020-03-09 13:44:20.050837	1.2156586559803966	128	2	49	0.07547002965541116	0.010179985821223512	256	0.7582715665145466	0.040262172284644196	0.2144194756554307	0.10159176029962547	0.1348314606741573	36.57022471910113	0.10820472246491325	0.040262172284644196	0.2144194756554307	0.10159176029962547	0.1348314606741573	36.57022471910113	0.10820472246491325	598179299	500.0	0.040262172284644196	0.2144194756554307	0.10159176029962547	0.1348314606741573	36.57022471910113	0.10820472246491325	12	COMPLETE
13	0.09176029962546817	2020-03-09 13:44:20.068880	2020-03-09 13:45:36.437970	1.5309366586483386	64	2	91	0.003384081363142891	0.0862832956135308	128	1.0237087592977876	0.0	0.09176029962546817	0.021067415730337078	0.040262172284644196	49.44826779026217	0.04342452501457311	0.0	0.09176029962546817	0.021067415730337078	0.040262172284644196	49.44803370786517	0.0434246177204729	2832185244	150.0	0.0	0.09176029962546817	0.021067415730337078	0.040262172284644196	49.44850187265918	0.04342443412643604	13	COMPLETE
14	0.08099250936329588	2020-03-09 13:45:36.449668	2020-03-09 13:45:58.749757	6.673378533330185	256	2	20	0.01606947552123326	0.07397455907925013	512	1.0430483919906706	0.0	0.08099250936329588	0.012640449438202247	0.0299625468164794	50.2750468164794	0.03871608466533142	0.0	0.08099250936329588	0.012640449438202247	0.0299625468164794	50.274812734082396	0.03871616135080136	3618484510	150.0	0.0	0.08099250936329588	0.012640449438202247	0.0299625468164794	50.2752808988764	0.03871600934924487	14	COMPLETE
15	0.10767790262172285	2020-03-09 13:45:58.761835	2020-03-09 13:47:27.166079	7.016795807030455	64	2	10	0.015047320949885562	0.08789610632943282	256	0.9918724866688586	0.009831460674157303	0.10767790262172285	0.026217228464419477	0.047752808988764044	47.872191011235955	0.05272594424564319	0.009831460674157303	0.10767790262172285	0.026217228464419477	0.047752808988764044	47.872191011235955	0.05272594424564319	1759363564	300.0	0.009831460674157303	0.10767790262172285	0.026217228464419477	0.047752808988764044	47.872191011235955	0.05272594424564319	15	COMPLETE
16	0.1896067415730337	2020-03-09 13:47:27.178293	2020-03-09 13:54:44.721559	1.1904183838978626	256	1	91	0.012511464846172599	0.09512093598653591	128	0.7864145604005844	0.028089887640449437	0.1896067415730337	0.06647940074906367	0.10299625468164794	37.907069288389515	0.08980226290043822	0.028089887640449437	0.1896067415730337	0.06647940074906367	0.10299625468164794	37.90683520599251	0.08980229163983626	1150126138	600.0	0.028089887640449437	0.1896067415730337	0.06647940074906367	0.10299625468164794	37.907303370786515	0.08980223447685776	16	COMPLETE
17	0.0898876404494382	2020-03-09 13:54:44.735168	2020-03-09 13:55:23.346718	3.402013194522346	128	2	35	0.0017921177483244892	0.2197117012336062	256	1.0126262796809025	0.0	0.0898876404494382	0.018258426966292134	0.03885767790262172	48.83380149812734	0.04213479181269589	0.0	0.0898876404494382	0.018258426966292134	0.03885767790262172	48.83380149812734	0.04213479181269589	3879044121	150.0	0.0	0.0898876404494382	0.018258426966292134	0.03885767790262172	48.83380149812734	0.04213479181269589	17	COMPLETE
18	0.09878277153558053	2020-03-09 13:55:23.359287	2020-03-09 13:57:50.647928	8.18496588499956	128	1	68	0.005106547370760359	0.03184056049680532	128	0.9915558962240355	0.0018726591760299626	0.09878277153558053	0.019194756554307114	0.04588014981273408	47.83380149812734	0.044967712998288875	0.0018726591760299626	0.09878277153558053	0.019194756554307114	0.04588014981273408	47.83380149812734	0.044967712998288875	3604248808	250.0	0.0018726591760299626	0.09878277153558053	0.019194756554307114	0.04588014981273408	47.83380149812734	0.044967712998288875	18	COMPLETE
19	0.09082397003745318	2020-03-09 13:57:50.658377	2020-03-09 13:58:30.131884	0.5200982813335946	128	2	45	0.002577704966537805	0.1843546245881803	256	0.9987627178280569	0.0	0.09082397003745318	0.01544943820224719	0.039794007490636704	48.14747191011236	0.04251235872916948	0.0	0.09082397003745318	0.01544943820224719	0.039794007490636704	48.14747191011236	0.04251235872916948	3167566425	150.0	0.0	0.09082397003745318	0.01544943820224719	0.039794007490636704	48.14747191011236	0.04251235872916948	19	COMPLETE
20	0.09269662921348315	2020-03-09 13:58:30.144846	2020-03-09 13:58:50.930091	8.56222422215728	64	2	7	0.06219079889961035	0.025485846511822507	512	0.9921301633942775	0.0023408239700374533	0.09269662921348315	0.02294007490636704	0.039794007490636704	47.86750936329588	0.04581115476101904	0.0023408239700374533	0.09269662921348315	0.02294007490636704	0.039794007490636704	47.86750936329588	0.04581115476101904	3187525909	150.0	0.0023408239700374533	0.09269662921348315	0.02294007490636704	0.039794007490636704	47.86750936329588	0.04581115476101904	20	COMPLETE
21	0.0945692883895131	2020-03-09 13:58:50.942431	2020-03-09 14:00:32.754377	2.793173678162274	128	2	65	0.008150680013476946	0.15072128328311274	256	0.9952072816280028	0.0018726591760299626	0.0945692883895131	0.019194756554307114	0.04119850187265917	47.98244382022472	0.0451288901877801	0.0018726591760299626	0.0945692883895131	0.019194756554307114	0.04119850187265917	47.982209737827716	0.04512897274196702	1847190694	300.0	0.0018726591760299626	0.0945692883895131	0.019194756554307114	0.04119850187265917	47.982677902621724	0.04512880916237442	21	COMPLETE
22	0.09597378277153558	2020-03-09 14:00:32.766387	2020-03-09 14:01:44.041962	8.415906736921634	128	2	49	0.0019129620704924895	0.06238913443590707	128	1.0249779256608351	0.0	0.09597378277153558	0.019662921348314606	0.039794007490636704	49.51966292134831	0.042829342744472546	0.0	0.09597378277153558	0.019662921348314606	0.039794007490636704	49.51966292134831	0.042829342744472546	4040982425	150.0	0.0	0.09597378277153558	0.019662921348314606	0.039794007490636704	49.51966292134831	0.042829342744472546	22	COMPLETE
23	0.21863295880149813	2020-03-09 14:01:44.054113	2020-03-09 14:05:23.218727	3.039687487680873	256	2	99	0.06732549152323541	0.015664034804661768	256	0.7480368770925809	0.033707865168539325	0.21863295880149813	0.09176029962546817	0.1301498127340824	36.030430711610485	0.10418824065936347	0.033707865168539325	0.21863295880149813	0.09176029962546817	0.1301498127340824	36.030430711610485	0.10418824065936347	1101043813	500.0	0.033707865168539325	0.21863295880149813	0.09176029962546817	0.1301498127340824	36.030430711610485	0.10418824065936347	23	COMPLETE
24	0.10205992509363296	2020-03-09 14:05:23.235291	2020-03-09 14:07:51.553527	4.107104389739327	128	2	91	0.0048531914974271765	0.05678759376242122	128	0.9856258771776427	0.003745318352059925	0.10205992509363296	0.024812734082397005	0.048220973782771535	47.60182584269663	0.0486573652431045	0.003745318352059925	0.10205992509363296	0.024812734082397005	0.048220973782771535	47.60159176029963	0.04865749038739587	740504717	250.0	0.003745318352059925	0.10205992509363296	0.024812734082397005	0.048220973782771535	47.602059925093634	0.04865724294300158	24	COMPLETE
25	0.19288389513108614	2020-03-09 14:07:51.565721	2020-03-09 14:12:07.591832	4.395115751961201	128	2	38	0.017628067136677614	0.07547888294604821	256	0.8038965795112404	0.025749063670411985	0.19288389513108614	0.06741573033707865	0.11750936329588015	38.78347378277154	0.08948122910412433	0.025749063670411985	0.19288389513108614	0.06741573033707865	0.11750936329588015	38.78323970037453	0.0894820159357109	3746013388	750.0	0.025749063670411985	0.19288389513108614	0.06741573033707865	0.11750936329588015	38.78370786516854	0.08948048598540369	25	COMPLETE
26	0.10252808988764045	2020-03-09 14:12:07.601947	2020-03-09 14:15:19.419931	2.4209198561835312	256	1	38	0.0019358911421119797	0.04599156639774518	128	0.9994074876388807	0.0	0.10252808988764045	0.02153558052434457	0.05056179775280899	48.188202247191015	0.04537758674078372	0.0	0.10252808988764045	0.02153558052434457	0.05056179775280899	48.188202247191015	0.04537758674078372	2852779410	350.0	0.0	0.10252808988764045	0.02153558052434457	0.05056179775280899	48.188202247191015	0.04537758674078372	26	COMPLETE
27	0.09644194756554307	2020-03-09 14:15:19.436937	2020-03-09 14:15:55.137220	4.299502791886007	64	2	96	0.0018875740765550964	0.0371114689004047	512	1.002211894810353	0.0	0.09644194756554307	0.02294007490636704	0.046348314606741575	48.40870786516854	0.044659325771266294	0.0	0.09644194756554307	0.02294007490636704	0.046348314606741575	48.40870786516854	0.044659325771266294	2587060323	200.0	0.0	0.09644194756554307	0.02294007490636704	0.046348314606741575	48.40870786516854	0.044659325771266294	27	COMPLETE
28	0.09176029962546817	2020-03-09 14:15:55.149489	2020-03-09 14:16:54.560233	6.240411621694384	128	2	68	0.0017697592456076103	0.15648573814908628	256	1.0125513840501619	0.0	0.09176029962546817	0.026217228464419477	0.048220973782771535	48.83192883895131	0.04497474178854504	0.0	0.09176029962546817	0.026217228464419477	0.048220973782771535	48.83192883895131	0.04497474178854504	2454314395	200.0	0.0	0.09176029962546817	0.026217228464419477	0.048220973782771535	48.83192883895131	0.04497474178854504	28	COMPLETE
29	0.19288389513108614	2020-03-09 14:16:54.572674	2020-03-09 14:18:39.950049	6.7897250138658904	256	2	26	0.08912243785432576	0.07334244581201141	256	0.7710227744570106	0.027153558052434457	0.19288389513108614	0.06975655430711611	0.10908239700374532	37.168539325842694	0.09074809068980269	0.027153558052434457	0.19288389513108614	0.06975655430711611	0.10908239700374532	37.168539325842694	0.09074809068980269	4210526985	350.0	0.027153558052434457	0.19288389513108614	0.06975655430711611	0.10908239700374532	37.168539325842694	0.09074809068980269	29	COMPLETE
30	0.10486891385767791	2020-03-09 14:18:39.962413	2020-03-09 14:20:05.254779	4.6130438775094	128	1	38	0.011507307038201058	0.08498029791762533	512	0.9849542691790907	0.0028089887640449437	0.10486891385767791	0.027153558052434457	0.04868913857677903	47.49087078651685	0.04810813554035678	0.0028089887640449437	0.10486891385767791	0.027153558052434457	0.04868913857677903	47.49063670411985	0.04811087334616969	668049708	450.0	0.0028089887640449437	0.10486891385767791	0.027153558052434457	0.04868913857677903	47.49110486891386	0.04810567151512516	30	COMPLETE
31	0.0950374531835206	2020-03-09 14:20:05.267071	2020-03-09 14:20:25.619183	3.374287750805787	256	1	12	0.01611731713929125	0.01377860201842631	512	1.0198760395346398	0.0	0.0950374531835206	0.018726591760299626	0.040262172284644196	49.12897940074907	0.04301320418473142	0.0	0.0950374531835206	0.018726591760299626	0.040262172284644196	49.12874531835206	0.04301323053645909	425025940	150.0	0.0	0.0950374531835206	0.018726591760299626	0.040262172284644196	49.12921348314607	0.04301317811039034	31	COMPLETE
32	0.20177902621722846	2020-03-09 14:20:25.631582	2020-03-09 14:22:24.831457	6.5381766800391645	256	2	57	0.08027025393060354	0.06949357343652926	512	0.7515684369417808	0.026217228464419477	0.20177902621722846	0.07724719101123595	0.11797752808988764	36.170177902621724	0.0939589115830387	0.026217228464419477	0.20177902621722846	0.07724719101123595	0.11797752808988764	36.16994382022472	0.09395898556609718	1732348504	500.0	0.026217228464419477	0.20177902621722846	0.07724719101123595	0.11797752808988764	36.170411985018724	0.09395883889792862	32	COMPLETE
33	0.08661048689138577	2020-03-09 14:22:24.843807	2020-03-09 14:23:33.027106	3.9707099106438246	128	1	54	0.007423949328149282	0.04002415205205261	128	1.007353645984837	0.0009363295880149813	0.08661048689138577	0.019194756554307114	0.04353932584269663	48.63810861423221	0.042831432661033356	0.0009363295880149813	0.08661048689138577	0.019194756554307114	0.04353932584269663	48.63810861423221	0.042831432661033356	95650889	150.0	0.0009363295880149813	0.08661048689138577	0.019194756554307114	0.04353932584269663	48.63810861423221	0.042831432661033356	33	COMPLETE
34	0.2209737827715356	2020-03-09 14:23:33.039584	2020-03-09 14:26:50.177972	5.81305568878834	128	2	35	0.0925525664256474	0.01703953442527442	256	0.7350951820979948	0.031835205992509365	0.2209737827715356	0.09269662921348315	0.13295880149812733	35.422284644194754	0.10396310731660517	0.031835205992509365	0.2209737827715356	0.09269662921348315	0.13295880149812733	35.422284644194754	0.10396310731660517	3789770035	600.0	0.031835205992509365	0.2209737827715356	0.09269662921348315	0.13295880149812733	35.422284644194754	0.10396310731660517	34	COMPLETE
35	0.20599250936329588	2020-03-09 14:26:50.196281	2020-03-09 14:34:44.646630	7.907902710187826	64	2	38	0.01563116016838452	0.021262989226144488	128	0.7603041247581568	0.028089887640449437	0.20599250936329588	0.0749063670411985	0.11610486891385768	36.642322097378276	0.09352945068853083	0.028089887640449437	0.20599250936329588	0.0749063670411985	0.11610486891385768	36.642322097378276	0.09352945068853083	73742525	800.0	0.028089887640449437	0.20599250936329588	0.0749063670411985	0.11610486891385768	36.642322097378276	0.09352945068853083	35	COMPLETE
36	0.1896067415730337	2020-03-09 14:34:44.658987	2020-03-09 14:37:17.800712	9.805212246999007	128	2	46	0.04516620977780183	0.010919355540717128	512	0.7665004983312391	0.028089887640449437	0.1896067415730337	0.07443820224719101	0.11657303370786516	36.93890449438202	0.09301354496251156	0.028089887640449437	0.1896067415730337	0.07443820224719101	0.11657303370786516	36.93867041198502	0.09301373335880693	1148146280	750.0	0.028089887640449437	0.1896067415730337	0.07443820224719101	0.11657303370786516	36.93913857677903	0.0930133617994466	36	COMPLETE
37	0.11235955056179775	2020-03-09 14:37:17.813056	2020-03-09 14:39:31.837271	2.6470643104289002	256	2	32	0.005706057852650239	0.08351620826357191	512	0.9744730041456524	0.0	0.11235955056179775	0.02153558052434457	0.04868913857677903	47.07935393258427	0.04694257279200468	0.0	0.11235955056179775	0.02153558052434457	0.04868913857677903	47.07911985018727	0.04694267764414219	330412159	650.0	0.0	0.11235955056179775	0.02153558052434457	0.04868913857677903	47.079588014981276	0.04694247012428669	37	COMPLETE
38	0.10346441947565543	2020-03-09 14:39:31.849698	2020-03-09 14:39:55.816472	1.1901069066367607	128	2	63	0.0014648934274558952	0.0951733802243624	512	0.9867591168400082	0.0	0.10346441947565543	0.02294007490636704	0.04307116104868914	47.5936329588015	0.045943700697559764	0.0	0.10346441947565543	0.02294007490636704	0.04307116104868914	47.5936329588015	0.045943700697559764	4011375573	150.0	0.0	0.10346441947565543	0.02294007490636704	0.04307116104868914	47.5936329588015	0.045943700697559764	38	COMPLETE
39	0.10065543071161048	2020-03-09 14:39:55.828988	2020-03-09 14:40:20.342907	7.328905559735394	64	1	98	0.005147443720054665	0.04030597851881908	512	1.0163235376983155	0.0	0.10065543071161048	0.017790262172284643	0.04073033707865169	49.05196629213483	0.0432372383172474	0.0	0.10065543071161048	0.017790262172284643	0.04073033707865169	49.05196629213483	0.0432372383172474	2226867976	150.0	0.0	0.10065543071161048	0.017790262172284643	0.04073033707865169	49.05196629213483	0.0432372383172474	39	COMPLETE
40	0.20084269662921347	2020-03-09 14:40:20.355141	2020-03-09 14:42:29.484864	7.440375570140614	256	2	1	0.033812400542646316	0.015111522058697415	512	0.7700195346413048	0.02949438202247191	0.20084269662921347	0.07584269662921349	0.11657303370786516	37.112827715355806	0.09491723686423281	0.02949438202247191	0.20084269662921347	0.07584269662921349	0.11657303370786516	37.112827715355806	0.09491723686423281	397916959	850.0	0.02949438202247191	0.20084269662921347	0.07584269662921349	0.11657303370786516	37.112827715355806	0.09491723686423281	40	COMPLETE
41	0.18352059925093633	2020-03-09 14:42:29.497769	2020-03-09 14:47:25.792137	1.935522501434194	128	2	100	0.023788976601119876	0.06204018224983691	128	0.7833026073818977	0.02762172284644195	0.18352059925093633	0.06647940074906367	0.09737827715355805	37.72752808988764	0.08875286477883375	0.02762172284644195	0.18352059925093633	0.06647940074906367	0.09737827715355805	37.72752808988764	0.08875286477883375	2608134349	450.0	0.02762172284644195	0.18352059925093633	0.06647940074906367	0.09737827715355805	37.72752808988764	0.08875286477883375	41	COMPLETE
42	0.2209737827715356	2020-03-09 14:47:25.802889	2020-03-09 14:55:13.099679	6.980449200270827	128	2	61	0.06759062954953643	0.09815428322108322	128	0.7342667034862054	0.03604868913857678	0.2209737827715356	0.08146067415730338	0.125	35.35814606741573	0.10302909010172367	0.03604868913857678	0.2209737827715356	0.08146067415730338	0.125	35.35814606741573	0.10302909010172367	2498738111	750.0	0.03604868913857678	0.2209737827715356	0.08146067415730338	0.125	35.35814606741573	0.10302909010172367	42	COMPLETE
43	0.09363295880149813	2020-03-09 14:55:13.111854	2020-03-09 14:56:27.636237	4.61262906026808	256	1	74	0.0011838809317970018	0.014541680328556583	128	1.0106788647329707	0.0	0.09363295880149813	0.018726591760299626	0.04260299625468165	48.80524344569288	0.04316560211795671	0.0	0.09363295880149813	0.018726591760299626	0.04260299625468165	48.80524344569288	0.04316560211795671	4265260973	150.0	0.0	0.09363295880149813	0.018726591760299626	0.04260299625468165	48.80524344569288	0.04316560211795671	43	COMPLETE
44	0.10205992509363296	2020-03-09 14:56:27.648428	2020-03-09 14:57:00.653344	4.899055454477011	256	2	92	0.0014608304555987857	0.014926896921542431	512	0.9981293263461455	0.0	0.10205992509363296	0.020131086142322098	0.040262172284644196	48.157303370786515	0.04396586588850544	0.0	0.10205992509363296	0.020131086142322098	0.040262172284644196	48.157303370786515	0.04396586588850544	3343681142	150.0	0.0	0.10205992509363296	0.020131086142322098	0.040262172284644196	48.157303370786515	0.04396586588850544	44	COMPLETE
45	0.09597378277153558	2020-03-09 14:57:00.666096	2020-03-09 14:57:22.255190	4.836712619321705	128	1	31	0.020171551102525123	0.01229114880754249	512	1.0046386866401253	0.0	0.09597378277153558	0.02762172284644195	0.050093632958801496	48.47284644194757	0.04655600017327973	0.0	0.09597378277153558	0.02762172284644195	0.050093632958801496	48.47284644194757	0.04655600017327973	2029892627	150.0	0.0	0.09597378277153558	0.02762172284644195	0.050093632958801496	48.47284644194757	0.04655600017327973	45	COMPLETE
46	0.1891385767790262	2020-03-09 14:57:22.267461	2020-03-09 15:03:20.859486	5.029367878083545	64	1	95	0.03248424607235751	0.15273521695519465	256	0.7969620621219026	0.02200374531835206	0.1891385767790262	0.06413857677902622	0.09925093632958802	38.4190074906367	0.08431192639041721	0.02200374531835206	0.1891385767790262	0.06413857677902622	0.09925093632958802	38.4190074906367	0.08431192639041721	3816715018	950.0	0.02200374531835206	0.1891385767790262	0.06413857677902622	0.09925093632958802	38.4190074906367	0.08431192639041721	46	COMPLETE
47	0.09691011235955056	2020-03-09 15:03:20.870083	2020-03-09 15:04:17.779630	7.077726140459043	64	2	83	0.004514515642539194	0.07036433413298929	512	1.012790796156861	0.0	0.09691011235955056	0.018258426966292134	0.037921348314606744	48.914794007490634	0.043314383227546986	0.0	0.09691011235955056	0.018258426966292134	0.037921348314606744	48.914794007490634	0.043314383227546986	1991517461	300.0	0.0	0.09691011235955056	0.018258426966292134	0.037921348314606744	48.914794007490634	0.043314383227546986	47	COMPLETE
48	0.10018726591760299	2020-03-09 15:04:17.791592	2020-03-09 15:05:52.159607	8.211456609873483	256	2	31	0.007460695906532074	0.16302068157932548	128	0.9876435707272676	0.00046816479400749064	0.10018726591760299	0.0299625468164794	0.04962546816479401	47.68071161048689	0.046977923993869616	0.00046816479400749064	0.10018726591760299	0.0299625468164794	0.04962546816479401	47.68071161048689	0.046977923993869616	2789486020	200.0	0.00046816479400749064	0.10018726591760299	0.0299625468164794	0.04962546816479401	47.68071161048689	0.046977923993869616	48	COMPLETE
49	0.22378277153558052	2020-03-09 15:05:52.169938	2020-03-09 15:16:53.251196	5.415340463686393	128	2	100	0.02180584442332436	0.06001065655995746	128	0.7537744624674502	0.03417602996254682	0.22378277153558052	0.07865168539325842	0.12125468164794008	36.30360486891386	0.10013842757823561	0.03417602996254682	0.22378277153558052	0.07865168539325842	0.12125468164794008	36.30337078651685	0.10013854190419264	1811532558	800.0	0.03417602996254682	0.22378277153558052	0.07865168539325842	0.12125468164794008	36.30383895131086	0.10013831573762548	49	COMPLETE
50	0.09831460674157304	2020-03-09 15:16:53.266142	2020-03-09 15:18:22.452798	1.8386742736861261	128	2	80	0.0024546371696789406	0.07326959492977643	128	1.0200584866368119	0.0	0.09831460674157304	0.023876404494382022	0.050093632958801496	49.144194756554306	0.04491655750412929	0.0	0.09831460674157304	0.023876404494382022	0.050093632958801496	49.144194756554306	0.04491655750412929	3708864469	150.0	0.0	0.09831460674157304	0.023876404494382022	0.050093632958801496	49.144194756554306	0.04491655750412929	50	COMPLETE
