number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.0023408239700374533	2020-05-18 18:12:04.849456	2020-05-18 18:15:11.066972	0.4590685219943269	5.797815401575759	64	31	0.007131763963095264	512	0.9998467222208415	0.0009363295880149813	0.0023408239700374533	0.0018726591760299626	0.0018726591760299626	48.24976591760299	0.022196265190883253	0.9073033707865169	0.9948501872659176	0.9709737827715356	0.9864232209737828	1.2677902621722847	0.9422457607675304		296313926.0	150.0	0.0009363295880149813	0.0018726591760299626	0.0018726591760299626	0.0018726591760299626	95.2317415730337	0.011799279892177307	10		COMPLETE
11	0.00046816479400749064	2020-05-18 18:15:11.151678	2020-05-18 18:22:40.483186	0.4314924930533174	24.77442321768994	256	5	0.0054647262381616905	256	0.9999261221068838	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.25234082397004	0.021232369501158668	0.9681647940074907	1.0	0.9990636704119851	0.9995318352059925	1.0379213483146068	0.9832631086142322		3318987628.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46676029962546	0.010963494756228976	11		COMPLETE
12	0.011704119850187267	2020-05-18 18:22:40.556897	2020-05-18 18:31:33.414528	0.6256416740240696	1.9523469692486564	64	88	0.04062101898801164	128	0.998187597758182	0.0009363295880149813	0.011704119850187267	0.0028089887640449437	0.006554307116104869	48.14864232209738	0.024711842339201064	0.7823033707865169	0.9105805243445693	0.8384831460674157	0.8675093632958801	4.518258426966292	0.8221811623218082		3298975299.0	150.0	0.0009363295880149813	0.007022471910112359	0.0018726591760299626	0.0028089887640449437	91.77902621722846	0.013527321726710138	12		COMPLETE
13	0.00046816479400749064	2020-05-18 18:31:33.484852	2020-05-18 18:34:04.713806	0.46656275076545894	14.30857095927157	64	23	0.003366263982173454	512	0.9999080600595444	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.25234082397004	0.021232505078608223	0.9686329588014981	1.0	0.9990636704119851	0.9995318352059925	1.0365168539325842	0.9837201266274301		2364079201.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46816479400749	0.01096333744279013	13		COMPLETE
14	0.025280898876404494	2020-05-18 18:34:04.791969	2020-05-18 19:01:02.659136	0.9634032813827457	2.6853401241654993	128	89	0.06254152911983617	512	0.9908242421067749	0.0046816479400749065	0.025280898876404494	0.011235955056179775	0.014044943820224719	47.794709737827716	0.03147677848143691	0.5608614232209738	0.8459737827715356	0.7570224719101124	0.7968164794007491	7.131086142322097	0.6731925011586155		667323828.0	150.0	0.0046816479400749065	0.01544943820224719	0.007958801498127341	0.011235955056179775	88.45833333333333	0.019561695786690713	14		COMPLETE
15	0.0950374531835206	2020-05-18 19:01:02.748532	2020-05-18 19:07:18.854362	0.2894175967631718	25.51797667544831	128	1	0.09927860262418547	128	1.008433440647852	0.0014044943820224719	0.0950374531835206	0.020599250936329586	0.04868913857677903	48.643960674157306	0.04621189844262517	0.05337078651685393	0.12640449438202248	0.06320224719101124	0.07724719101123595	45.10252808988764	0.08988799826041023		1133178095.0	250.0	0.0014044943820224719	0.07116104868913857	0.010767790262172285	0.02153558052434457	52.18539325842696	0.036519160820658585	15		COMPLETE
16	0.0	2020-05-18 19:07:18.948781	2020-05-18 19:11:25.890441	0.24506353542046516	12.822864545710326	64	38	0.08473001533697744	256	0.9999907320358333	0.0	0.0	0.0	0.0	48.25514981273408	0.02078174609838354	0.9995318352059925	1.0	1.0	1.0	1.0004681647940075	0.9997659176029963		3842757058.0	150.0	0.0	0.0	0.0	0.0	95.50983146067416	0.010500346674098666	16		COMPLETE
17	0.0	2020-05-18 19:11:25.963731	2020-05-18 19:19:04.771292	0.4373739351419199	29.75559201020283	128	25	0.014674767796617935	512	1.0001469490568289	0.0	0.0	0.0	0.0	48.26287453183521	0.020778608231428304	0.9854868913857678	1.0	1.0	1.0	1.0145131086142323	0.9927434456928839		1719987650.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	17		COMPLETE
18	0.0945692883895131	2020-05-18 19:19:04.871990	2020-05-18 19:28:01.153894	0.3653639713828175	1.600747272984063	256	2	0.0011410503996230974	256	1.0127692331999456	0.006554307116104869	0.0945692883895131	0.025749063670411985	0.04868913857677903	48.925327715355806	0.049698198097203466	0.013576779026217229	0.1151685393258427	0.03932584269662921	0.06554307116104868	40.021067415730336	0.062248033489848455		4127644758.0	250.0	0.006554307116104869	0.08192883895131087	0.02153558052434457	0.039794007490636704	57.829588014981276	0.04359917383694656	18		COMPLETE
19	0.0	2020-05-18 19:28:01.249968	2020-05-18 19:35:10.355807	0.8358834741399742	15.086681491033858	64	68	0.011315520342107867	256	1.0000801030616189	0.0	0.0	0.0	0.0	48.25959737827716	0.020779959204840073	0.9920411985018727	1.0	1.0	1.0	1.0079588014981273	0.9960205992509363		1615342271.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	19		COMPLETE
20	0.01451310861423221	2020-05-18 19:35:10.443264	2020-05-18 20:26:45.851760	0.3837825279004108	4.742343316622678	256	42	0.005255575035444855	512	0.9926952055711229	0.003745318352059925	0.01451310861423221	0.011704119850187267	0.013108614232209739	47.907069288389515	0.02906758123848164	0.5978464419475655	0.9864232209737828	0.9058988764044944	0.9616104868913857	2.0332397003745317	0.7550926670320088		2882384502.0	150.0	0.003745318352059925	0.013108614232209739	0.009363295880149813	0.011704119850187267	93.78089887640449	0.017580461586677993	20		COMPLETE
21	0.0	2020-05-18 20:26:45.994947	2020-05-18 21:04:39.861380	0.19486884122100817	24.7518874961045	256	29	0.003944516114470629	256	1.0004287898428879	0.0	0.0	0.0	0.0	48.276685393258425	0.02077291542741232	0.9630149812734082	1.0	1.0	1.0	1.0421348314606742	0.9806491885143572		1516965488.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	21		COMPLETE
22	0.0009363295880149813	2020-05-18 21:04:39.960782	2020-05-18 21:06:40.272784	0.6995932415875982	8.367413243945165	64	16	0.006297141085450807	512	1.0000345737355925	0.0	0.0009363295880149813	0.0009363295880149813	0.0009363295880149813	48.25889513108614	0.02108589237366641	0.950374531835206	1.0	0.9906367041198502	0.9976591760299626	1.0875468164794007	0.970997191011236		476212811.0	150.0	0.0	0.0009363295880149813	0.0	0.0009363295880149813	95.43024344569288	0.010700590257323622	22		COMPLETE
23	0.007958801498127341	2020-05-18 21:06:40.387994	2020-05-18 21:13:31.572893	0.2609321247356585	2.547058300024552	64	63	0.02640123586557679	128	0.9976500308373071	0.006554307116104869	0.007958801498127341	0.007958801498127341	0.007958801498127341	48.13553370786517	0.027966622949656173	0.775749063670412	0.9775280898876404	0.9658239700374532	0.9756554307116105	2.5500936329588013	0.8695549494272815		2440978411.0	150.0	0.006554307116104869	0.007958801498127341	0.007022471910112359	0.007958801498127341	93.72097378277154	0.017600709568793515	23		COMPLETE
24	0.0	2020-05-18 21:13:31.682933	2020-05-18 21:17:29.231208	0.925278833693659	14.763629862358428	64	35	0.0031496313464883037	512	1.000349911411157	0.0	0.0	0.0	0.0	48.272705992509366	0.020774459666643107	0.9719101123595506	1.0	1.0	1.0	1.0341760299625469	0.9849406991260923		1024080657.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	24		COMPLETE
25	0.0	2020-05-18 21:17:29.329043	2020-05-18 22:21:02.335449	0.6431547532555946	29.6906699066656	256	53	0.00416712328624679	256	1.000184255202165	0.0	0.0	0.0	0.0	48.26474719101124	0.020777881102844925	0.9836142322097379	1.0	0.9995318352059925	1.0	1.0182584269662922	0.9915340199750311		1249568536.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	25		COMPLETE
26	0.0018726591760299626	2020-05-18 22:21:02.446837	2020-05-18 22:43:41.050848	0.8613631750283869	24.553597221092218	256	18	0.033292636781692794	128	0.9983150400081824	0.0009363295880149813	0.0018726591760299626	0.0014044943820224719	0.0014044943820224719	48.170411985018724	0.022077548200359346	0.977996254681648	0.99812734082397	0.9962546816479401	0.99812734082397	1.1067415730337078	0.9867342187566905		1452198318.0	150.0	0.0009363295880149813	0.0014044943820224719	0.0014044943820224719	0.0014044943820224719	95.23408239700375	0.01170560882296291	26		COMPLETE
27		2020-05-18 22:43:41.139347	2020-05-18 22:43:45.266024	0.4519594584679193	24.00869729913572	128	59	0.0016498760367809572	256														CUDA out of memory. Tried to allocate 3.46 GiB (GPU 0; 10.92 GiB total capacity; 3.66 GiB already allocated; 3.23 GiB free; 3.47 GiB cached)									27	Setting status of trial#27 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
28	0.0032771535580524347	2020-05-18 22:43:45.330666	2020-05-18 22:51:29.988319	0.783986278935628	17.96926587047676	256	4	0.010501591261216879	128	0.9974507075082162	0.0023408239700374533	0.0032771535580524347	0.0028089887640449437	0.0028089887640449437	48.127808988764045	0.023416137364964142	0.9667602996254682	0.9990636704119851	0.9939138576779026	0.9990636704119851	1.0627340823970037	0.980952776956436		1126546676.0	150.0	0.0023408239700374533	0.0028089887640449437	0.0028089887640449437	0.0028089887640449437	95.19288389513109	0.01307362182574778	28		COMPLETE
29	0.0	2020-05-18 22:51:30.066999	2020-05-18 23:48:07.674078	0.3021543971810305	25.56996656877906	256	47	0.009543989740701095	128	1.0001001994540628	0.0	0.0	0.0	0.0	48.26053370786517	0.020779574941761667	0.9836142322097379	1.0	1.0	1.0	1.0177902621722847	0.9915730337078652		1320302084.0	150.0	0.0	0.0	0.0	0.0	95.50327715355806	0.010501040172929015	29		COMPLETE
30	0.0	2020-05-18 23:48:07.764769	2020-05-18 23:50:59.745493	0.9962950520080234	22.87934647473042	64	3	0.01920314177986606	128	1.0000512554739298	0.0	0.0	0.0	0.0	48.258192883895134	0.020780567907588778	0.9971910112359551	1.0	0.9995318352059925	0.9995318352059925	1.0051498127340823	0.9984283039058319		2354961561.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	30		COMPLETE
31	0.0	2020-05-18 23:50:59.834903	2020-05-19 01:24:42.197972	0.2660622859365034	27.07414515004543	256	77	0.002031990189262607	128	1.0002374108810996	0.0	0.0	0.0	0.0	48.267322097378276	0.020776781607964572	0.977996254681648	1.0	0.9995318352059925	1.0	1.0234082397003745	0.9888030586766543		3808037904.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	31		COMPLETE
32	0.00046816479400749064	2020-05-19 01:24:42.333456	2020-05-19 01:28:03.861895	0.931308219646278	24.171669156949903	128	7	0.010488810594588786	256	0.9996401505563967	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.238529962546814	0.02123801003441267	0.9901685393258427	1.0	1.0	1.0	1.0098314606741574	0.9950842696629213		1143759672.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46722846441948	0.010963443422369986	32		COMPLETE
33	0.00046816479400749064	2020-05-19 01:28:03.970673	2020-05-19 02:50:55.663125	0.442183067547822	19.690936935503213	256	66	0.007010354416801005	128	0.999871598283694	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.24976591760299	0.021233507150228967	0.9691011235955056	1.0	1.0	1.0	1.0351123595505618	0.9838483146067416		3427081203.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46441947565543	0.010963736669697398	33		COMPLETE
34	0.00046816479400749064	2020-05-19 02:50:55.782180	2020-05-19 02:57:00.081578	0.8674894106510427	9.008525893271733	64	49	0.05793827626690036	128	0.9997021548671488	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.24040262172284	0.02123723210085548	0.9859550561797753	1.0	0.9995318352059925	1.0	1.0159176029962547	0.9927044319600499		4011171688.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46488764044943	0.010963689824893146	34		COMPLETE
35	0.0	2020-05-19 02:57:00.183534	2020-05-19 03:00:52.718598	0.35227291717698783	12.2963905530461	64	18	0.002753962770128939	128	1.0000757734092434	0.0	0.0	0.0	0.0	48.25936329588015	0.020780042604233457	0.9934456928838952	1.0	1.0	1.0	1.0074906367041199	0.9965667915106119		4022212548.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	35		COMPLETE
36	0.75187265917603	2020-05-19 03:00:52.796868	2020-05-19 03:42:39.355698	0.6315413207134883	2.5180765761593684	128	11	0.003757057208566662	128	0.28882158112325024	0.15730337078651685	0.75187265917603	0.5557116104868914	0.6807116104868914	14.103464419475655	0.4089348390818022	0.6343632958801498	0.9892322097378277	0.8445692883895131	0.9307116104868914	2.217696629213483	0.7574925751702172		440636931.0	850.0	0.15730337078651685	0.7186329588014981	0.449438202247191	0.6015917602996255	25.98923220973783	0.3387063858796435	36		COMPLETE
37	0.0	2020-05-19 03:42:39.477074	2020-05-19 04:05:06.920301	0.6612442378750036	25.389330296615896	128	71	0.0197260808623941	256	1.00007015064861	0.0	0.0	0.0	0.0	48.25912921348315	0.020780172830181704	0.9939138576779026	1.0	1.0	1.0	1.0070224719101124	0.9968008739076156		2763967083.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	37		COMPLETE
38	0.0	2020-05-19 04:05:07.005726	2020-05-19 04:09:47.744336	0.3960169400185414	25.81592244528895	64	44	0.08468683811005649	512	1.0	0.0	0.0	0.0	0.0	48.25561797752809	0.020781557360677383	1.0	1.0	1.0	1.0	1.0	1.0		52108637.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	38		COMPLETE
39	0.009363295880149813	2020-05-19 04:09:47.854064	2020-05-19 05:39:17.730599	0.9352804132283132	4.484489808038571	256	73	0.01878962560761085	256	0.9941908931028279	0.0056179775280898875	0.009363295880149813	0.008426966292134831	0.008895131086142321	47.971441947565545	0.027914745757477183	0.7607677902621723	0.9971910112359551	0.9269662921348315	0.9901685393258427	1.5112359550561798	0.8542545296286579		1672531848.0	150.0	0.0056179775280898875	0.008895131086142321	0.008426966292134831	0.008426966292134831	94.43164794007491	0.01724931817537456	39		COMPLETE
40	0.017790262172284643	2020-05-19 05:39:17.914915	2020-05-19 08:42:49.489943	0.5446043944791372	7.575336176016084	256	50	0.03243435568334114	256	1.006557124849995	0.0032771535580524347	0.017790262172284643	0.008426966292134831	0.010767790262172285	48.581460674157306	0.028194543801747185	0.599250936329588	0.8913857677902621	0.7794943820224719	0.8436329588014981	6.425093632958801	0.702759340376524		3833199974.0	350.0	0.0032771535580524347	0.011704119850187267	0.007022471910112359	0.008426966292134831	90.7378277153558	0.01683985705167462	40		COMPLETE
41	0.00046816479400749064	2020-05-19 08:42:49.580815	2020-05-19 09:20:32.526529	0.39688021509833593	28.01973206895326	256	29	0.014925214785924177	512	0.9998982086898026	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	48.25	0.021233445060950852	0.9676966292134831	1.0	0.9995318352059925	1.0	1.0355805243445693	0.9833411360799003		4177484049.0	150.0	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	0.00046816479400749064	95.46441947565543	0.01096373617784305	41		COMPLETE
42	0.7158239700374532	2020-05-19 09:20:32.616034	2020-05-19 10:42:46.426296	0.9680231430772122	1.5716295866458265	128	87	0.01094626050684152	256	0.2939224565263893	0.06601123595505617	0.7158239700374532	0.3169475655430712	0.5117041198501873	14.349719101123595	0.2729869565595007	0.5603932584269663	0.9180711610486891	0.7382958801498127	0.8305243445692884	3.8562734082397006	0.6791882983619217		64888544.0	350.0	0.06601123595505617	0.5959737827715356	0.20786516853932585	0.34831460674157305	24.84316479400749	0.20491109327592508	42		COMPLETE
43	0.0056179775280898875	2020-05-19 10:42:46.538722	2020-05-19 10:59:12.916702	0.7110618003010886	5.804956400224688	64	74	0.014942363909135177	512	0.9962456482462585	0.0032771535580524347	0.0056179775280898875	0.0046816479400749065	0.0046816479400749065	48.07045880149813	0.02471496139864067	0.9152621722846442	0.9976591760299626	0.9925093632958801	0.9976591760299626	1.154494382022472	0.9533336266069247		4171656678.0	300.0	0.0032771535580524347	0.0046816479400749065	0.003745318352059925	0.0046816479400749065	94.98642322097378	0.014248738131983903	43		COMPLETE
44	0.006554307116104869	2020-05-19 10:59:12.991339	2020-05-19 11:04:15.875927	0.4476352155292045	4.588780623162825	64	49	0.020306602030566712	256	0.9968656954793295	0.0014044943820224719	0.006554307116104869	0.0032771535580524347	0.0046816479400749065	48.103932584269664	0.023849764075146627	0.8876404494382022	0.9915730337078652	0.9662921348314607	0.9826779026217228	1.4470973782771535	0.9298619935604717		2329523291.0	150.0	0.0014044943820224719	0.0046816479400749065	0.0032771535580524347	0.0032771535580524347	94.76076779026218	0.013126868303460276	44		COMPLETE
45	0.015917602996254682	2020-05-19 11:04:15.970740	2020-05-19 11:10:37.933486	0.9247938369505916	3.97323254747692	64	67	0.028359538976361565	256	0.989409621395973	0.006086142322097378	0.015917602996254682	0.010299625468164793	0.012172284644194757	47.74602059925093	0.02978667594638092	0.7827715355805244	0.974250936329588	0.9400749063670412	0.9644194756554307	2.015449438202247	0.8638016126972362		3124863516.0	150.0	0.006086142322097378	0.012172284644194757	0.009363295880149813	0.010767790262172285	93.47659176029963	0.018690810945913336	45		COMPLETE
46	0.0	2020-05-19 11:10:38.017992	2020-05-19 11:19:26.988894	0.11638832819176471	20.33861009545391	64	86	0.029096677676818186	128	1.0000140559807251	0.0	0.0	0.0	0.0	48.256320224719104	0.020781278598360098	0.9985955056179775	1.0	1.0	1.0	1.0014044943820224	0.9992977528089888		2825110258.0	150.0	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	46		COMPLETE
