number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.c_max	model.c_min	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0010623229461756375	2020-01-18 14:45:53.456789	2020-01-18 15:03:52.353736	3.9352899785454287	0.09736860131533227	450.0	21.0	0.09905502060292493	700.0	0.9955445279579399	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	20183.26832507082	0.00038516845392578864	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	20183.251947592067	0.0003851692250958167	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	20183.284702549576	0.0003851676839187922	0	0.0010623229461756375	0.0010623229461756375
1	TrialState.COMPLETE	0.0	2020-01-18 15:03:52.360858	2020-01-18 15:21:35.645892	2.7690911612462252	0.0341744428138763	450.0	11.0	0.009240672104866733	1700.0	0.9999874990595196	0.0	0.0	0.0	0.0	20272.9135092068	0.00019749081217808518	0.0	0.0	0.0	0.0	20272.90297450425	0.00019749097201523765	0.0	0.0	0.0	0.0	20272.92404390935	0.00019749065242726936	1	0.0	0.0
2	TrialState.COMPLETE	0.00017705382436260624	2020-01-18 15:21:35.654488	2020-01-18 15:31:47.154065	4.758690316661365	0.03511384382726266	50.0	41.0	0.06256111105225329	2000.0	1.0045403619127986	0.0	0.00017705382436260624	0.0	0.0	20365.23176345609	0.00023321398395908036	0.0	0.00017705382436260624	0.0	0.0	20365.22804532578	0.00023321402029937425	0.0	0.00017705382436260624	0.0	0.0	20365.235481586402	0.00023321394762749006	2	0.00017705382436260624	0.00017705382436260624
3	TrialState.COMPLETE	0.0005311614730878187	2020-01-18 15:31:47.156689	2020-01-18 15:49:59.331999	8.186641496111381	0.027044591122765648	450.0	31.0	0.046393091846695766	1700.0	0.9983924009795178	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20240.803735835692	0.0002761714813021083	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20240.79550283286	0.000276171727907724	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20240.811968838527	0.000276171234860004	3	0.0005311614730878187	0.0005311614730878187
4	TrialState.COMPLETE	0.0010623229461756375	2020-01-18 15:49:59.333418	2020-01-18 16:03:56.902071	1.4686343692248065	0.01011413072341262	250.0	51.0	0.004814593553411896	1700.0	0.9911638849596361	0.0	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20094.00239022663	0.0005196402695698883	0.0	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20093.994688385268	0.0005196403400310547	0.0	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20094.010092067987	0.0005196401991256085	4	0.0010623229461756375	0.0010623229461756375
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-18 16:03:56.904038	2020-01-18 16:24:42.175985	3.8540334568588785	0.033804699355035654	450.0	71.0	0.005906472149517189	600.0	0.9758320523436974	0.0	0.0003541076487252125	0.0	0.0	19783.566395184134	0.00022627908913821622	0.0	0.0003541076487252125	0.0	0.0	19783.55435552408	0.00022627920358027378	0.0	0.0003541076487252125	0.0	0.0	19783.578434844192	0.000226278974724586	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0	2020-01-18 16:24:42.177250	2020-01-18 16:34:45.593744	8.175529761861462	0.025804457734876853	50.0	21.0	0.02609158935195227	1000.0	1.0029238030386711	0.0	0.0	0.0	0.0	20332.61862606232	0.0001833890319324211	0.0	0.0	0.0	0.0	20332.615084985835	0.0001833890756747671	0.0	0.0	0.0	0.0	20332.62216713881	0.00018338898820251885	6	0.0	0.0
7	TrialState.COMPLETE	0.0	2020-01-18 16:34:45.594924	2020-01-18 16:50:29.462952	7.050018596379209	0.010261760532414758	350.0	21.0	0.07853931239831496	800.0	0.9965129305928506	0.0	0.0	0.0	0.0	20202.66837818697	0.0002190057463404409	0.0	0.0	0.0	0.0	20202.659879603398	0.00021900581168340493	0.0	0.0	0.0	0.0	20202.67687677054	0.00021900568100975375	7	0.0	0.0
8	TrialState.COMPLETE	0.00017705382436260624	2020-01-18 16:50:29.464374	2020-01-18 17:04:07.100120	5.432398301352591	0.03213044898503177	250.0	41.0	0.005107107071370797	1200.0	0.9988559837792664	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20249.902708923513	0.00038542073029694697	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20249.895538243625	0.0003854207991857791	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20249.909879603398	0.000385420661421551	8	0.00017705382436260624	0.00017705382436260624
9	TrialState.COMPLETE	0.00017705382436260624	2020-01-18 17:04:07.101319	2020-01-18 17:14:22.469479	1.6333093524864704	0.07540344138567605	50.0	71.0	0.057196432948413915	900.0	1.0147269766130864	0.0	0.00017705382436260624	0.0	0.0	20571.86127832861	0.0002316451060331236	0.0	0.00017705382436260624	0.0	0.0	20571.855347025496	0.0002316451439524672	0.0	0.00017705382436260624	0.0	0.0	20571.867209631728	0.00023164506812023146	9	0.00017705382436260624	0.00017705382436260624
10	TrialState.COMPLETE	0.0	2020-01-18 17:14:22.470623	2020-01-18 17:33:14.410677	9.368853662783051	0.016882044303497084	350.0	91.0	0.053486133083837886	700.0	1.017128782185475	0.0	0.0	0.0	0.0	20620.116412889518	0.00020507091982481163	0.0	0.0	0.0	0.0	20620.104461756375	0.00020507103322585992	0.0	0.0	0.0	0.0	20620.12836402266	0.00020507080644917316	10	0.0	0.0
11	TrialState.COMPLETE	0.0	2020-01-18 17:33:14.411886	2020-01-18 17:50:48.285874	1.478780953332608	0.02426441716229232	450.0	21.0	0.08666100811726217	1000.0	0.992823653632647	0.0	0.0	0.0	0.0	20127.988402974504	0.00020716391023470346	0.0	0.0	0.0	0.0	20127.978222379603	0.0002071641836919541	0.0	0.0	0.0	0.0	20127.998583569406	0.0002071636370955372	11	0.0	0.0
12	TrialState.COMPLETE	0.00017705382436260624	2020-01-18 17:50:48.295530	2020-01-18 18:12:40.896770	6.57026031759058	0.04927682082814663	450.0	91.0	0.09006820376407455	900.0	0.9950031390580686	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20171.94484773371	0.00039556050267272667	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20171.93502124646	0.0003955605566676514	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20171.954674220964	0.0003955604486882423	12	0.00017705382436260624	0.00017705382436260624
13	TrialState.COMPLETE	0.0008852691218130312	2020-01-18 18:12:40.898207	2020-01-18 18:27:43.829559	4.83257415075078	0.06780258991815483	250.0	91.0	0.001056797794381078	600.0	1.0184127690877163	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20647.130223087817	0.0006292989100423246	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20647.120750708214	0.0006292989892360488	0.00017705382436260624	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20647.139695467424	0.0006292988308714702	13	0.0008852691218130312	0.0008852691218130312
14	TrialState.COMPLETE	0.0	2020-01-18 18:27:43.830706	2020-01-18 18:41:11.311638	6.365154952817343	0.013595396669440254	250.0	41.0	0.01004972654740499	1700.0	0.9977371357258394	0.0	0.0	0.0	0.0	20227.021246458924	0.00019363865062431944	0.0	0.0	0.0	0.0	20227.01221671388	0.00019363870853380424	0.0	0.0	0.0	0.0	20227.030276203965	0.0001936385927276699	14	0.0	0.0
15	TrialState.COMPLETE	0.0003541076487252125	2020-01-18 18:41:11.312929	2020-01-18 18:56:25.277140	5.483287533441404	0.019578142299994668	350.0	11.0	0.011340382859428774	1400.0	0.9829285304741711	0.0	0.0003541076487252125	0.0	0.0	19927.117917847027	0.0002510062892532588	0.0	0.0003541076487252125	0.0	0.0	19927.108888101982	0.0002510065122636261	0.0	0.0003541076487252125	0.0	0.0	19927.126947592067	0.0002510060663906573	15	0.0003541076487252125	0.0003541076487252125
16	TrialState.COMPLETE	0.0003541076487252125	2020-01-18 18:56:25.278346	2020-01-18 19:10:39.193408	2.111111797019729	0.05778386923466684	350.0	1.0	0.010165701065592425	1800.0	1.0073465297145237	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20422.497255665723	0.000268944317739174	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20422.48335694051	0.00026894465116083474	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20422.511154390933	0.00026894398457243926	16	0.0003541076487252125	0.0003541076487252125
17	TrialState.COMPLETE	0.0003541076487252125	2020-01-18 19:10:39.194650	2020-01-18 19:25:46.841921	5.081327008054594	0.01599543286839838	250.0	91.0	0.09425320476751353	1400.0	1.0026331854237893	0.0	0.0003541076487252125	0.0	0.0	20326.519210339942	0.000269261222198125	0.0	0.0003541076487252125	0.0	0.0	20326.51257082153	0.00026926133552332014	0.0	0.0003541076487252125	0.0	0.0	20326.525849858357	0.00026926110892532755	17	0.0003541076487252125	0.0003541076487252125
18	TrialState.COMPLETE	0.0003541076487252125	2020-01-18 19:25:46.843766	2020-01-18 19:37:32.650523	2.0623352069711416	0.0689847328621648	150.0	81.0	0.02614795598329952	600.0	1.0110500056264835	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20497.233445467424	0.0002736897432154681	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20497.22521246459	0.0002736898204187203	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20497.241678470255	0.00027368966603088764	18	0.0003541076487252125	0.0003541076487252125
19	TrialState.COMPLETE	0.0	2020-01-18 19:37:32.651702	2020-01-18 19:49:59.672398	1.4947255246586173	0.062367171225886316	250.0	1.0	0.04746672387329783	1700.0	1.0014755495267051	0.0	0.0	0.0	0.0	20303.052142351276	0.00021458927555815407	0.0	0.0	0.0	0.0	20303.042847025496	0.00021458935446049424	0.0	0.0	0.0	0.0	20303.061437677054	0.000214589196670429	19	0.0	0.0
20	TrialState.COMPLETE	0.0	2020-01-18 19:49:59.673513	2020-01-18 20:07:32.198604	1.07082068527271	0.012108146027009891	350.0	61.0	0.02388111264680262	1900.0	0.9934995017691458	0.0	0.0	0.0	0.0	20141.65828611898	0.00018685882302487352	0.0	0.0	0.0	0.0	20141.64571529745	0.00018685895153089916	0.0	0.0	0.0	0.0	20141.67085694051	0.00018685869455251953	20	0.0	0.0
21	TrialState.COMPLETE	0.0	2020-01-18 20:07:32.206365	2020-01-18 20:17:55.908124	6.1384853382869355	0.08239576562312893	50.0	91.0	0.012752357621501958	1500.0	1.0025939133033652	0.0	0.0	0.0	0.0	20325.76345609065	0.00019507263967971406	0.0	0.0	0.0	0.0	20325.757790368272	0.00019507275720849352	0.0	0.0	0.0	0.0	20325.76912181303	0.00019507252221886707	21	0.0	0.0
