number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
19	TrialState.COMPLETE	0.22873159876754537	2020-01-22 06:14:36.486033	2020-01-22 06:29:16.936232	450.0	2	21.0	0.00675214118834208	1900.0	0.09811941176456532	0.0672286888052037	0.22873159876754537	0.12726092662330252	0.16306487504279357	689.4927143957549	0.120567226655622	0.0672286888052037	0.22873159876754537	0.12726092662330252	0.16306487504279357	689.492125984252	0.12056816693173034	0.0672286888052037	0.22873159876754537	0.12726092662330252	0.16306487504279357	689.4933028072578	0.12056655240126371	19	0.23174141275818783	0.22973487009775953										
20	TrialState.COMPLETE	0.23604216592491156	2020-01-22 06:29:16.937168	2020-01-22 06:43:30.751987	350.0	2	31.0	0.005206116798635912	1300.0	0.08879573649399763	0.072955894100194	0.23604216592491156	0.13262438662558484	0.16891332876868653	623.9757717106014	0.12711823249947068	0.072955894100194	0.23605643044619423	0.13262438662558484	0.16892046102932787	623.9751369394044	0.1271199445878824	0.072955894100194	0.23604216592491156	0.13262438662558484	0.16891332876868653	623.9764064817984	0.1271170289559099	20	0.24276788770968846	0.23828407318650385										
21	TrialState.COMPLETE	0.21592919091635285	2020-01-22 06:43:30.752871	2020-01-22 06:55:03.854676	50.0	2	41.0	0.03353606114111339	900.0	0.12466790850761554	0.06289227433527331	0.21592919091635285	0.11863089124728975	0.15462027844345544	878.1674048556431	0.11362624218628498	0.06289227433527331	0.21592919091635285	0.11863089124728975	0.15462741070409677	878.1668164441402	0.1136275193497403	0.06289227433527331	0.21592919091635285	0.11863089124728975	0.15462027844345544	878.1679932671459	0.11362528441373473	21	0.2194311308912473	0.21709650424131766										
22	TrialState.COMPLETE	0.23709774049982882	2020-01-22 06:55:03.855541	2020-01-22 07:08:34.182806	350.0	1	21.0	0.002156006687858687	1900.0	0.11761466111163833	0.0916566815017688	0.23709774049982882	0.15216678078283694	0.18514635398836016	825.6274962912245	0.14167802567129176	0.0916566815017688	0.23709774049982882	0.15216678078283694	0.18514635398836016	825.6272680588839	0.14167805344471082	0.0916566815017688	0.23709774049982882	0.15216678078283694	0.18514635398836016	825.627724523565	0.1416779993100436	22	0.2541224466506904	0.24277264255011602										
23	TrialState.COMPLETE	0.058862547072920234	2020-01-22 07:08:34.183675	2020-01-22 07:19:59.424896	50.0	1	41.0	0.05327148190574663	1000.0	0.7373403692037822	0.007816957662900833	0.058862547072920234	0.03396382517402716	0.04432699988588383	5248.23921245578	0.02655474438947427	0.007816957662900833	0.058862547072920234	0.03396382517402716	0.04432699988588383	5248.23720472441	0.026554747690714323	0.007816957662900833	0.058862547072920234	0.03396382517402716	0.04432699988588383	5248.24122018715	0.02655474112960384	23	0.06217904827114002	0.05996804747232683										
24	TrialState.COMPLETE	0.2566401346570809	2020-01-22 07:19:59.425768	2020-01-22 07:36:01.016213	250.0	2	91.0	0.00171868577108436	1800.0	0.12069147343412373	0.0791395640762296	0.2566401346570809	0.14614715280155197	0.18736448704781467	846.3957049526418	0.13756233276063345	0.07915382859751227	0.2566401346570809	0.14614715280155197	0.18736448704781467	846.3935224808855	0.13756878497293737	0.0791395640762296	0.2566401346570809	0.14614715280155197	0.18736448704781467	846.397887424398	0.13755877612188067	24	0.26068412644071665	0.25798813191829284										
25	TrialState.COMPLETE	0.21588639735250484	2020-01-22 07:36:01.017092	2020-01-22 07:48:39.776858	450.0	2	1.0	0.0021124301673518192	1000.0	0.09202354866654558	0.07411132032408993	0.21588639735250484	0.1320110122104302	0.16297215565445625	644.3518950416524	0.12359659078637338	0.07411132032408993	0.21588639735250484	0.1320110122104302	0.16297215565445625	644.3517773593518	0.12359659107623278	0.07411132032408993	0.21588639735250484	0.1320110122104302	0.16297215565445625	644.352012723953	0.12359659049734088	25	0.23686237589866485	0.22287839020122485										
26	TrialState.COMPLETE	0.09971613602647496	2020-01-22 07:48:39.777729	2020-01-22 08:06:47.320046	350.0	1	91.0	0.02611372938173654	1100.0	0.7760575244059926	0.005149492183042337	0.09971613602647496	0.07108724181216479	0.08402516261554262	5532.430995378295	0.0431097691172571	0.005149492183042337	0.09971613602647496	0.07108724181216479	0.08402516261554262	5532.425945737761	0.04310977627079451	0.005149492183042337	0.09971613602647496	0.07108724181216479	0.08402516261554262	5532.436045018829	0.04310976207916687	26	0.10095001711742554	0.10012742972345848										
27	TrialState.COMPLETE	0.25673285404541824	2020-01-22 08:06:47.320925	2020-01-22 08:51:07.231178	350.0	2	91.0	0.0010111624234516645	900.0	0.11944657169605016	0.08218809605321074	0.25673285404541824	0.14699792960662525	0.18782298951761464	840.0514032213365	0.13969743232748794	0.08218809605321074	0.25673285404541824	0.14700608076164393	0.18783114067263332	840.0491107089874	0.1396985636076199	0.08218809605321074	0.25673285404541824	0.14699792960662525	0.18782298951761464	840.0536957336855	0.13969657496629118	27				0.25661873787515693	0.25668530564114267							
28	TrialState.COMPLETE	0.1438505648750428	2020-01-22 08:51:07.232050	2020-01-22 09:06:10.843862	450.0	1	31.0	0.007693808856806142	1800.0	0.3881798893838833	0.03014806573091407	0.1438505648750428	0.08669262809540113	0.10895954581764236	2749.357404712998	0.07053112035960694	0.03014806573091407	0.1438505648750428	0.08669262809540113	0.10895954581764236	2749.3565131804176	0.07053113490527359	0.03014806573091407	0.1438505648750428	0.08669262809540113	0.10895954581764236	2749.358296245578	0.07053110624244771	28	0.17829225151203926	0.15533112708737495										
29	TrialState.COMPLETE	0.25743181558826883	2020-01-22 09:06:10.844694	2020-01-22 09:23:56.975871	450.0	2	61.0	0.0019990199164964285	500.0	0.08207309352934174	0.07426109779755792	0.25743181558826883	0.14278785803948418	0.18478260869565216	575.8983474552094	0.13449530499662743	0.07426109779755792	0.2574389478489102	0.14278785803948418	0.18478260869565216	575.8973667693713	0.13449565293966817	0.07426109779755792	0.25743181558826883	0.14278785803948418	0.18478260869565216	575.8993281410476	0.13449498980067845	29	0.2679162387310282	0.260926623302522										
30	TrialState.COMPLETE	0.2256148008672829	2020-01-22 09:23:56.976736	2020-01-22 09:36:18.152730	450.0	2	1.0	0.001533549167973152	1100.0	0.0874337565196641	0.07533093689375785	0.2256148008672829	0.13525619080223666	0.16931273536460117	612.4479451957093	0.1270015762428159	0.07533093689375785	0.2256148008672829	0.13525619080223666	0.16931273536460117	612.4478275134087	0.1270015858902256	0.07533093689375785	0.2256148008672829	0.13525619080223666	0.16931273536460117	612.4480628780099	0.12700156688675607	30	0.2536945110122104	0.23497470424892541										
31	TrialState.COMPLETE	0.2427108296245578	2020-01-22 09:36:18.153591	2020-01-22 09:59:13.555275	50.0	2	91.0	0.0041156153067711905	700.0	0.12073814542004269	0.06949199284872	0.2427108296245578	0.135627068355586	0.1741840693826315	848.5770379246072	0.12705958554194766	0.06949674768914756	0.2427108296245578	0.13564608771729622	0.1741840693826315	848.5756542660429	0.1270630222335943	0.06949199284872	0.2427108296245578	0.135627068355586	0.1741840693826315	848.5784215831717	0.1270573974469212	31			0.2415625356613032	0.24225151203925596								
32	TrialState.COMPLETE	0.3408146552013479	2020-01-22 09:59:13.556135	2020-01-22 11:22:02.640282	50.0	1	91.0	0.0012015664147487406	1000.0	0.06794862017409486	0.11290452504178666	0.3408146552013479	0.20437870458008606	0.2567563485510603	475.0248622215062	0.18858652352151778	0.11290452504178666	0.3408146552013479	0.20437870458008606	0.2567563485510603	475.02471286357746	0.1885865758828339	0.11290452504178666	0.3408146552013479	0.20437870458008606	0.2567563485510603	475.02501157943493	0.18858647792517633	32											0.33946137167636653	0.3401803035490129
33	TrialState.COMPLETE	0.3022529792471593	2020-01-22 11:22:02.641121	2020-01-22 11:53:40.549018	150.0	1	81.0	0.0014736705400417633	1800.0	0.07068423812113375	0.10410655189840401	0.3022529792471593	0.18459105655271352	0.2297280774685773	492.2600646386593	0.17084954810374384	0.10410655189840401	0.3022529792471593	0.18459105655271352	0.2297280774685773	492.2598751243051	0.17084954943794203	0.10410655189840401	0.3022529792471593	0.18459105655271352	0.2297280774685773	492.2602541530135	0.17084954678678096	33				0.3026132602989844	0.3024030963520864							
34	TrialState.COMPLETE	0.28387823804633117	2020-01-22 11:53:40.549880	2020-01-22 12:08:42.095805	250.0	1	81.0	0.0016229993437449576	2000.0	0.0819826240430149	0.10180588839438548	0.28387823804633117	0.1778500513522766	0.21916723724751797	571.4178327912815	0.16384432100712965	0.10180588839438548	0.28387823804633117	0.17785718361291794	0.21916723724751797	571.4175867282894	0.16384466645273926	0.10180588839438548	0.28387823804633117	0.1778500513522766	0.21916723724751797	571.4180788542736	0.1638440605731049	34	0.2888280269314162	0.28552816767469286										
35	TrialState.COMPLETE	0.21592919091635285	2020-01-22 12:08:42.096646	2020-01-22 12:21:23.834180	150.0	2	61.0	0.023662546856974928	1700.0	0.1305105031814601	0.06637994978888509	0.21592919091635285	0.12164783749857355	0.1566743695081593	920.0852340807943	0.11643957411868722	0.06638708204952642	0.21592919091635285	0.12164783749857355	0.1566743695081593	920.0844459659934	0.1164420731109922	0.06637994978888509	0.21592919091635285	0.12164783749857355	0.1566743695081593	920.0860221955951	0.11643827462401486	35	0.21646411046445282	0.21610749743238616										
36	TrialState.COMPLETE	0.19631547415268744	2020-01-22 12:21:23.835047	2020-01-22 12:34:18.039590	150.0	1	81.0	0.009265409529296829	1400.0	0.16564801879474603	0.07175767431245007	0.19631547415268744	0.12344516718018943	0.15119679333561567	1167.4401638993495	0.11520149846070521	0.07175767431245007	0.19631547415268744	0.12344516718018943	0.15119679333561567	1167.4398750427936	0.11520150111499247	0.07175767431245007	0.19631547415268744	0.12344516718018943	0.15119679333561567	1167.4404527559054	0.11520149583747201	36	0.21064418578112518	0.2010917113621667										
37	TrialState.COMPLETE	0.21185667009015177	2020-01-22 12:34:18.040423	2020-01-22 12:47:57.616781	150.0	2	91.0	0.059417102555668413	2000.0	0.18668041499620752	0.06607326258130777	0.21185667009015177	0.12551352276617597	0.15668863402944197	1315.579870620792	0.11626132172070387	0.06607326258130777	0.21185667009015177	0.12551352276617597	0.15668863402944197	1315.578526189661	0.11626138143118075	0.06607326258130777	0.21185667009015177	0.12551352276617597	0.15668863402944197	1315.5812150519228	0.11626126567886379	37	0.21850393700787402	0.21407242572939253										
38	TrialState.COMPLETE	0.09370364030583134	2020-01-22 12:47:57.617644	2020-01-22 12:59:58.977077	150.0	1	41.0	0.03524323492529413	1000.0	0.7575536679576188	0.005063905055346343	0.09370364030583134	0.0662729658792651	0.07826229601734566	5397.333426052722	0.04077286219847903	0.005063905055346343	0.09370364030583134	0.0662729658792651	0.07826229601734566	5397.330501825859	0.04077286271708039	0.005063905055346343	0.09370364030583134	0.0662729658792651	0.07826229601734566	5397.336350279585	0.04077286168094571	38	0.09694168663699647	0.09478298908288638										
39	TrialState.COMPLETE	0.21092234394613718	2020-01-22 12:59:58.977928	2020-01-22 13:11:31.502869	50.0	1	81.0	0.013772700167442066	1500.0	0.0913604791119961	0.07006732854045418	0.21092234394613718	0.12329538970672144	0.1555902658906767	640.1918007531667	0.11840292150118609	0.07006732854045418	0.21092234394613718	0.12329538970672144	0.1555902658906767	640.191636711172	0.11840294002223273	0.07006732854045418	0.21092234394613718	0.12329538970672144	0.1555902658906767	640.1919647951614	0.1184029041588734	39	0.21566529727262354	0.2125033283882993										
40	TrialState.COMPLETE	0.1946821864658222	2020-01-22 13:11:31.503764	2020-01-22 13:23:10.519861	150.0	1	31.0	0.008068602631656038	900.0	0.16706957055953486	0.0697891703754422	0.1946821864658222	0.1192086043592377	0.14725265320095857	1177.5823027216707	0.11269695017564492	0.0697891703754422	0.1946821864658222	0.11922286888052037	0.14725265320095857	1177.581906881205	0.11269763406899738	0.0697891703754422	0.1946821864658222	0.1192086043592377	0.14725265320095857	1177.5826985621363	0.11269643618820846	40	0.21345429647381034	0.2009395564684849										
41	TrialState.COMPLETE	0.25268173000114114	2020-01-22 13:23:10.520729	2020-01-22 13:35:08.785543	150.0	2	11.0	0.004323683085534646	1700.0	0.07369850392922293	0.07478888508501655	0.25268173000114114	0.1443070295560881	0.18384115029099624	515.9428848567842	0.13473263565101146	0.07478888508501655	0.2526888622617825	0.1443070295560881	0.18384115029099624	515.942592434098	0.13473281235655077	0.07478888508501655	0.25268173000114114	0.1443070295560881	0.18384115029099624	515.9431772794705	0.1347324791259006	41	0.25684697021567954	0.25407014340598727										
42	TrialState.COMPLETE	0.19573776104073948	2020-01-22 13:35:08.786550	2020-01-22 13:46:43.002422	350.0	2	1.0	0.004083094788382856	1300.0	0.10629452247185046	0.067535376012781	0.19573776104073948	0.11784634257674312	0.14597597854615998	744.2437450074176	0.11217027119184951	0.067535376012781	0.19573776104073948	0.11784634257674312	0.14597597854615998	744.2436094944653	0.11217027492002964	0.067535376012781	0.19573776104073948	0.11784634257674312	0.14597597854615998	744.2438805203698	0.11217026753629751	42	0.21111491498345317	0.20086347902164403										
43	TrialState.COMPLETE	0.060405492791661915	2020-01-22 13:46:43.003277	2020-01-22 14:23:24.066551	450.0	1	71.0	0.038293050349947164	500.0	0.9268750606528623	0.005063905055346343	0.060405492791661915	0.047667275286241394	0.05371067746966412	6619.482625813078	0.028277840139874992	0.005063905055346343	0.060405492791661915	0.047667275286241394	0.05371067746966412	6619.477500095097	0.028277842245532234	0.005063905055346343	0.060405492791661915	0.047667275286241394	0.05371067746966412	6619.487751531058	0.028277838047996808	43			0.06476092662330252	0.06214766632431815								
44	TrialState.COMPLETE	0.28515216952396	2020-01-22 14:23:24.067501	2020-01-22 15:23:57.276968	50.0	1	21.0	0.001520146524708873	1000.0	0.0803802280643262	0.09363012315768221	0.28515216952396	0.1697697486810804	0.21345210193207453	563.138813542956	0.15843932433786165	0.09363012315768221	0.28515216952396	0.1697697486810804	0.21345210193207453	563.1386533414093	0.15843954796210766	0.09363012315768221	0.28515216952396	0.1697697486810804	0.21345210193207453	563.1389737445027	0.15843917400394647	44								0.2833478572095484	0.2843251930465214			
45	TrialState.COMPLETE	0.3259015177450645	2020-01-22 15:23:57.277891	2020-01-22 16:42:08.273630	50.0	1	61.0	0.0013406869929448058	1600.0	0.06946801568678601	0.10816073262581308	0.3259015177450645	0.19411695480999658	0.24428705922629237	485.6765314746662	0.18045508092051918	0.10816073262581308	0.3259015177450645	0.19411695480999658	0.24428705922629237	485.67638615485566	0.18045508273117541	0.10816073262581308	0.3259015177450645	0.19411695480999658	0.24428705922629237	485.6766767944768	0.1804550791413446	45										0.32380870869402195	0.3249248735212446	
46	TrialState.COMPLETE	0.25103417779299325	2020-01-22 16:42:08.274486	2020-01-22 16:53:53.672870	50.0	2	51.0	0.004792604972685283	600.0	0.09344050818541487	0.07510983681387652	0.25103417779299325	0.13844431130891247	0.18313505648750428	656.0199346684925	0.13267570289513567	0.07512410133515919	0.25103417779299325	0.1384514435695538	0.18313505648750428	656.0190645326943	0.13268142589666876	0.07510983681387652	0.25103417779299325	0.13844431130891247	0.18313505648750428	656.0208048042907	0.13267252967603269	46	0.25888679675910076	0.25365171744836246										
47	TrialState.COMPLETE	0.213639735250485	2020-01-22 16:53:53.673724	2020-01-22 17:05:56.209566	150.0	2	21.0	0.02274617393324037	900.0	0.13469169958369268	0.06585929476206778	0.213639735250485	0.12211143444026018	0.1551124044277074	947.9463725322378	0.11546357435559795	0.06585929476206778	0.213639735250485	0.12211143444026018	0.1551124044277074	947.945752025562	0.11546363946071783	0.06585929476206778	0.213639735250485	0.12211143444026018	0.1551124044277074	947.9469930389137	0.1154635130406357	47	0.21850393700787402	0.21526113583628134										
48	TrialState.COMPLETE	0.060823918749286776	2020-01-22 17:05:56.210414	2020-01-22 17:24:06.954032	450.0	1	61.0	0.039787657237851076	1900.0	0.9290594479143248	0.005170888964966335	0.060823918749286776	0.04745806230742896	0.05384143558142189	6634.88578754422	0.02808994745494506	0.005170888964966335	0.060823918749286776	0.04745806230742896	0.05384143558142189	6634.880712940773	0.028090002701516948	0.005170888964966335	0.060823918749286776	0.04745806230742896	0.05384143558142189	6634.890862147667	0.028089898059920817	48	0.0604815702385028	0.060709802579025446										
