number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.08216659402920026	2019-12-30 14:47:38.936470	2019-12-30 15:19:59.029345	9.792492105242305	50.0	46.0	0.0333726577670764	600.0	0.3605948501654089	0.033599368054042275	0.08216659402920026	0.05258498583569405	0.0632218348224014	7310.4131074308125	0.0513097154374663	0.033599368054042275	0.08216659402920026	0.05258498583569405	0.0632218348224014	7310.412930376989	0.05130971544207611	0.033599368054042275	0.08216659402920026	0.05258498583569405	0.0632218348224014	7310.413284484637	0.051309715432857776	9										0.08136428019572496	0.08179886685552408							
10	TrialState.COMPLETE	0.3263456090651558	2019-12-30 15:19:59.030342	2019-12-30 16:09:17.893628	9.500746872880253	250.0	41.0	0.0038111303262796455	700.0	0.24451127284913865	0.17916666666666667	0.3263456090651558	0.2524197355996223	0.28368744098205856	4956.380559490085	0.23080164710239287	0.17916666666666667	0.3263456090651558	0.2524197355996223	0.28368744098205856	4956.380465061378	0.2308016507202074	0.17916666666666667	0.3263456090651558	0.2524197355996223	0.28368744098205856	4956.380653918792	0.23080164355989521	10																		
11	TrialState.COMPLETE	0.10390335585094791	2019-12-30 16:09:17.894421	2019-12-30 16:49:04.940430	3.206228786082648	250.0	46.0	0.018865186833242408	1000.0	0.4285088290044014	0.040341032904772284	0.10390335585094791	0.06901013292656352	0.08314719982567008	8687.279724613205	0.06320286874103039	0.040341032904772284	0.10390335585094791	0.06901013292656352	0.08314719982567008	8687.279527130093	0.06320286876976348	0.040341032904772284	0.10390335585094791	0.06901013292656352	0.08314719982567008	8687.279922096317	0.06320286871232131	11										0.10309361318568118	0.103532223796034							
12	TrialState.COMPLETE	0.033750885269121816	2019-12-30 16:49:04.941255	2019-12-30 17:05:49.459982	6.083020527980168	50.0	11.0	0.042644056484527335	600.0	0.6483093380288203	0.017638987252124646	0.033750885269121816	0.023835871104815862	0.027908109065155808	13143.615881728045	0.02391916887503151	0.017638987252124646	0.033750885269121816	0.023835871104815862	0.027908109065155808	13143.615704674221	0.02391916888089893	0.017638987252124646	0.033750885269121816	0.023835871104815862	0.027908109065155808	13143.61605878187	0.02391916886916608	12					0.03184017941454202	0.03293201133144476												
13	TrialState.COMPLETE	0.043608356940509914	2019-12-30 17:05:49.460764	2019-12-30 17:29:40.043626	5.4679679795363505	50.0	46.0	0.05012592072828899	900.0	0.53076520389721	0.019759206798866856	0.043608356940509914	0.029762747875354108	0.034968130311614734	10760.739261685552	0.02914041708409681	0.019759206798866856	0.043608356940509914	0.029762747875354108	0.034968130311614734	10760.739040368271	0.02914041712136991	0.019759206798866856	0.043608356940509914	0.029762747875354108	0.034968130311614734	10760.739483002833	0.029140417046862252	13							0.042603576487252125	0.04316178785017312										
14	TrialState.COMPLETE	0.27698508581903014	2019-12-30 17:29:40.044646	2019-12-30 18:12:27.697474	1.8861464395023702	50.0	6.0	0.0026763891349828196	800.0	0.3200866210424167	0.15479711714714214	0.27698508581903014	0.2130478253624396	0.23982461256457258	6488.733226753874	0.19720805232079602	0.15479711714714214	0.27698508581903014	0.2130478253624396	0.23982461256457258	6488.733023662723	0.1972080544699153	0.15479711714714214	0.27698508581903014	0.2130478253624396	0.23982461256457258	6488.733429845026	0.19720805020210344	14																		
15	TrialState.COMPLETE	0.23371104815864022	2019-12-30 18:12:27.698329	2019-12-30 18:45:34.711270	5.23874959445445	50.0	11.0	0.005421099011198098	600.0	0.27554003405965144	0.12278001743299194	0.23371104815864022	0.17076160383525824	0.19650250599259098	5585.566953584659	0.16110165807893997	0.12278001743299194	0.23371104815864022	0.17076160383525824	0.19650250599259098	5585.566776530834	0.1611016640420464	0.12278001743299194	0.23371104815864022	0.17076160383525824	0.19650250599259098	5585.567130638483	0.16110165222503858	15																		
16	TrialState.COMPLETE	0.10385471469040874	2019-12-30 18:45:34.712064	2019-12-30 19:32:58.713498	2.5876908820996274	350.0	31.0	0.015394028697395729	800.0	0.45075191904958484	0.039660056657223795	0.10385471469040874	0.06901305139619587	0.08355675839740996	9138.22019804735	0.0625182289665479	0.039660056657223795	0.10385471469040874	0.06901305139619587	0.08355675839740996	9138.220002023472	0.06251822899645863	0.039660056657223795	0.10385471469040874	0.06901305139619587	0.08355675839740996	9138.220394071226	0.06251822893668921	16											0.10280925401322002	0.1033721943778601						
17	TrialState.COMPLETE	0.20173721046492252	2019-12-30 19:32:58.714473	2019-12-30 20:19:18.405386	3.7692573030712966	250.0	6.0	0.005454623300933604	900.0	0.30181306136021063	0.10323279453424429	0.20173721046492252	0.1498291951341443	0.1703778536910515	6118.391752416264	0.13838732927165812	0.10323279453424429	0.20173721046492252	0.1498291951341443	0.1703778536910515	6118.391570154974	0.13838733174940146	0.10323279453424429	0.20173721046492252	0.1498291951341443	0.1703778536910515	6118.391934677554	0.1383873268457659	17														0.1998819641170916	0.20086756373937678			
18	TrialState.COMPLETE	0.03415368271954674	2019-12-30 20:19:18.406396	2019-12-30 20:49:07.658117	9.09657146407056	450.0	1.0	0.010767397968117836	500.0	0.7089794502339565	0.018307365439093483	0.03415368271954674	0.025920679886685553	0.029196175637393768	14373.605134560907	0.024560011806711062	0.018307365439093483	0.03415368271954674	0.025920679886685553	0.029196175637393768	14373.604886685553	0.024560011814687446	0.018307365439093483	0.03415368271954674	0.025920679886685553	0.029196175637393768	14373.60538243626	0.024560011798739664	18							0.03260003541076487	0.03346317280453258										
19	TrialState.COMPLETE	0.13198378973874725	2019-12-30 20:49:07.658976	2019-12-30 21:11:25.132510	0.7097248460491015	250.0	16.0	0.012557092458549165	600.0	0.4031438748310511	0.061260623229461755	0.13198378973874725	0.09478281397544853	0.10902581051306263	8172.820152659742	0.0868423734231916	0.061260623229461755	0.13198378973874725	0.09478281397544853	0.10902581051306263	8172.819995278564	0.0868423735352395	0.061260623229461755	0.13198378973874725	0.09478281397544853	0.10902581051306263	8172.820310040919	0.08684237331131069	19						0.13089336301092674	0.1315067280453258											
20	TrialState.COMPLETE	0.031134234037916757	2019-12-30 21:11:25.133474	2019-12-30 21:47:10.559924	9.525715848051233	250.0	21.0	0.031468656252319545	1000.0	0.7896204540324624	0.011917084332098496	0.031134234037916757	0.022485835694050993	0.02628568315537154	16008.552809707997	0.01949024006267099	0.011917084332098496	0.031134234037916757	0.022485835694050993	0.02628568315537154	16008.55248964916	0.019490240123281034	0.011917084332098496	0.031134234037916757	0.022485835694050993	0.02628568315537154	16008.553129766833	0.019490240002146386	20										0.029873808910636106	0.030556539187913127							
21	TrialState.COMPLETE	0.2666177660866046	2019-12-30 21:47:10.560746	2019-12-30 22:02:19.086514	3.6795478558763595	150.0	26.0	0.005717878596127315	800.0	0.3009629999561634	0.15578207203561312	0.2666177660866046	0.2096317280453258	0.23211756373937678	6100.928065560502	0.1949610098604748	0.15578207203561312	0.2666177660866046	0.2096317280453258	0.23211756373937678	6100.927913800081	0.1949610107914001	0.15578207203561312	0.2666177660866046	0.2096317280453258	0.23211756373937678	6100.928217320923	0.19496100893487608	21				0.30208923512747876	0.2813975448536355													
22	TrialState.COMPLETE	0.004426345609065156	2019-12-30 22:02:19.087336	2019-12-30 22:11:30.189560	8.663067298271688	450.0	26.0	0.048799825290698026	600.0	0.9731220161785051	0.0015492209631728046	0.004426345609065156	0.002788597733711048	0.0033640226628895184	19728.538907577902	0.002797725220376513	0.0015492209631728046	0.004426345609065156	0.002788597733711048	0.0033640226628895184	19728.538464943344	0.0027977252328937378	0.0015492209631728046	0.004426345609065156	0.002788597733711048	0.0033640226628895184	19728.539350212464	0.0027977252078626863	22	0.0033640226628895184	0.004072237960339943																
23	TrialState.COMPLETE	0.00482471671388102	2019-12-30 22:11:30.190469	2019-12-30 22:17:32.528580	8.965838411082208	150.0	11.0	0.06421970301116807	900.0	0.9693836333813818	0.002478753541076487	0.00482471671388102	0.0034968130311614732	0.004027974504249292	19652.407024610482	0.0036211436412236773	0.002478753541076487	0.00482471671388102	0.0034968130311614732	0.004027974504249292	19652.406736898018	0.003621143643676628	0.002478753541076487	0.00482471671388102	0.0034968130311614732	0.004027974504249292	19652.407312322946	0.0036211436387710307	23	0.0027443342776203965	0.004131255901794146																
24	TrialState.COMPLETE	0.31318292189397007	2019-12-30 22:17:32.529594	2019-12-30 22:39:09.273824	1.1891577672473777	450.0	21.0	0.00619371685049451	800.0	0.26810589240303234	0.15555443140428976	0.31318292189397007	0.23401456900040468	0.26899534601375963	5434.8351249494135	0.2099002424235171	0.15555443140428976	0.31318292189397007	0.23401456900040468	0.26899534601375963	5434.835011129097	0.20990024247306388	0.15555443140428976	0.31318292189397007	0.23401456900040468	0.26899534601375963	5434.835238769729	0.20990024237405877	24				0.33604815864022664	0.32271010387157695													
25	TrialState.COMPLETE	0.2908640226628895	2019-12-30 22:39:09.274617	2019-12-30 22:49:10.751331	4.640078275488946	250.0	21.0	0.0035492985648953924	900.0	0.31732134843354154	0.17864730878186968	0.2908640226628895	0.2311614730878187	0.2568342776203966	6432.372981586403	0.21773234664590246	0.17864730878186968	0.2908640226628895	0.2311614730878187	0.2568342776203966	6432.372875354107	0.21773234672991593	0.17864730878186968	0.2908640226628895	0.2311614730878187	0.2568342776203966	6432.373087818697	0.21773234656201815	25		0.3131491973559962	0.29922096317280455															
26	TrialState.COMPLETE	0.04601789853206284	2019-12-30 22:49:10.752116	2019-12-30 23:21:50.957014	6.178941947070174	250.0	26.0	0.026226744357177072	500.0	0.6719910841226818	0.019588591295390163	0.04601789853206284	0.033092969353592586	0.03813095544681947	13623.826704545454	0.02975869633362958	0.019588591295390163	0.04601789853206284	0.033092969353592586	0.03813095544681947	13623.826422868915	0.029758696375220415	0.019588591295390163	0.04601789853206284	0.033092969353592586	0.03813095544681947	13623.826986221993	0.02975869629209225	26																		
27	TrialState.COMPLETE	0.23900656708730364	2019-12-30 23:21:50.958015	2019-12-30 23:59:12.148192	5.598083780736965	350.0	41.0	0.00956595947317668	900.0	0.29965469161919	0.10090458408447077	0.23900656708730364	0.16614087046098377	0.1969804275045068	6074.375901364924	0.14826433173687267	0.10090458408447077	0.23900656708730364	0.16614087046098377	0.1969804275045068	6074.37565992789	0.14826433178761309	0.10090458408447077	0.23900656708730364	0.16614087046098377	0.1969804275045068	6074.376142801957	0.14826433168619949	27								0.2594625432798237	0.24821175637393766									
28	TrialState.COMPLETE	0.24986720963172804	2019-12-30 23:59:12.149152	2019-12-31 00:22:07.743647	8.678206578690945	350.0	26.0	0.004313421940556315	900.0	0.2836487081928681	0.13234773371104816	0.24986720963172804	0.18621635977337112	0.2120440864022663	5750.008332595609	0.1731377373019697	0.13234773371104816	0.24986720963172804	0.18621635977337112	0.2120440864022663	5750.008210871105	0.17313773770032984	0.13234773371104816	0.24986720963172804	0.18621635977337112	0.2120440864022663	5750.008454320114	0.17313773690517323	28					0.27112842304060436	0.2589791582355322												
29	TrialState.COMPLETE	0.007524787535410765	2019-12-31 00:22:07.744439	2019-12-31 00:28:13.680179	1.955718213207965	150.0	36.0	0.07601465064317312	600.0	0.9663030344717779	0.0034525495750708213	0.007524787535410765	0.00540014164305949	0.006152620396600567	19590.13958480878	0.005107813188882347	0.0034525495750708213	0.007524787535410765	0.00540014164305949	0.006152620396600567	19590.139385623228	0.005107814839811791	0.0034525495750708213	0.007524787535410765	0.00540014164305949	0.006152620396600567	19590.139783994335	0.005107811551956904	29	0.009560906515580737	0.008203493862134089																
30	TrialState.COMPLETE	0.3891406987724268	2019-12-31 00:28:13.681133	2019-12-31 01:24:34.254060	2.5652823635876096	450.0	26.0	0.0017682576034139137	800.0	0.28994977020612134	0.2492681775259679	0.3891406987724268	0.3220491029272899	0.350885269121813	5877.410239612842	0.2985293608603033	0.2492681775259679	0.3891406987724268	0.3220491029272899	0.350885269121813	5877.41015108593	0.29852936166183247	0.2492681775259679	0.3891406987724268	0.3220491029272899	0.350885269121813	5877.410328139755	0.29852936006789793	30												0.3875027239049902	0.388380210441117					
31	TrialState.COMPLETE	0.30180791627321374	2019-12-31 01:24:34.254851	2019-12-31 02:11:30.868973	0.6401381652976521	50.0	46.0	0.005277749991525744	1000.0	0.25203366542131445	0.16350920679886685	0.30180791627321374	0.22855681460497324	0.25979697828139753	5109.039620711363	0.21164712959759271	0.16350920679886685	0.30180791627321374	0.22855681460497324	0.25979697828139753	5109.039473166509	0.21164713799644513	0.16350920679886685	0.30180791627321374	0.22855681460497324	0.25979697828139753	5109.039768256216	0.21164712153334614	31															0.3008697769121813	0.3013664389268455		
32	TrialState.COMPLETE	0.3056508125838676	2019-12-31 02:11:30.869784	2019-12-31 03:00:34.550297	6.1773271161284065	50.0	16.0	0.0028654506672878685	900.0	0.30007245239367725	0.17801364246309825	0.3056508125838676	0.24095161771283732	0.26906590129715224	6082.806032876099	0.22277332274799622	0.17801364246309825	0.3056508125838676	0.24095161771283732	0.26906590129715224	6082.805865140897	0.2227733228351856	0.17801364246309825	0.3056508125838676	0.24095161771283732	0.26906590129715224	6082.806200611301	0.2227733226609511	32																		
33	TrialState.COMPLETE	0.3259118271954674	2019-12-31 03:00:34.551157	2019-12-31 03:24:19.432222	2.9603704003206466	350.0	31.0	0.0052220369244452445	700.0	0.2549451317748631	0.17926699716713881	0.3259118271954674	0.25444847733711046	0.2873362252124646	5167.98335694051	0.23135550413652603	0.17926699716713881	0.3259118271954674	0.25444847733711046	0.2873362252124646	5167.983179886685	0.2313555044441903	0.17926699716713881	0.3259118271954674	0.25444847733711046	0.2873362252124646	5167.983533994335	0.23135550382970732	33					0.3461402266288952	0.334581141238365												
34	TrialState.COMPLETE	0.00624114730878187	2019-12-31 03:24:19.433190	2019-12-31 03:32:17.821328	4.696056629175951	350.0	26.0	0.04470562730888055	800.0	0.9580122544539498	0.0032754957507082154	0.00624114730878187	0.004426345609065156	0.004957507082152974	19422.102757613313	0.004602778117606165	0.0032754957507082154	0.00624114730878187	0.004426345609065156	0.004957507082152974	19422.102646954674	0.004602778134742326	0.0032754957507082154	0.00624114730878187	0.004426345609065156	0.004957507082152974	19422.102868271955	0.004602778100483049	34	0.005577195467422096	0.0060198300283286115																
35	TrialState.COMPLETE	0.34130665722379605	2019-12-31 03:32:17.822139	2019-12-31 03:56:27.997841	2.26488325990228	150.0	41.0	0.004359585631161711	800.0	0.2732319029368939	0.199592776203966	0.34130665722379605	0.27218484419263456	0.30223087818696887	5538.5991678470255	0.25000764014316373	0.199592776203966	0.34130665722379605	0.27218484419263456	0.30223087818696887	5538.599079320114	0.25000764016231214	0.199592776203966	0.34130665722379605	0.27218484419263456	0.30223087818696887	5538.599256373937	0.2500076401240323	35							0.3506329674220963	0.34545168397859616										
36	TrialState.COMPLETE	0.33912889518413597	2019-12-31 03:56:27.998876	2019-12-31 04:29:36.617953	4.858198201370365	350.0	41.0	0.004437460359269358	800.0	0.24828352355973377	0.19162535410764872	0.33912889518413597	0.2653328611898017	0.2973441926345609	5032.817253895184	0.24332234048510998	0.19162535410764872	0.33912889518413597	0.2653328611898017	0.2973441926345609	5032.817156515581	0.2433223405107591	0.19162535410764872	0.33912889518413597	0.2653328611898017	0.2973441926345609	5032.817351274787	0.2433223404594823	36							0.3497698300283286	0.3438581995593327										
37	TrialState.COMPLETE	0.03308377175232699	2019-12-31 04:29:36.618767	2019-12-31 04:43:52.638031	0.6352418467354872	50.0	36.0	0.049633854761769736	600.0	0.6045632963966133	0.016086604613516794	0.03308377175232699	0.023624038850667745	0.02724099554836099	12256.790444152166	0.02302067463208348	0.016086604613516794	0.03308377175232699	0.023624038850667745	0.02724099554836099	12256.79011533792	0.02302067487659222	0.016086604613516794	0.03308377175232699	0.023624038850667745	0.02724099554836099	12256.790772966411	0.023020674388137836	37				0.03151558073654391	0.032430358829084044													
38	TrialState.COMPLETE	0.3476519938984528	2019-12-31 04:43:52.638862	2019-12-31 05:17:02.409826	2.3141705099479553	150.0	6.0	0.001450168123017205	600.0	0.36636370328617673	0.24031651775986054	0.3476519938984528	0.2980769230769231	0.31955491392460234	7426.716359773372	0.2785813234366192	0.24031651775986054	0.3476519938984528	0.2980769230769231	0.31955491392460234	7426.716196339072	0.27858132346281234	0.24031651775986054	0.3476519938984528	0.2980769230769231	0.31955491392460234	7426.71652320767	0.2785813234104498	38																		
39	TrialState.COMPLETE	0.03842067988668555	2019-12-31 05:17:02.410810	2019-12-31 05:53:03.704353	4.746552949285495	250.0	26.0	0.03178389210585407	600.0	0.7663248407784985	0.01793691436042711	0.03842067988668555	0.028369470472869907	0.03252342558291567	15536.231892841577	0.025845678384405497	0.01793691436042711	0.03842067988668555	0.028369470472869907	0.03252342558291567	15536.23157278274	0.025845678416291994	0.01793691436042711	0.03842067988668555	0.028369470472869907	0.03252342558291567	15536.232212900413	0.025845678352557612	39										0.03697205768735514	0.03775672804532578							
40	TrialState.COMPLETE	0.20129839471199246	2019-12-31 05:53:03.705390	2019-12-31 06:44:40.043979	6.204974687959144	350.0	21.0	0.009522833591495482	700.0	0.3184650424207364	0.0862134088762984	0.20129839471199246	0.13906987724268177	0.16562795089707272	6455.928381728046	0.1260007174566138	0.0862134088762984	0.20129839471199246	0.13906987724268177	0.16562795089707272	6455.92824598678	0.1260007175089403	0.0862134088762984	0.20129839471199246	0.13906987724268177	0.16562795089707272	6455.9285174693105	0.12600071740436602	40																		
41	TrialState.COMPLETE	0.3269298866855524	2019-12-31 06:44:40.044959	2019-12-31 06:54:06.521322	1.8324736879494499	450.0	31.0	0.002324326356197633	600.0	0.3336026591559321	0.217731940509915	0.3269298866855524	0.27465474504249293	0.29753895184135976	6762.452660233711	0.25693901823216736	0.217731940509915	0.3269298866855524	0.27465474504249293	0.29753895184135976	6762.45254957507	0.256939018251124	0.217731940509915	0.3269298866855524	0.27465474504249293	0.29753895184135976	6762.4527708923515	0.25693901821322224	41	0.33958923512747874	0.33114966949952784																
42	TrialState.COMPLETE	0.00340828611898017	2019-12-31 06:54:06.522116	2019-12-31 07:01:56.697672	2.096015579111027	450.0	1.0	0.07117843687949744	1000.0	0.9823870593657203	0.0013279036827195468	0.00340828611898017	0.002080382436260623	0.002700070821529745	19916.072415014165	0.002239344114079133	0.0013279036827195468	0.00340828611898017	0.002080382436260623	0.002700070821529745	19916.072060906514	0.0022393441165621947	0.0013279036827195468	0.00340828611898017	0.002080382436260623	0.002700070821529745	19916.072769121813	0.002239344111596411	42	0.0036296033994334276	0.0034820585457979226																
43	TrialState.COMPLETE	0.33797361898017	2019-12-31 07:01:56.699333	2019-12-31 07:42:04.952556	2.253566665785408	150.0	11.0	0.002432966509167918	900.0	0.292065134422251	0.21018502124645894	0.33797361898017	0.27440023016997167	0.301832507082153	5920.460384206799	0.255345244700779	0.21018502124645894	0.33797361898017	0.27440023016997167	0.301832507082153	5920.460207152974	0.2553452447165465	0.21018502124645894	0.33797361898017	0.27440023016997167	0.301832507082153	5920.460561260623	0.25534524468502806	43													0.3373887090246864	0.3377006610009443				
44	TrialState.COMPLETE	0.024288565542106618	2019-12-31 07:42:04.953373	2019-12-31 08:10:05.101894	9.333962380243937	150.0	46.0	0.05343910342289944	1000.0	0.8162140973460241	0.011444115374710276	0.024288565542106618	0.01796291527169714	0.020602626834921454	16547.87165207314	0.016579481043388238	0.011444115374710276	0.024288565542106618	0.01796291527169714	0.020602626834921454	16547.871378444503	0.016579481053342157	0.011444115374710276	0.024288565542106618	0.01796291527169714	0.020602626834921454	16547.871925701776	0.01657948103343983	44								0.022918633931381806	0.023672096317280452									
45	TrialState.COMPLETE	0.2928470254957507	2019-12-31 08:10:05.102686	2019-12-31 08:37:57.042179	7.329269380131032	150.0	11.0	0.002813381512012806	500.0	0.2921815767593376	0.17106618593870718	0.2928470254957507	0.2284477208344064	0.2542331959824878	5922.835259464332	0.21349914823809715	0.17106618593870718	0.2928470254957507	0.2284477208344064	0.2542331959824878	5922.835146793716	0.213499148281543	0.17106618593870718	0.2928470254957507	0.2284477208344064	0.2542331959824878	5922.835372134948	0.21349914819473337	45																		
46	TrialState.COMPLETE	0.18325070821529746	2019-12-31 08:37:57.043147	2019-12-31 09:21:26.722320	2.7542422768185566	250.0	31.0	0.012657034610178444	800.0	0.3539023841158797	0.07625118035882908	0.18325070821529746	0.12564919735599622	0.14926817752596788	7174.487978045326	0.1135509560248604	0.07625118035882908	0.18325070821529746	0.12564919735599622	0.14926817752596788	7174.487806893296	0.11355095626080589	0.07625118035882908	0.18325070821529746	0.12564919735599622	0.14926817752596788	7174.488149197356	0.11355095578988067	46												0.200084441054696	0.1910663698907325					
