number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.38249063670411987	2020-03-07 11:59:44.109668	2020-03-07 12:00:58.271063	6.395642185092232	256	1	80	0.07622302617957735	512	0.560969361274116	0.09363295880149813	0.38249063670411987	0.20224719101123595	0.26591760299625467	26.999063670411985	0.19226908315550756	0.09363295880149813	0.38249063670411987	0.20224719101123595	0.26591760299625467	26.998595505617978	0.19226923621826544	259526930	400	0.09363295880149813	0.38249063670411987	0.20224719101123595	0.26591760299625467	26.999531835205993	0.19226893301072162	0	COMPLETE
1	0.5795880149812734	2020-03-07 12:00:58.288896	2020-03-07 12:03:23.774357	6.5069615614727745	256	1	66	0.013642424852186445	128	0.29561305564936347	0.11704119850187265	0.5795880149812734	0.30243445692883897	0.41058052434456926	14.131086142322097	0.26414057530191426	0.11704119850187265	0.5795880149812734	0.30243445692883897	0.41058052434456926	14.131086142322097	0.26414057530191426	814441579	300	0.11704119850187265	0.5795880149812734	0.30243445692883897	0.41058052434456926	14.131086142322097	0.26414057530191426	1	COMPLETE
2	0.24906367041198502	2020-03-07 12:03:23.789902	2020-03-07 12:04:01.590889	2.9884031924537373	256	2	55	0.01676667605586528	512	0.6686009090133919	0.03277153558052434	0.24906367041198502	0.09410112359550561	0.1446629213483146	32.16151685393258	0.109877563379372	0.03277153558052434	0.24906367041198502	0.09410112359550561	0.1446629213483146	32.16151685393258	0.109877563379372	3622054956	250	0.03277153558052434	0.24906367041198502	0.09410112359550561	0.1446629213483146	32.16151685393258	0.109877563379372	2	COMPLETE
3	0.21629213483146068	2020-03-07 12:04:01.600934	2020-03-07 12:05:00.193831	6.115409184792303	128	2	77	0.05058547076210956	128	0.7009912405724634	0.026685393258426966	0.21629213483146068	0.07116104868913857	0.12078651685393259	33.74812734082397	0.09566591243482211	0.026685393258426966	0.21629213483146068	0.07116104868913857	0.12078651685393259	33.74812734082397	0.09566591243482211	2561202648	150	0.026685393258426966	0.21629213483146068	0.07116104868913857	0.12078651685393259	33.74812734082397	0.09566591243482211	3	COMPLETE
4	0.23923220973782772	2020-03-07 12:05:00.205209	2020-03-07 12:06:05.734784	5.3135956282681835	256	2	79	0.01170853870448269	256	0.6750610169321508	0.03277153558052434	0.23923220973782772	0.08707865168539326	0.13904494382022473	32.475421348314605	0.10730150929074828	0.03277153558052434	0.23923220973782772	0.08707865168539326	0.13904494382022473	32.475187265917604	0.10730266240600447	1643806897	250	0.03277153558052434	0.23923220973782772	0.08707865168539326	0.13904494382022473	32.47565543071161	0.10730043304984252	4	COMPLETE
5	0.24672284644194756	2020-03-07 12:06:05.746926	2020-03-07 12:06:46.227697	7.2026002535334515	256	2	78	0.01367651057469913	512	0.6699283254988603	0.02762172284644195	0.24672284644194756	0.08754681647940075	0.14279026217228463	32.22986891385768	0.10448863200104165	0.02762172284644195	0.24672284644194756	0.08754681647940075	0.14279026217228463	32.22986891385768	0.10448863200104165	3872840806	250	0.02762172284644195	0.24672284644194756	0.08754681647940075	0.14279026217228463	32.22986891385768	0.10448863200104165	5	COMPLETE
6	0.2551498127340824	2020-03-07 12:06:46.239832	2020-03-07 12:10:24.862161	6.10200165359001	64	2	84	0.004500775328267285	128	0.6858296675079115	0.025749063670411985	0.2551498127340824	0.09410112359550561	0.15215355805243447	33.033941947565545	0.10600834246913902	0.025749063670411985	0.2551498127340824	0.09410112359550561	0.15215355805243447	33.03370786516854	0.10600837120853707	2708415905	400	0.025749063670411985	0.2551498127340824	0.09410112359550561	0.15215355805243447	33.034176029962545	0.10600831404555855	6	COMPLETE
7	0.30852059925093633	2020-03-07 12:10:24.872126	2020-03-07 12:11:33.771962	3.5972952658210553	64	2	78	0.0641696728461312	256	0.6212621488301467	0.030430711610486893	0.30852059925093633	0.10533707865168539	0.17088014981273408	30.036985018726593	0.11945902974413551	0.030430711610486893	0.30852059925093633	0.10533707865168539	0.17088014981273408	30.036985018726593	0.11945902974413551	2027696224	250	0.030430711610486893	0.30852059925093633	0.10533707865168539	0.17088014981273408	30.036985018726593	0.11945902974413551	7	COMPLETE
8	0.674625468164794	2020-03-07 12:11:33.783010	2020-03-07 12:12:11.537532	5.55963897085843	128	1	73	0.002358760617834533	512	0.23317331428838411	0.13342696629213482	0.674625468164794	0.38295880149812733	0.5107677902621723	11.225187265917603	0.31065736154442897	0.13342696629213482	0.674625468164794	0.38295880149812733	0.5107677902621723	11.225187265917603	0.31065736154442897	3639010067	250	0.13342696629213482	0.674625468164794	0.38295880149812733	0.5107677902621723	11.225187265917603	0.31065736154442897	8	COMPLETE
9	0.45786516853932585	2020-03-07 12:12:11.552695	2020-03-07 12:13:26.731841	5.313658297751877	64	1	7	0.036224951576345775	128	0.41353954614248223	0.11142322097378277	0.45786516853932585	0.2551498127340824	0.3352059925093633	19.761704119850187	0.22906932876752795	0.11142322097378277	0.45786516853932585	0.2551498127340824	0.3352059925093633	19.761704119850187	0.22906932876752795	3471227665	200	0.11142322097378277	0.45786516853932585	0.2551498127340824	0.3352059925093633	19.761704119850187	0.22906932876752795	9	COMPLETE
