number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.c_max	model.c_min	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 13:10:06.170506	2020-01-14 13:58:56.603995	9.391589695110026	0.05347559799944509	450.0	41.0	0.05052768097065755	1200.0	1.0048449751578379	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20371.27195467422	0.0002221806863370536	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20371.263279036826	0.00022218073090970759	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20371.280630311616	0.00022218064176944926	0	0.00017705382436260624	0.00017705382436260624
1	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 13:58:56.606849	2020-01-14 14:55:11.165753	1.9818479002933738	0.0539580675409668	450.0	81.0	0.033624468700458744	500.0	0.9976956486104553	0.0	0.00017705382436260624	0.0	0.0	20226.55603753541	0.0002529245249672635	0.0	0.00017705382436260624	0.0	0.0	20226.545325779036	0.00025292464181294575	0.0	0.00017705382436260624	0.0	0.0	20226.566749291786	0.0002529244081492273	1	0.00017705382436260624	0.00017705382436260624
2	TrialState.COMPLETE	0.0	2020-01-14 14:55:11.166946	2020-01-14 15:40:07.091552	1.0196559037199768	0.021487439618609785	250.0	91.0	0.0014555627404928607	1300.0	0.9760230568717404	0.0	0.0	0.0	0.0	19786.92209631728	0.0001892072364502325	0.0	0.0	0.0	0.0	19786.911473087817	0.0001892073255720523	0.0	0.0	0.0	0.0	19786.93271954674	0.0001892071473505248	2	0.0	0.0
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 15:40:07.096824	2020-01-14 16:06:55.843331	9.686435300520868	0.07597338679807053	50.0	11.0	0.047798156525932715	1800.0	0.9915130609030465	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20101.05493094901	0.00029179007112748465	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20101.04904390935	0.00029179012590597466	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20101.06081798867	0.00029179001636068147	3	0.00017705382436260624	0.00017705382436260624
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 16:06:55.844427	2020-01-14 16:48:41.920993	7.868364798602702	0.05419737769524872	350.0	91.0	0.016388657423073594	2000.0	0.9961366208319637	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20195.336313739375	0.0003696173190907513	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20195.32542492918	0.00036961751280109714	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20195.347202549576	0.0003696171254978091	4	0.00017705382436260624	0.00017705382436260624
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 16:48:41.922158	2020-01-14 17:15:03.776008	7.254787102558766	0.014552878483357564	150.0	11.0	0.05904346328831086	1400.0	0.9984345930121533	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20241.66041076487	0.0004305647572049943	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20241.65297450425	0.00043056481208572016	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20241.667847025496	0.0004305647023417289	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 17:15:03.777762	2020-01-14 17:52:48.909417	1.6807021214263864	0.06239138924205452	450.0	1.0	0.0064285537011574455	1600.0	1.0072367703198335	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20419.851186260625	0.00023193922378935637	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20419.837818696884	0.00023194081978731437	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20419.86455382436	0.00023193763135780516	6	0.00017705382436260624	0.00017705382436260624
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 17:52:48.922262	2020-01-14 18:19:02.936480	9.433231973702684	0.05522030316177368	150.0	41.0	0.003815813046611887	1700.0	0.9921238054473666	0.0	0.00017705382436260624	0.0	0.0	20113.53204674221	0.00021792173482192948	0.0	0.00017705382436260624	0.0	0.0	20113.52567280453	0.00021792201671211537	0.0	0.00017705382436260624	0.0	0.0	20113.538420679888	0.00021792145315915228	7	0.00017705382436260624	0.00017705382436260624
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 18:19:02.937582	2020-01-14 18:54:17.401762	1.976981681068283	0.09897402390326852	250.0	91.0	0.06688312850101942	1800.0	1.0015722672833633	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20305.12340651558	0.0003200159401030196	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20305.112252124647	0.000320016107262947	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20305.134560906514	0.00032001577299971143	8	0.0003541076487252125	0.0003541076487252125
9	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 18:54:17.402961	2020-01-14 19:18:54.125246	9.984169054898784	0.07536685311069767	50.0	51.0	0.0303352903383689	500.0	1.0024004966491995	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20321.7572592068	0.00031120970167424676	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20321.752655807366	0.0003112097237201481	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20321.761862606232	0.00031120967963087985	9	0.0003541076487252125	0.0003541076487252125
10	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 19:18:54.127665	2020-01-14 19:43:25.563100	3.6741193425599965	0.0725113186079165	50.0	81.0	0.0011947846403948252	700.0	0.997029690197745	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20213.20910056657	0.00041498203635779985	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20213.204674220964	0.00041498210049674454	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20213.213526912183	0.00041498197224324574	10	0.0003541076487252125	0.0003541076487252125
11	TrialState.COMPLETE	0.0	2020-01-14 19:43:25.564864	2020-01-14 20:09:33.097874	2.1349284719239012	0.09719331300287624	150.0	11.0	0.005922031865286757	1900.0	0.9861688873229713	0.0	0.0	0.0	0.0	19993.076487252125	0.00020489623610667274	0.0	0.0	0.0	0.0	19993.068519830027	0.0002048963891893768	0.0	0.0	0.0	0.0	19993.08445467422	0.00020489608311944949	11	0.0	0.0
12	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 20:09:33.102388	2020-01-14 20:53:35.585322	6.208383540959563	0.047229923864119186	450.0	61.0	0.002001593256328404	1300.0	1.0000408037095587	0.0	0.00017705382436260624	0.0	0.0	20274.273636685553	0.00021485271147346288	0.0	0.00017705382436260624	0.0	0.0	20274.260092067987	0.00021485293174569936	0.0	0.00017705382436260624	0.0	0.0	20274.287181303116	0.00021485249131102856	12	0.00017705382436260624	0.00017705382436260624
13	TrialState.COMPLETE	0.0	2020-01-14 20:53:35.586543	2020-01-14 21:35:45.809347	9.09850632421908	0.04069434674923929	450.0	41.0	0.031444018266062315	1700.0	0.9911801718471932	0.0	0.0	0.0	0.0	20094.522220254956	0.00023337810362597126	0.0	0.0	0.0	0.0	20094.50814447592	0.00023337826639349801	0.0	0.0	0.0	0.0	20094.536296033995	0.00023337794090306854	13	0.0	0.0
