number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.3504792879150976	2020-01-17 14:36:38.491216	2020-01-17 23:44:45.772587	200.0	21.0	0.0010846495178811158	800.0	0.039758533216938105	0.09348967248659135	0.3504792879150976	0.19103046901745976	0.2542222982996691	270.12421545132946	0.17619333846887525	0.09351820152915669	0.3504792879150976	0.19103046901745976	0.2542222982996691	270.12418692228687	0.1762028482845716	3048554497	0.09348967248659135	0.3504792879150976	0.19103046901745976	0.2542222982996691	270.124243980372	0.17618858349402003	0
1	TrialState.COMPLETE	0.33986648408079423	2020-01-17 23:44:45.773276	2020-01-18 13:17:09.699903	50.0	51.0	0.003622050310095575	1200.0	0.056359453145127074	0.07591578226634714	0.33986648408079423	0.17471185667009015	0.24107040967705123	388.2378038343033	0.15944018227747486	0.07617254364943513	0.33986648408079423	0.1749400890106128	0.24107040967705123	388.23701928563275	0.15963834597121096	3688142686	0.07591578226634714	0.33986648408079423	0.1745692114572635	0.2408707063790939	388.2385883829739	0.159399958533392	1
2	TrialState.COMPLETE	0.1631861234736962	2020-01-18 13:17:09.700659	2020-01-19 10:29:04.066980	50.0	31.0	0.014409163772332978	1900.0	0.09046673143123772	0.01760241926280954	0.1631861234736962	0.0578568983224923	0.09186351706036745	636.0421231313477	0.06833008661431134	0.1554547529384914	0.23690516946251283	0.1768230058199247	0.1942257217847769	633.8440887823805	0.18544821245674642	1577614005	0.01760241926280954	0.13847997261211914	0.04909848225493552	0.07528814332990985	638.2401574803149	0.06009093467149503	2
