number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.20084269662921347	2020-03-08 12:11:54.729922	2020-03-08 12:13:19.725504	64	1	6	0.021010559286201394	0.09204253048655055	512	0.7630930535812698	0.025749063670411985	0.20084269662921347	0.07397003745318352	0.11282771535580524	36.76170411985019	0.09092932620302444	0.025749063670411985	0.20084269662921347	0.07397003745318352	0.11282771535580524	36.76170411985019	0.09092932620302444	3676220063	200.0	0.025749063670411985	0.20084269662921347	0.07397003745318352	0.11282771535580524	36.76170411985019	0.09092932620302444	0	COMPLETE
1	0.1352996254681648	2020-03-08 12:13:19.740044	2020-03-08 12:17:47.503890	128	2	18	0.03016389472015162	0.146496483469773	128	0.9502106482129935	0.014044943820224719	0.1352996254681648	0.04728464419475655	0.08239700374531835	45.791666666666664	0.06621641000366713	0.014044943820224719	0.1352996254681648	0.04728464419475655	0.08239700374531835	45.791666666666664	0.06621641000366713	3823833059	200.0	0.014044943820224719	0.1352996254681648	0.04728464419475655	0.08239700374531835	45.791666666666664	0.06621641000366713	1	COMPLETE
2	0.11142322097378277	2020-03-08 12:17:47.515958	2020-03-08 12:19:32.752502	128	2	45	0.07172658537280883	0.08953148335048774	512	0.997883929987002	0.011704119850187267	0.11142322097378277	0.0351123595505618	0.05758426966292135	48.105805243445694	0.056446245820973344	0.011704119850187267	0.11142322097378277	0.0351123595505618	0.05758426966292135	48.105805243445694	0.056446245820973344	4253077434	250.0	0.011704119850187267	0.11142322097378277	0.0351123595505618	0.05758426966292135	48.105805243445694	0.056446245820973344	2	COMPLETE
3	0.20177902621722846	2020-03-08 12:19:32.764888	2020-03-08 12:28:00.005526	128	2	76	0.006579320914649528	0.08072339090534936	128	0.7920897592849723	0.02855805243445693	0.20177902621722846	0.0702247191011236	0.10767790262172285	38.157303370786515	0.09125496833863123	0.02855805243445693	0.20177902621722846	0.0702247191011236	0.10767790262172285	38.157303370786515	0.09125496833863123	3147023596	350.0	0.02855805243445693	0.20177902621722846	0.0702247191011236	0.10767790262172285	38.157303370786515	0.09125496833863123	3	COMPLETE
4	0.1100187265917603	2020-03-08 12:28:00.023623	2020-03-08 12:32:35.281969	256	1	80	0.03059072883558053	0.11590236810250978	128	1.0082961068983967	0.009831460674157303	0.1100187265917603	0.03323970037453183	0.054307116104868915	48.63202247191011	0.05394506562929078	0.009831460674157303	0.1100187265917603	0.03323970037453183	0.054307116104868915	48.63202247191011	0.05394506562929078	2057703671	200.0	0.009831460674157303	0.1100187265917603	0.03323970037453183	0.054307116104868915	48.63202247191011	0.05394506562929078	4	COMPLETE
5	0.1956928838951311	2020-03-08 12:32:35.293932	2020-03-08 12:38:22.023593	64	2	17	0.013800415818739033	0.025589988427376077	128	0.7275384826644948	0.02949438202247191	0.1956928838951311	0.07584269662921349	0.11329588014981273	34.99578651685393	0.09511569659569362	0.02949438202247191	0.1956928838951311	0.07584269662921349	0.11329588014981273	34.99578651685393	0.09511569659569362	1763241608	250.0	0.02949438202247191	0.1956928838951311	0.07584269662921349	0.11329588014981273	34.99578651685393	0.09511569659569362	5	COMPLETE
6	0.21207865168539325	2020-03-08 12:38:22.035499	2020-03-08 12:43:05.574106	256	2	92	0.0015220757556661901	0.04968795282658956	512	0.7559161158601234	0.023408239700374533	0.21207865168539325	0.06928838951310862	0.12265917602996254	36.40847378277154	0.09180148806516784	0.023408239700374533	0.21207865168539325	0.06928838951310862	0.12265917602996254	36.40823970037453	0.09180168762390356	1185988015	400.0	0.023408239700374533	0.21207865168539325	0.06928838951310862	0.12265917602996254	36.40870786516854	0.09180129420811027	6	COMPLETE
7	0.13670411985018727	2020-03-08 12:43:05.592313	2020-03-08 12:46:17.445094	256	1	29	0.03920346820095254	0.016066947606970357	256	0.9568545265220915	0.008895131086142321	0.13670411985018727	0.040262172284644196	0.06741573033707865	46.149812734082396	0.06037606766250418	0.008895131086142321	0.13670411985018727	0.040262172284644196	0.06741573033707865	46.149812734082396	0.06037606766250418	3532084660	250.0	0.008895131086142321	0.13670411985018727	0.040262172284644196	0.06741573033707865	46.149812734082396	0.06037606766250418	7	COMPLETE
8	0.20271535580524344	2020-03-08 12:46:17.457367	2020-03-08 12:49:35.034011	256	2	63	0.015379650868055735	0.08975164600326635	256	0.8030971793129984	0.024812734082397005	0.20271535580524344	0.07209737827715355	0.11657303370786516	38.66807116104869	0.08953916803204155	0.024812734082397005	0.20271535580524344	0.07209737827715355	0.11657303370786516	38.66807116104869	0.08953916803204155	3683801929	250.0	0.024812734082397005	0.20271535580524344	0.07209737827715355	0.11657303370786516	38.66807116104869	0.08953916803204155	8	COMPLETE
9	0.17368913857677903	2020-03-08 12:49:35.046394	2020-03-08 12:50:55.249069	128	2	57	0.01674136184861204	0.019690024185911377	512	0.8332589328200085	0.02902621722846442	0.17368913857677903	0.0702247191011236	0.10440074906367042	40.125	0.08765172090252743	0.02902621722846442	0.17368913857677903	0.0702247191011236	0.10440074906367042	40.125	0.08765172090252743	171783817	200.0	0.02902621722846442	0.17368913857677903	0.0702247191011236	0.10440074906367042	40.125	0.08765172090252743	9	COMPLETE
