number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.17134831460674158	2020-03-09 05:14:04.765721	2020-03-09 05:20:04.422790	128	2	67	0.025129837224492337	0.09792505632969935	128	0.8586832915863531	0.024344569288389514	0.17134831460674158	0.06554307116104868	0.0950374531835206	41.383426966292134	0.08264517080480523	0.024344569288389514	0.17134831460674158	0.06554307116104868	0.0950374531835206	41.383426966292134	0.08264517080480523	2006022955	400.0	0.024344569288389514	0.17134831460674158	0.06554307116104868	0.0950374531835206	41.383426966292134	0.08264517080480523	0	COMPLETE
1	0.15215355805243447	2020-03-09 05:20:04.441118	2020-03-09 05:22:16.445361	256	1	11	0.01771867589258248	0.18348741569263263	128	0.8673355061376	0.013576779026217229	0.15215355805243447	0.04868913857677903	0.08426966292134831	41.76755617977528	0.06951863674996153	0.013576779026217229	0.15215355805243447	0.04868913857677903	0.08426966292134831	41.767322097378276	0.06951875107591855	3946384489	200.0	0.013576779026217229	0.15215355805243447	0.04868913857677903	0.08426966292134831	41.767790262172284	0.06951852490935141	1	COMPLETE
2	0.3155430711610487	2020-03-09 05:22:16.457811	2020-03-09 05:31:21.431800	256	1	19	0.003649387016626492	0.04452299672548227	128	0.6012307096757553	0.05337078651685393	0.3155430711610487	0.1301498127340824	0.18398876404494383	28.89185393258427	0.14004891086544075	0.05337078651685393	0.3155430711610487	0.1301498127340824	0.18398876404494383	28.89185393258427	0.14004891086544075	1108049814	650.0	0.05337078651685393	0.3155430711610487	0.1301498127340824	0.18398876404494383	28.89185393258427	0.14004891086544075	2	COMPLETE
3	0.199438202247191	2020-03-09 05:31:21.453541	2020-03-09 05:33:17.127463	256	2	53	0.008572319854798987	0.044548820506653326	512	0.7825226099134426	0.027153558052434457	0.199438202247191	0.06788389513108614	0.1104868913857678	37.68586142322097	0.09069978549888119	0.027153558052434457	0.199438202247191	0.06788389513108614	0.1104868913857678	37.68586142322097	0.09069978549888119	3029615202	400.0	0.027153558052434457	0.199438202247191	0.06788389513108614	0.1104868913857678	37.68586142322097	0.09069978549888119	3	COMPLETE
4	0.2200374531835206	2020-03-09 05:33:17.138711	2020-03-09 05:34:26.810192	128	1	23	0.007025924660686532	0.022459932281365336	256	0.7143262727491293	0.04681647940074907	0.2200374531835206	0.08614232209737828	0.125	34.38810861423221	0.11086376448763753	0.04681647940074907	0.2200374531835206	0.08614232209737828	0.125	34.38810861423221	0.11086376448763753	2877118047	200.0	0.04681647940074907	0.2200374531835206	0.08614232209737828	0.125	34.38810861423221	0.11086376448763753	4	COMPLETE
5	0.31273408239700373	2020-03-09 05:34:26.820480	2020-03-09 05:36:22.795513	64	2	12	0.010471314325275542	0.014707580149021817	256	0.5372197335326089	0.05383895131086142	0.31273408239700373	0.12921348314606743	0.18352059925093633	25.655430711610485	0.14224481729680333	0.05383895131086142	0.31273408239700373	0.12921348314606743	0.18352059925093633	25.655430711610485	0.14224481729680333	2972924407	300.0	0.05383895131086142	0.31273408239700373	0.12921348314606743	0.18352059925093633	25.655430711610485	0.14224481729680333	5	COMPLETE
6	0.19147940074906367	2020-03-09 05:36:22.808223	2020-03-09 05:38:32.531236	256	2	63	0.003969513311422467	0.1653261786355288	512	0.7972799300413216	0.019662921348314606	0.19147940074906367	0.062265917602996254	0.09925093632958802	38.39747191011236	0.08360990750090116	0.019662921348314606	0.19147940074906367	0.062265917602996254	0.09925093632958802	38.39747191011236	0.08360990750090116	1246094993	400.0	0.019662921348314606	0.19147940074906367	0.062265917602996254	0.09925093632958802	38.39747191011236	0.08360990750090116	6	COMPLETE
7	0.12921348314606743	2020-03-09 05:38:32.542329	2020-03-09 05:39:50.376882	128	1	67	0.03127019133906906	0.014396536711159492	256	0.9513341961908137	0.011235955056179775	0.12921348314606743	0.042134831460674156	0.06647940074906367	45.954822097378276	0.06170201946029413	0.011235955056179775	0.12921348314606743	0.042134831460674156	0.06647940074906367	45.954588014981276	0.061702144604585514	1256857619	200.0	0.011235955056179775	0.12921348314606743	0.042134831460674156	0.06647940074906367	45.95505617977528	0.06170189716019121	7	COMPLETE
8	0.1549625468164794	2020-03-09 05:39:50.389645	2020-03-09 05:41:00.898811	128	2	32	0.034523903290419766	0.01224301697972053	256	0.8909752195062681	0.01638576779026217	0.1549625468164794	0.05337078651685393	0.08286516853932584	42.929307116104866	0.07166890050395684	0.01638576779026217	0.1549625468164794	0.05337078651685393	0.08286516853932584	42.929307116104866	0.07166890050395684	4186480863	200.0	0.01638576779026217	0.1549625468164794	0.05337078651685393	0.08286516853932584	42.929307116104866	0.07166890050395684	8	COMPLETE
9	0.28323970037453183	2020-03-09 05:41:00.915106	2020-03-09 05:52:12.550032	64	2	80	0.0017083967464255234	0.09732205853724149	128	0.6115131851325809	0.05383895131086142	0.28323970037453183	0.1306179775280899	0.17462546816479402	29.31694756554307	0.1362336471318228	0.05383895131086142	0.28323970037453183	0.1306179775280899	0.17462546816479402	29.31694756554307	0.1362336471318228	3049422285	800.0	0.05383895131086142	0.28323970037453183	0.1306179775280899	0.17462546816479402	29.31694756554307	0.1362336471318228	9	COMPLETE
10	0.18820224719101122	2020-03-09 05:52:12.562710	2020-03-09 05:54:07.761596	128	2	35	0.007641316411588606	0.11761966824681543	256	0.8142101147956797	0.023408239700374533	0.18820224719101122	0.06694756554307116	0.10767790262172285	39.22237827715356	0.08597280910885802	0.023408239700374533	0.18820224719101122	0.06694756554307116	0.10767790262172285	39.22237827715356	0.08597280910885802	1185093274	300.0	0.023408239700374533	0.18820224719101122	0.06694756554307116	0.10767790262172285	39.22237827715356	0.08597280910885802	10	COMPLETE
11	0.1900749063670412	2020-03-09 05:54:07.775343	2020-03-09 05:55:21.707309	64	1	52	0.028597297939207234	0.05206091200402174	256	0.8251990410882966	0.019194756554307114	0.1900749063670412	0.06273408239700375	0.10159176029962547	39.77785580524345	0.08196626124826958	0.019194756554307114	0.1900749063670412	0.06273408239700375	0.10159176029962547	39.77762172284644	0.08196635395416939	3340148394	200.0	0.019194756554307114	0.1900749063670412	0.06273408239700375	0.10159176029962547	39.77808988764045	0.08196617036013251	11	COMPLETE
12	0.19054307116104868	2020-03-09 05:55:21.719536	2020-03-09 05:56:41.231073	64	1	35	0.010157369866065006	0.055320629593701605	512	0.795752632926996	0.02855805243445693	0.19054307116104868	0.06601123595505617	0.10393258426966293	38.333333333333336	0.08911396303157372	0.02855805243445693	0.19054307116104868	0.06601123595505617	0.10393258426966293	38.333333333333336	0.08911396303157372	643956145	350.0	0.02855805243445693	0.19054307116104868	0.06601123595505617	0.10393258426966293	38.333333333333336	0.08911396303157372	12	COMPLETE
13	0.21910112359550563	2020-03-09 05:56:41.243281	2020-03-09 05:59:03.961671	64	2	40	0.004007207956242819	0.04642600503991182	512	0.7214829964870203	0.03604868913857678	0.21910112359550563	0.09082397003745318	0.1352996254681648	34.725187265917604	0.1060824885883929	0.03604868913857678	0.21910112359550563	0.09082397003745318	0.1352996254681648	34.725187265917604	0.1060824885883929	4048648651	600.0	0.03604868913857678	0.21910112359550563	0.09082397003745318	0.1352996254681648	34.725187265917604	0.1060824885883929	13	COMPLETE
14	0.27574906367041196	2020-03-09 05:59:03.974141	2020-03-09 06:10:13.362583	128	2	66	0.0011128281787769157	0.09524028965172789	128	0.6181649032584304	0.060861423220973786	0.27574906367041196	0.12593632958801498	0.18211610486891386	29.649110486891384	0.1395780978366071	0.060861423220973786	0.27574906367041196	0.12593632958801498	0.18211610486891386	29.64887640449438	0.13957816682640878	2891763269	800.0	0.060861423220973786	0.27574906367041196	0.12593632958801498	0.18211610486891386	29.649344569288388	0.13957803001612415	14	COMPLETE
15	0.1947565543071161	2020-03-09 06:10:13.375098	2020-03-09 06:11:24.594278	128	2	16	0.020867474985249063	0.1256931342658095	256	0.7950714026596956	0.018258426966292134	0.1947565543071161	0.060393258426966294	0.10159176029962547	38.30898876404494	0.08173187137871275	0.018258426966292134	0.1947565543071161	0.060393258426966294	0.10159176029962547	38.30898876404494	0.08173187137871275	2944426178	200.0	0.018258426966292134	0.1947565543071161	0.060393258426966294	0.10159176029962547	38.30898876404494	0.08173187137871275	15	COMPLETE
16	0.10580524344569288	2020-03-09 06:11:24.608117	2020-03-09 06:12:45.240795	256	2	70	0.06790266433103656	0.034672845319557215	256	1.0176534437398297	0.010299625468164793	0.10580524344569288	0.030430711610486893	0.05149812734082397	49.19264981273408	0.053542768394565364	0.010299625468164793	0.10580524344569288	0.030430711610486893	0.05149812734082397	49.19241573033708	0.05354299347379325	2205931289	200.0	0.010299625468164793	0.10580524344569288	0.030430711610486893	0.05149812734082397	49.19288389513109	0.05354255013592014	16	COMPLETE
17	0.19709737827715357	2020-03-09 06:12:45.253301	2020-03-09 06:14:19.404222	128	1	35	0.017500422734316318	0.235084442836976	256	0.8008266574840937	0.02153558052434457	0.19709737827715357	0.062265917602996254	0.10580524344569288	38.640449438202246	0.08493156945379599	0.02153558052434457	0.19709737827715357	0.062265917602996254	0.10580524344569288	38.640449438202246	0.08493156945379599	1563387607	250.0	0.02153558052434457	0.19709737827715357	0.062265917602996254	0.10580524344569288	38.640449438202246	0.08493156945379599	17	COMPLETE
18	0.2153558052434457	2020-03-09 06:14:19.416309	2020-03-09 06:17:16.313410	64	1	52	0.006803325381992418	0.04714664310890081	128	0.7450342288568672	0.0351123595505618	0.2153558052434457	0.0945692883895131	0.1306179775280899	35.86423220973783	0.10429640484152733	0.0351123595505618	0.2153558052434457	0.0945692883895131	0.1306179775280899	35.86423220973783	0.10429640484152733	2639493651	250.0	0.0351123595505618	0.2153558052434457	0.0945692883895131	0.1306179775280899	35.86423220973783	0.10429640484152733	18	COMPLETE
19	0.5121722846441947	2020-03-09 06:17:16.325499	2020-03-09 06:19:27.468273	64	1	2	0.001993408598820611	0.020993292464258972	128	0.4357644433446912	0.10065543071161048	0.5121722846441947	0.23876404494382023	0.3403558052434457	21.35112359550562	0.22532056773864112	0.10065543071161048	0.5121722846441947	0.23876404494382023	0.3403558052434457	21.35112359550562	0.22532056773864112	3183045744	250.0	0.10065543071161048	0.5121722846441947	0.23876404494382023	0.3403558052434457	21.35112359550562	0.22532056773864112	19	COMPLETE
20	0.18398876404494383	2020-03-09 06:19:27.487156	2020-03-09 06:21:16.029987	64	2	52	0.012062252109960016	0.10177102838691651	512	0.7920225467262545	0.03277153558052434	0.18398876404494383	0.07958801498127341	0.10814606741573034	38.1750936329588	0.09459226136597262	0.03277153558052434	0.18398876404494383	0.07958801498127341	0.10814606741573034	38.17462546816479	0.0945925000161102	789323757	450.0	0.03277153558052434	0.18398876404494383	0.07958801498127341	0.10814606741573034	38.175561797752806	0.09459202867738203	20	COMPLETE
21	0.1540262172284644	2020-03-09 06:21:16.041308	2020-03-09 06:24:55.719980	128	1	10	0.058989557435894624	0.014784429147889959	128	0.9420593267294477	0.012172284644194757	0.1540262172284644	0.04307116104868914	0.08099250936329588	45.45505617977528	0.06629195679677723	0.012172284644194757	0.1540262172284644	0.04307116104868914	0.08099250936329588	45.45505617977528	0.06629195679677723	3904864335	300.0	0.012172284644194757	0.1540262172284644	0.04307116104868914	0.08099250936329588	45.45505617977528	0.06629195679677723	21	COMPLETE
22	0.14185393258426968	2020-03-09 06:24:55.732591	2020-03-09 06:25:54.511329	256	2	83	0.04289336633846469	0.1605362177991917	512	0.9468140089387346	0.02153558052434457	0.14185393258426968	0.0552434456928839	0.08192883895131087	45.56086142322097	0.07193156438205453	0.02153558052434457	0.14185393258426968	0.0552434456928839	0.08192883895131087	45.56039325842696	0.07193188260682455	3604480562	200.0	0.02153558052434457	0.14185393258426968	0.0552434456928839	0.08192883895131087	45.56132958801498	0.07193125541619623	22	COMPLETE
23	0.11329588014981273	2020-03-09 06:25:54.523372	2020-03-09 06:28:25.753200	256	2	71	0.09674591723471296	0.02953013474415467	128	0.992137533425936	0.010299625468164793	0.11329588014981273	0.03464419475655431	0.05664794007490637	47.9190074906367	0.05567493599784895	0.010299625468164793	0.11329588014981273	0.03464419475655431	0.05664794007490637	47.918539325842694	0.05567513455660354	1845525025	200.0	0.010299625468164793	0.11329588014981273	0.03464419475655431	0.05664794007490637	47.91947565543071	0.055674741481417864	23	COMPLETE
24	0.21207865168539325	2020-03-09 06:28:25.765885	2020-03-09 06:30:52.594313	256	1	47	0.007936798210018997	0.11918402485382311	512	0.7777997163099966	0.026217228464419477	0.21207865168539325	0.07069288389513109	0.11329588014981273	37.4625468164794	0.09221366420109128	0.026217228464419477	0.21207865168539325	0.07069288389513109	0.11329588014981273	37.4625468164794	0.09221366420109128	2477999494	450.0	0.026217228464419477	0.21207865168539325	0.07069288389513109	0.11329588014981273	37.4625468164794	0.09221366420109128	24	COMPLETE
25	0.18773408239700373	2020-03-09 06:30:52.606439	2020-03-09 06:32:39.765312	128	2	36	0.01963461181248964	0.08167639566540234	256	0.8266157871347675	0.020599250936329586	0.18773408239700373	0.06273408239700375	0.10065543071161048	39.80711610486891	0.08216204487262009	0.020599250936329586	0.18773408239700373	0.06273408239700375	0.10065543071161048	39.80711610486891	0.08216204487262009	660890827	250.0	0.020599250936329586	0.18773408239700373	0.06273408239700375	0.10065543071161048	39.80711610486891	0.08216204487262009	25	COMPLETE
26	0.26779026217228463	2020-03-09 06:32:39.776678	2020-03-09 06:34:22.216614	128	2	1	0.00501397630367922	0.0696179017994167	256	0.5533862729419079	0.023408239700374533	0.26779026217228463	0.08192883895131087	0.13951310861423222	26.632022471910112	0.10525312713173161	0.023408239700374533	0.26779026217228463	0.08192883895131087	0.13951310861423222	26.632022471910112	0.10525312713173161	2036054348	350.0	0.023408239700374533	0.26779026217228463	0.08192883895131087	0.13951310861423222	26.632022471910112	0.10525312713173161	26	COMPLETE
27	0.20692883895131087	2020-03-09 06:34:22.236026	2020-03-09 06:36:49.126037	128	1	62	0.006661600463603119	0.025718080804283033	512	0.759451370942668	0.039794007490636704	0.20692883895131087	0.08052434456928839	0.11750936329588015	36.585205992509366	0.10146586560578238	0.039794007490636704	0.20692883895131087	0.08052434456928839	0.11750936329588015	36.585205992509366	0.10146586560578238	2465365067	550.0	0.039794007490636704	0.20692883895131087	0.08052434456928839	0.11750936329588015	36.585205992509366	0.10146586560578238	27	COMPLETE
28	0.31788389513108617	2020-03-09 06:36:49.138753	2020-03-09 06:41:10.189748	128	2	23	0.004634399133098687	0.02367308809014172	256	0.5898998956952928	0.06647940074906367	0.31788389513108617	0.1306179775280899	0.19147940074906367	28.34925093632959	0.14948615530938222	0.06647940074906367	0.31788389513108617	0.1306179775280899	0.19147940074906367	28.34925093632959	0.14948615530938222	1295743503	600.0	0.06647940074906367	0.31788389513108617	0.1306179775280899	0.19147940074906367	28.34925093632959	0.14948615530938222	28	COMPLETE
29	0.19756554307116106	2020-03-09 06:41:10.202052	2020-03-09 06:42:48.876380	128	1	61	0.020270480981472667	0.16541692764663798	256	0.7838258042247889	0.025749063670411985	0.19756554307116106	0.07162921348314606	0.10767790262172285	37.76825842696629	0.08958121169546195	0.025749063670411985	0.19756554307116106	0.07162921348314606	0.10767790262172285	37.76825842696629	0.08958121169546195	2891176759	250.0	0.025749063670411985	0.19756554307116106	0.07162921348314606	0.10767790262172285	37.76825842696629	0.08958121169546195	29	COMPLETE
30	0.0852059925093633	2020-03-09 06:42:48.889063	2020-03-09 06:43:43.211731	128	2	95	0.0660189989111587	0.09902943847557442	256	1.0332370712840406	0.010299625468164793	0.0852059925093633	0.023408239700374533	0.039794007490636704	49.80149812734082	0.04848856072412188	0.010299625468164793	0.0852059925093633	0.023408239700374533	0.039794007490636704	49.80149812734082	0.04848856072412188	831281716	150.0	0.010299625468164793	0.0852059925093633	0.023408239700374533	0.039794007490636704	49.80149812734082	0.04848856072412188	30	COMPLETE
31	0.3548689138576779	2020-03-09 06:43:43.223991	2020-03-09 06:48:06.687457	256	2	13	0.0011814081746847158	0.039636156148241224	256	0.5429202594239725	0.06882022471910113	0.3548689138576779	0.16573033707865167	0.23127340823970038	26.12687265917603	0.16511997788605665	0.06882022471910113	0.3548689138576779	0.16573033707865167	0.23127340823970038	26.12687265917603	0.16511997788605665	25283064	600.0	0.06882022471910113	0.3548689138576779	0.16573033707865167	0.23127340823970038	26.12687265917603	0.16511997788605665	31	COMPLETE
32	0.22237827715355804	2020-03-09 06:48:06.700044	2020-03-09 06:55:06.966889	64	1	86	0.002684801848435292	0.260124017050927	128	0.7303940001247304	0.03417602996254682	0.22237827715355804	0.0847378277153558	0.12125468164794008	35.17883895131086	0.10258005540110694	0.03417602996254682	0.22237827715355804	0.0847378277153558	0.12125468164794008	35.17883895131086	0.10258005540110694	630885413	550.0	0.03417602996254682	0.22237827715355804	0.0847378277153558	0.12125468164794008	35.17883895131086	0.10258005540110694	32	COMPLETE
33	0.28136704119850187	2020-03-09 06:55:06.979070	2020-03-09 07:00:06.639091	64	2	79	0.0030426422482855127	0.013196824360066096	256	0.6007926233308145	0.056179775280898875	0.28136704119850187	0.12780898876404495	0.17837078651685392	28.790262172284645	0.13756805767778268	0.056179775280898875	0.28136704119850187	0.12780898876404495	0.17837078651685392	28.790262172284645	0.13756805767778268	3623274976	700.0	0.056179775280898875	0.28136704119850187	0.12780898876404495	0.17837078651685392	28.790262172284645	0.13756805767778268	33	COMPLETE
34	0.16619850187265917	2020-03-09 07:00:06.651251	2020-03-09 07:02:16.278971	256	2	9	0.02365148650095878	0.041460919831964545	128	0.8897790388842479	0.020599250936329586	0.16619850187265917	0.048220973782771535	0.08707865168539326	42.887172284644194	0.07430294988427216	0.020599250936329586	0.16619850187265917	0.048220973782771535	0.08707865168539326	42.887172284644194	0.07430294988427216	546808185	200.0	0.020599250936329586	0.16619850187265917	0.048220973782771535	0.08707865168539326	42.887172284644194	0.07430294988427216	34	COMPLETE
