number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3438385269121813	2020-04-05 17:24:24.316372	2020-04-05 17:43:18.992276	256	1	3	0.001641989344684456	0.023696000952143886	512	0.21004014729298817	0.016111898016997167	0.3438385269121813	0.22149433427762039	0.2827549575070821	4257.317723087819	0.135211596938064	0.016111898016997167	0.3438385269121813	0.22149433427762039	0.2827549575070821	4257.315509915014	0.1352115992135169	2479326999	300	0.016111898016997167	0.3438385269121813	0.22149433427762039	0.2827549575070821	4257.319936260623	0.1352115946704803	0	COMPLETE
1	0.00017705382436260624	2020-04-05 17:43:19.042792	2020-04-05 18:04:19.136162	64	1	21	0.08937254606128273	0.011989879133348376	128	0.9880127511570432	0.0	0.00017705382436260624	0.0	0.0	20030.113402974504	0.00031178031323782267	0.0	0.00017705382436260624	0.0	0.0	20030.087818696884	0.00031178065825751235	3138975303	150	0.0	0.00017705382436260624	0.0	0.0	20030.138987252125	0.00031177996831901973	1	COMPLETE
2	0.00017705382436260624	2020-04-05 18:04:19.168070	2020-04-05 18:13:04.269314	128	1	95	0.03890443260650458	0.07952431701008786	512	0.9972303498917703	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20217.418643767705	0.00035857652584611946	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20217.34950424929	0.00035857885664204785	914980829	150	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20217.48778328612	0.000358574200778246	2	COMPLETE
3	0.012039660056657223	2020-04-05 18:13:04.301949	2020-04-05 18:34:16.382185	256	2	82	0.004666919633683924	0.14052384343059607	256	0.9765914622606893	0.0026558073654390935	0.012039660056657223	0.007436260623229462	0.010092067988668555	19798.078434844192	0.007097751200456434	0.0026558073654390935	0.012039660056657223	0.007436260623229462	0.010092067988668555	19798.022485835692	0.007097752031810437	528151001	200	0.0026558073654390935	0.012039660056657223	0.007436260623229462	0.010092067988668555	19798.134383852692	0.007097750369580031	3	COMPLETE
4	0.01646600566572238	2020-04-05 18:34:16.416667	2020-04-05 18:46:07.760381	128	1	58	0.01573253867634027	0.013802621588136742	512	0.9536433686530672	0.001593484419263456	0.01646600566572238	0.005488668555240793	0.009560906515580737	19332.61535056657	0.006703082172429105	0.001593484419263456	0.01646600566572238	0.005488668555240793	0.009560906515580737	19332.58445467422	0.0067030826473693525	991851871	200	0.001593484419263456	0.01646600566572238	0.005488668555240793	0.009560906515580737	19332.646246458924	0.0067030816979395625	4	COMPLETE
5	0.021069405099150142	2020-04-05 18:46:07.793711	2020-04-05 19:17:34.534509	64	2	45	0.005464969934790494	0.04639640833282759	128	0.9366327192702207	0.004072237960339943	0.021069405099150142	0.010092067988668555	0.014695467422096316	18987.59171388102	0.009545036171330961	0.004072237960339943	0.021069405099150142	0.010092067988668555	0.014695467422096316	18987.575601983004	0.009545036351962008	184873381	200	0.004072237960339943	0.021069405099150142	0.010092067988668555	0.014695467422096316	18987.607825779036	0.009545035990750012	5	COMPLETE
6	0.007613314447592068	2020-04-05 19:17:34.568108	2020-04-05 19:38:24.550891	64	2	16	0.032190690337445836	0.10028885659036814	128	0.8479306183529529	0.000708215297450425	0.007613314447592068	0.0026558073654390935	0.004426345609065156	17189.09578611898	0.003425758938485417	0.000708215297450425	0.007613314447592068	0.0026558073654390935	0.004426345609065156	17189.083392351276	0.0034257591445060348	263407412	150	0.000708215297450425	0.007613314447592068	0.0026558073654390935	0.004426345609065156	17189.108179886687	0.003425758732579741	6	COMPLETE
7	0.018059490084985835	2020-04-05 19:38:24.583938	2020-04-05 19:56:59.800203	64	2	63	0.004191469045029407	0.18851855623176178	512	0.9492228464190678	0.002124645892351275	0.018059490084985835	0.006905099150141643	0.011154390934844192	19242.2819582153	0.007274024085324221	0.002124645892351275	0.018059490084985835	0.006905099150141643	0.011154390934844192	19242.25478045326	0.007274025196116615	97211562	300	0.002124645892351275	0.018059490084985835	0.006905099150141643	0.011154390934844192	19242.30913597734	0.0072740229757920815	7	COMPLETE
8	0.017174220963172806	2020-04-05 19:56:59.834946	2020-04-05 20:21:59.515882	256	2	34	0.01082465812001471	0.12744762530095657	256	0.9485840300591825	0.00796742209631728	0.017174220963172806	0.009915014164305949	0.011685552407932011	19230.5174398017	0.011423781731084692	0.00796742209631728	0.017174220963172806	0.009915014164305949	0.011685552407932011	19230.49681303116	0.01142378639324801	3150907216	250	0.00796742209631728	0.017174220963172806	0.009915014164305949	0.011685552407932011	19230.538066572237	0.011423777100261183	8	COMPLETE
9	0.008675637393767706	2020-04-05 20:21:59.553061	2020-04-05 20:36:23.146629	256	1	69	0.01853668295874666	0.03583488465255994	512	0.9600245709624553	0.0012393767705382436	0.008675637393767706	0.004072237960339943	0.0056657223796034	19462.656692634562	0.004384756473120498	0.0012393767705382436	0.008675637393767706	0.004072237960339943	0.0056657223796034	19462.60959631728	0.004384757143842948	2585692727	200	0.0012393767705382436	0.008675637393767706	0.004072237960339943	0.0056657223796034	19462.70378895184	0.004384755802716778	9	COMPLETE
10	0.03009915014164306	2020-04-05 20:36:23.184110	2020-04-05 20:53:35.694010	128	2	97	0.0012108800850911938	0.11586059455255558	512	1.0389908069581109	0.008675637393767706	0.03009915014164306	0.0169971671388102	0.020538243626062325	21062.773371104817	0.016398048708487892	0.008675637393767706	0.03009915014164306	0.0169971671388102	0.020538243626062325	21062.746990084986	0.01639806480510344	973998631	250	0.008675637393767706	0.03009915014164306	0.0169971671388102	0.020538243626062325	21062.799752124647	0.01639803274822036	10	COMPLETE
11	0.0003541076487252125	2020-04-05 20:53:35.729826	2020-04-05 21:11:36.051239	64	2	35	0.07732394321903363	0.03663997126213709	256	1.0025649387551945	0.0	0.0003541076487252125	0.0	0.0	20325.34578611898	0.00023397062397737312	0.0	0.0003541076487252125	0.0	0.0	20325.31940509915	0.00023397110805467477	1883333647	200	0.0	0.0003541076487252125	0.0	0.0	20325.37216713881	0.00023397014014219108	11	COMPLETE
12	0.012924929178470254	2020-04-05 21:11:36.086347	2020-04-05 21:31:13.221065	256	1	77	0.004049473471499681	0.10863510089489978	512	0.9739149147895162	0.002124645892351275	0.012924929178470254	0.006373937677053824	0.009029745042492918	19744.01991855524	0.006567935879557658	0.002124645892351275	0.012924929178470254	0.006373937677053824	0.009029745042492918	19743.969192634562	0.006567936482863709	2299991637	250	0.002124645892351275	0.012924929178470254	0.006373937677053824	0.009029745042492918	19744.07064447592	0.006567935276493146	12	COMPLETE
13	0.019121813031161474	2020-04-05 21:31:13.256279	2020-04-05 21:52:20.498425	128	1	16	0.019941641784729985	0.03147860958626182	128	0.8188929309650899	0.005311614730878187	0.019121813031161474	0.009383852691218131	0.012039660056657223	16599.76504957507	0.010005308840442668	0.005311614730878187	0.019121813031161474	0.009383852691218131	0.012039660056657223	16599.74840651558	0.010005309547611158	1933882362	150	0.005311614730878187	0.019121813031161474	0.009383852691218131	0.012039660056657223	16599.781692634562	0.010005308134103932	13	COMPLETE
14	0.05825070821529745	2020-04-05 21:52:20.582881	2020-04-05 22:08:15.160857	64	2	3	0.022587412491752345	0.15906075788904506	256	0.6468452973476093	0.0026558073654390935	0.05825070821529745	0.03576487252124646	0.044263456090651555	13111.434490084986	0.02386421096942735	0.0026558073654390935	0.05825070821529745	0.03576487252124646	0.044263456090651555	13111.42900141643	0.023864237218571338	2936035494	200	0.0026558073654390935	0.05825070821529745	0.03576487252124646	0.044263456090651555	13111.43997875354	0.02386418516262454	14	COMPLETE
15	0.022131728045325778	2020-04-05 22:08:15.209501	2020-04-05 22:50:04.521347	64	1	59	0.0018742930910785485	0.02116156698925893	128	0.9332647057776694	0.006905099150141643	0.022131728045325778	0.011862606232294617	0.01363314447592068	18919.470520538245	0.012476271601912847	0.006905099150141643	0.022131728045325778	0.011862606232294617	0.01363314447592068	18919.443696883853	0.012476272186636316	2705353246	250	0.006905099150141643	0.022131728045325778	0.011862606232294617	0.01363314447592068	18919.497344192634	0.01247627101758781	15	COMPLETE
16	0.019652974504249292	2020-04-05 22:50:04.559062	2020-04-05 23:22:00.227902	128	2	55	0.0012380465569812283	0.21919029319835928	128	0.8980413444529332	0.003895184135977337	0.019652974504249292	0.011508498583569405	0.013101983002832862	18205.074982294616	0.010339469851587358	0.003895184135977337	0.019652974504249292	0.011508498583569405	0.013101983002832862	18205.042315864022	0.010339470912130933	139296210	200	0.003895184135977337	0.019652974504249292	0.011508498583569405	0.013101983002832862	18205.107648725214	0.010339468792136194	16	COMPLETE
17	0.02673512747875354	2020-04-05 23:22:00.264695	2020-04-06 00:05:11.042234	256	1	30	0.0023158729047824847	0.036817727080475864	128	0.9105834009683664	0.005311614730878187	0.02673512747875354	0.013101983002832862	0.017528328611898018	18459.11437677054	0.0125388765281386	0.005311614730878187	0.02673512747875354	0.013101983002832862	0.017528328611898018	18459.093130311616	0.012538879011273636	673271800	250	0.005311614730878187	0.02673512747875354	0.013101983002832862	0.017528328611898018	18459.13562322946	0.012538874055484709	17	COMPLETE
18	0.0010623229461756375	2020-04-06 00:05:11.082373	2020-04-06 00:12:48.210783	128	2	13	0.0751518287983805	0.24207549173672466	512	0.9934332321588764	0.0003541076487252125	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20139.936349150143	0.0008851534840295758	0.0003541076487252125	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20139.911473087817	0.0008851542204937018	3115171106	150	0.0003541076487252125	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	20139.961225212464	0.000885152747967373	18	COMPLETE
19	0.0	2020-04-06 00:12:48.251830	2020-04-06 00:46:02.433169	256	1	66	0.0330376628564078	0.07376415487228459	128	1.000102351259505	0.0	0.0	0.0	0.0	20275.671033994335	0.00025288614802817155	0.0	0.0	0.0	0.0	20275.585162889518	0.0002528887338730466	2509107330	200	0.0	0.0	0.0	0.0	20275.75690509915	0.0002528835641684582	19	COMPLETE
20	0.2101628895184136	2020-04-06 00:46:02.475775	2020-04-06 01:14:46.416832	256	1	2	0.005264441877267693	0.04861101548983157	128	0.4346380473727547	0.006728045325779037	0.2101628895184136	0.12269830028328611	0.16005665722379603	8809.592687677054	0.07912462825453287	0.006728045325779037	0.2101628895184136	0.12269830028328611	0.16005665722379603	8809.589589235127	0.07912462830918976	1674642406	200	0.006728045325779037	0.2101628895184136	0.12269830028328611	0.16005665722379603	8809.59578611898	0.07912462819989198	20	COMPLETE
21	0.017705382436260624	2020-04-06 01:14:46.456503	2020-04-06 01:26:04.493930	128	1	17	0.0067594967867940425	0.023985064529989317	512	0.8677224215555257	0.0047804532577903685	0.017705382436260624	0.009383852691218131	0.01363314447592068	17591.085871104817	0.009915623300434068	0.0047804532577903685	0.017705382436260624	0.009383852691218131	0.01363314447592068	17591.066749291786	0.009915623978893338	3467203978	200	0.0047804532577903685	0.017705382436260624	0.009383852691218131	0.01363314447592068	17591.104992917848	0.009915622623147997	21	COMPLETE
22	0.028859773371104815	2020-04-06 01:26:04.533170	2020-04-06 01:44:58.583478	256	2	67	0.0016253222739571918	0.011644816770625347	512	1.0160820179188235	0.009737960339943343	0.028859773371104815	0.014872521246458924	0.018767705382436262	20598.469192634562	0.015958496390452215	0.009737960339943343	0.028859773371104815	0.014872521246458924	0.018767705382436262	20598.43997875354	0.01595849672496256	3084893637	250	0.009737960339943343	0.028859773371104815	0.014872521246458924	0.018767705382436262	20598.49840651558	0.01595849605604673	22	COMPLETE
23	0.012570821529745042	2020-04-06 01:44:58.621268	2020-04-06 02:03:08.395188	128	2	29	0.008582078392938772	0.015487868293839673	256	0.9003721634776269	0.0017705382436260624	0.012570821529745042	0.00424929178470255	0.008675637393767706	18252.095697592067	0.005990447004630612	0.0017705382436260624	0.012570821529745042	0.00424929178470255	0.008675637393767706	18252.077018413598	0.0059904474041872465	365357734	200	0.0017705382436260624	0.012570821529745042	0.00424929178470255	0.008675637393767706	18252.11437677054	0.005990446605420168	23	COMPLETE
