number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251
0	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 00:26:00.334656	2020-01-14 00:42:14.952163	150.0	81.0	0.06213066052906311	0.028386994386136205	1400.0	1.00719299176199	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20419.09191306657	0.00031186600476708386	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20419.09171388102	0.0003118660068071953	0.0	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20419.092112252125	0.0003118660027272548	0	0.0003541076487252125	0.0003541076487252125		
1	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 00:42:14.953141	2020-01-14 00:57:07.393623	150.0	21.0	0.0935486473488805	0.01290909005512888	1000.0	1.005927902830471	0.0	0.00017705382436260624	0.0	0.0	20393.478775672804	0.00020989592846054584	0.0	0.00017705382436260624	0.0	0.0	20393.478665014165	0.00020989592913823264	0.0	0.00017705382436260624	0.0	0.0	20393.478886331446	0.0002098959277829353	1	0.00017705382436260624	0.00017705382436260624		
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-14 00:57:07.394433	2020-01-14 01:10:23.642914	50.0	81.0	0.0030248847244202896	0.036869768782407164	1000.0	0.9990468240532657	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20254.102314978754	0.00028952155735979655	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20254.102160056656	0.0002895215586155242	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20254.10246990085	0.0002895215561042457	2	0.0005311614730878187	0.00041312559017941453		
3	TrialState.COMPLETE	0.0002655807365439094	2020-01-14 01:10:23.643620	2020-01-14 01:27:08.924503	150.0	91.0	0.018755686819846712	0.08063417185503823	900.0	0.998577961331098	0.00017705382436260624	0.0002655807365439094	0.0002213172804532578	0.0002655807365439094	20244.587154745044	0.0004439247936421698	0.00017705382436260624	0.0002655807365439094	0.0002213172804532578	0.0002655807365439094	20244.58706621813	0.0004439247937533056	0.00017705382436260624	0.0002655807365439094	0.0002213172804532578	0.0002655807365439094	20244.587243271955	0.0004439247935310382	3	0.00017705382436260624	0.00023607176581680832		
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-14 01:27:08.925310	2020-01-14 01:40:30.082860	50.0	61.0	0.007816420954279101	0.032886389251958234	1300.0	1.0048409048541742	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20371.570843661473	0.000264487748912128	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20371.570733002834	0.0002644877504518188	0.0	0.00017705382436260624	4.426345609065156e-05	8.852691218130312e-05	20371.570954320112	0.00026448774737268597	4	0.00017705382436260624	0.00017705382436260624		
5	TrialState.COMPLETE	0.0004426345609065156	2020-01-14 01:40:30.083711	2020-01-14 02:07:27.053345	450.0	51.0	0.043124793425131716	0.03015173274504182	700.0	0.9925133280484398	4.426345609065156e-05	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20121.76226097734	0.0003460443582531069	4.426345609065156e-05	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20121.76212818697	0.00034604435837504817	4.426345609065156e-05	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	20121.762393767705	0.00034604435813116946	5	0.00017705382436260624	0.0003541076487252125		
6	TrialState.COMPLETE	0.0001327903682719547	2020-01-14 02:07:27.054077	2020-01-14 02:28:22.972727	350.0	31.0	0.0014103083741039228	0.060633080647655595	500.0	1.0040775128932788	0.0	0.0001327903682719547	0.0	0.0	20356.05402354816	0.0002374167804509602	0.0	0.0001327903682719547	0.0	0.0	20356.053868626062	0.00023741678172862837	0.0	0.0001327903682719547	0.0	0.0	20356.054178470255	0.00023741677917354278	6	8.852691218130312e-05	0.00011803588290840416		
7	TrialState.COMPLETE	0.0005311614730878187	2020-01-14 02:28:22.973707	2020-01-14 02:54:35.185105	350.0	81.0	0.005046458432931875	0.01931600659240722	1700.0	0.9991086844318845	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20255.160609950424	0.0003228043137399346	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20255.160499291786	0.0003228043144185315	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20255.160720609067	0.0003228043130614029	7	0.0005311614730878187	0.0005311614730878187		
8	TrialState.COMPLETE	0.0002655807365439094	2020-01-14 02:54:35.185772	2020-01-14 03:07:51.493251	50.0	61.0	0.002944754821355857	0.05633552250357528	1000.0	0.9996322346420853	0.0	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20265.932608888103	0.0002995953515440202	0.0	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20265.932365439094	0.00029959535709645277	0.0	0.0002655807365439094	0.0001327903682719547	0.00017705382436260624	20265.93285233711	0.0002995953459940894	8	0.00017705382436260624	0.00023607176581680832		
