number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.18726591760299627	2020-03-13 11:42:01.175218	2020-03-13 11:42:44.487470	4.54093920666044	0.07285249643885332	256	0.009920853753294124	256	0.011826875777512019	0.7167031531089617	0.020131086142322098	0.18726591760299627	0.06694756554307116	0.10674157303370786	34.230805243445694	0.08705984044404645	0.020131086142322098	0.18726591760299627	0.06694756554307116	0.10674157303370786	34.230805243445694	0.08705984044404645	2320048141	250	0.020131086142322098	0.18726591760299627	0.06694756554307116	0.10674157303370786	34.230805243445694	0.08705984044404645	0	COMPLETE
1	0.18820224719101122	2020-03-13 11:42:44.503884	2020-03-13 11:43:22.154347	6.803761001161876	0.09201101435825047	256	0.0583095916655196	256	0.003333417409387551	0.8026752146710868	0.021067415730337078	0.18820224719101122	0.06601123595505617	0.10533707865168539	38.475187265917604	0.08511773843472938	0.021067415730337078	0.18820224719101122	0.06601123595505617	0.10533707865168539	38.475187265917604	0.08511773843472938	3606356028	250	0.021067415730337078	0.18820224719101122	0.06601123595505617	0.10533707865168539	38.475187265917604	0.08511773843472938	1	COMPLETE
2	0.16151685393258428	2020-03-13 11:43:22.172209	2020-03-13 11:44:24.562211	5.333728741564917	0.014031777343907922	128	0.001959726748345914	128	0.23708218922536003	0.8139576146140178	0.019194756554307114	0.16151685393258428	0.052434456928838954	0.08380149812734082	39.02434456928839	0.0750709763360126	0.019194756554307114	0.16151685393258428	0.052434456928838954	0.08380149812734082	39.02434456928839	0.0750709763360126	2539899494	300	0.019194756554307114	0.16151685393258428	0.052434456928838954	0.08380149812734082	39.02434456928839	0.0750709763360126	2	COMPLETE
3	0.1750936329588015	2020-03-13 11:44:24.573939	2020-03-13 11:44:52.224404	1.533869626917772	0.034324676555399385	64	0.0370352372522161	256	0.009013485214273182	0.8114226875967985	0.020599250936329586	0.1750936329588015	0.05337078651685393	0.09222846441947566	38.912921348314605	0.07841235704000463	0.020599250936329586	0.1750936329588015	0.05337078651685393	0.09222846441947566	38.912921348314605	0.07841235704000463	2380945787	200	0.020599250936329586	0.1750936329588015	0.05337078651685393	0.09222846441947566	38.912921348314605	0.07841235704000463	3	COMPLETE
4	0.1441947565543071	2020-03-13 11:44:52.236307	2020-03-13 11:45:29.122679	2.6501976141754975	0.03191085401953239	128	0.08985412254431503	256	0.456491127878546	0.8982754516553078	0.01451310861423221	0.1441947565543071	0.040262172284644196	0.07209737827715355	43.304307116104866	0.06628525103110505	0.01451310861423221	0.1441947565543071	0.040262172284644196	0.07209737827715355	43.304307116104866	0.06628525103110505	338270110	250	0.01451310861423221	0.1441947565543071	0.040262172284644196	0.07209737827715355	43.304307116104866	0.06628525103110505	4	COMPLETE
5	0.16104868913857678	2020-03-13 11:45:29.134616	2020-03-13 11:46:57.382076	2.4622978151090353	0.01674375062327636	128	0.013912711777754588	128	0.19079073006406733	0.821777791738831	0.018258426966292134	0.16104868913857678	0.05664794007490637	0.08099250936329588	39.45060861423221	0.07559670717750601	0.018258426966292134	0.16104868913857678	0.05664794007490637	0.08099250936329588	39.45037453183521	0.07559698079807528	4082875131	400	0.018258426966292134	0.16104868913857678	0.05664794007490637	0.08099250936329588	39.450842696629216	0.0755964426776224	5	COMPLETE
6	0.175561797752809	2020-03-13 11:46:57.393951	2020-03-13 11:47:35.970645	1.5049146459516778	0.08390342957678465	64	0.021537037296143688	128	0.19394520242254937	0.7760226766165513	0.018726591760299626	0.175561797752809	0.05852059925093633	0.0997191011235955	37.13061797752809	0.08185296563652282	0.018726591760299626	0.175561797752809	0.05852059925093633	0.0997191011235955	37.13061797752809	0.08185296563652282	653898387	200	0.018726591760299626	0.175561797752809	0.05852059925093633	0.0997191011235955	37.13061797752809	0.08185296563652282	6	COMPLETE
7	0.1647940074906367	2020-03-13 11:47:35.982245	2020-03-13 11:49:00.629630	7.482413928778065	0.012326944944213923	128	0.023435574044626695	256	0.00307472675140994	0.8125585389719432	0.018258426966292134	0.1647940074906367	0.052434456928838954	0.08754681647940075	39.02340823970037	0.076023126608868	0.018258426966292134	0.1647940074906367	0.052434456928838954	0.08754681647940075	39.022940074906366	0.07602353427116212	2990290296	500	0.018258426966292134	0.1647940074906367	0.052434456928838954	0.08754681647940075	39.02387640449438	0.07602273154696687	7	COMPLETE
8	0.13389513108614232	2020-03-13 11:49:00.640946	2020-03-13 11:49:30.739726	4.765309544236867	0.05898088435922477	64	0.09253389643499235	256	0.0028820574378135857	0.8940328310709447	0.01451310861423221	0.13389513108614232	0.04588014981273408	0.07303370786516854	42.92649812734082	0.06618642614061114	0.01451310861423221	0.13389513108614232	0.04588014981273408	0.07303370786516854	42.92649812734082	0.06618642614061114	439943074	200	0.01451310861423221	0.13389513108614232	0.04588014981273408	0.07303370786516854	42.92649812734082	0.06618642614061114	8	COMPLETE
9	0.18820224719101122	2020-03-13 11:49:30.751797	2020-03-13 11:50:47.508772	7.6612218484806025	0.06010118870151172	128	0.014415814087050092	128	0.002236724856324115	0.7348267400902364	0.020131086142322098	0.18820224719101122	0.054775280898876406	0.09363295880149813	35.107677902621724	0.08204826025563926	0.020131086142322098	0.18820224719101122	0.054775280898876406	0.09363295880149813	35.107677902621724	0.08204826025563926	928067863	350	0.020131086142322098	0.18820224719101122	0.054775280898876406	0.09363295880149813	35.107677902621724	0.08204826025563926	9	COMPLETE
10	0.15917602996254682	2020-03-13 11:50:47.520644	2020-03-13 11:51:14.227040	9.54472576757735	0.036719956701608936	256	0.015659322658397482	512	0.599223485821903	0.8370268455530387	0.018726591760299626	0.15917602996254682	0.050093632958801496	0.0852059925093633	40.30383895131086	0.07450539748075179	0.018726591760299626	0.15917602996254682	0.050093632958801496	0.0852059925093633	40.30383895131086	0.07450539748075179	470842906	200	0.018726591760299626	0.15917602996254682	0.050093632958801496	0.0852059925093633	40.30383895131086	0.07450539748075179	10	COMPLETE
