number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301
0	TrialState.COMPLETE	0.0	2020-01-07 18:13:44.606972	2020-01-07 18:58:53.365765	0.902279122607649	5.188370440684157	150.0	30.0	0.010652990258533607	1800.0	0.9817847723981902	0.0	0.0	0.0	0.0	19903.92619068697	0.0001894190782070713	0.0	0.0	0.0	0.0	19903.90793201133	0.0001894195193869043	0.0	0.0	0.0	0.0	19903.944449362607	0.00018941863737821085	0	0.0	0.0			
1	TrialState.COMPLETE	4.426345609065156e-05	2020-01-07 18:58:53.366570	2020-01-07 19:44:33.610447	0.2675170650582839	22.60620864327403	150.0	100.0	0.04595069840118722	500.0	1.04103310529585	0.0	4.426345609065156e-05	0.0	0.0	21105.506196883853	0.00019520207339255923	0.0	4.426345609065156e-05	0.0	0.0	21105.48924398017	0.00019520373453039592	0.0	4.426345609065156e-05	0.0	0.0	21105.523149787536	0.00019520042289893695	1	8.852691218130312e-05	5.901794145420208e-05			
2	TrialState.COMPLETE	0.0	2020-01-07 19:44:33.611407	2020-01-07 20:44:12.928677	0.37718713534524395	28.594386758774366	350.0	70.0	0.033076646062634975	1900.0	1.0541771898594585	0.0	0.0	0.0	0.0	21372.036052584986	0.0001984490891283882	0.0	0.0	0.0	0.0	21372.007524787536	0.00019844984277462386	0.0	0.0	0.0	0.0	21372.064580382437	0.00019844833702154798	2	0.0	0.0			
3	TrialState.COMPLETE	0.00199185552407932	2020-01-07 20:44:12.929634	2020-01-07 21:29:47.430542	0.7000229556507509	4.253764006306167	150.0	40.0	0.03128859419354621	1700.0	0.9590812774560418	0.0006639518413597734	0.00199185552407932	0.0012393767705382436	0.0015049575070821529	19443.98811526204	0.0014143919734216463	0.0006639518413597734	0.00199185552407932	0.0012393767705382436	0.0015049575070821529	19443.970963172804	0.0014143934230929247	0.0006639518413597734	0.00199185552407932	0.0012393767705382436	0.0015049575070821529	19444.005267351276	0.0014143905299915443	3	0.0006196883852691218	0.001534466477809254			
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 21:29:47.431594	2020-01-07 22:15:33.311366	0.7346358329214256	27.42849268786938	150.0	80.0	0.0012972273207152107	800.0	0.9959564173791593	0.0	0.00017705382436260624	0.0	0.0	20190.940421388103	0.00024185561652984684	0.0	0.00017705382436260624	0.0	0.0	20190.921609419263	0.00024185581410788326	0.0	0.00017705382436260624	0.0	0.0	20190.95923335694	0.0002418554190275857	4	0.00017705382436260624	0.00017705382436260624			
5	TrialState.COMPLETE	0.01527721570214488	2020-01-07 22:15:33.312277	2020-01-07 23:40:33.394472	0.5364251145227228	1.2135848228440222	450.0	20.0	0.08063125633697847	1300.0	0.8302857094742058	0.001998178874949413	0.01527721570214488	0.0061462970457304734	0.009434439498178874	16830.755779542695	0.006888854703810641	0.001998178874949413	0.01527721570214488	0.0061462970457304734	0.009434439498178874	16830.73059995953	0.00688885524008058	0.001998178874949413	0.01527721570214488	0.0061462970457304734	0.009434439498178874	16830.78095912586	0.006888854167966363	5			0.014305949008498584	0.014872521246458924	
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-07 23:40:33.395216	2020-01-08 00:17:11.429887	0.6017354087868686	8.01588682196526	450.0	40.0	0.010818124004492762	1800.0	1.0147736650672776	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20572.972932896602	0.0002537161443851577	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20572.941439447593	0.0002537167397328486	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20573.004426345607	0.00025371554952664474	6	0.00017705382436260624	0.00017705382436260624			
7	TrialState.COMPLETE	0.0002655807365439094	2020-01-08 00:17:11.430889	2020-01-08 00:43:25.415585	0.7712575309927122	17.359358639069292	250.0	70.0	0.051079703532877246	1400.0	1.047204194014421	0.0	0.0002655807365439094	0.0	0.0	21230.71140226629	0.000258858057197221	0.0	0.0002655807365439094	0.0	0.0	21230.69099681303	0.00025885827610385424	0.0	0.0002655807365439094	0.0	0.0	21230.731807719545	0.0002588578383715955	7	0.00017705382436260624	0.00023607176581680832			
8	TrialState.COMPLETE	0.014186437677053824	2020-01-08 00:43:25.416310	2020-01-08 02:25:23.672587	0.3613951711833807	2.0808808971754837	450.0	30.0	0.02237707919321958	2000.0	0.9026205411974794	0.0018590651558073655	0.014186437677053824	0.0056657223796034	0.008564978753541076	18297.846029567987	0.006122095388725013	0.0018590651558073655	0.014186437677053824	0.0056657223796034	0.008564978753541076	18297.816195998585	0.00612209613135136	0.0018590651558073655	0.014186437677053824	0.0056657223796034	0.008564978753541076	18297.875863137393	0.006122094647168009	8				0.013013456090651559	0.013683731282881424
