number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.8520599250936329	2020-05-20 08:33:10.051412	2020-05-20 09:12:42.443643	64	0.4088892181678162	450	512	0.08696630476147671	0.12625495330622413	0.2546816479400749	0.8520599250936329	0.5299625468164794	0.6750936329588015	6.042602996254682	0.4384969079815732	0.2546816479400749	0.8520599250936329	0.5299625468164794	0.6750936329588015	6.042602996254682	0.4384969079815732	3412583831		0.2546816479400749	0.8520599250936329	0.5299625468164794	0.6750936329588015	6.042602996254682	0.4384969079815732	10	COMPLETE
11	0.822565543071161	2020-05-20 09:12:42.455502	2020-05-20 09:41:29.420655	128	0.16251952391784333	150	512	0.0010398795262181618	0.1423666402095866	0.23735955056179775	0.822565543071161	0.5112359550561798	0.6512172284644194	6.78932584269663	0.42038461299702956	0.23735955056179775	0.822565543071161	0.5112359550561798	0.6512172284644194	6.78932584269663	0.42038461299702956	2220248465		0.23735955056179775	0.822565543071161	0.5112359550561798	0.6512172284644194	6.78932584269663	0.42038461299702956	11	COMPLETE
12	0.8974719101123596	2020-05-20 09:41:29.432685	2020-05-20 11:27:05.136496	256	0.41401235256212365	300	128	0.23765667293225495	0.10284227074894789	0.34925093632958804	0.8974719101123596	0.6395131086142322	0.7734082397003745	4.926498127340824	0.5304175609891187	0.34925093632958804	0.8974719101123596	0.6395131086142322	0.7734082397003745	4.926498127340824	0.5304175609891187	3805831370	1000.0	0.34925093632958804	0.8974719101123596	0.6395131086142322	0.7734082397003745	4.926498127340824	0.5304175609891187	12	COMPLETE
13	0.8895131086142322	2020-05-20 11:27:05.154393	2020-05-20 11:42:00.798275	64	0.4815606799157489	250	128	0.0010961252542942834	0.10374015427285227	0.31835205992509363	0.8895131086142322	0.6025280898876404	0.7542134831460674	4.962546816479401	0.5026825127346803	0.31835205992509363	0.8895131086142322	0.6025280898876404	0.7542134831460674	4.962546816479401	0.5026825127346803	2756138093	650.0	0.31835205992509363	0.8895131086142322	0.6025280898876404	0.7542134831460674	4.962546816479401	0.5026825127346803	13	COMPLETE
14	0.8745318352059925	2020-05-20 11:42:00.808229	2020-05-20 13:41:18.492690	256	0.3868722429175585	350	256	0.1617913941177001	0.11596654562457476	0.30711610486891383	0.8745318352059925	0.5828651685393258	0.727996254681648	5.551029962546816	0.4882587107234736	0.30711610486891383	0.8745318352059925	0.5828651685393258	0.727996254681648	5.551029962546816	0.4882587107234736	834448045	1000.0	0.30711610486891383	0.8745318352059925	0.5828651685393258	0.727996254681648	5.551029962546816	0.4882587107234736	14	COMPLETE
15	0.8787453183520599	2020-05-20 13:41:18.504378	2020-05-20 14:15:33.307406	256	0.23845655024309573	100	256	0.1602913775892961	0.11215665457030752	0.3038389513108614	0.8787453183520599	0.5795880149812734	0.7223782771535581	5.357677902621723	0.4851259771979381	0.3038389513108614	0.8787453183520599	0.5795880149812734	0.7223782771535581	5.357677902621723	0.4851259771979381	3565387756	950.0	0.3038389513108614	0.8787453183520599	0.5795880149812734	0.7223782771535581	5.357677902621723	0.4851259771979381	15	COMPLETE
16	0.8323970037453183	2020-05-20 14:15:33.319269	2020-05-20 16:05:47.555942	256	0.27800368444839585	300	512	0.10599759908544365	0.132657673959847	0.23127340823970038	0.8323970037453183	0.49719101123595505	0.6493445692883895	6.334269662921348	0.416982178171198	0.23127340823970038	0.8323970037453183	0.49719101123595505	0.6493445692883895	6.334269662921348	0.416982178171198	3784886979		0.23127340823970038	0.8323970037453183	0.49719101123595505	0.6493445692883895	6.334269662921348	0.416982178171198	16	COMPLETE
17	0.8824906367041199	2020-05-20 16:05:47.567679	2020-05-20 18:09:38.259965	256	0.18686657825608913	450	128	0.012526428750754886	0.11010263981175529	0.3146067415730337	0.8824906367041199	0.6123595505617978	0.7382958801498127	5.256086142322097	0.49844084890202495	0.3146067415730337	0.8824906367041199	0.6123595505617978	0.7382958801498127	5.256086142322097	0.49844084890202495	2869040537	850.0	0.3146067415730337	0.8824906367041199	0.6123595505617978	0.7382958801498127	5.256086142322097	0.49844084890202495	17	COMPLETE
18	0.8895131086142322	2020-05-20 18:09:38.271741	2020-05-20 18:49:29.518148	64	0.43797608549604006	450	256	0.45598869936287706	0.1089544325512363	0.3103932584269663	0.8895131086142322	0.598314606741573	0.7490636704119851	5.209737827715355	0.4952193793396481	0.3103932584269663	0.8895131086142322	0.598314606741573	0.7490636704119851	5.209737827715355	0.4952193793396481	2377113368		0.3103932584269663	0.8895131086142322	0.598314606741573	0.7490636704119851	5.209737827715355	0.4952193793396481	18	COMPLETE
19	0.846441947565543	2020-05-20 18:49:29.529917	2020-05-20 19:15:54.265250	256	0.4276434434869302	100	256	0.017710743370467227	0.13558524271494218	0.2705992509363296	0.846441947565543	0.5449438202247191	0.6849250936329588	6.450374531835206	0.4503848106409003	0.2705992509363296	0.846441947565543	0.5449438202247191	0.6849250936329588	6.450374531835206	0.4503848106409003	1702109504	750.0	0.2705992509363296	0.846441947565543	0.5449438202247191	0.6849250936329588	6.450374531835206	0.4503848106409003	19	COMPLETE
20	0.9110486891385767	2020-05-20 19:15:54.276922	2020-05-20 20:33:00.426156	128	0.4639773059848631	450	256	0.10556107740702073	0.09494008286594507	0.324438202247191	0.9110486891385767	0.6310861423220974	0.7729400749063671	4.542602996254682	0.5161803968825655	0.324438202247191	0.9110486891385767	0.6310861423220974	0.7729400749063671	4.542602996254682	0.5161803968825655	846525723		0.324438202247191	0.9110486891385767	0.6310861423220974	0.7729400749063671	4.542602996254682	0.5161803968825655	20	COMPLETE
21	0.827247191011236	2020-05-20 20:33:00.441263	2020-05-20 23:06:22.205104	256	0.4454261194811787	450	512	0.0654414484711327	0.1388042808086559	0.25280898876404495	0.827247191011236	0.5065543071161048	0.650749063670412	6.62687265917603	0.4295110654373331	0.25280898876404495	0.827247191011236	0.5065543071161048	0.650749063670412	6.62687265917603	0.4295110654373331	503661297		0.25280898876404495	0.827247191011236	0.5065543071161048	0.650749063670412	6.62687265917603	0.4295110654373331	21	COMPLETE
22	0.22237827715355804	2020-05-20 23:06:22.216967	2020-05-20 23:09:56.884531	64	0.27460724383935997	50	512	0.0030092183686849998	0.661257280314111	0.02247191011235955	0.22237827715355804	0.06694756554307116	0.10767790262172285	31.376404494382022	0.09380684063035143	0.02247191011235955	0.22237827715355804	0.06694756554307116	0.10767790262172285	31.376404494382022	0.09380684063035143	1147187167	550.0	0.02247191011235955	0.22237827715355804	0.06694756554307116	0.10767790262172285	31.376404494382022	0.09380684063035143	22	COMPLETE
23	0.8909176029962547	2020-05-20 23:09:56.894793	2020-05-20 23:19:37.779992	64	0.14094924349832982	50	128	0.5694683580141547	0.10654613640759322	0.32209737827715357	0.8909176029962547	0.6067415730337079	0.7443820224719101	5.089887640449438	0.5036051923948263	0.32209737827715357	0.8909176029962547	0.6067415730337079	0.7443820224719101	5.089887640449438	0.5036051923948263	719371712		0.32209737827715357	0.8909176029962547	0.6067415730337079	0.7443820224719101	5.089887640449438	0.5036051923948263	23	COMPLETE
24	0.8937265917602997	2020-05-20 23:19:37.791783	2020-05-20 23:36:20.046260	64	0.42430001800526973	200	128	0.028408338452135605	0.10855254487043825	0.3295880149812734	0.8937265917602997	0.6334269662921348	0.7504681647940075	5.180243445692884	0.5164709944232954	0.3295880149812734	0.8937265917602997	0.6334269662921348	0.7504681647940075	5.180243445692884	0.5164709944232954	240512155	850.0	0.3295880149812734	0.8937265917602997	0.6334269662921348	0.7504681647940075	5.180243445692884	0.5164709944232954	24	COMPLETE
25	0.2200374531835206	2020-05-20 23:36:20.058379	2020-05-21 00:09:31.856471	256	0.3326616232787463	250	512	0.18498067811907137	0.6758352361064864	0.02294007490636704	0.2200374531835206	0.06554307116104868	0.10720973782771535	32.09597378277154	0.0932772379057453	0.02294007490636704	0.2200374531835206	0.06554307116104868	0.10720973782771535	32.09597378277154	0.0932772379057453	948903190	400.0	0.02294007490636704	0.2200374531835206	0.06554307116104868	0.10720973782771535	32.09597378277154	0.0932772379057453	25	COMPLETE
26	0.901685393258427	2020-05-21 00:09:31.868107	2020-05-21 00:31:05.872810	128	0.2419637295403322	100	128	0.004109218639068167	0.09935916079232672	0.34269662921348315	0.901685393258427	0.6376404494382022	0.7635767790262172	4.760767790262173	0.5249031746544839	0.34269662921348315	0.901685393258427	0.6376404494382022	0.7635767790262172	4.760767790262173	0.5249031746544839	3016218622		0.34269662921348315	0.901685393258427	0.6376404494382022	0.7635767790262172	4.760767790262173	0.5249031746544839	26	COMPLETE
27	0.24719101123595505	2020-05-21 00:31:05.884519	2020-05-21 01:04:38.883626	256	0.44374981537241287	150	256	0.7317581953386052	0.6324433953804749	0.028089887640449437	0.24719101123595505	0.07350187265917603	0.12219101123595505	30.044007490636705	0.10204734701622548	0.028089887640449437	0.24719101123595505	0.07350187265917603	0.12219101123595505	30.044007490636705	0.10204734701622548	1037716052	650.0	0.028089887640449437	0.24719101123595505	0.07350187265917603	0.12219101123595505	30.044007490636705	0.10204734701622548	27	COMPLETE
28	0.8806179775280899	2020-05-21 01:04:38.895332	2020-05-21 01:43:12.445144	128	0.10817582607473751	400	128	0.4480066425677869	0.11751593603170041	0.31788389513108617	0.8806179775280899	0.5978464419475655	0.7359550561797753	5.624063670411985	0.4970721730599851	0.31788389513108617	0.8806179775280899	0.5978464419475655	0.7359550561797753	5.624063670411985	0.4970721730599851	1110037685	600.0	0.31788389513108617	0.8806179775280899	0.5978464419475655	0.7359550561797753	5.624063670411985	0.4970721730599851	28	COMPLETE
