number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
33	0.5107677902621723	2020-05-16 03:24:47.972035	2020-05-16 03:54:41.891034	0.41308998953443543	20.034745812164648	256	0.05894724243533017	0.18189883899369635	52	0.45626748311810617	88	0.00631053470301162	256	0.37665053739644977	0.10861423220973783	0.5107677902621723	0.27247191011235955	0.375936329588015	18.10299625468165	0.2387718404034878	0.10861423220973783	0.5107677902621723	0.27247191011235955	0.375936329588015	18.10299625468165	0.2387718404034878		4040365240.0	200.0	0.10861423220973783	0.5107677902621723	0.27247191011235955	0.375936329588015	18.10299625468165	0.2387718404034878	33		COMPLETE
34	0.09269662921348315	2020-05-16 03:54:42.036468	2020-05-16 03:58:41.736504	0.2027747072092661	19.094372065339464	128	0.10358953823139955	0.4478551614407765	39	0.35989793600444003	27	0.025942503084342827	128	1.019201973137491	0.006086142322097378	0.09269662921348315	0.02153558052434457	0.042134831460674156	49.217696629213485	0.04743079221384451	0.009831460674157303	0.10065543071161048	0.02949438202247191	0.05056179775280899	48.173689138576776	0.05246673372560442		2615556531.0	150.0	0.006086142322097378	0.08895131086142322	0.019194756554307114	0.03932584269662921	50.26170411985019	0.044806889687902376	34		COMPLETE
35	0.1891385767790262	2020-05-16 03:58:41.853632	2020-05-16 04:14:16.830171	0.21147132255915305	5.918963957719305	128	0.28952227334767655	0.2739965914645573	49	0.28962872074245816	88	0.0026092453530356975	256	0.750986788935492	0.014044943820224719	0.1891385767790262	0.056179775280898875	0.09597378277153558	36.33824906367041	0.07814439949435491	0.014044943820224719	0.20365168539325842	0.056179775280898875	0.09597378277153558	33.18586142322097	0.08230683460038322		2797128405.0	200.0	0.014044943820224719	0.1891385767790262	0.056179775280898875	0.09597378277153558	39.49063670411985	0.07700128351532583	35		COMPLETE
36	0.7275280898876404	2020-05-16 04:14:16.992618	2020-05-16 04:30:15.000131	0.7628755238445216	14.082334379078954	256	0.48668530139944427	0.11863642538936009	61	0.4239396082663933	37	0.0010395520154547742	128	0.18492636733168688	0.23829588014981273	0.7275280898876404	0.4789325842696629	0.5978464419475655	8.860486891385769	0.4000292234500581	0.23829588014981273	0.7275280898876404	0.4789325842696629	0.5978464419475655	8.860486891385769	0.4000292234500581		3825745678.0	200.0	0.23829588014981273	0.7275280898876404	0.4789325842696629	0.5978464419475655	8.860486891385769	0.4000292234500581	36		COMPLETE
37	0.20224719101123595	2020-05-16 04:30:15.100826	2020-05-16 04:46:42.130948	0.32682954636969885	23.472928068472378	128	0.1157954011160372	0.45959778850415384	43	0.48972134147713536	39	0.02150230670682995	256	0.7891089011111021	0.032303370786516857	0.20224719101123595	0.06835205992509363	0.1104868913857678	38.034176029962545	0.09486392402475839	0.032303370786516857	0.20224719101123595	0.06835205992509363	0.1104868913857678	38.034176029962545	0.09486392402475839		2183226692.0	400.0	0.032303370786516857	0.20224719101123595	0.06835205992509363	0.1104868913857678	38.034176029962545	0.09486392402475839	37		COMPLETE
38	0.38108614232209737	2020-05-16 04:46:42.237983	2020-05-16 04:56:27.726018	0.7145461350618898	29.07541175654928	64	0.21351034528928714	0.14392547603554062	57	0.1778104998717136	68	0.0025358572020218193	256	0.41992422436583743	0.04728464419475655	0.38108614232209737	0.14653558052434457	0.2209737827715356	20.21582397003745	0.1534188671512818	0.04728464419475655	0.38108614232209737	0.14653558052434457	0.2209737827715356	19.9873595505618	0.1535311796973367		582178259.0	250.0	0.04728464419475655	0.38108614232209737	0.14653558052434457	0.2209737827715356	20.44428838951311	0.1533463660271459	38		COMPLETE
39	0.24391385767790263	2020-05-16 04:56:27.812694	2020-05-16 05:04:16.790465	0.44567353498490003	11.133282907755392	64	0.36310957286871937	0.000863772921934125	44	0.342265592053201	72	0.014222243264671744	128	0.5149211729144196	0.03089887640449438	0.24391385767790263	0.06788389513108614	0.11657303370786516	24.921582397003746	0.10520838738607821	0.03464419475655431	0.2542134831460674	0.07631086142322098	0.1254681647940075	23.4311797752809	0.11211439019363116		4258957755.0	200.0	0.03089887640449438	0.24344569288389514	0.06788389513108614	0.11657303370786516	26.411985018726593	0.10455517177910205	39		COMPLETE
40	0.8792134831460674	2020-05-16 05:04:16.869721	2020-05-16 05:09:07.624070	0.5487029903434988	6.003490603888049	256	0.3045752803732632	0.30091041613121955	17	0.21773302588190574	25	0.00652768316436784	256	0.10912767921187234	0.31086142322097376	0.8792134831460674	0.6264044943820225	0.7425093632958801	5.264044943820225	0.5013640077792676	0.31086142322097376	0.8792134831460674	0.6264044943820225	0.7425093632958801	5.264044943820225	0.5013640077792676		1774388245.0	200.0	0.31086142322097376	0.8792134831460674	0.6264044943820225	0.7425093632958801	5.264044943820225	0.5013640077792676	40		COMPLETE
41	0.14934456928838952	2020-05-16 05:09:07.747153	2020-05-16 05:25:34.733255	0.11277609687845293	17.230500893208774	256	0.19240711934792626	0.04896820849224959	22	0.20973066410606195	94	0.05693958014134784	512	0.8200108377264694	0.016853932584269662	0.14934456928838952	0.041666666666666664	0.07865168539325842	39.477059925093634	0.07099735053687345	0.016853932584269662	0.14934456928838952	0.041666666666666664	0.07865168539325842	39.47659176029963	0.07099767924654575		1808839168.0	200.0	0.016853932584269662	0.14934456928838952	0.041666666666666664	0.07865168539325842	39.47752808988764	0.07099703036949237	41		COMPLETE
42	0.5313670411985019	2020-05-16 05:25:34.831308	2020-05-16 05:33:54.150677	0.1866947511132866	19.45105455584476	128	0.3249532325559623	0.018312723105444795	35	0.28211509465704476	55	0.011751463220148209	512	0.2959059868208464	0.06835205992509363	0.5313670411985019	0.22237827715355804	0.3309925093632959	14.288389513108614	0.20853470645897304	0.06835205992509363	0.5327715355805244	0.22237827715355804	0.33146067415730335	14.125	0.2088852115353006		848108896.0	200.0	0.06835205992509363	0.5308988764044944	0.22237827715355804	0.3309925093632959	14.451779026217228	0.20836387005922566	42		COMPLETE
43		2020-05-16 05:33:54.244387	2020-05-16 05:33:56.598416	0.9254999000123494	2.4939394699251762	128	0.3106985985667104	0.37132855733591125	57	0.3749967194451001	95	0.027518274881879724	512														The current model can't be trained on this hardware with these parameters.									43	Setting status of trial#43 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
44	0.4934456928838951	2020-05-16 05:33:56.674389	2020-05-16 05:42:14.780752	0.6849071421718962	21.664234613369175	64	0.021934011932192743	0.11563152452735664	45	0.24931863926743453	79	0.002855171694168727	128	0.31344792866741034	0.04868913857677903	0.4934456928838951	0.17696629213483145	0.2893258426966292	15.160580524344569	0.1804621672691758	0.04868913857677903	0.4934456928838951	0.17696629213483145	0.2893258426966292	15.160580524344569	0.1804621672691758		3056484393.0	200.0	0.04868913857677903	0.4934456928838951	0.17696629213483145	0.2893258426966292	15.160580524344569	0.1804621672691758	44		COMPLETE
