number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
45	TrialState.COMPLETE	0.017174220963172806	2019-12-26 04:54:59.648273	2019-12-26 04:59:38.712014	0.6983332582433146	3.8337450876522707	250.0	2	10.0	0.08635895746903102	1500.0	0.8956654568455701	0.004160764872521246	0.017174220963172806	0.008365793201133145	0.011862606232294617	18157.43796476629	0.008897066622419736	0.004160764872521246	0.017174220963172806	0.008365793201133145	0.011862606232294617	18157.424663597732	0.008897067254065147	0.004160764872521246	0.017174220963172806	0.008365793201133145	0.011862606232294617	18157.451265934844	0.008897065992334531	45	0.01788243626062323	0.017410292728989613																						
46	TrialState.COMPLETE	0.024566218130311616	2019-12-26 04:59:38.712841	2019-12-26 05:04:12.634905	0.790891375294127	18.45371921016772	250.0	1	30.0	0.07945639946936334	900.0	1.0426251835662141	0.000708215297450425	0.024566218130311616	0.020582507082152975	0.022530099150141644	21137.653262216714	0.011478389732277664	0.000708215297450425	0.024566218130311616	0.020582507082152975	0.022530099150141644	21137.640580736545	0.011478390406069194	0.000708215297450425	0.024566218130311616	0.020582507082152975	0.022530099150141644	21137.665943696884	0.011478389059788105	46	0.02328257790368272	0.02413833805476865																						
47	TrialState.COMPLETE	0.015403682719546742	2019-12-26 05:04:12.635733	2019-12-26 05:09:30.874995	0.6895228891412728	10.46377174570401	350.0	2	20.0	0.04900242798940043	1200.0	0.9004721668959579	0.0033640226628895184	0.015403682719546742	0.007170679886685552	0.010047804532577904	18254.551677584986	0.0075577681769139066	0.0033640226628895184	0.015403682719546742	0.007170679886685552	0.010047804532577904	18254.516554532576	0.007557797442119455	0.0033640226628895184	0.015403682719546742	0.007170679886685552	0.010047804532577904	18254.586800637393	0.007557739511643942	47	0.014695467422096316	0.015167610953729933																						
48	TrialState.COMPLETE	0.013190509915014165	2019-12-26 05:09:30.875831	2019-12-26 05:13:54.626256	0.6522026331594352	17.03334026634105	150.0	2	30.0	0.050874466966607024	1700.0	0.9072675182662839	0.0022574362606232294	0.013190509915014165	0.007347733711048158	0.00911827195467422	18392.43254249292	0.00646798739259549	0.0022574362606232294	0.013234773371104815	0.007347733711048158	0.00911827195467422	18392.364598087817	0.006468241099717325	0.0022574362606232294	0.013190509915014165	0.007347733711048158	0.00911827195467422	18392.500486898018	0.0064677535668998835	48	0.012924929178470254	0.013101983002832862																						
49	TrialState.COMPLETE	0.013677407932011332	2019-12-26 05:13:54.627094	2019-12-26 05:18:37.037505	0.7203893559055121	11.386894424864964	250.0	2	50.0	0.04665916052389953	1600.0	0.8933435936982783	0.0020361189801699716	0.013677407932011332	0.005311614730878187	0.008764164305949009	18110.01075601983	0.006255629731327816	0.0020361189801699716	0.013677407932011332	0.005311614730878187	0.008764164305949009	18109.97215828612	0.006255670735976082	0.0020361189801699716	0.013677407932011332	0.005311614730878187	0.008764164305949009	18110.04935375354	0.006255589585599858	49	0.012836402266288951	0.013397072710103871																						
50	TrialState.COMPLETE	0.33251640077530936	2019-12-26 05:18:37.038371	2019-12-26 05:52:16.120544	0.8586528484385296	17.163972225202038	50.0	1	30.0	0.004838742024130555	1200.0	0.12356678016950687	0.01567392276725809	0.33251640077530936	0.15854704040554646	0.23602206649768898	2504.5489647010586	0.11874576621170457	0.01567392276725809	0.33251640077530936	0.15854704040554646	0.23602206649768898	2504.546676979275	0.1187457731297824	0.01567392276725809	0.33251640077530936	0.15854704040554646	0.23602206649768898	2504.551252422842	0.1187457593754316	50																0.33124687552074655	0.3319169027384325							
51	TrialState.COMPLETE	0.01336756373937677	2019-12-26 05:52:16.121407	2019-12-26 05:58:26.412061	0.58756545569625	9.255031163519723	450.0	2	60.0	0.017250881291804514	1200.0	0.8956572154708724	0.0032312322946175635	0.01336756373937677	0.006595254957507082	0.009339589235127479	18156.96237606232	0.007677490184510465	0.0032312322946175635	0.01336756373937677	0.006595254957507082	0.009339589235127479	18156.920812677054	0.007677559057551184	0.0032312322946175635	0.01336756373937677	0.006595254957507082	0.009339589235127479	18157.003939447593	0.007677424141287262	51	0.012924929178470254	0.013220018885741265																						
52	TrialState.COMPLETE	0.2662577070488252	2019-12-26 05:58:26.412898	2019-12-26 06:29:00.939138	0.58491524014486	17.748954619967126	150.0	1	90.0	0.006839799348521507	2000.0	0.19020848880135807	0.0036660556573904347	0.2662577070488252	0.15137060489918347	0.20351816363939343	3855.800455132478	0.09815549050643328	0.0036660556573904347	0.2662577070488252	0.15137060489918347	0.20351816363939343	3855.7970963172806	0.09815549446057495	0.0036660556573904347	0.2662577070488252	0.15137060489918347	0.20351816363939343	3855.8038139476753	0.09815548659768404	52														0.2649551463644948	0.2656471317280453									
53	TrialState.COMPLETE	0.015625	2019-12-26 06:29:00.939967	2019-12-26 06:33:24.930235	0.9824732088613058	25.89444729044203	150.0	2	50.0	0.01615729436799762	500.0	0.9667037351134509	0.003718130311614731	0.015625	0.007303470254957507	0.010092067988668555	19597.334698123228	0.007854784059613214	0.003718130311614731	0.015625	0.007303470254957507	0.010092067988668555	19597.272353045326	0.007855124771608638	0.003718130311614731	0.015625	0.007303470254957507	0.010092067988668555	19597.397043201134	0.007854460637128786	53	0.01566926345609065	0.01563975448536355																						
54	TrialState.COMPLETE	0.05367260218535006	2019-12-26 06:33:24.931055	2019-12-26 06:43:47.646704	0.8480548890160222	1.5435698947107936	50.0	2	80.0	0.031214274979575483	1700.0	0.4717999352819794	0.007537434237150951	0.05367260218535006	0.029745042492917848	0.03862302711452853	9564.83975364225	0.024725240085855953	0.007537434237150951	0.05367260218535006	0.029745042492917848	0.03862302711452853	9564.835744637798	0.024725248292359725	0.007537434237150951	0.05367260218535006	0.029745042492917848	0.03862302711452853	9564.843762646702	0.02472523207066727	54				0.05389518413597734	0.05376534466477809																			
55	TrialState.COMPLETE	0.02897780925401322	2019-12-26 06:43:47.647546	2019-12-26 06:52:32.232915	0.6286340002557554	5.682931789857221	150.0	2	100.0	0.016659536738816556	1200.0	0.8103077368835676	0.0062263928234183195	0.02897780925401322	0.01363314447592068	0.018944759206798868	16426.826103635503	0.013844557300424169	0.0062263928234183195	0.02897780925401322	0.01363314447592068	0.018944759206798868	16426.807926109537	0.013844561425428333	0.0062263928234183195	0.02897780925401322	0.01363314447592068	0.018944759206798868	16426.844281161473	0.013844553214500845	55			0.027177762039660058	0.028257790368271956																				
56	TrialState.COMPLETE	0.45776745542409597	2019-12-26 06:52:32.233760	2019-12-26 07:25:47.740659	0.1446160256943158	22.182557630415353	150.0	1	90.0	0.0018952088587110868	800.0	0.11718931940745075	0.011758456923846026	0.45776745542409597	0.29155557407098814	0.37345859023496086	2375.123250291618	0.17631646735734702	0.011758456923846026	0.45776745542409597	0.291565989001833	0.37345859023496086	2375.1208027828693	0.17631696690084409	0.011758456923846026	0.45776745542409597	0.29155557407098814	0.37345859023496086	2375.1256978003667	0.17631609185236274	56																								
57	TrialState.COMPLETE	0.24229011073911924	2019-12-26 07:25:47.741499	2019-12-26 07:45:47.944356	0.36645723959376153	9.316314076057889	50.0	1	90.0	0.011219558021222797	500.0	0.17011720659712684	0.005424285346381664	0.24229011073911924	0.12895956734483646	0.1762651300540819	3448.5288919649756	0.08887673332206447	0.005424285346381664	0.24229011073911924	0.12895956734483646	0.1762651300540819	3448.526976564512	0.08887675673771801	0.005424285346381664	0.24229011073911924	0.12895956734483646	0.1762651300540819	3448.530807365439	0.08887671072789842	57																								
58	TrialState.COMPLETE	0.01566926345609065	2019-12-26 07:45:47.945197	2019-12-26 07:50:41.696194	0.5235536831336152	29.00963168190322	250.0	2	100.0	0.017077133577652556	500.0	0.9499065505510335	0.004160764872521246	0.01566926345609065	0.006373937677053824	0.010003541076487252	19256.508919086402	0.007918416339042465	0.004160764872521246	0.015713526912181305	0.006373937677053824	0.010003541076487252	19256.440642705384	0.007923668335679443	0.004160764872521246	0.01566926345609065	0.006373937677053824	0.010003541076487252	19256.577195467424	0.00791471382403449	58	0.017351274787535412	0.016229933899905572																						
59	TrialState.COMPLETE	0.031382790368271955	2019-12-26 07:50:41.697020	2019-12-26 07:56:29.221091	0.8730781889412601	16.57244462326424	350.0	1	100.0	0.009856900132084928	1700.0	0.8489933281177243	0.000708215297450425	0.031382790368271955	0.01925460339943343	0.024035056657223795	17209.817988668554	0.013170888874130555	0.000708215297450425	0.031382790368271955	0.01925460339943343	0.024035056657223795	17209.8059490085	0.01317090693282735	0.000708215297450425	0.031382790368271955	0.01925460339943343	0.024035056657223795	17209.83002832861	0.013170871310370001	59	0.03868626062322946	0.03381728045325779																						
60	TrialState.COMPLETE	0.2812795089707271	2019-12-26 07:56:29.221925	2019-12-26 08:29:06.977508	0.10438147826769667	20.321465748695726	150.0	1	20.0	0.005373658792859963	1300.0	0.1560083319666666	0.004111583254642745	0.2812795089707271	0.15531554926030847	0.21257278879446018	3162.2995603163363	0.10266216151996317	0.004111583254642745	0.2812795089707271	0.15531554926030847	0.21258262511803588	3162.2966340100725	0.10266235128144587	0.004111583254642745	0.2812795089707271	0.15531554926030847	0.21257278879446018	3162.3024866226	0.10266200180953103	60															0.2802098087818697	0.2807761206465589								
61	TrialState.COMPLETE	0.2958451369216242	2019-12-26 08:29:06.978399	2019-12-26 08:55:38.285849	0.16112459006537264	4.333904863464259	150.0	1	50.0	0.0022885523273374004	1500.0	0.09409916333352639	0.0066100094428706326	0.2958451369216242	0.1493271954674221	0.21277148253068934	1907.1487724268177	0.10604020332829618	0.0066100094428706326	0.2958451369216242	0.1493271954674221	0.21277148253068934	1907.14813503305	0.10604020656790153	0.0066100094428706326	0.2958451369216242	0.1493271954674221	0.21277148253068934	1907.1494098205856	0.10604020015252032	61												0.2951078666376117	0.2955028328611898											
62	TrialState.COMPLETE	0.09452903682719546	2019-12-26 08:55:38.286891	2019-12-26 09:12:40.813583	0.5675764373108562	3.3019739687381846	150.0	2	70.0	0.003776375145997975	2000.0	0.4524028649908423	0.014252832861189802	0.09452903682719546	0.039837110481586405	0.05963172804532578	9168.857436260623	0.04130796827190355	0.014252832861189802	0.09452903682719546	0.03985481586402266	0.05963172804532578	9168.853381728046	0.04130888346157132	0.014252832861189802	0.09452903682719546	0.039837110481586405	0.05963172804532578	9168.8614907932	0.04130726734918234	62							0.09403771246458924	0.09431067044381491																
63	TrialState.COMPLETE	0.01960871104815864	2019-12-26 09:12:40.814639	2019-12-26 09:16:55.063511	0.43812167591475903	2.040290530885758	50.0	2	10.0	0.07610292176215247	2000.0	0.8765211100662145	0.004116501416430595	0.01960871104815864	0.009383852691218131	0.013190509915014165	17769.291032223795	0.009706435162305219	0.004116501416430595	0.01960871104815864	0.009383852691218131	0.013190509915014165	17769.28474681303	0.00970645527452205	0.004116501416430595	0.01960871104815864	0.009383852691218131	0.013190509915014165	17769.297317634562	0.009706415638961867	63	0.021157932011331444	0.02012511803588291																						
64	TrialState.COMPLETE	0.031117209631728045	2019-12-26 09:16:55.064359	2019-12-26 09:21:35.137552	0.6874371094334958	10.376205313943599	250.0	1	60.0	0.01786257791581256	1000.0	1.0293887306134213	0.000708215297450425	0.031117209631728045	0.024920325779036828	0.027974504249291786	20868.82199451133	0.014237384515759389	0.000708215297450425	0.031117209631728045	0.024920325779036828	0.027974504249291786	20868.80833923513	0.014237384984521435	0.000708215297450425	0.031117209631728045	0.024920325779036828	0.027974504249291786	20868.835649787536	0.014237384047904235	64	0.03213526912181303	0.03145656279508971																						
65	TrialState.COMPLETE	0.01823654390934844	2019-12-26 09:21:35.138610	2019-12-26 09:38:44.106973	0.18897193891114106	10.734596844918723	450.0	2	30.0	0.0010290436206397762	700.0	0.917975168128683	0.004382082152974504	0.01823654390934844	0.00723707507082153	0.010446175637393768	18609.52788597734	0.009206905724678137	0.004382082152974504	0.01823654390934844	0.00723707507082153	0.010446175637393768	18609.485702903683	0.00920919134325657	0.004382082152974504	0.01823654390934844	0.00723707507082153	0.010446175637393768	18609.57006905099	0.009205360412770423	65					0.017292256846081207	0.017831849453662486																		
66	TrialState.COMPLETE	0.017705382436260624	2019-12-26 09:38:44.108059	2019-12-26 09:44:37.409226	0.7561758712641087	26.301900963418408	450.0	2	30.0	0.010051153615198276	1200.0	0.9550626176840111	0.005090297450424929	0.017705382436260624	0.008985481586402267	0.011818342776203966	19361.31520007082	0.009483268560982102	0.005178824362606233	0.017705382436260624	0.008985481586402267	0.011818342776203966	19361.25239022663	0.009512956581108309	0.005090297450424929	0.017705382436260624	0.008985481586402267	0.011818342776203966	19361.378009915014	0.00946834211849404	66	0.01593484419263456	0.0171152030217186																						
67	TrialState.COMPLETE	0.012836402266288951	2019-12-26 09:44:37.410051	2019-12-26 09:48:46.214654	0.3808769337229341	28.3608621520532	150.0	2	70.0	0.028921848198878355	1500.0	0.9421438774515634	0.00199185552407932	0.012836402266288951	0.005046033994334277	0.007524787535410765	19099.473884560906	0.005870486617753672	0.00199185552407932	0.012836402266288951	0.005046033994334277	0.007524787535410765	19099.40474504249	0.005870827149683116	0.00199185552407932	0.012836402266288951	0.005046033994334277	0.007524787535410765	19099.54302407932	0.0058701610042844335	67	0.012039660056657223	0.012570821529745042																						
68	TrialState.COMPLETE	0.38581390281107	2019-12-26 09:48:46.215709	2019-12-26 10:19:43.401031	0.22461861145157375	6.410347194583018	350.0	1	60.0	0.0011662761821682945	600.0	0.0994796027559851	0.007735890172150795	0.38581390281107	0.22363259969492263	0.2993707779472652	2016.1730837328394	0.14274971738463965	0.007735890172150795	0.38581390281107	0.22363259969492263	0.2993707779472652	2016.1715787753324	0.14274971840862397	0.007735890172150795	0.38581390281107	0.22363259969492263	0.2993707779472652	2016.1745886903466	0.1427497163687852	68																								
69	TrialState.COMPLETE	0.01925460339943343	2019-12-26 10:19:43.402092	2019-12-26 10:25:36.086284	0.6072302531367979	12.003535797376907	450.0	2	20.0	0.004569509145354022	1900.0	0.888793884880948	0.004736189801699717	0.01925460339943343	0.008454320113314448	0.0113314447592068	18017.572171565156	0.010197229817689208	0.004736189801699717	0.01925460339943343	0.008454320113314448	0.0113314447592068	18017.52695644476	0.01019725365554041	0.004736189801699717	0.01925460339943343	0.008454320113314448	0.0113314447592068	18017.617386685553	0.01019720628914518	69	0.01814801699716714	0.018885741265344664																						
70	TrialState.COMPLETE	0.016598796033994334	2019-12-26 10:25:36.087181	2019-12-26 10:30:55.355533	0.8483833478165762	26.983680403994228	350.0	2	30.0	0.010211048541348605	800.0	0.9662698940076444	0.004116501416430595	0.016598796033994334	0.00907400849858357	0.012172450424929178	19588.726208392352	0.008718547164190928	0.004116501416430595	0.016598796033994334	0.00907400849858357	0.012172450424929178	19588.664350212464	0.008719247503485787	0.004116501416430595	0.016598796033994334	0.00907400849858357	0.012172450424929178	19588.788066572237	0.00871793388916537	70	0.016023371104815862	0.016406987724268178																						
71	TrialState.COMPLETE	0.42458276881389334	2019-12-26 10:30:55.356562	2019-12-26 11:14:26.580010	0.23518264441302678	19.321837222281374	50.0	1	100.0	0.0010150538727225346	1600.0	0.13416488141445645	0.02521092499076241	0.42458276881389334	0.2451656607956645	0.33637917231186104	2719.2762232109867	0.1623924557803192	0.02521092499076241	0.42458276881389334	0.2451656607956645	0.33637917231186104	2719.273655930533	0.16239326835971654	0.02521092499076241	0.42458276881389334	0.2451656607956645	0.33637917231186104	2719.27879049144	0.1623919026586884	71																				0.4228972750573317	0.423778328611898			
72	TrialState.COMPLETE	0.03890757790368272	2019-12-26 11:14:26.581042	2019-12-26 11:19:04.453471	0.6729838967164635	12.530954039922591	250.0	1	40.0	0.02462689656189799	1900.0	1.0925835467942497	0.000708215297450425	0.03890757790368272	0.032400849858356943	0.035720609065155805	22150.545923335692	0.017856516357365557	0.000708215297450425	0.03890757790368272	0.032400849858356943	0.035720609065155805	22150.534923866857	0.017856516603071478	0.000708215297450425	0.03890757790368272	0.032400849858356943	0.035720609065155805	22150.55692280453	0.017856516111843513	72	0.04010269121813031	0.039305949008498584																						
73	TrialState.COMPLETE	0.022264518413597733	2019-12-26 11:19:04.454582	2019-12-26 11:23:30.142373	0.9028942223285985	9.583390598081857	150.0	2	30.0	0.006507693713330186	1600.0	0.8000095038440187	0.005267351274787536	0.022264518413597733	0.010136331444759207	0.013810198300283285	16217.192103399433	0.01142170266834999	0.005267351274787536	0.022264518413597733	0.010136331444759207	0.013810198300283285	16217.149389164306	0.011422852303756366	0.005267351274787536	0.022264518413597733	0.010136331444759207	0.013810198300283285	16217.23481763456	0.011420715461917082	73	0.02044971671388102	0.02165958451369216																						
74	TrialState.COMPLETE	0.4388531970861999	2019-12-26 11:23:30.143373	2019-12-26 11:49:39.841681	0.7325308889066123	13.589579464110525	250.0	1	30.0	0.0023812516403381783	900.0	0.10173586450971249	0.003553723188992311	0.4388531970861999	0.28130058680696074	0.3600895386483205	2061.890087515176	0.16573793012717983	0.003553723188992311	0.4388531970861999	0.28130058680696074	0.3600895386483205	2061.887684641845	0.16573793050204058	0.003553723188992311	0.4388531970861999	0.28130058680696074	0.3600895386483205	2061.8924903885068	0.1657379297535647	74											0.43807542492917845	0.4384942253214208												
75	TrialState.COMPLETE	0.012712464589235127	2019-12-26 11:49:39.842700	2019-12-26 11:56:14.510629	0.2301674739454654	25.055037168348363	150.0	2	50.0	0.06020699970552839	500.0	0.9075679678601175	0.0024079320113314447	0.012712464589235127	0.005488668555240793	0.008711048158640227	18398.611720963174	0.0060123811663130855	0.0024079320113314447	0.01278328611898017	0.005488668555240793	0.008711048158640227	18398.529461756374	0.0060129104878526045	0.0024079320113314447	0.012712464589235127	0.005488668555240793	0.008711048158640227	18398.69398016997	0.006011890484955586	75		0.011980642115203022	0.012438031161473087																					
76	TrialState.COMPLETE	0.11084931357594247	2019-12-26 11:56:14.511637	2019-12-26 12:18:47.071724	0.28744234517338185	13.979310056013013	50.0	1	50.0	0.013861092882713569	1600.0	0.2668352678415838	0.005801917629113097	0.11084931357594247	0.04971126607103944	0.07354543473523643	5409.435314066245	0.042469669064151165	0.005801917629113097	0.11084931357594247	0.04971126607103944	0.07354543473523643	5409.432447156243	0.042469677714357425	0.005801917629113097	0.11084931357594247	0.04971126607103944	0.07354543473523643	5409.438180976247	0.04246966060628108	76										0.11085178985320629	0.11085044853635505													
77	TrialState.COMPLETE	0.02642528328611898	2019-12-26 12:18:47.072754	2019-12-26 12:24:39.027178	0.5636815403646087	3.1200982082583213	450.0	2	10.0	0.030685402447010072	1100.0	0.8786359438364567	0.007259206798866855	0.02642528328611898	0.013146246458923512	0.018634915014164307	17812.10224858357	0.013792057394522909	0.007259206798866855	0.02642528328611898	0.013146246458923512	0.018634915014164307	17812.091536827196	0.013792066987109377	0.007259206798866855	0.02642528328611898	0.013146246458923512	0.018634915014164307	17812.112960339942	0.013792047925490892	77	0.025938385269121813	0.026262983947119924																						
78	TrialState.COMPLETE	0.0313385269121813	2019-12-26 12:24:39.028215	2019-12-26 12:29:17.041504	0.7475594462322501	14.281868456979279	250.0	1	30.0	0.014539628622396213	600.0	1.008258175106032	0.000708215297450425	0.0313385269121813	0.021379249291784704	0.025849858356940508	20440.010092067987	0.013315726290159527	0.000708215297450425	0.0313385269121813	0.021379249291784704	0.025849858356940508	20439.99614907932	0.01331572653543389	0.000708215297450425	0.0313385269121813	0.021379249291784704	0.025849858356940508	20440.024035056656	0.013315726045020524	78	0.03310906515580737	0.03192870632672332																						
79	TrialState.COMPLETE	0.05192103399433428	2019-12-26 12:29:17.043215	2019-12-26 12:33:55.492704	0.6076755169680775	13.636175063935504	250.0	1	30.0	0.05372200338280246	1900.0	1.1022965452309328	0.000708215297450425	0.05192103399433428	0.04475035410764872	0.04891111898016997	22347.830780807366	0.023569830260558138	0.000708215297450425	0.05192103399433428	0.04475035410764872	0.04891111898016997	22347.819803470255	0.02356984942003344	0.000708215297450425	0.05192103399433428	0.04475035410764872	0.04891111898016997	22347.841758144477	0.02356981148916938	79	0.048955382436260624	0.05093248347497639																						
80	TrialState.COMPLETE	0.4074451133144476	2019-12-26 12:33:55.493869	2019-12-26 12:49:13.741898	0.6631346004554293	12.474709649564357	350.0	1	20.0	0.0024888289836114937	1300.0	0.12183393644087415	0.0034968130311614732	0.4074451133144476	0.2617740793201133	0.33337021954674223	2469.1181059667138	0.1539000962962542	0.0034968130311614732	0.4074451133144476	0.2617740793201133	0.33337021954674223	2469.116103045326	0.15390009662034812	0.0034968130311614732	0.4074451133144476	0.2617740793201133	0.33337021954674223	2469.120108888102	0.15390009597287824	80					0.4095845136921624	0.4083619991906111																		
81	TrialState.COMPLETE	0.01336756373937677	2019-12-26 12:49:13.742910	2019-12-26 12:53:36.205581	0.30004735005253536	10.820420515128681	150.0	2	10.0	0.04311652436375749	1300.0	0.8924140377967085	0.0023902266288951843	0.01336756373937677	0.005621458923512748	0.008410056657223795	18091.44599858357	0.006143953186058394	0.0023902266288951843	0.01336756373937677	0.005621458923512748	0.008410056657223795	18091.415146954674	0.006143958142579401	0.0023902266288951843	0.01336756373937677	0.005621458923512748	0.008410056657223795	18091.476850212464	0.006143948257628754	81	0.013456090651558074	0.013397072710103871																						
82	TrialState.COMPLETE	0.01788243626062323	2019-12-26 12:53:36.206424	2019-12-26 13:07:27.269986	0.14317019148434842	13.159699693955913	250.0	2	40.0	0.0017525799439450816	2000.0	0.9779763037907684	0.004271423512747875	0.01788243626062323	0.007458392351274787	0.010003541076487252	19826.212099415723	0.00909876778795019	0.004271423512747875	0.01788243626062323	0.007458392351274787	0.010003541076487252	19826.172804532576	0.009099142161793512	0.004271423512747875	0.01788243626062323	0.007458392351274787	0.010003541076487252	19826.251394298866	0.009098417578422446	82					0.016406987724268178	0.017250101173613922																		
83	TrialState.COMPLETE	0.06674929178470256	2019-12-26 13:07:27.270906	2019-12-26 13:25:27.131050	0.806576247835534	26.364786490798117	50.0	1	10.0	0.006022816987371383	800.0	0.2215438488204027	0.008015709502961628	0.06674929178470256	0.02349987123358228	0.037342261138295134	4490.591987509658	0.03036226733751016	0.008015709502961628	0.06674929178470256	0.02349987123358228	0.037342261138295134	4490.588027942313	0.030362278461560664	0.008015709502961628	0.06674929178470256	0.02349987123358228	0.037342261138295134	4490.595947077002	0.03036225637085257	83								0.06580500472143531	0.0663243626062323															
84	TrialState.COMPLETE	0.010401912181303116	2019-12-26 13:25:27.132074	2019-12-26 13:29:57.525516	0.22793411526964993	29.791058409846237	150.0	2	10.0	0.06702837953530073	500.0	0.9134541264749819	0.003319759206798867	0.010401912181303116	0.005709985835694051	0.00681657223796034	18518.020117740794	0.005714164266619294	0.003319759206798867	0.010401912181303116	0.005709985835694051	0.00681657223796034	18517.95777266289	0.005714312869649046	0.003319759206798867	0.010401912181303116	0.005709985835694051	0.00681657223796034	18518.082462818697	0.005714019251982475	84	0.011597025495750708	0.01080028328611898																						
85	TrialState.COMPLETE	0.4523937677053824	2019-12-26 13:29:57.526636	2019-12-26 14:18:23.869187	0.9995366937856696	29.63917818829336	150.0	1	100.0	0.001987320080423512	1800.0	0.10846793420054104	0.015092067988668556	0.4523937677053824	0.2845467422096317	0.3681586402266289	2198.407907223796	0.1752773689149714	0.015092067988668556	0.4523937677053824	0.2845467422096317	0.3681586402266289	2198.404985835694	0.1752773719621711	0.015092067988668556	0.4523937677053824	0.2845467422096317	0.3681586402266289	2198.410828611898	0.1752773659015515	85																						0.45096378864392167	0.4517085694050991	
86	TrialState.COMPLETE	0.014730878186968839	2019-12-26 14:18:23.870204	2019-12-26 14:26:17.967442	0.9277106648866161	12.369311759076574	350.0	2	40.0	0.016729357585835436	600.0	0.9119901502366781	0.003186968838526912	0.014730878186968839	0.00764872521246459	0.010304532577903683	18488.101717422098	0.007772418552082505	0.003186968838526912	0.014730878186968839	0.00764872521246459	0.010304532577903683	18488.057011331446	0.007772463945399144	0.003186968838526912	0.014730878186968839	0.00764872521246459	0.010304532577903683	18488.14642351275	0.007772374552326889	86		0.014282341831916902	0.014562677053824363																					
87	TrialState.COMPLETE	0.4767446611462192	2019-12-26 14:26:17.968502	2019-12-26 15:14:44.682501	0.22708154192687938	29.58478406692833	150.0	1	50.0	0.0014324370346159155	1900.0	0.10668882309720741	0.01667710830246241	0.4767446611462192	0.3009983111789061	0.389395837873175	2162.3609991283506	0.18440359708132506	0.01667710830246241	0.4767446611462192	0.3009983111789061	0.389395837873175	2162.3576351056877	0.1844042795419346	0.01667710830246241	0.4767446611462192	0.3009983111789061	0.389395837873175	2162.364363151013	0.18440314162505939	87																							0.4749099976392823	0.4758640226628895
88	TrialState.COMPLETE	0.07137039660056657	2019-12-26 15:14:44.683515	2019-12-26 15:40:50.071522	0.7675936352032914	4.27351922243833	450.0	2	100.0	0.003392230545693546	1600.0	0.492110766360871	0.015722379603399433	0.07137039660056657	0.033888101983002836	0.04794617563739377	9974.188827903683	0.034877583350321865	0.015722379603399433	0.07137039660056657	0.033888101983002836	0.04794617563739377	9974.178682719546	0.03487790586330434	0.015722379603399433	0.07137039660056657	0.033888101983002836	0.04794617563739377	9974.19897308782	0.03487729704894478	88							0.0704895538243626	0.0709789109222537																
89	TrialState.COMPLETE	0.017705382436260624	2019-12-26 15:40:50.072534	2019-12-26 15:54:25.281451	0.4501607455393689	8.686536739040285	350.0	2	80.0	0.001610834479778971	2000.0	0.7421776446536092	0.004881626871711857	0.017705382436260624	0.007866248482395791	0.01102792391744233	15044.489819405098	0.0098358070994219	0.004881626871711857	0.017705382436260624	0.007866248482395791	0.01102792391744233	15044.446529745042	0.009835823071585027	0.004881626871711857	0.017705382436260624	0.007866248482395791	0.01102792391744233	15044.533109065156	0.009835791376633839	89				0.016926345609065155	0.017380783758262512																			
90	TrialState.COMPLETE	0.41603562867727173	2019-12-26 15:54:25.282469	2019-12-26 16:31:27.134361	0.8145121514987193	27.32230379079501	450.0	1	80.0	0.0017657929639715974	600.0	0.14128474773426927	0.002192743517106123	0.41603562867727173	0.2588254521682284	0.33719219873610806	2863.3308795489215	0.15385645800314604	0.002192743517106123	0.41603562867727173	0.2588254521682284	0.33719219873610806	2863.3276857703204	0.15385663381122938	0.002192743517106123	0.41603562867727173	0.2588254521682284	0.33719219873610806	2863.334073327522	0.15385630714787044	90																								
91	TrialState.COMPLETE	0.0127921388101983	2019-12-26 16:31:27.135338	2019-12-26 16:36:20.360487	0.8033330512471799	20.82451176966251	250.0	2	80.0	0.02791283583934051	900.0	0.923699232177487	0.002478753541076487	0.0127921388101983	0.005577195467422096	0.009162535410764873	18725.57245927762	0.006312862012982419	0.002478753541076487	0.0127921388101983	0.005577195467422096	0.009162535410764873	18725.497211402268	0.006313635161513675	0.002478753541076487	0.0127921388101983	0.005577195467422096	0.009162535410764873	18725.647707152973	0.006312184720710456	91	0.011419971671388102	0.012334749763928234																						
92	TrialState.COMPLETE	0.025849858356940508	2019-12-26 16:36:20.361625	2019-12-26 16:42:07.959820	0.747277349516193	5.145848134193099	350.0	2	90.0	0.052272554972580765	800.0	0.8921460421250931	0.007878895184135978	0.025849858356940508	0.014164305949008499	0.018325070821529746	18085.919307719545	0.01443336752415723	0.007878895184135978	0.025849858356940508	0.014164305949008499	0.018325070821529746	18085.894077549576	0.014433372224290893	0.007878895184135978	0.025849858356940508	0.014164305949008499	0.018325070821529746	18085.944537889518	0.0144333628583497	92	0.026558073654390935	0.02608593012275732																						
