number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.014316066369890733	2019-12-25 21:24:06.629805	2019-12-25 21:34:28.631826	0.8425326019048289	23.154174745645822	50.0	2	80.0	0.006943357161025424	1600.0	1.0271470559472102	0.0032881424524484016	0.014316066369890733	0.005033387292594092	0.00763860785107244	20823.22464336301	0.007350029125826804	0.0032881424524484016	0.014316066369890733	0.005033387292594092	0.00763860785107244	20823.170806353704	0.007350314006570049	0.0032881424524484016	0.014316066369890733	0.005033387292594092	0.00763860785107244	20823.27848037232	0.007349764013329799	9				0.01395184135977337	0.014164305949008499																			
10	TrialState.COMPLETE	0.015125455281262646	2019-12-25 21:34:28.632655	2019-12-25 21:48:31.286683	0.6829573344045999	14.519305634299556	350.0	2	100.0	0.0030199402603697926	1300.0	0.9570192069625763	0.0034399028733306356	0.015125455281262646	0.006449817887494941	0.008852691218130312	19401.09079067179	0.008021944055125976	0.0034399028733306356	0.015125455281262646	0.006449817887494941	0.008852691218130312	19401.0428723189	0.008022001223114108	0.0034399028733306356	0.015125455281262646	0.006449817887494941	0.008852691218130312	19401.138709024686	0.008021888724314516	10				0.014660056657223796	0.014931539187913125																			
11	TrialState.COMPLETE	0.016052880075542966	2019-12-25 21:48:31.287516	2019-12-25 21:57:52.678479	0.6494094803798696	15.041084653601681	250.0	2	80.0	0.005749812677011435	1500.0	0.9130271664223778	0.0038361661945231352	0.016052880075542966	0.006964117091595845	0.009915014164305949	18508.71396954674	0.008623852842664828	0.0038361661945231352	0.016052880075542966	0.006964117091595845	0.009915014164305949	18508.669027384323	0.00862426117904202	0.0038361661945231352	0.016052880075542966	0.006964117091595845	0.009915014164305949	18508.75891170916	0.00862349917757848	11			0.015315155807365439	0.015757790368271955																				
12	TrialState.COMPLETE	0.018015226628895185	2019-12-25 21:57:52.679312	2019-12-25 22:02:15.877886	0.5884621207118371	12.957120878667139	150.0	2	40.0	0.0097712780868539	1300.0	0.8979491028915031	0.005001770538243626	0.018015226628895185	0.009295325779036826	0.01190686968838527	18203.0774167847	0.01032285409935386	0.005001770538243626	0.018015226628895185	0.009472379603399434	0.01190686968838527	18203.04054532578	0.010331507228388494	0.005001770538243626	0.018015226628895185	0.009295325779036826	0.01190686968838527	18203.114288243625	0.01031632330818192	12	0.01903328611898017	0.018354579792256846																						
13	TrialState.COMPLETE	0.2773222006858506	2019-12-25 22:02:15.878728	2019-12-25 22:37:01.413256	0.7006848701612167	26.671082621398487	150.0	1	50.0	0.00463005468787642	1500.0	0.15399628513246114	0.005488668555240793	0.2773222006858506	0.15808110928880276	0.2134896376919636	3121.441670083495	0.10315697025688264	0.005488668555240793	0.2773222006858506	0.15808110928880276	0.2134896376919636	3121.438944386462	0.10315697817507283	0.005488668555240793	0.2773222006858506	0.15808110928880276	0.2134896376919636	3121.444395780528	0.1031569625176971	13																0.2760581569738377	0.27672529115517785							
14	TrialState.COMPLETE	0.2520924542879217	2019-12-25 22:37:01.414078	2019-12-25 22:56:57.869705	0.11869423593895455	6.733950755282543	50.0	1	90.0	0.01139903680164531	500.0	0.16711625728378457	0.005697913984032964	0.2520924542879217	0.13612219933041464	0.18721027556013392	3387.6599520345094	0.09323543680779632	0.005697913984032964	0.2520924542879217	0.13612219933041464	0.18721027556013392	3387.658414885398	0.09323543897043692	0.005697913984032964	0.2520924542879217	0.13612219933041464	0.18721027556013392	3387.6614891836207	0.09323543466007689	14																								
15	TrialState.COMPLETE	0.029213881019830027	2019-12-25 22:56:57.870543	2019-12-25 23:02:42.238263	0.24823860521063443	8.521743291910546	450.0	1	20.0	0.008601963891996665	1000.0	0.8287364752385297	0.000708215297450425	0.029213881019830027	0.017351274787535412	0.021733356940509915	16798.885910941928	0.012485443459032549	0.000708215297450425	0.029213881019830027	0.017351274787535412	0.021733356940509915	16798.875486898018	0.012485443734880237	0.000708215297450425	0.029213881019830027	0.017351274787535412	0.021733356940509915	16798.896334985835	0.012485443183376993	15	0.03381728045325779	0.030748347497639283																						
16	TrialState.COMPLETE	0.016288951841359773	2019-12-25 23:02:42.239093	2019-12-25 23:15:17.463316	0.7034400938248446	15.766834332392898	150.0	2	20.0	0.003699327006934708	500.0	0.9836401372187815	0.0032533640226628897	0.016288951841359773	0.007170679886685552	0.009848618980169971	19940.959653859773	0.00821100940905558	0.0032533640226628897	0.016288951841359773	0.007170679886685552	0.009848618980169971	19940.9206134915	0.008211124299478026	0.0032533640226628897	0.016288951841359773	0.007170679886685552	0.009848618980169971	19940.998694228045	0.008210901582445482	16					0.014931539187913125	0.01570720356131121																		
17	TrialState.COMPLETE	0.044351983002832863	2019-12-25 23:15:17.464134	2019-12-25 23:20:50.954082	0.8211300356705022	9.741907880860607	350.0	1	70.0	0.025066457133656843	1900.0	1.1197973882271801	0.000708215297450425	0.044351983002832863	0.03784525495750708	0.04143059490084986	22702.45808250708	0.020064789057870815	0.000708215297450425	0.044351983002832863	0.03784525495750708	0.04143059490084986	22702.447415014165	0.020064789203877387	0.000708215297450425	0.044351983002832863	0.03784525495750708	0.04143059490084986	22702.46875	0.020064788911934688	17	0.04461756373937677	0.044440509915014165																						
18	TrialState.COMPLETE	0.38222548226089303	2019-12-25 23:20:50.954967	2019-12-26 00:00:26.622688	0.5921216471404209	23.97011246389034	50.0	1	90.0	0.001489430452700673	1000.0	0.14040112343000247	0.019534938621340887	0.38222548226089303	0.19188418993659787	0.281591460946985	2845.656435484959	0.13721619294987933	0.019534938621340887	0.38222548226089303	0.19188418993659787	0.281591460946985	2845.6536237016053	0.137216500257507	0.019534938621340887	0.38222548226089303	0.19188418993659787	0.281591460946985	2845.6592472683124	0.13721593606346796	18																								
19	TrialState.COMPLETE	0.03687145892351275	2019-12-26 00:00:26.623538	2019-12-26 00:05:47.333475	0.9694990914885895	11.890916157173496	350.0	1	40.0	0.01136571023264551	900.0	0.9324041948929639	0.000708215297450425	0.03687145892351275	0.023946529745042494	0.029125354107648726	18901.403372875353	0.015075098718178762	0.000708215297450425	0.03687145892351275	0.023946529745042494	0.029125354107648726	18901.391111898018	0.015075099242825983	0.000708215297450425	0.03687145892351275	0.023946529745042494	0.029125354107648726	18901.415633852692	0.015075098194434328	19	0.037623937677053826	0.037122285174693105																						
20	TrialState.COMPLETE	0.0025672804532577906	2019-12-26 00:05:47.334346	2019-12-26 00:09:58.104948	0.7812261249529617	23.684958613789455	150.0	1	20.0	0.05864241377413012	1000.0	0.9804707800883647	0.00017705382436260624	0.0025672804532577906	0.0012393767705382436	0.0016377478753541077	19877.250132790366	0.0015235881962637344	0.00017705382436260624	0.0025672804532577906	0.0012393767705382436	0.0016377478753541077	19877.240217776205	0.0015235886667946017	0.00017705382436260624	0.0025672804532577906	0.0012393767705382436	0.0016377478753541077	19877.26004780453	0.001523587726613602	20	0.002124645892351275	0.002419735599622285																						
21	TrialState.COMPLETE	0.05196529745042493	2019-12-26 00:09:58.105762	2019-12-26 00:15:43.481576	0.8835748669385669	17.10149723133386	350.0	1	100.0	0.08018179467229761	600.0	1.096746077037113	0.000708215297450425	0.05196529745042493	0.04328966005665722	0.04771600566572238	22235.036052584986	0.02312889305703481	0.000708215297450425	0.05196529745042493	0.04328966005665722	0.04771600566572238	22235.025097379603	0.023128893383947375	0.000708215297450425	0.05196529745042493	0.04328966005665722	0.04771600566572238	22235.047007790366	0.023128892730547714	21	0.05081444759206799	0.051581680830972615																						
22	TrialState.COMPLETE	0.03156616754350466	2019-12-26 00:15:43.482627	2019-12-26 00:26:22.295744	0.6437851661895808	4.523500493858419	150.0	2	30.0	0.014401984535174106	600.0	0.7311562336164737	0.0077144880615135575	0.03156616754350466	0.015656616754350466	0.021828207203561312	14821.939599352489	0.015876532422216854	0.0077144880615135575	0.03156616754350466	0.015656616754350466	0.021828207203561312	14821.920224605423	0.015876534796380976	0.0077144880615135575	0.03156616754350466	0.015656616754350466	0.021828207203561312	14821.958974099554	0.015876530056209943	22				0.032223796033994334	0.03184017941454202																			
23	TrialState.COMPLETE	0.24805240793201133	2019-12-26 00:26:22.296561	2019-12-26 00:37:32.695053	0.8224562664794984	3.75639476394291	250.0	1	50.0	0.0014082702797547971	1700.0	0.13718344292078313	0.004375758802104411	0.24805240793201133	0.12568292189397004	0.17849554836098747	2780.3712692229865	0.08897919734178643	0.004375758802104411	0.24805240793201133	0.12568292189397004	0.17849554836098747	2780.3689548765683	0.08897919903104808	0.004375758802104411	0.24805240793201133	0.12568292189397004	0.17849554836098747	2780.373583569405	0.08897919566975816	23				0.24727337110481587	0.24772780925401322																			
24	TrialState.COMPLETE	0.029081090651558075	2019-12-26 00:37:32.695877	2019-12-26 00:43:17.032285	0.16679439618831488	24.85904498398144	450.0	1	20.0	0.050560785414307426	900.0	1.0544801419520218	0.000708215297450425	0.029081090651558075	0.02270715297450425	0.025451487252124646	21377.670215120397	0.012933908610516139	0.000708215297450425	0.029081090651558075	0.02270715297450425	0.025451487252124646	21377.657091005665	0.01293390887919136	0.000708215297450425	0.029081090651558075	0.02270715297450425	0.025451487252124646	21377.68333923513	0.012933908341993828	24	0.029479461756373938	0.029213881019830027																						
25	TrialState.COMPLETE	0.054621104815864026	2019-12-26 00:43:17.033101	2019-12-26 00:49:23.037069	0.48697136081085024	3.7096320439193486	450.0	1	50.0	0.03251229582352621	800.0	1.1131742286306119	0.000708215297450425	0.054621104815864026	0.04399787535410765	0.049840651558073656	22568.45923335694	0.023774854604611352	0.000708215297450425	0.054621104815864026	0.04399787535410765	0.049840651558073656	22568.45042492918	0.023774855389011612	0.000708215297450425	0.054621104815864026	0.04399787535410765	0.049840651558073656	22568.4680417847	0.023774853822826264	25	0.05240793201133145	0.053883380547686495																						
26	TrialState.COMPLETE	0.01445939565627951	2019-12-26 00:49:23.037935	2019-12-26 00:58:25.747769	0.7281108577993753	21.847770883284895	250.0	2	20.0	0.001676594576571355	2000.0	1.0522226848550265	0.0033640226628895184	0.01445939565627951	0.0056952313503305	0.008587110481586403	21331.713674457034	0.007637330426693425	0.0033640226628895184	0.01445939565627951	0.0056952313503305	0.008587110481586403	21331.67088644948	0.0076380728226151514	0.0033640226628895184	0.01445939565627951	0.0056952313503305	0.008587110481586403	21331.75646246459	0.0076366364867810985	26			0.013013456090651559	0.013881019830028329																				
27	TrialState.COMPLETE	0.04997344192634561	2019-12-26 00:58:25.748596	2019-12-26 01:03:55.536971	0.15133640629885656	4.252911322299685	350.0	1	70.0	0.04796591098287538	1100.0	1.1364247741563502	0.000708215297450425	0.04997344192634561	0.04027974504249292	0.04488314447592068	23039.697282223795	0.02169280584057935	0.000708215297450425	0.04997344192634561	0.04027974504249292	0.04488314447592068	23039.687367209634	0.021692805956400028	0.000708215297450425	0.04997344192634561	0.04027974504249292	0.04488314447592068	23039.70719723796	0.021692805724798425	27	0.051788243626062325	0.05057837582625118																						
28	TrialState.COMPLETE	0.011729815864022664	2019-12-26 01:03:55.537781	2019-12-26 01:08:04.600910	0.9779319133613493	25.18652678007809	50.0	2	100.0	0.04011869889117822	2000.0	0.9459697416195376	0.0025672804532577906	0.011729815864022664	0.0054444050991501415	0.007701841359773371	19176.940487783286	0.006176921094636545	0.0025672804532577906	0.011729815864022664	0.0054444050991501415	0.007701841359773371	19176.887526558072	0.0061795121027827	0.0025672804532577906	0.011729815864022664	0.0054444050991501415	0.007701841359773371	19176.9934490085	0.006174608367729644	28	0.011242917847025496	0.011567516525023608																						
29	TrialState.COMPLETE	0.052983356940509915	2019-12-26 01:08:04.601724	2019-12-26 01:13:17.242632	0.7638769483466593	16.25725687870462	350.0	1	30.0	0.030344276343183322	1600.0	1.1122968641743805	0.000708215297450425	0.052983356940509915	0.04461756373937677	0.04891111898016997	22550.503253364022	0.023855182490421564	0.000708215297450425	0.052983356940509915	0.04461756373937677	0.04891111898016997	22550.493271954674	0.023855182616339024	0.000708215297450425	0.052983356940509915	0.04461756373937677	0.04891111898016997	22550.51323477337	0.023855182364559767	29	0.054089943342776205	0.05335221907459868																						
30	TrialState.COMPLETE	0.23350180272984805	2019-12-26 01:13:17.243472	2019-12-26 01:33:03.659594	0.1104896948841542	21.17287457298822	250.0	1	60.0	0.005858787115392613	1100.0	0.23500086623642902	0.003090394025238218	0.23350180272984805	0.14087046098377543	0.1846832346124131	4763.977972894669	0.08856290308335765	0.003090394025238218	0.23350180272984805	0.14087046098377543	0.1846832346124131	4763.973731650785	0.08856292919052883	0.003090394025238218	0.23350180272984805	0.14087046098377543	0.1846832346124131	4763.982214138553	0.08856287797004908	30								0.23377006610009443	0.23362252124645894															
31	TrialState.COMPLETE	0.029435198300283287	2019-12-26 01:33:03.660415	2019-12-26 01:38:41.241301	0.5894044025542238	3.5315879286177405	350.0	2	80.0	0.030710385097010056	1900.0	0.8692457147168361	0.007436260623229462	0.029435198300283287	0.014828257790368272	0.02013987252124646	17621.898083392352	0.01499183212203452	0.007436260623229462	0.029435198300283287	0.014828257790368272	0.02013987252124646	17621.88504780453	0.014991832715442308	0.007436260623229462	0.029435198300283287	0.014828257790368272	0.02013987252124646	17621.91111898017	0.014991831529819102	31	0.030895892351274788	0.029922096317280454																						
32	TrialState.COMPLETE	0.018214412181303118	2019-12-26 01:38:41.242119	2019-12-26 01:55:21.808456	0.5703586898671061	7.425622403655984	450.0	2	10.0	0.0012169622663249341	900.0	0.6614087224981048	0.003939447592067989	0.018214412181303118	0.0077682365439093485	0.011242917847025496	13406.606398282578	0.009835134523562494	0.003939447592067989	0.01823654390934844	0.0077682365439093485	0.011242917847025496	13406.588460516998	0.009835251409082348	0.003939447592067989	0.018214412181303118	0.0077682365439093485	0.011242917847025496	13406.624336048159	0.009835027313574253	32					0.0170266761095373	0.017705382436260624																		
33	TrialState.COMPLETE	0.01363314447592068	2019-12-26 01:55:21.809273	2019-12-26 02:02:21.703281	0.32559203409379317	11.645002430978694	250.0	2	60.0	0.027257140240200105	600.0	0.9107480745676313	0.003895184135977337	0.01363314447592068	0.0072237960339943345	0.009313031161473088	18462.946990084987	0.007848268877080098	0.003895184135977337	0.01363314447592068	0.0072237960339943345	0.009313031161473088	18462.907577903683	0.007848290683243647	0.003895184135977337	0.01363314447592068	0.0072237960339943345	0.009313031161473088	18462.986402266288	0.00784824731509465	33		0.012334749763928234	0.013146246458923512																					
34	TrialState.COMPLETE	0.014341359773371105	2019-12-26 02:02:21.704113	2019-12-26 02:09:06.126458	0.5234347085960166	23.165090882716438	450.0	2	100.0	0.012566187036148493	500.0	0.9496429804169523	0.0034968130311614732	0.014341359773371105	0.006949362606232295	0.009605169971671388	19251.58140049575	0.007536747794008528	0.0034968130311614732	0.014341359773371105	0.006949362606232295	0.009605169971671388	19251.50517882436	0.0075368319657267095	0.0034968130311614732	0.014341359773371105	0.006949362606232295	0.009605169971671388	19251.65762216714	0.007536665688789832	34	0.014872521246458924	0.01451841359773371																						
35	TrialState.COMPLETE	0.015447946175637394	2019-12-26 02:09:06.127284	2019-12-26 02:13:22.525641	0.26229242804903596	22.752065780175045	50.0	2	100.0	0.055152300473679784	2000.0	0.9356946982013533	0.004382082152974504	0.015447946175637394	0.008188739376770539	0.011110127478753541	18968.794905276205	0.008411601684132889	0.004382082152974504	0.015492209631728045	0.008188739376770539	0.011110127478753541	18968.74083746459	0.008412329580138793	0.004382082152974504	0.015447946175637394	0.008188739376770539	0.011110127478753541	18968.848973087817	0.008410924320544508	35	0.015315155807365439	0.015403682719546742																						
36	TrialState.COMPLETE	0.3784399028733306	2019-12-26 02:13:22.526492	2019-12-26 02:50:23.723889	0.2912725250524515	24.441899119174085	50.0	1	30.0	0.0015706787126120044	1500.0	0.13942307328044484	0.022890530149736948	0.3784399028733306	0.18725549709968972	0.27509105625252933	2826.0245894037503	0.13719663601519852	0.022890530149736948	0.3784399028733306	0.18725549709968972	0.27509105625252933	2826.0217354647243	0.1371966385316279	0.022890530149736948	0.3784399028733306	0.18725549709968972	0.27509105625252933	2826.027443342776	0.13719663351506994	36																		0.37675190099895633	0.37763810198300285					
37	TrialState.COMPLETE	0.011065864022662889	2019-12-26 02:50:23.724719	2019-12-26 02:55:51.062644	0.16461232550963248	20.335522335821924	350.0	2	60.0	0.09574602991777903	1000.0	0.9027453438910371	0.0009737960339943342	0.011065864022662889	0.0036296033994334276	0.006285410764872521	18300.61333657932	0.004508720056893335	0.0009737960339943342	0.011065864022662889	0.0036296033994334276	0.006285410764872521	18300.531648371103	0.004509082300566602	0.0009737960339943342	0.011065864022662889	0.0036296033994334276	0.006285410764872521	18300.695024787536	0.004508385934069592	37	0.012039660056657223	0.011390462700661																						
38	TrialState.COMPLETE	0.022131728045325778	2019-12-26 02:55:51.063466	2019-12-26 03:00:02.333706	0.3934484201421805	7.106895277445841	50.0	2	80.0	0.007548118745287388	1500.0	0.7723288385610997	0.005488668555240793	0.022131728045325778	0.010313385269121813	0.014695467422096316	15655.61253983711	0.011806492995715826	0.005488668555240793	0.022131728045325778	0.010313385269121813	0.014695467422096316	15655.592820467422	0.011806602510555349	0.005488668555240793	0.022131728045325778	0.010313385269121813	0.014695467422096316	15655.632259206799	0.011806388527114544	38	0.0226628895184136	0.022308781869688384																						
39	TrialState.COMPLETE	0.017705382436260624	2019-12-26 03:00:02.334535	2019-12-26 03:11:14.103676	0.4080914633221151	10.824308294182504	250.0	2	20.0	0.003736479016762984	1300.0	0.7847970247571407	0.004198704977741805	0.017705382436260624	0.007613314447592068	0.010269121813031162	15908.62406414407	0.009165899159572732	0.004198704977741805	0.017705382436260624	0.007613314447592068	0.010269121813031162	15908.573629097531	0.009166129203516301	0.004198704977741805	0.017705382436260624	0.007613314447592068	0.010269121813031162	15908.67449919061	0.009165684665417747	39				0.01671388101983003	0.017292256846081207																			
40	TrialState.COMPLETE	0.014644880615135573	2019-12-26 03:11:14.104494	2019-12-26 03:21:14.601606	0.8988011207357735	27.44033133800011	50.0	1	10.0	0.011606522172198323	700.0	0.43086140528312744	0.001972885471469041	0.014644880615135573	0.005008093889113719	0.007866248482395791	8734.483243120194	0.007136870172008479	0.001972885471469041	0.014644880615135573	0.005008093889113719	0.007866248482395791	8734.478247673007	0.007136872139036694	0.001972885471469041	0.014644880615135573	0.005008093889113719	0.007866248482395791	8734.48823856738	0.007136868213019185	40				0.01363314447592068	0.014223323890462701																			
41	TrialState.COMPLETE	0.4286100342925302	2019-12-26 03:21:14.602512	2019-12-26 04:06:12.502635	0.28841912911698997	26.66471600269398	350.0	1	70.0	0.0018637952179701859	900.0	0.12581045966470322	0.00424929178470255	0.4286100342925302	0.2694013717012077	0.3485071567019532	2549.6876025048455	0.16101706301338226	0.00424929178470255	0.4286100342925302	0.2694013717012077	0.3485071567019532	2549.6850212464587	0.16101706569821825	0.00424929178470255	0.4286100342925302	0.2694013717012077	0.3485071567019532	2549.6901837632327	0.16101706038546965	41																0.42721004832527915	0.427948929807995							
42	TrialState.COMPLETE	0.2285281998454803	2019-12-26 04:06:12.503477	2019-12-26 04:26:06.891507	0.5052367384081503	2.074785654635356	50.0	2	40.0	0.0011933364554459094	500.0	0.36234851626114656	0.019331058459953643	0.2285281998454803	0.09179436003090394	0.14888617048673705	7344.20807043523	0.08142708173613682	0.019331058459953643	0.2285281998454803	0.09181045583311873	0.14888617048673705	7344.20501223281	0.08142784892979367	0.019331058459953643	0.2285281998454803	0.09179436003090394	0.14888617048673705	7344.211128637651	0.08142650616192434	42																								
43	TrialState.COMPLETE	0.07692988668555241	2019-12-26 04:26:06.892319	2019-12-26 04:46:26.253691	0.5596586958218916	26.87363595552519	150.0	1	40.0	0.0062835782955246436	1800.0	0.23868143999370237	0.0039984655335221905	0.07692988668555241	0.026912181303116147	0.044735599622285176	4838.446965002361	0.029470371459256923	0.0039984655335221905	0.07692988668555241	0.026912181303116147	0.044735599622285176	4838.443652620396	0.029470382824505325	0.0039984655335221905	0.07692988668555241	0.026912181303116147	0.044735599622285176	4838.450277384325	0.029470360364061646	43									0.07638101983002833	0.07668040175122329														
44	TrialState.COMPLETE	0.018059490084985835	2019-12-26 04:46:26.254625	2019-12-26 04:54:59.647445	0.14327675294886272	7.907354333599431	350.0	2	100.0	0.02882423520110614	700.0	0.8845283798077528	0.0037889518413597736	0.018059490084985835	0.008392351274787536	0.011791784702549575	17931.578541076487	0.009348403783914393	0.0037889518413597736	0.018059490084985835	0.008392351274787536	0.011791784702549575	17931.55269121813	0.009348927393076883	0.0037889518413597736	0.018059490084985835	0.008392351274787536	0.011791784702549575	17931.604390934845	0.00934793804891825	44		0.016879131255901795	0.01761685552407932																					
