number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2598314606741573	2020-05-17 09:44:12.150914	2020-05-17 09:50:16.961252	128	64	1	1	256	0.44150708034662495	0.026217228464419477	0.2598314606741573	0.09363295880149813	0.1409176029962547	21.36001872659176	0.1137652770075261	0.026217228464419477	0.2598314606741573	0.09363295880149813	0.1409176029962547	21.36001872659176	0.1137652770075261	766447046	350.0	0.026217228464419477	0.2598314606741573	0.09363295880149813	0.1409176029962547	21.36001872659176	0.1137652770075261	0	COMPLETE
1	0.3951310861423221	2020-05-17 09:50:16.980004	2020-05-17 10:04:36.608557	128	64	2	17	512	0.3454599898877076	0.0009363295880149813	0.3951310861423221	0.07818352059925093	0.14606741573033707	16.580524344569287	0.11238493282458864	0.0009363295880149813	0.3951310861423221	0.07818352059925093	0.14606741573033707	16.580524344569287	0.11238493282458864	639141436		0.0009363295880149813	0.3951310861423221	0.07818352059925093	0.14606741573033707	16.580524344569287	0.11238493282458864	1	COMPLETE
2	0.08801498127340825	2020-05-17 10:04:36.629947	2020-05-17 10:06:07.530768	64	64	2	38	512	1.0350848424025159	0.0	0.08801498127340825	0.01638576779026217	0.037921348314606744	49.94101123595506	0.04118061910809079	0.0	0.08801498127340825	0.01638576779026217	0.037921348314606744	49.94101123595506	0.04118061910809079	2407644961	150.0	0.0	0.08801498127340825	0.01638576779026217	0.037921348314606744	49.94101123595506	0.04118061910809079	2	COMPLETE
3	0.16151685393258428	2020-05-17 10:06:07.542976	2020-05-17 11:02:35.860198	128	64	1	89	128	0.9141964240013605	0.0	0.16151685393258428	0.023876404494382022	0.06132958801498127	43.945692883895134	0.05396836358358998	0.0	0.16151685393258428	0.023876404494382022	0.06132958801498127	43.945692883895134	0.05396836358358998	1057793979		0.0	0.16151685393258428	0.023876404494382022	0.06132958801498127	43.945692883895134	0.05396836358358998	3	COMPLETE
4	0.11423220973782772	2020-05-17 11:02:35.872567	2020-05-17 12:57:33.977770	256	256	1	71	128	1.0797741040831592	0.0	0.11423220973782772	0.019662921348314606	0.041666666666666664	51.90589887640449	0.04448500062580611	0.0	0.11423220973782772	0.019662921348314606	0.041666666666666664	51.90589887640449	0.04448500062580611	564804135	750.0	0.0	0.11423220973782772	0.019662921348314606	0.041666666666666664	51.90589887640449	0.04448500062580611	4	COMPLETE
5	0.4002808988764045	2020-05-17 12:57:33.989974	2020-05-17 13:09:39.553804	64	64	2	12	512	0.3330304182643831	0.019194756554307114	0.4002808988764045	0.09597378277153558	0.17415730337078653	16.012172284644194	0.12901700893572793	0.019194756554307114	0.4002808988764045	0.09597378277153558	0.17415730337078653	16.012172284644194	0.12901700893572793	1083677443		0.019194756554307114	0.4002808988764045	0.09597378277153558	0.17415730337078653	16.012172284644194	0.12901700893572793	5	COMPLETE
6	0.3408239700374532	2020-05-17 13:09:39.572110	2020-05-17 13:34:36.652091	256	64	1	35	512	0.44649400626054586	0.0	0.3408239700374532	0.052434456928838954	0.13108614232209737	21.4438202247191	0.09608450454558101	0.0	0.3408239700374532	0.052434456928838954	0.13108614232209737	21.4438202247191	0.09608450454558101	2057622736		0.0	0.3408239700374532	0.052434456928838954	0.13108614232209737	21.4438202247191	0.09608450454558101	6	COMPLETE
7	0.05290262172284644	2020-05-17 13:34:36.664373	2020-05-17 13:53:20.477224	256	256	1	78	512	1.1919028530514726	0.0	0.05290262172284644	0.012640449438202247	0.026217228464419477	57.485955056179776	0.032514821699011646	0.0	0.05290262172284644	0.012640449438202247	0.026217228464419477	57.485955056179776	0.032514821699011646	1835587012	150.0	0.0	0.05290262172284644	0.012640449438202247	0.026217228464419477	57.485955056179776	0.032514821699011646	7	COMPLETE
8	0.09035580524344569	2020-05-17 13:53:20.496257	2020-05-17 13:56:01.363664	64	256	2	16	512	0.9844381391743986	0.0	0.09035580524344569	0.02200374531835206	0.03698501872659176	47.38249063670412	0.0441286889753321	0.0	0.09035580524344569	0.02200374531835206	0.03698501872659176	47.38249063670412	0.0441286889753321	784864592	200.0	0.0	0.09035580524344569	0.02200374531835206	0.03698501872659176	47.38249063670412	0.0441286889753321	8	COMPLETE
9	0.1956928838951311	2020-05-17 13:56:01.376170	2020-05-17 14:33:58.779449	256	256	2	24	128	0.5531844204790499	0.0	0.1956928838951311	0.05056179775280899	0.09550561797752809	26.564138576779026	0.07710667584901297	0.0	0.1956928838951311	0.05056179775280899	0.09550561797752809	26.564138576779026	0.07710667584901297	1235965290	550.0	0.0	0.1956928838951311	0.05056179775280899	0.09550561797752809	26.564138576779026	0.07710667584901297	9	COMPLETE
