number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	301	351	401	451
0	TrialState.COMPLETE	0.0003098441926345609	2020-01-11 23:40:47.477525	2020-01-12 00:25:42.275213	350.0	51.0	0.018519755197784277	0.013679538892349744	1100.0	0.9936809298508039	0.0	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20145.4758542847	0.0002995033431563245	0.0	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20145.475743626062	0.00029950334392322275	0.0	0.0003098441926345609	0.0001327903682719547	0.0003098441926345609	20145.475964943344	0.0002995033423895036	0	8.852691218130312e-05	0.00023607176581680832				
1	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 00:25:42.275956	2020-01-12 01:05:39.208209	250.0	71.0	0.003042150662838139	0.02831506378053944	500.0	0.9925250663706736	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20121.893745573656	0.00024966178199729123	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20121.893502124647	0.0002496617831013647	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20121.89398902266	0.00024966178089336617	1	8.852691218130312e-05	0.00011803588290840416				
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 01:05:39.208969	2020-01-12 01:31:00.112626	50.0	91.0	0.018128731707458427	0.04896473627224295	1200.0	1.002089337144681	8.852691218130312e-05	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	20315.436725389518	0.0003780018424982632	8.852691218130312e-05	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	20315.43670325779	0.00037800184373384846	8.852691218130312e-05	0.0003541076487252125	0.0002655807365439094	0.0003098441926345609	20315.436747521246	0.0003780018412629699	2	0.00017705382436260624	0.0002950897072710104				
3	TrialState.COMPLETE	0.0002655807365439094	2020-01-12 01:31:00.113355	2020-01-12 02:18:19.490061	450.0	31.0	0.054128828901120175	0.05641349871228587	1400.0	0.9946413998937835	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	20164.63677407932	0.0002484939744014934	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	20164.636729815866	0.0002484939750273895	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	20164.636818342777	0.0002484939737756989	3	0.0003541076487252125	0.0002950897072710104				
4	TrialState.COMPLETE	0.0004868980169971671	2020-01-12 02:18:19.491036	2020-01-12 02:51:04.731109	150.0	91.0	0.002299128773829967	0.026612886095150383	1100.0	1.0000150157242222	0.0	0.0004868980169971671	4.426345609065156e-05	0.000398371104815864	20273.78193608357	0.0003252955530512725	0.0	0.0004868980169971671	4.426345609065156e-05	0.000398371104815864	20273.781781161473	0.00032529555454651013	0.0	0.0004868980169971671	4.426345609065156e-05	0.000398371104815864	20273.782091005665	0.00032529555155623967	4	0.0004426345609065156	0.00047214353163361664				
5	TrialState.COMPLETE	0.0002213172804532578	2020-01-12 02:51:04.732037	2020-01-12 03:30:40.896525	350.0	11.0	0.048102725384215415	0.09479571884438186	1500.0	0.9972904268220824	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	20218.377567280455	0.0002897109050794826	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	20218.37747875354	0.00028971090580708823	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	20218.377655807366	0.0002897109043519626	5	8.852691218130312e-05	0.00017705382436260624				
6	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 03:30:40.897586	2020-01-12 04:04:55.912885	250.0	21.0	0.0020838442381124825	0.05060131661961894	1400.0	0.9994050836096957	0.0	8.852691218130312e-05	0.0	0.0	20261.474791961755	0.00021913665837565102	0.0	8.852691218130312e-05	0.0	0.0	20261.474592776205	0.00021913665988263729	0.0	8.852691218130312e-05	0.0	0.0	20261.474991147308	0.00021913665686885473	6	0.0	5.901794145420208e-05				
7	TrialState.COMPLETE	0.000398371104815864	2020-01-12 04:04:55.913705	2020-01-12 05:05:29.257994	450.0	71.0	0.004657467712159413	0.021576767671791047	2000.0	0.9959963836856158	0.0	0.000398371104815864	0.00017705382436260624	0.0002655807365439094	20192.116457152973	0.00034367751146846564	0.0	0.000398371104815864	0.00017705382436260624	0.0002655807365439094	20192.116235835692	0.00034367751251534675	0.0	0.000398371104815864	0.00017705382436260624	0.0002655807365439094	20192.116678470255	0.00034367751042166644	7	0.0004426345609065156	0.00041312559017941453				
8	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 05:05:29.258715	2020-01-12 05:28:19.566147	50.0	1.0	0.0022259438348167042	0.01350878360551698	1600.0	1.0018425072707868	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20310.772928470255	0.0002606092336119474	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20310.772795679888	0.0002606092347998775	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	20310.773061260625	0.00026060923242420306	8	0.00017705382436260624	0.00017705382436260624				
