number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
22	TrialState.COMPLETE	0.42010151085930125	2019-12-30 17:13:21.040086	2019-12-30 17:49:24.735460	6.926327068169029	50.0	16.0	0.0022701376867573656	700.0	0.24872362171735696	0.32791548630783757	0.42010151085930125	0.38480878186968837	0.3996576959395656	5041.971004485364	0.3640653737443998	0.32791548630783757	0.42010151085930125	0.38480878186968837	0.3996576959395656	5041.970880547687	0.3640653737503456	0.32791548630783757	0.42010151085930125	0.38480878186968837	0.3996576959395656	5041.971128423041	0.3640653737384563	22																
23	TrialState.COMPLETE	0.12287535410764873	2019-12-30 17:49:24.737656	2019-12-30 17:54:50.185109	2.9131199721889396	50.0	11.0	0.013390201161773953	800.0	0.40292191163203606	0.07170679886685552	0.12287535410764873	0.09379426345609065	0.10614376770538243	8168.070223973088	0.09018286459085942	0.07170679886685552	0.12287535410764873	0.09379426345609065	0.10614376770538243	8168.069936260623	0.09018286686424865	0.07170679886685552	0.12287535410764873	0.09379426345609065	0.10614376770538243	8168.070511685552	0.09018286233995519	23	0.14058073654390935	0.12877714825306893														
24	TrialState.COMPLETE	0.49041826362272956	2019-12-30 17:54:50.187919	2019-12-30 18:39:54.560324	1.9518662135294687	250.0	31.0	0.0019535468362348214	900.0	0.22814113734484437	0.3751562239626729	0.49041826362272956	0.4392080486585569	0.46080861523079486	4624.419690468255	0.41792374217030487	0.3751562239626729	0.49041826362272956	0.4392080486585569	0.46080861523079486	4624.4195654890855	0.4179237422098044	0.3751562239626729	0.49041826362272956	0.4392080486585569	0.46080861523079486	4624.419815447425	0.4179237421308569	24														0.4889518413597734	0.48973087818696887	
25	TrialState.COMPLETE	0.42202043707001213	2019-12-30 18:39:54.561533	2019-12-30 18:52:44.327508	8.397031896715577	250.0	1.0	0.0023640673009628368	700.0	0.2583933275985227	0.2769121813031161	0.42202043707001213	0.3586604613516795	0.3864326183731283	5237.995687474707	0.32952418777785086	0.2769121813031161	0.42202043707001213	0.3586604613516795	0.3864326183731283	5237.995573654391	0.3295241878373834	0.2769121813031161	0.42202043707001213	0.3586604613516795	0.3864326183731283	5237.995801295022	0.3295241877184446	25				0.4229815864022663	0.4224209159584514											
26	TrialState.COMPLETE	0.018261837312828814	2019-12-30 18:52:44.331038	2019-12-30 19:04:41.374669	2.2398142075142564	150.0	1.0	0.053224090328782496	800.0	0.9235730796472325	0.010016187778227438	0.018261837312828814	0.014923108053419669	0.016061311210036424	18723.814662586	0.013365965752376916	0.010016187778227438	0.018261837312828814	0.014923108053419669	0.016061311210036424	18723.814270538245	0.013365965758175613	0.010016187778227438	0.018261837312828814	0.014923108053419669	0.016061311210036424	18723.815054633753	0.013365965746579452	26				0.0169971671388102	0.017734891406987724											
27	TrialState.COMPLETE	0.1955780807365439	2019-12-30 19:04:41.378109	2019-12-30 19:18:14.950776	5.817916379911	50.0	1.0	0.005197949077902147	900.0	0.3260144448330626	0.10922007790368272	0.1955780807365439	0.14708746458923513	0.1668289660056657	6608.991047716006	0.1394563762486903	0.10922007790368272	0.1955780807365439	0.14708746458923513	0.1668289660056657	6608.990837464589	0.13945637634467586	0.10922007790368272	0.1955780807365439	0.14708746458923513	0.1668289660056657	6608.991257967422	0.1394563761528469	27					0.19520184135977336	0.19541683528935655										
28	TrialState.COMPLETE	0.06851983002832861	2019-12-30 19:18:14.952501	2019-12-30 19:33:28.513722	1.5196805710240944	250.0	31.0	0.02280464240955177	900.0	0.6296557189569301	0.030680898421691624	0.06851983002832861	0.05018211250505868	0.05779542695265075	12765.039660056656	0.04426012637875946	0.030680898421691624	0.06851983002832861	0.05018211250505868	0.05779542695265075	12765.039331242411	0.044260126394536914	0.030680898421691624	0.06851983002832861	0.05018211250505868	0.05779542695265075	12765.039988870902	0.04426012636298852	28				0.06936968838526912	0.06887393767705383											
29	TrialState.COMPLETE	0.020361189801699715	2019-12-30 19:33:28.514845	2019-12-30 19:45:06.337506	8.639479739009172	150.0	1.0	0.04561250998725007	600.0	0.9061204019003302	0.01166025900445164	0.020361189801699715	0.01656717927964387	0.018008903278025092	18369.95878439903	0.015067809051192638	0.01166025900445164	0.020361189801699715	0.01656717927964387	0.018008903278025092	18369.958544111694	0.015067809058213154	0.01166025900445164	0.020361189801699715	0.01656717927964387	0.018008903278025092	18369.959024686363	0.015067809044175082	29				0.019157223796033993	0.019859537299338998											
30	TrialState.COMPLETE	0.27492917847025494	2019-12-30 19:45:06.338576	2019-12-30 19:55:40.889844	3.643058161455887	350.0	36.0	0.00821795740317836	700.0	0.3778028755823473	0.1396600566572238	0.27492917847025494	0.21271246458923512	0.2415014164305949	7658.663757082153	0.18719775039031156	0.1396600566572238	0.27492917847025494	0.21271246458923512	0.2415014164305949	7658.663562322946	0.18719775040734424	0.1396600566572238	0.27492917847025494	0.21271246458923512	0.2415014164305949	7658.663951841359	0.18719775037328842	30		0.37901322001888577	0.31396069405099153													
31	TrialState.COMPLETE	0.35056657223796034	2019-12-30 19:55:40.892139	2019-12-30 20:12:55.760255	7.842119023001658	450.0	6.0	0.004137724095247272	500.0	0.2605540458303308	0.19167341157426143	0.35056657223796034	0.27316875758802106	0.3086554026709834	5281.776039558883	0.24698321026509298	0.19167341157426143	0.35056657223796034	0.27316875758802106	0.3086554026709834	5281.775824564954	0.2469832104677412	0.19167341157426143	0.35056657223796034	0.27316875758802106	0.3086554026709834	5281.776254552813	0.24698321006296511	31				0.39121813031161473	0.3675047214353163											
32	TrialState.COMPLETE	0.017129957507082152	2019-12-30 20:12:55.761304	2019-12-30 20:18:47.236241	3.231715357667805	250.0	6.0	0.0725552081866982	1000.0	0.9370946485293551	0.008277266288951842	0.017129957507082152	0.012836402266288951	0.014872521246458924	18997.796897131728	0.011433459605952021	0.008277266288951842	0.017129957507082152	0.012836402266288951	0.014872521246458924	18997.796565155808	0.011433459638354126	0.008277266288951842	0.017129957507082152	0.012836402266288951	0.014872521246458924	18997.797229107648	0.011433459573572448	32	0.015492209631728045	0.016584041548630784														
33	TrialState.COMPLETE	0.4761460211176925	2019-12-30 20:18:47.238918	2019-12-30 20:45:58.266025	9.364375032602053	250.0	26.0	0.0031035131608715977	600.0	0.20041317342128345	0.3323300283286119	0.4761460211176925	0.4166559361318568	0.4424414112799382	4062.600131985578	0.385779861195253	0.3323300283286119	0.4761460211176925	0.4166559361318568	0.4424414112799382	4062.6000836981716	0.3857798613775625	0.3323300283286119	0.4761460211176925	0.4166559361318568	0.4424414112799382	4062.6001802729847	0.3857798610137226	33								0.47898961284230407	0.4774256373937677							
34	TrialState.COMPLETE	0.08197592067988668	2019-12-30 20:45:58.267907	2019-12-30 20:50:44.842242	5.228843246398287	50.0	1.0	0.014821850345379617	900.0	0.5016404769728716	0.051876770538243626	0.08197592067988668	0.06568696883852691	0.07219369688385269	10169.408529567989	0.06363058656350844	0.051876770538243626	0.08197592067988668	0.06568696883852691	0.07219369688385269	10169.408241855524	0.0636305865828536	0.051876770538243626	0.08197592067988668	0.06568696883852691	0.07219369688385269	10169.408817280453	0.06363058654417456	34	0.09472379603399433	0.08622521246458924														
35	TrialState.COMPLETE	0.4832352160056657	2019-12-30 20:50:44.843369	2019-12-30 21:30:48.385483	1.5310842612579736	250.0	11.0	0.0019049737090062265	900.0	0.2279511789974109	0.363314447592068	0.4832352160056657	0.4333503009915014	0.4541319936260623	4620.762244378541	0.40832652164120703	0.363314447592068	0.4832352160056657	0.4333503009915014	0.4541319936260623	4620.762139252833	0.4083265216483661	0.363314447592068	0.4832352160056657	0.4333503009915014	0.4541319936260623	4620.762349504249	0.408326521634052	35													0.48192786321327397	0.4826251180358829		
36	TrialState.COMPLETE	0.34173355366698144	2019-12-30 21:30:48.386543	2019-12-30 21:55:39.185453	2.46804939572797	350.0	46.0	0.00765153884417683	600.0	0.26651017501476904	0.17156515580736545	0.34173355366698144	0.2641249606547057	0.299634088762984	5402.54827667611	0.23137534411566624	0.17156515580736545	0.34173355366698144	0.2641249606547057	0.299634088762984	5402.54813896758	0.23137534418588807	0.17156515580736545	0.34173355366698144	0.2641249606547057	0.299634088762984	5402.54841438464	0.23137534404561189	36						0.40527620396600567	0.36953346317280455									
37	TrialState.COMPLETE	0.40421388101983	2019-12-30 21:55:39.186742	2019-12-30 22:31:06.088157	3.2495351509520254	50.0	6.0	0.0020078186780680047	700.0	0.2998128957992106	0.31741029272898963	0.40421388101983	0.37315864022662887	0.3868862134088763	6077.960156987724	0.3516816980393916	0.31741029272898963	0.40421388101983	0.37315864022662887	0.3868862134088763	6077.9599740321055	0.3516816984895282	0.31741029272898963	0.40421388101983	0.37315864022662887	0.3868862134088763	6077.960339943343	0.35168169759248763	37																
38	TrialState.COMPLETE	0.48553606450207015	2019-12-30 22:31:06.089656	2019-12-30 23:08:55.720566	3.830697831999969	250.0	46.0	0.0026448757192922144	600.0	0.20483910289676113	0.3514790804096753	0.48553606450207015	0.4279254739594683	0.45212736979734147	4152.134526857703	0.4011935221595566	0.3514790804096753	0.48553606450207015	0.4279254739594683	0.45212736979734147	4152.134451950316	0.4011935221623822	0.3514790804096753	0.48553606450207015	0.4279254739594683	0.45212736979734147	4152.13460176509	0.40119352215673193	38																
39	TrialState.COMPLETE	0.04136419971671388	2019-12-30 23:08:55.721645	2019-12-30 23:23:52.220638	8.39701238960234	250.0	1.0	0.022216256410138368	800.0	0.8362101466226274	0.019697237960339942	0.04136419971671388	0.0327106940509915	0.03660587818696884	16952.737528771246	0.027984019759887745	0.019697237960339942	0.04136419971671388	0.0327106940509915	0.03660587818696884	16952.73722999292	0.027984019793156407	0.019697237960339942	0.04136419971671388	0.0327106940509915	0.03660587818696884	16952.737827549576	0.027984019726666687	39					0.04122403210576015	0.041304127883448										
40	TrialState.COMPLETE	0.022890530149736948	2019-12-30 23:23:52.223036	2019-12-30 23:39:44.250735	5.803216283542848	250.0	46.0	0.0716732656971695	600.0	0.9265490284179658	0.012494941319303926	0.022890530149736948	0.019349453662484823	0.02071529745042493	18784.152898624037	0.01676577950272287	0.012494941319303926	0.022890530149736948	0.019349453662484823	0.02071529745042493	18784.152670983407	0.01676577951254348	0.012494941319303926	0.022890530149736948	0.019349453662484823	0.02071529745042493	18784.15312626467	0.016765779492908275	40				0.022202549575070823	0.022603871576959395											
41	TrialState.COMPLETE	0.4549466114621922	2019-12-30 23:39:44.251821	2019-12-31 00:10:44.038530	7.950771604557091	150.0	6.0	0.001084249976308772	600.0	0.2872708747588859	0.3604679668773153	0.4549466114621922	0.4111734582697755	0.42844301590760514	5823.32355905426	0.39528351026981084	0.3604679668773153	0.4549466114621922	0.4111734582697755	0.42844301590760514	5823.323368380911	0.3952835102974356	0.3604679668773153	0.4549466114621922	0.4111734582697755	0.42844301590760514	5823.3237497276095	0.395283510242228	41																
42	TrialState.COMPLETE	0.017351274787535412	2019-12-31 00:10:44.039708	2019-12-31 00:21:55.967362	7.212076258270574	150.0	16.0	0.07195990637412689	600.0	0.9412805967968836	0.009974032105760151	0.017351274787535412	0.014075779036827196	0.015462700661000944	19082.49188503305	0.012892775553312865	0.009974032105760151	0.017351274787535412	0.014075779036827196	0.015462700661000944	19082.491560434373	0.012892775556168301	0.009974032105760151	0.017351274787535412	0.014075779036827196	0.015462700661000944	19082.492209631728	0.01289277555045791	42			0.0170856940509915	0.017245042492917848												
43	TrialState.COMPLETE	0.08687440982058546	2019-12-31 00:21:55.968822	2019-12-31 00:35:40.304727	9.102462002130524	450.0	6.0	0.013249761131123153	500.0	0.6508976857520263	0.03883380547686497	0.08687440982058546	0.06397544853635505	0.07456916902738432	13195.499690155808	0.05606291852219534	0.03883380547686497	0.08687440982058546	0.06397544853635505	0.07456916902738432	13195.499380311614	0.05606291857472117	0.03883380547686497	0.08687440982058546	0.06397544853635505	0.07456916902738432	13195.5	0.056062918469733165	43			0.08578257790368272	0.08643767705382437												
44	TrialState.COMPLETE	0.05273253068932956	2019-12-31 00:35:40.305976	2019-12-31 00:46:21.725778	2.485181734112037	50.0	16.0	0.03215402796234204	800.0	0.5220314034339465	0.027030217186024552	0.05273253068932956	0.03883380547686497	0.04411591123701605	10582.950601983002	0.03687922648516626	0.027030217186024552	0.05273253068932956	0.03883380547686497	0.04411591123701605	10582.950336402266	0.036879226499764946	0.027030217186024552	0.05273253068932956	0.03883380547686497	0.04411591123701605	10582.950867563739	0.036879226470573956	44			0.05192103399433428	0.05240793201133145												
45	TrialState.COMPLETE	0.0271398219344395	2019-12-31 00:46:21.727037	2019-12-31 01:00:00.237707	3.9234792932799283	150.0	11.0	0.047002456837835584	600.0	0.90224984728593	0.01547956292998786	0.0271398219344395	0.022612302711452852	0.02455989477944152	18291.32457760016	0.02009501359539201	0.01547956292998786	0.0271398219344395	0.022612302711452852	0.02455989477944152	18291.32426143262	0.020095013604042603	0.01547956292998786	0.0271398219344395	0.022612302711452852	0.02455989477944152	18291.324893767705	0.020095013586746962	45				0.0266643059490085	0.026941690273843247											
46	TrialState.COMPLETE	0.44905678599021376	2019-12-31 01:00:00.239801	2019-12-31 01:30:43.011187	5.100969197003177	450.0	6.0	0.0032999836218588906	800.0	0.2014124466047887	0.26292492917847027	0.44905678599021376	0.365165464846768	0.4027008756116405	4082.905292299768	0.3291083591043941	0.26292492917847027	0.44905678599021376	0.365165464846768	0.4027008756116405	4082.9052440123614	0.32910835971908814	0.26292492917847027	0.44905678599021376	0.365165464846768	0.4027008756116405	4082.905340587175	0.3291083584939624	46								0.4485560276990872	0.4488314447592068							
47	TrialState.COMPLETE	0.018980169971671387	2019-12-31 01:30:43.013698	2019-12-31 01:41:11.384306	8.63805367440289	450.0	6.0	0.044547072560588485	1000.0	0.9262897127080695	0.00538243626062323	0.018980169971671387	0.011402266288951841	0.01476628895184136	18778.703151558075	0.009953942951537375	0.00538243626062323	0.018980169971671387	0.011402266288951841	0.01476628895184136	18778.702868271954	0.009953942982729775	0.00538243626062323	0.018980169971671387	0.011402266288951841	0.01476628895184136	18778.703434844192	0.009953942920373047	47		0.020302171860245515	0.019475920679886686													
