number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.651685393258427	2020-05-15 20:51:55.292749	2020-05-15 21:34:58.825382	128	0.1711660108987445	500	0.0015167479443813521	128	0.00999521467285175	0.24815951202811207	0.1797752808988764	0.651685393258427	0.37312734082397003	0.49250936329588013	11.909176029962547	0.3284418454495167	0.1797752808988764	0.651685393258427	0.37312734082397003	0.49250936329588013	11.909176029962547	0.3284418454495167	3602463127	650.0	0.1797752808988764	0.651685393258427	0.37312734082397003	0.49250936329588013	11.909176029962547	0.3284418454495167	0	COMPLETE
1	0.8469101123595506	2020-05-15 21:34:59.010407	2020-05-15 22:01:51.380806	128	0.3417089349013642	350	0.012884113370365033	128	0.004229762618071372	0.12992101681614052	0.2532771535580524	0.8469101123595506	0.548689138576779	0.6844569288389513	6.2322097378277155	0.44448026353599746	0.2532771535580524	0.8469101123595506	0.548689138576779	0.6844569288389513	6.2322097378277155	0.44448026353599746	3975618674	600.0	0.2532771535580524	0.8469101123595506	0.548689138576779	0.6844569288389513	6.2322097378277155	0.44448026353599746	1	COMPLETE
2	0.6722846441947565	2020-05-15 22:01:51.516016	2020-05-15 22:27:45.214013	256	0.3068206622639459	450	0.018928987965951855	512	0.6445105521834171	0.24933446530071313	0.2153558052434457	0.6722846441947565	0.41807116104868913	0.5280898876404494	12.038389513108614	0.36429108141210087	0.2153558052434457	0.6722846441947565	0.41807116104868913	0.5280898876404494	12.038389513108614	0.36429108141210087	1383072595	250.0	0.2153558052434457	0.6722846441947565	0.41807116104868913	0.5280898876404494	12.038389513108614	0.36429108141210087	2	COMPLETE
3	0.7771535580524345	2020-05-15 22:27:45.308097	2020-05-15 22:36:20.699311	128	0.1971679952337742	150	0.045550328672353535	512	0.03605479059427176	0.1739322810995389	0.23174157303370788	0.7771535580524345	0.47425093632958804	0.5987827715355806	8.37874531835206	0.3991741705187692	0.23174157303370788	0.7771535580524345	0.47425093632958804	0.5987827715355806	8.37874531835206	0.3991741705187692	2560669266	400.0	0.23174157303370788	0.7771535580524345	0.47425093632958804	0.5987827715355806	8.37874531835206	0.3991741705187692	3	COMPLETE
4	0.8815543071161048	2020-05-15 22:36:20.850134	2020-05-15 22:39:57.663656	64	0.20929986698128983	50	0.025852168469085373	128	0.017085819368908604	0.11132317220997973	0.31226591760299627	0.8815543071161048	0.6193820224719101	0.7467228464419475	5.379213483146067	0.5018191948900005	0.31226591760299627	0.8815543071161048	0.6193820224719101	0.7467228464419475	5.379213483146067	0.5018191948900005	828553534	500.0	0.31226591760299627	0.8815543071161048	0.6193820224719101	0.7467228464419475	5.379213483146067	0.5018191948900005	4	COMPLETE
5	0.6441947565543071	2020-05-15 22:39:57.790402	2020-05-15 23:02:19.087065	128	0.11018140349286028	350	0.013666304250724183	512	0.15113900397048324	0.26980453291524215	0.20131086142322097	0.6441947565543071	0.39419475655430714	0.49859550561797755	12.935861423220974	0.3467286127703528	0.20131086142322097	0.6441947565543071	0.39419475655430714	0.49859550561797755	12.935861423220974	0.3467286127703528	1533232598	500.0	0.20131086142322097	0.6441947565543071	0.39419475655430714	0.49859550561797755	12.935861423220974	0.3467286127703528	5	COMPLETE
6	0.6395131086142322	2020-05-15 23:02:19.262475	2020-05-15 23:12:05.593056	128	0.2660605976839794	100	0.004328526684335822	512	0.017748819515434187	0.27080024205224956	0.17415730337078653	0.6395131086142322	0.36797752808988765	0.48782771535580527	13.002340823970037	0.32167605195679944	0.17415730337078653	0.6395131086142322	0.36797752808988765	0.48782771535580527	13.002340823970037	0.32167605195679944	2627328383	550.0	0.17415730337078653	0.6395131086142322	0.36797752808988765	0.48782771535580527	13.002340823970037	0.32167605195679944	6	COMPLETE
7	0.7851123595505618	2020-05-15 23:12:05.691170	2020-05-15 23:27:26.630659	128	0.17553796951419365	150	0.001085041384465145	128	0.4759472173262428	0.16379941079751606	0.24672284644194756	0.7851123595505618	0.5028089887640449	0.6287453183520599	7.877340823970037	0.4203790086904728	0.24672284644194756	0.7851123595505618	0.5028089887640449	0.6287453183520599	7.877340823970037	0.4203790086904728	29467028	650.0	0.24672284644194756	0.7851123595505618	0.5028089887640449	0.6287453183520599	7.877340823970037	0.4203790086904728	7	COMPLETE
8	0.7429775280898876	2020-05-15 23:27:26.721975	2020-05-16 00:07:07.270192	256	0.30442304946787446	400	0.0364583484854928	256	0.566581938552528	0.20212877184424674	0.2940074906367041	0.7429775280898876	0.5159176029962547	0.6137640449438202	9.763108614232209	0.44281277844338024	0.2940074906367041	0.7429775280898876	0.5159176029962547	0.6137640449438202	9.763108614232209	0.44281277844338024	3124779002	400.0	0.2940074906367041	0.7429775280898876	0.5159176029962547	0.6137640449438202	9.763108614232209	0.44281277844338024	8	COMPLETE
9	0.6694756554307116	2020-05-16 00:07:07.404812	2020-05-16 00:45:16.511996	128	0.4883891332212825	450	0.002929401147072493	512	0.004112426191717446	0.24666733164270496	0.18398876404494383	0.6694756554307116	0.38249063670411987	0.5126404494382022	11.87874531835206	0.33692673799958656	0.18398876404494383	0.6694756554307116	0.38249063670411987	0.5126404494382022	11.87874531835206	0.33692673799958656	496380911	650.0	0.18398876404494383	0.6694756554307116	0.38249063670411987	0.5126404494382022	11.87874531835206	0.33692673799958656	9	COMPLETE
10	0.7181647940074907	2020-05-16 00:45:16.671515	2020-05-16 01:03:24.064382	256	0.47793708303643945	100	0.014453245642918666	256	0.5998748898247049	0.2214576844439915	0.25234082397003743	0.7181647940074907	0.4691011235955056	0.5678838951310862	10.680711610486892	0.4045790151349855	0.25234082397003743	0.7181647940074907	0.4691011235955056	0.5678838951310862	10.680711610486892	0.4045790151349855	4109602329	450.0	0.25234082397003743	0.7181647940074907	0.4691011235955056	0.5678838951310862	10.680711610486892	0.4045790151349855	10	COMPLETE
11	0.6661985018726592	2020-05-16 01:03:24.162525	2020-05-16 01:22:39.458138	128	0.30073513547417585	450	0.004301503930866238	256	0.0015021212691243677	0.24751706097243625	0.18726591760299627	0.6661985018726592	0.4035580524344569	0.50187265917603	11.85814606741573	0.3393211419188334	0.18726591760299627	0.6661985018726592	0.4035580524344569	0.50187265917603	11.85814606741573	0.3393211419188334	2575004571	350.0	0.18726591760299627	0.6661985018726592	0.4035580524344569	0.50187265917603	11.85814606741573	0.3393211419188334	11	COMPLETE
12	0.725187265917603	2020-05-16 01:22:39.598897	2020-05-16 02:06:02.581371	256	0.3289831233315688	500	0.04585273859763939	512	0.07331716852441988	0.20097481936551212	0.22237827715355804	0.725187265917603	0.448501872659176	0.5669475655430711	9.70131086142322	0.3807784860937532	0.22237827715355804	0.725187265917603	0.448501872659176	0.5669475655430711	9.70131086142322	0.3807784860937532	405730172	350.0	0.22237827715355804	0.725187265917603	0.448501872659176	0.5669475655430711	9.70131086142322	0.3807784860937532	12	COMPLETE
