number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.025790254479059683	2020-03-01 12:29:47.112095	2020-03-01 13:23:57.587784	256	128	62	0.001013569337719823	512	0.25234384559896933	0.006504621704895584	0.025790254479059683	0.012838069154399178	0.017545361177678877	1801.789669633687	0.017671823745380216	0.006504621704895584	0.025790254479059683	0.012838069154399178	0.017545361177678877	1801.788599794591	0.017671824026394972	1057675125	200	0.006504621704895584	0.025790254479059683	0.012838069154399178	0.017545361177678877	1801.7907394727833	0.017671823464822066	0	COMPLETE
1	0.005391989044847655	2020-03-01 13:23:57.634159	2020-03-01 15:00:38.963889	128	64	76	0.029302767694974464	128	1.2051908021670492	0.003908478831450416	0.005391989044847655	0.004422001597626383	0.004764350108410362	8631.532423256875	0.004710615044612032	0.003908478831450416	0.005391989044847655	0.004422001597626383	0.004764350108410362	8631.529841378524	0.004710615147793493	1675090532	150	0.003908478831450416	0.005391989044847655	0.004422001597626383	0.004764350108410362	8631.535005135227	0.004710614941486481	1	COMPLETE
2	0.026389364372931646	2020-03-01 15:00:38.996485	2020-03-01 16:22:43.019579	128	256	58	0.0019257464798803753	256	0.2437929926961664	0.00567727947050097	0.026389364372931646	0.011468675111263265	0.016546844687892276	1741.4356955380576	0.01707970986045069	0.00567727947050097	0.026389364372931646	0.011468675111263265	0.016546844687892276	1741.4348396667808	0.01707973302741157	2864767136	200	0.00567727947050097	0.026389364372931646	0.011468675111263265	0.016546844687892276	1741.4365514093347	0.017079687251583264	2	COMPLETE
3	0.014892160219103046	2020-03-01 16:22:43.066299	2020-03-01 18:47:02.031659	128	64	88	0.0017125294149547955	128	0.4357090411847363	0.0049069953212370196	0.014892160219103046	0.008216364258815475	0.010441629578911331	3121.8754136711173	0.010746845073351666	0.0049069953212370196	0.014892160219103046	0.008216364258815475	0.010441629578911331	3121.874243980372	0.010746846928863216	2083127033	200	0.0049069953212370196	0.014892160219103046	0.008216364258815475	0.010441629578911331	3121.8765833618622	0.010746843230640181	3	COMPLETE
4	0.013551295218532466	2020-03-01 18:47:02.063837	2020-03-01 19:19:34.832086	128	64	82	0.005365247685485154	512	0.44626000240603686	0.005449047129978318	0.013551295218532466	0.008729887024991442	0.010156339153258016	3197.1070552322262	0.01082769874213461	0.005449047129978318	0.013551295218532466	0.008729887024991442	0.010156339153258016	3197.1057001027048	0.010827699245232025	2047321270	150	0.005449047129978318	0.013551295218532466	0.008729887024991442	0.010156339153258016	3197.108410361748	0.010827698239904475	4	COMPLETE
5	0.014778044048841721	2020-03-01 19:19:34.866411	2020-03-01 19:52:21.779250	256	64	56	0.0064838868918032175	512	0.3788853452722615	0.004792879150975694	0.014778044048841721	0.007617254364943512	0.010099281068127354	2710.173199817414	0.011301064873679188	0.004792879150975694	0.014778044048841721	0.007617254364943512	0.010099281068127354	2710.1721442428393	0.011301065240176655	2692650608	150	0.004792879150975694	0.014778044048841721	0.007617254364943512	0.010099281068127354	2710.174255391989	0.011301064508164534	5	COMPLETE
6	0.08202099737532809	2020-03-01 19:52:21.817215	2020-03-01 21:08:20.724133	64	256	24	0.016458366844581615	512	0.20113951922313877	0.010898094259956637	0.08202099737532809	0.03103959831108068	0.047415268743580964	1426.0365314390049	0.037166565456163744	0.010898094259956637	0.08202099737532809	0.03103959831108068	0.047415268743580964	1426.03603218076	0.03716663183381256	73981022	300	0.010898094259956637	0.08202099737532809	0.03103959831108068	0.047415268743580964	1426.0370306972497	0.0371665029903903	6	COMPLETE
7	0.007103731598767545	2020-03-01 21:08:20.772668	2020-03-01 22:05:43.675362	128	256	71	0.027995710193783618	256	1.0180932872988409	0.004593175853018373	0.007103731598767545	0.005420518087412987	0.005991098938719616	7294.502938491384	0.005956691837113729	0.004593175853018373	0.007103731598767545	0.005420518087412987	0.005991098938719616	7294.500171174255	0.005956692817397819	2033439732	150	0.004593175853018373	0.007103731598767545	0.005420518087412987	0.005991098938719616	7294.505705808513	0.005956690860367283	7	COMPLETE
8	0.24532123701928563	2020-03-01 22:05:43.711863	2020-03-01 23:58:39.667344	128	128	1	0.001364223230804083	256	0.06664552704429516	0.07828369279926965	0.24532123701928563	0.14213169006048157	0.18001825858724183	463.4199189775191	0.135169005594684	0.07828369279926965	0.24532123701928563	0.14213169006048157	0.18001825858724183	463.41983339039143	0.1351690100319976	311678476	300	0.07828369279926965	0.24532123701928563	0.14213169006048157	0.18001825858724183	463.42000456464683	0.1351690012261842	8	COMPLETE
9	0.009186351706036745	2020-03-01 23:58:39.719079	2020-03-02 01:34:09.996802	128	256	63	0.011298270527542722	128	0.6862762106663802	0.005163756704325003	0.009186351706036745	0.006190802236676937	0.007132260641332877	4916.523992924797	0.007788264333199121	0.005163756704325003	0.009186351706036745	0.006190802236676937	0.007132260641332877	4916.521881775648	0.007788264781381107	506372115	150	0.005163756704325003	0.009186351706036745	0.006190802236676937	0.007132260641332877	4916.526104073947	0.007788263885891895	9	COMPLETE
