number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09597378277153558	2020-03-09 13:35:28.731266	2020-03-09 13:35:54.941852	0.46689577909273083	21.246594112233733	256	2	57	0.003664512203622209	256	1.0221328946521109	0.0	0.09597378277153558	0.02247191011235955	0.04588014981273408	49.28558052434457	0.044166714362826216	0.0	0.09597378277153558	0.02247191011235955	0.04588014981273408	49.28558052434457	0.044166714362826216	2730314729	150	0.0	0.09597378277153558	0.02247191011235955	0.04588014981273408	49.28558052434457	0.044166714362826216	0	COMPLETE
1	0.09644194756554307	2020-03-09 13:35:54.958577	2020-03-09 13:36:39.991359	0.5968990630379902	25.231455931337145	64	2	58	0.0010079854251271799	128	1.004319730788567	0.0	0.09644194756554307	0.021067415730337078	0.04541198501872659	48.39513108614232	0.04420312637411709	0.0	0.09644194756554307	0.021067415730337078	0.04541198501872659	48.39513108614232	0.04420312637411709	2465282699	150	0.0	0.09644194756554307	0.021067415730337078	0.04541198501872659	48.39513108614232	0.04420312637411709	1	COMPLETE
2	0.09363295880149813	2020-03-09 13:36:40.009527	2020-03-09 13:37:24.400150	0.2944769112918809	13.17052307595112	128	1	26	0.0017860115172640366	128	1.0165964241474448	0.0	0.09363295880149813	0.018726591760299626	0.039794007490636704	49.10861423220974	0.042021956191430655	0.0	0.09363295880149813	0.018726591760299626	0.039794007490636704	49.10861423220974	0.042021956191430655	2668159220	150	0.0	0.09363295880149813	0.018726591760299626	0.039794007490636704	49.10861423220974	0.042021956191430655	2	COMPLETE
3	0.08754681647940075	2020-03-09 13:37:24.412100	2020-03-09 13:37:39.381506	0.35921270112492576	27.21079099616068	64	2	84	0.008640688756101383	512	0.9869606183259312	0.0	0.08754681647940075	0.025280898876404494	0.042134831460674156	47.590823970037455	0.045070583998761266	0.0	0.08754681647940075	0.025280898876404494	0.042134831460674156	47.590823970037455	0.045070583998761266	361160577	150	0.0	0.08754681647940075	0.025280898876404494	0.042134831460674156	47.590823970037455	0.045070583998761266	3	COMPLETE
4	0.09316479400749064	2020-03-09 13:37:39.393629	2020-03-09 13:38:05.608350	0.30599683702470165	14.490239437848683	128	2	64	0.005836963063191605	256	1.0220240158960223	0.0	0.09316479400749064	0.0149812734082397	0.03932584269662921	49.34410112359551	0.04238534141064024	0.0	0.09316479400749064	0.0149812734082397	0.03932584269662921	49.34410112359551	0.04238534141064024	4190981959	150	0.0	0.09316479400749064	0.0149812734082397	0.03932584269662921	49.34410112359551	0.04238534141064024	4	COMPLETE
5	0.10393258426966293	2020-03-09 13:38:05.620153	2020-03-09 13:38:20.334762	0.4446099160315473	4.210499164487903	64	2	10	0.011033037945009667	512	1.010543164547728	0.0	0.10393258426966293	0.018258426966292134	0.041666666666666664	48.77762172284644	0.04440231569762442	0.0	0.10393258426966293	0.018258426966292134	0.041666666666666664	48.77762172284644	0.04440231569762442	3072203641	150	0.0	0.10393258426966293	0.018258426966292134	0.041666666666666664	48.77762172284644	0.04440231569762442	5	COMPLETE
6	0.0852059925093633	2020-03-09 13:38:20.351957	2020-03-09 13:38:37.253427	0.6866920977047544	5.816631960140706	64	1	3	0.0016932464424056434	256	1.0258190615141018	0.0	0.0852059925093633	0.01451310861423221	0.03136704119850187	49.46816479400749	0.04047291795785681	0.0	0.0852059925093633	0.01451310861423221	0.03136704119850187	49.46816479400749	0.04047291795785681	831267838	150	0.0	0.0852059925093633	0.01451310861423221	0.03136704119850187	49.46816479400749	0.04047291795785681	6	COMPLETE
7	0.08239700374531835	2020-03-09 13:38:37.263915	2020-03-09 13:39:03.057287	0.5150080824090918	22.03751923053229	256	2	41	0.0036051043516735068	256	1.0231084467839686	0.0	0.08239700374531835	0.017790262172284643	0.03464419475655431	49.390215355805246	0.04098792402283912	0.0	0.08239700374531835	0.017790262172284643	0.03464419475655431	49.38998127340824	0.04098798850834794	3814088508	150	0.0	0.08239700374531835	0.017790262172284643	0.03464419475655431	49.390449438202246	0.040987860594469794	7	COMPLETE
8	0.0852059925093633	2020-03-09 13:39:03.069194	2020-03-09 13:39:17.817563	0.3469807051100606	17.263364379140242	128	2	10	0.0013339763638788528	512	1.0305138329176533	0.0	0.0852059925093633	0.016853932584269662	0.03698501872659176	49.695926966292134	0.041232650850523536	0.0	0.0852059925093633	0.016853932584269662	0.03698501872659176	49.69522471910113	0.041233384967421155	112160832	150	0.0	0.0852059925093633	0.016853932584269662	0.03698501872659176	49.69662921348315	0.041231942784687586	8	COMPLETE
9	0.09737827715355805	2020-03-09 13:39:17.830195	2020-03-09 13:39:28.539525	0.9945464391523319	2.9824492581868265	256	2	1	0.0010135053860195842	512	1.0207765573768246	0.0	0.09737827715355805	0.025280898876404494	0.04541198501872659	49.28932584269663	0.04486200724515142	0.0	0.09737827715355805	0.025280898876404494	0.04541198501872659	49.28932584269663	0.04486200724515142	1941599440	150	0.0	0.09737827715355805	0.025280898876404494	0.04541198501872659	49.28932584269663	0.04486200724515142	9	COMPLETE
