number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.000398371104815864	2020-01-11 20:52:21.805385	2020-01-11 22:15:31.955668	9.896494823315871	250.0	26.0	0.03279694926386367	0.0003719091628549392	1000.0	0.9956763916304047	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0002655807365439094	20185.950336402268	0.00035035071085890893	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0002655807365439094	20185.95007082153	0.0003503507213819451	8.852691218130312e-05	0.000398371104815864	0.0001327903682719547	0.0002655807365439094	20185.950601983004	0.00035035070033968737	0	0.0002655807365439094	0.0003541076487252125
1	TrialState.COMPLETE	0.0002655807365439094	2020-01-11 22:15:31.956798	2020-01-11 23:58:56.720775	6.8467075392584595	50.0	11.0	0.005434429985417157	0.019426575736101983	700.0	1.0031377232366754	0.0	0.0002655807365439094	4.426345609065156e-05	0.00017705382436260624	20336.79789305949	0.0002482733016954198	0.0	0.0002655807365439094	4.426345609065156e-05	0.00017705382436260624	20336.797716005665	0.000248273303323016	0.0	0.0002655807365439094	4.426345609065156e-05	0.00017705382436260624	20336.798070113313	0.00024827330006809773	1	0.0003541076487252125	0.0002950897072710104
2	TrialState.COMPLETE	0.0	2020-01-11 23:58:56.721968	2020-01-12 01:54:42.795140	7.857091664768099	350.0	1.0	0.0017381086956036434	0.00013778605949318502	900.0	0.9971550023522677	0.0	0.0	0.0	0.0	20215.408131196884	0.00023937996473094973	0.0	0.0	0.0	0.0	20215.408020538245	0.00023937996597029563	0.0	0.0	0.0	0.0	20215.408241855523	0.00023937996349185215	2	0.0	0.0
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 01:54:42.796335	2020-01-12 03:45:37.860247	9.769907485413428	250.0	26.0	0.002092426394018806	0.0009875881035364398	700.0	1.0139926852814556	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20556.870640049576	0.0002506687635014713	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20556.870263810197	0.0002506687661236454	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20556.87101628895	0.00025066876087957105	3	0.00017705382436260624	0.00017705382436260624
4	TrialState.COMPLETE	4.426345609065156e-05	2020-01-12 03:45:37.875446	2020-01-12 05:55:19.433868	7.161681321468007	450.0	31.0	0.005679149839563696	0.034347494737513286	800.0	1.0004571819928918	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20282.60707330028	0.0002302077510906153	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20282.606586402268	0.0002302078100310222	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	4.426345609065156e-05	20282.6075601983	0.0002302076922211402	4	8.852691218130312e-05	5.901794145420208e-05
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 05:55:19.435256	2020-01-12 07:57:26.780148	9.643830773051873	50.0	46.0	0.08087247798562693	0.0001435433913151464	1000.0	0.9769668326603907	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	19806.30006196884	0.0002590064335047701	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	19806.299619334277	0.00025900647498431376	0.0	0.0003541076487252125	8.852691218130312e-05	0.00017705382436260624	19806.300504603398	0.00025900639206079544	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 07:57:26.781380	2020-01-12 09:25:01.523936	4.095319975097875	50.0	6.0	0.0010443392620737384	0.0554651258340621	1000.0	1.0048442406421796	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20370.981143767705	0.00020350350269401243	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20370.980745396602	0.00020350355117718926	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20370.98154213881	0.00020350345424220993	6	0.00017705382436260624	0.00011803588290840416
7	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 09:25:01.525074	2020-01-12 11:25:59.642401	0.7288790795356761	450.0	6.0	0.0016551636670602504	0.0003199442407238578	900.0	0.9999081792844423	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20271.27841713881	0.0002976601912088343	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20271.27806303116	0.00029766019364657235	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20271.27877124646	0.0002976601887713995	7	0.0003541076487252125	0.0003541076487252125
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 11:25:59.664178	2020-01-12 13:29:15.542892	5.073573783047648	450.0	16.0	0.019868498234064457	0.04432575630747778	800.0	1.0160386233226586	0.0002655807365439094	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20598.719347556656	0.0004982127875212951	0.0002655807365439094	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20598.718927053826	0.0004982127918056858	0.0002655807365439094	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20598.71976805949	0.0004982127832378019	8	0.0003541076487252125	0.0003541076487252125
