number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 16:32:27.100746	2020-01-12 16:51:29.214048	2.192432191782675	150.0	26.0	0.007126849607749777	0.023987211185123734	1500.0	0.9946787809828223	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20165.570600212464	0.00026932410223790037	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20165.57042315864	0.00026932410281391253	0.0	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	20165.57077726629	0.0002693241016619382	0	0.0003541076487252125	0.0003541076487252125
1	TrialState.COMPLETE	0.0	2020-01-12 16:51:29.214854	2020-01-12 17:14:19.618622	3.4793757308866855	250.0	11.0	0.046660285276166405	0.04200886206636466	600.0	1.0084191295190512	0.0	0.0	0.0	0.0	20443.937677053826	0.00015412731456092285	0.0	0.0	0.0	0.0	20443.93727868272	0.0001541273169643275	0.0	0.0	0.0	0.0	20443.93807542493	0.00015412731215782308	1	0.0	0.0
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 17:14:19.619376	2020-01-12 17:30:37.032742	7.969485116590926	150.0	1.0	0.0019301231729383543	0.021220440122970717	1300.0	0.9950215752189584	0.0	0.0003541076487252125	0.0	0.0	20172.472800106232	0.0003088831021108945	0.0	0.0003541076487252125	0.0	0.0	20172.472512393768	0.00030888311355640894	0.0	0.0003541076487252125	0.0	0.0	20172.473087818697	0.0003088830906708055	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.0002655807365439094	2020-01-12 17:30:37.033491	2020-01-12 18:04:16.892836	7.525377166567494	450.0	16.0	0.04638008817064428	0.01740525884134374	2000.0	1.009506603541643	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20466.06227868272	0.00027648786463726935	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20466.06183604816	0.00027648786924632445	4.426345609065156e-05	0.0002655807365439094	4.426345609065156e-05	0.0002213172804532578	20466.06272131728	0.0002764878600290539	3	0.00017705382436260624	0.00023607176581680832
4	TrialState.COMPLETE	0.0003098441926345609	2020-01-12 18:04:16.893566	2020-01-12 18:20:09.804810	3.6169030179605595	50.0	41.0	0.0010870338044755296	0.07676713141749876	900.0	0.9938065396129867	0.0	0.0003098441926345609	0.0	0.0	20148.259007613313	0.0002385251179163852	0.0	0.0003098441926345609	0.0	0.0	20148.25871990085	0.00023852512032808553	0.0	0.0003098441926345609	0.0	0.0	20148.25929532578	0.0002385251155050049	4	8.852691218130312e-05	0.00023607176581680832
5	TrialState.COMPLETE	0.0002655807365439094	2020-01-12 18:20:09.805595	2020-01-12 18:49:19.536815	3.1656371073132155	350.0	21.0	0.0143256426207477	0.06270605204429298	1200.0	0.9951233280887387	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	20174.410831267705	0.00028678712914759907	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	20174.410499291786	0.00028678716329592007	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	20174.411163243625	0.0002867870950292999	5	0.0003541076487252125	0.0002950897072710104
6	TrialState.COMPLETE	0.0002213172804532578	2020-01-12 18:49:19.537611	2020-01-12 19:04:56.047947	2.581724898461075	50.0	41.0	0.09096697892143113	0.047402375379194873	1700.0	1.0020289620589782	0.0	0.0002213172804532578	0.0	0.0001327903682719547	20314.43161296034	0.0002798853516449685	0.0	0.0002213172804532578	0.0	0.0001327903682719547	20314.431258852692	0.0002798853577707266	0.0	0.0002213172804532578	0.0	0.0001327903682719547	20314.431967067987	0.0002798853455210778	6	8.852691218130312e-05	0.00017705382436260624
7	TrialState.COMPLETE	0.0002213172804532578	2020-01-12 19:04:56.048780	2020-01-12 19:35:03.127807	3.6436049320295765	350.0	26.0	0.0017589902050957555	0.021800647375670966	1700.0	1.0051488838285632	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20377.668245396602	0.00025546632803280387	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20377.66802407932	0.0002554663379522615	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20377.66846671388	0.0002554663181167881	7	8.852691218130312e-05	0.00017705382436260624
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 19:35:03.128659	2020-01-12 20:03:13.702405	1.1265444632837367	350.0	16.0	0.09198629276036294	0.08461808539409704	1100.0	0.9851621181927604	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	19972.452062677054	0.00026284746178538665	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	19972.45166430595	0.0002628476232220941	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	0.0001327903682719547	19972.45246104816	0.0002628473006442803	8	0.00017705382436260624	0.0002950897072710104
