number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10955056179775281	2020-04-05 17:10:34.306922	2020-04-05 17:10:50.026976	64	512	0.08519015839183733	0.9969985811632782	0.008895131086142321	0.10955056179775281	0.03277153558052434	0.056179775280898875	48.11048689138577	0.0535968190887867	0.008895131086142321	0.10955056179775281	0.03277153558052434	0.056179775280898875	48.11048689138577	0.0535968190887867	1941858517	150	0.008895131086142321	0.10955056179775281	0.03277153558052434	0.056179775280898875	48.11048689138577	0.0535968190887867	0	COMPLETE
1	0.10440074906367042	2020-04-05 17:10:50.053630	2020-04-05 17:11:02.759959	256	512	0.07529043519682009	1.0076257024938764	0.010299625468164793	0.10440074906367042	0.028089887640449437	0.05196629213483146	48.572565543071164	0.05288339692631247	0.010299625468164793	0.10440074906367042	0.028089887640449437	0.05196629213483146	48.572565543071164	0.05288339692631247	1838270833	150	0.010299625468164793	0.10440074906367042	0.028089887640449437	0.05196629213483146	48.572565543071164	0.05288339692631247	1	COMPLETE
2	0.10674157303370786	2020-04-05 17:11:02.786956	2020-04-05 17:11:17.304346	256	256	0.023793383822717975	1.0063982120286046	0.013576779026217229	0.10674157303370786	0.03464419475655431	0.05337078651685393	48.51451310861423	0.05584207810007832	0.013576779026217229	0.10674157303370786	0.03464419475655431	0.05337078651685393	48.51451310861423	0.05584207810007832	1635577825	150	0.013576779026217229	0.10674157303370786	0.03464419475655431	0.05337078651685393	48.51451310861423	0.05584207810007832	2	COMPLETE
3	0.09831460674157304	2020-04-05 17:11:17.352775	2020-04-05 17:11:43.517718	64	128	0.15005799859971347	0.9986267888043006	0.013108614232209739	0.09831460674157304	0.035580524344569285	0.05805243445692884	48.177434456928836	0.056472623029817696	0.013108614232209739	0.09831460674157304	0.035580524344569285	0.05805243445692884	48.177434456928836	0.056472623029817696	1493653723	200	0.013108614232209739	0.09831460674157304	0.035580524344569285	0.05805243445692884	48.177434456928836	0.056472623029817696	3	COMPLETE
4	0.09082397003745318	2020-04-05 17:11:43.544359	2020-04-05 17:12:01.569767	64	128	0.038240969814166255	1.005967233528833	0.00749063670411985	0.09082397003745318	0.026217228464419477	0.04588014981273408	48.552434456928836	0.04943956785401351	0.00749063670411985	0.09082397003745318	0.026217228464419477	0.04588014981273408	48.552434456928836	0.04943956785401351	124178364	150	0.00749063670411985	0.09082397003745318	0.026217228464419477	0.04588014981273408	48.552434456928836	0.04943956785401351	4	COMPLETE
5	0.10580524344569288	2020-04-05 17:12:01.596245	2020-04-05 17:12:16.072912	64	256	0.0024792605150134	0.9874570112603922	0.009363295880149813	0.10580524344569288	0.03745318352059925	0.056179775280898875	47.63014981273408	0.05490023643548087	0.009363295880149813	0.10580524344569288	0.03745318352059925	0.056179775280898875	47.63014981273408	0.05490023643548087	825059866	150	0.009363295880149813	0.10580524344569288	0.03745318352059925	0.056179775280898875	47.63014981273408	0.05490023643548087	5	COMPLETE
6	0.09410112359550561	2020-04-05 17:12:16.099548	2020-04-05 17:12:30.586650	256	256	0.0010372063629125693	1.03390983275089	0.00749063670411985	0.09410112359550561	0.024344569288389514	0.04681647940074907	49.875	0.048439053941969526	0.00749063670411985	0.09410112359550561	0.024344569288389514	0.04681647940074907	49.875	0.048439053941969526	681061309	150	0.00749063670411985	0.09410112359550561	0.024344569288389514	0.04681647940074907	49.875	0.048439053941969526	6	COMPLETE
7	0.10018726591760299	2020-04-05 17:12:30.613322	2020-04-05 17:12:43.358079	256	512	0.008571968781487109	1.0056593005793093	0.006554307116104869	0.10018726591760299	0.02855805243445693	0.048220973782771535	48.530430711610485	0.0499144192538005	0.006554307116104869	0.10018726591760299	0.02855805243445693	0.048220973782771535	48.530430711610485	0.0499144192538005	2448577089	150	0.006554307116104869	0.10018726591760299	0.02855805243445693	0.048220973782771535	48.530430711610485	0.0499144192538005	7	COMPLETE
8	0.10346441947565543	2020-04-05 17:12:43.384332	2020-04-05 17:12:56.183239	256	512	0.003193963636254266	1.0158850060381721	0.012640449438202247	0.10346441947565543	0.032303370786516857	0.05337078651685393	48.9686329588015	0.05483414769996184	0.012640449438202247	0.10346441947565543	0.032303370786516857	0.05337078651685393	48.9686329588015	0.05483414769996184	2298707092	150	0.012640449438202247	0.10346441947565543	0.032303370786516857	0.05337078651685393	48.9686329588015	0.05483414769996184	8	COMPLETE
9	0.10486891385767791	2020-04-05 17:12:56.208812	2020-04-05 17:13:13.871598	256	128	0.6666521666141971	0.9813664904699664	0.013108614232209739	0.10486891385767791	0.03277153558052434	0.05383895131086142	47.32116104868914	0.056140196225281325	0.013108614232209739	0.10486891385767791	0.03277153558052434	0.05383895131086142	47.32116104868914	0.056140196225281325	3584413415	150	0.013108614232209739	0.10486891385767791	0.03277153558052434	0.05383895131086142	47.32116104868914	0.056140196225281325	9	COMPLETE
10	0.10346441947565543	2020-04-05 17:13:13.907243	2020-04-05 17:13:26.728056	128	512	0.03237460704036755	1.0066592215485382	0.009363295880149813	0.10346441947565543	0.0299625468164794	0.052434456928838954	48.583333333333336	0.05218884205019139	0.009363295880149813	0.10346441947565543	0.0299625468164794	0.052434456928838954	48.583333333333336	0.05218884205019139	2805656337	150	0.009363295880149813	0.10346441947565543	0.0299625468164794	0.052434456928838954	48.583333333333336	0.05218884205019139	10	COMPLETE
11	0.10861423220973783	2020-04-05 17:13:26.754944	2020-04-05 17:13:39.538368	256	512	0.04947868525730713	0.9929106666397806	0.012640449438202247	0.10861423220973783	0.03277153558052434	0.04868913857677903	47.91198501872659	0.05554766984226694	0.012640449438202247	0.10861423220973783	0.03277153558052434	0.04868913857677903	47.91198501872659	0.05554766984226694	2025041561	150	0.012640449438202247	0.10861423220973783	0.03277153558052434	0.04868913857677903	47.91198501872659	0.05554766984226694	11	COMPLETE
12	0.09691011235955056	2020-04-05 17:13:39.565211	2020-04-05 17:13:56.697418	64	128	0.044243780339719575	1.0224946507955606	0.009831460674157303	0.09691011235955056	0.0299625468164794	0.04400749063670412	49.372191011235955	0.05134197570229699	0.009831460674157303	0.09691011235955056	0.0299625468164794	0.04400749063670412	49.372191011235955	0.05134197570229699	3114002634	150	0.009831460674157303	0.09691011235955056	0.0299625468164794	0.04400749063670412	49.372191011235955	0.05134197570229699	12	COMPLETE
13	0.10767790262172285	2020-04-05 17:13:56.724061	2020-04-05 17:14:11.134254	64	256	0.8019396959156173	0.9916856911457196	0.015917602996254682	0.10767790262172285	0.031835205992509365	0.05383895131086142	47.853932584269664	0.05818396671929401	0.015917602996254682	0.10767790262172285	0.031835205992509365	0.05383895131086142	47.853932584269664	0.05818396671929401	1365317036	150	0.015917602996254682	0.10767790262172285	0.031835205992509365	0.05383895131086142	47.853932584269664	0.05818396671929401	13	COMPLETE
14	0.10159176029962547	2020-04-05 17:14:11.155251	2020-04-05 17:14:23.810806	64	512	0.02646584375902487	0.9992211483103268	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04307116104868914	48.293539325842694	0.0495135260469124	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04307116104868914	48.293539325842694	0.0495135260469124	1760617546	150	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04307116104868914	48.293539325842694	0.0495135260469124	14	COMPLETE
15	0.09831460674157304	2020-04-05 17:14:23.836557	2020-04-05 17:14:48.227339	128	512	0.011363279762435709	0.9844759009536077	0.00749063670411985	0.09831460674157304	0.02294007490636704	0.04260299625468165	47.53885767790262	0.04969970314195264	0.00749063670411985	0.09831460674157304	0.02294007490636704	0.04260299625468165	47.53885767790262	0.04969970314195264	2569654378	250	0.00749063670411985	0.09831460674157304	0.02294007490636704	0.04260299625468165	47.53885767790262	0.04969970314195264	15	COMPLETE
16	0.09784644194756555	2020-04-05 17:14:48.254535	2020-04-05 17:15:06.045718	256	128	0.041156446906184106	1.0063815617625174	0.007022471910112359	0.09784644194756555	0.02949438202247191	0.04588014981273408	48.58848314606742	0.050280001677329156	0.007022471910112359	0.09784644194756555	0.02949438202247191	0.04588014981273408	48.58848314606742	0.050280001677329156	637517921	150	0.007022471910112359	0.09784644194756555	0.02949438202247191	0.04588014981273408	48.58848314606742	0.050280001677329156	16	COMPLETE
17	0.10861423220973783	2020-04-05 17:15:06.071276	2020-04-05 17:15:23.741011	256	128	0.009521059962923385	1.007290483211701	0.011235955056179775	0.10861423220973783	0.03323970037453183	0.05337078651685393	48.61329588014981	0.055051035404890626	0.011235955056179775	0.10861423220973783	0.03323970037453183	0.05337078651685393	48.61329588014981	0.055051035404890626	1116757298	150	0.011235955056179775	0.10861423220973783	0.03323970037453183	0.05337078651685393	48.61329588014981	0.055051035404890626	17	COMPLETE
18	0.10627340823970037	2020-04-05 17:15:23.761957	2020-04-05 17:15:58.176298	64	128	0.023763527400556185	1.0385557476689251	0.011235955056179775	0.10627340823970037	0.02762172284644195	0.047752808988764044	49.9122191011236	0.052691103328859255	0.011235955056179775	0.10627340823970037	0.02762172284644195	0.047752808988764044	49.90964419475655	0.05269156364310759	1925280939	250	0.011235955056179775	0.10627340823970037	0.02762172284644195	0.047752808988764044	49.914794007490634	0.05269064940981361	18	COMPLETE
19	0.10580524344569288	2020-04-05 17:15:58.204243	2020-04-05 17:16:19.512356	128	256	0.306859549132925	1.0024584708979514	0.00749063670411985	0.10580524344569288	0.02902621722846442	0.04868913857677903	48.3810861423221	0.05151326021167086	0.00749063670411985	0.10580524344569288	0.02902621722846442	0.04868913857677903	48.3810861423221	0.05151326021167086	392057920	200	0.00749063670411985	0.10580524344569288	0.02902621722846442	0.04868913857677903	48.3810861423221	0.05151326021167086	19	COMPLETE
20	0.10065543071161048	2020-04-05 17:16:19.539215	2020-04-05 17:16:32.346471	256	512	0.0036307378912895354	1.0100666067505444	0.011235955056179775	0.10065543071161048	0.03136704119850187	0.052434456928838954	48.69475655430712	0.05370933384814783	0.011235955056179775	0.10065543071161048	0.03136704119850187	0.052434456928838954	48.69475655430712	0.05370933384814783	3838656201	150	0.011235955056179775	0.10065543071161048	0.03136704119850187	0.052434456928838954	48.69475655430712	0.05370933384814783	20	COMPLETE
21	0.09831460674157304	2020-04-05 17:16:32.372639	2020-04-05 17:16:44.906643	256	512	0.018717585253352646	1.0003265687465068	0.009831460674157303	0.09831460674157304	0.03136704119850187	0.048220973782771535	48.24204119850187	0.05275569098505288	0.009831460674157303	0.09831460674157304	0.03136704119850187	0.048220973782771535	48.24204119850187	0.05275569098505288	2594304571	150	0.009831460674157303	0.09831460674157304	0.03136704119850187	0.048220973782771535	48.24204119850187	0.05275569098505288	21	COMPLETE
22	0.09644194756554307	2020-04-05 17:16:44.927533	2020-04-05 17:16:57.792512	256	512	0.0479659420917322	0.9897169033196243	0.007958801498127341	0.09644194756554307	0.026685393258426966	0.04962546816479401	47.717696629213485	0.0501405879095904	0.007958801498127341	0.09644194756554307	0.026685393258426966	0.04962546816479401	47.717696629213485	0.0501405879095904	3222705930	150	0.007958801498127341	0.09644194756554307	0.026685393258426966	0.04962546816479401	47.717696629213485	0.0501405879095904	22	COMPLETE
23	0.10393258426966293	2020-04-05 17:16:57.819441	2020-04-05 17:17:10.696157	256	512	0.42181208586356234	0.9894348550727416	0.011235955056179775	0.10393258426966293	0.037921348314606744	0.054307116104868915	47.78183520599251	0.05565570890264968	0.011235955056179775	0.10393258426966293	0.037921348314606744	0.054307116104868915	47.78183520599251	0.05565570890264968	3862493768	150	0.011235955056179775	0.10393258426966293	0.037921348314606744	0.054307116104868915	47.78183520599251	0.05565570890264968	23	COMPLETE
