number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8398876404494382	2020-04-02 18:42:16.210368	2020-04-02 18:43:33.915309	128	0.00320970574536053	256	0.053664351474817365	0.1380529451473487	0.30337078651685395	0.8398876404494382	0.5819288389513109	0.7097378277153558	6.711610486891386	0.4798342424370239	0.30337078651685395	0.8398876404494382	0.5819288389513109	0.7097378277153558	6.711610486891386	0.4798342424370239	1704017573		0.30337078651685395	0.8398876404494382	0.5819288389513109	0.7097378277153558	6.711610486891386	0.4798342424370239	0	COMPLETE
1	0.8862359550561798	2020-04-02 18:43:33.930640	2020-04-02 18:44:44.206764	64	0.0010433244118361665	256	0.039606827719526186	0.10608174953320193	0.3366104868913858	0.8862359550561798	0.6306179775280899	0.7617041198501873	5.147003745318352	0.5193916427370064	0.3366104868913858	0.8862359550561798	0.6306179775280899	0.7617041198501873	5.147003745318352	0.5193916427370064	94024998	950.0	0.3366104868913858	0.8862359550561798	0.6306179775280899	0.7617041198501873	5.147003745318352	0.5193916427370064	1	COMPLETE
2	0.62312734082397	2020-04-02 18:44:44.224242	2020-04-02 18:46:30.706664	256	0.0015903015464957496	128	0.01377683903752728	0.2870542968131518	0.1750936329588015	0.62312734082397	0.35674157303370785	0.46301498127340823	14.014044943820224	0.3161391846711165	0.1750936329588015	0.62312734082397	0.35674157303370785	0.46301498127340823	14.014044943820224	0.3161391846711165	3940869858		0.1750936329588015	0.62312734082397	0.35674157303370785	0.46301498127340823	14.014044943820224	0.3161391846711165	2	COMPLETE
3	0.8661048689138576	2020-04-02 18:46:30.717864	2020-04-02 18:46:50.562970	64	0.008784023833133151	256	0.018846057724274657	0.11929260667200699	0.323501872659176	0.8661048689138576	0.6039325842696629	0.7317415730337079	5.7982209737827715	0.5010939739930761	0.323501872659176	0.8661048689138576	0.6039325842696629	0.7317415730337079	5.7982209737827715	0.5010939739930761	2216063272	300.0	0.323501872659176	0.8661048689138576	0.6039325842696629	0.7317415730337079	5.7982209737827715	0.5010939739930761	3	COMPLETE
4	0.9260299625468165	2020-04-02 18:46:50.574471	2020-04-02 18:47:12.250524	64	0.04377770131165797	128	0.14745282029312615	0.08659560113276742	0.4012172284644195	0.9260299625468165	0.7172284644194756	0.8422284644194756	4.195224719101123	0.5851590807510423	0.4012172284644195	0.9260299625468165	0.7172284644194756	0.8422284644194756	4.195224719101123	0.5851590807510423	734463930	250.0	0.4012172284644195	0.9260299625468165	0.7172284644194756	0.8422284644194756	4.195224719101123	0.5851590807510423	4	COMPLETE
5	0.9433520599250936	2020-04-02 18:47:12.268227	2020-04-02 18:48:10.797557	64	0.001669905237012327	128	0.5744226494860447	0.07876524525129477	0.4705056179775281	0.9433520599250936	0.7963483146067416	0.8857677902621723	3.8038389513108615	0.6468869757585857	0.4705056179775281	0.9433520599250936	0.7963483146067416	0.8857677902621723	3.8038389513108615	0.6468869757585857	2103367916	600.0	0.4705056179775281	0.9433520599250936	0.7963483146067416	0.8857677902621723	3.8038389513108615	0.6468869757585857	5	COMPLETE
6	0.8909176029962547	2020-04-02 18:48:10.812668	2020-04-02 18:48:32.621801	64	0.012141348676865383	128	0.08291492938994095	0.10642577640185558	0.35580524344569286	0.8909176029962547	0.6615168539325843	0.7832397003745318	5.163857677902621	0.5376758126517985	0.35580524344569286	0.8909176029962547	0.6615168539325843	0.7832397003745318	5.163857677902621	0.5376758126517985	336096464	250.0	0.35580524344569286	0.8909176029962547	0.6615168539325843	0.7832397003745318	5.163857677902621	0.5376758126517985	6	COMPLETE
7	0.9026217228464419	2020-04-02 18:48:32.633596	2020-04-02 18:49:57.633399	128	0.0014238641045856864	128	0.3631560189881217	0.09914657432840586	0.4133895131086142	0.9026217228464419	0.7036516853932584	0.8066479400749064	4.816947565543071	0.583945284122053	0.4133895131086142	0.9026217228464419	0.7036516853932584	0.8066479400749064	4.816947565543071	0.583945284122053	2406708034	850.0	0.4133895131086142	0.9026217228464419	0.7036516853932584	0.8066479400749064	4.816947565543071	0.583945284122053	7	COMPLETE
8	0.8080524344569289	2020-04-02 18:49:57.649509	2020-04-02 18:50:21.714373	128	0.00708757444755367	256	0.007191334241740783	0.15416537982076825	0.25280898876404495	0.8080524344569289	0.49063670411985016	0.6292134831460674	7.525749063670412	0.42225991117031336	0.25280898876404495	0.8080524344569289	0.49063670411985016	0.6292134831460674	7.525749063670412	0.42225991117031336	493309856	350.0	0.25280898876404495	0.8080524344569289	0.49063670411985016	0.6292134831460674	7.525749063670412	0.42225991117031336	8	COMPLETE
9	0.826310861423221	2020-04-02 18:50:21.726385	2020-04-02 18:51:28.955338	128	0.005177077701344219	512	0.055938201530407856	0.15043212723140412	0.301498127340824	0.826310861423221	0.5603932584269663	0.6858614232209738	7.341292134831461	0.47234274896160844	0.301498127340824	0.826310861423221	0.5603932584269663	0.6858614232209738	7.341292134831461	0.47234274896160844	1071406252		0.301498127340824	0.826310861423221	0.5603932584269663	0.6858614232209738	7.341292134831461	0.47234274896160844	9	COMPLETE
10	0.8810861423220974	2020-04-02 18:51:28.967204	2020-04-02 18:52:10.591361	256	0.009048140966272007	512	0.5756092883796953	0.11263759232436617	0.3895131086142322	0.8810861423220974	0.6802434456928839	0.7869850187265918	5.484550561797753	0.5605823870713864	0.3895131086142322	0.8810861423220974	0.6802434456928839	0.7869850187265918	5.484550561797753	0.5605823870713864	2461665304	650.0	0.3895131086142322	0.8810861423220974	0.6802434456928839	0.7869850187265918	5.484550561797753	0.5605823870713864	10	COMPLETE
11	0.9124531835205992	2020-04-02 18:52:10.601940	2020-04-02 18:52:31.804881	256	0.038264072291632985	512	0.8755455189005231	0.09196449640775553	0.4353932584269663	0.9124531835205992	0.75187265917603	0.8394194756554307	4.48501872659176	0.610338358870808	0.4353932584269663	0.9124531835205992	0.75187265917603	0.8394194756554307	4.48501872659176	0.610338358870808	115297412	350.0	0.4353932584269663	0.9124531835205992	0.75187265917603	0.8394194756554307	4.48501872659176	0.610338358870808	11	COMPLETE
