number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10627340823970037	2020-04-08 23:51:22.370425	2020-04-08 23:54:36.239399	128	34	128	0.9782429793457176	0.011235955056179775	0.10627340823970037	0.03604868913857678	0.054307116104868915	47.09176029962547	0.05666228362274531	0.011235955056179775	0.10627340823970037	0.03604868913857678	0.054307116104868915	47.09176029962547	0.05666228362274531	1747499975	200.0	0.011235955056179775	0.10627340823970037	0.03604868913857678	0.054307116104868915	47.09176029962547	0.05666228362274531	0	COMPLETE
1	0.1104868913857678	2020-04-08 23:54:36.257423	2020-04-09 00:01:05.985500	256	21	128	0.780836201419405	0.006554307116104869	0.1104868913857678	0.023876404494382022	0.04307116104868914	37.389044943820224	0.05554408923958867	0.006554307116104869	0.1104868913857678	0.023876404494382022	0.04307116104868914	37.389044943820224	0.05554408923958867	3426849526	350.0	0.006554307116104869	0.1104868913857678	0.023876404494382022	0.04307116104868914	37.389044943820224	0.05554408923958867	1	COMPLETE
2	0.10533707865168539	2020-04-09 00:01:06.003485	2020-04-09 00:02:25.527390	64	36	512	1.0010744671717509	0.007958801498127341	0.10533707865168539	0.023408239700374533	0.04307116104868914	48.31788389513109	0.049841918979447675	0.007958801498127341	0.10533707865168539	0.023408239700374533	0.04307116104868914	48.31788389513109	0.049841918979447675	2445977103	250.0	0.007958801498127341	0.10533707865168539	0.023408239700374533	0.04307116104868914	48.31788389513109	0.049841918979447675	2	COMPLETE
3	0.09410112359550561	2020-04-09 00:02:25.539539	2020-04-09 00:03:40.113835	128	63	256	1.0191203083447093	0.009363295880149813	0.09410112359550561	0.025749063670411985	0.04541198501872659	49.164794007490634	0.04976373632512873	0.009363295880149813	0.09410112359550561	0.025749063670411985	0.04541198501872659	49.164794007490634	0.04976373632512873	2171619128	150.0	0.009363295880149813	0.09410112359550561	0.025749063670411985	0.04541198501872659	49.164794007490634	0.04976373632512873	3	COMPLETE
4	0.10346441947565543	2020-04-09 00:03:40.126205	2020-04-09 00:05:57.954673	256	5	256	0.7937798226096978	0.006086142322097378	0.10346441947565543	0.021067415730337078	0.041666666666666664	37.99976591760299	0.05296669494159315	0.006086142322097378	0.10346441947565543	0.021067415730337078	0.041666666666666664	37.99953183520599	0.05296684689381451	3903248995	250.0	0.006086142322097378	0.10346441947565543	0.021067415730337078	0.041666666666666664	38.0	0.052966546788177325	4	COMPLETE
5	0.08146067415730338	2020-04-09 00:05:57.966040	2020-04-09 00:06:52.466872	256	92	512	1.0461519675570006	0.009363295880149813	0.08146067415730338	0.020599250936329586	0.03885767790262172	50.49227528089887	0.04735650292390953	0.009363295880149813	0.08146067415730338	0.020599250936329586	0.03885767790262172	50.49204119850187	0.047356532310940724	2422660379	150.0	0.009363295880149813	0.08146067415730338	0.020599250936329586	0.03885767790262172	50.49250936329588	0.0473564738634009	5	COMPLETE
6	0.09691011235955056	2020-04-09 00:06:52.479016	2020-04-09 00:09:04.110698	64	88	128	1.0329232258287917	0.012172284644194757	0.09691011235955056	0.03136704119850187	0.05149812734082397	49.831460674157306	0.053542921581117085	0.012172284644194757	0.09691011235955056	0.03136704119850187	0.05149812734082397	49.831460674157306	0.053542921581117085	3005707655	150.0	0.012172284644194757	0.09691011235955056	0.03136704119850187	0.05149812734082397	49.831460674157306	0.053542921581117085	6	COMPLETE
7	0.10674157303370786	2020-04-09 00:09:04.123757	2020-04-09 00:10:50.793641	256	4	128	0.7992843322792484	0.0028089887640449437	0.10674157303370786	0.018726591760299626	0.040262172284644196	38.18867041198502	0.050952489260505496	0.0028089887640449437	0.10674157303370786	0.018726591760299626	0.040262172284644196	38.18867041198502	0.050952489260505496	2633551026	150.0	0.0028089887640449437	0.10674157303370786	0.018726591760299626	0.040262172284644196	38.18867041198502	0.050952489260505496	7	COMPLETE
8	0.09925093632958802	2020-04-09 00:10:50.805797	2020-04-09 00:12:04.109252	64	26	256	1.001706827145021	0.010767790262172285	0.09925093632958802	0.03417602996254682	0.05290262172284644	48.30524344569288	0.0540712600268625	0.010767790262172285	0.09925093632958802	0.03417602996254682	0.05290262172284644	48.30524344569288	0.0540712600268625	583870388	150.0	0.010767790262172285	0.09925093632958802	0.03417602996254682	0.05290262172284644	48.30524344569288	0.0540712600268625	8	COMPLETE
9	0.09597378277153558	2020-04-09 00:12:04.121501	2020-04-09 00:12:49.010591	128	82	512	1.0359418680533865	0.00749063670411985	0.09597378277153558	0.033707865168539325	0.050093632958801496	50.02879213483146	0.05038093615747094	0.00749063670411985	0.09597378277153558	0.033707865168539325	0.050093632958801496	50.028558052434455	0.05038099855448466	1562584981	150.0	0.00749063670411985	0.09597378277153558	0.033707865168539325	0.050093632958801496	50.02902621722846	0.05038087476686066	9	COMPLETE
10	0.08661048689138577	2020-04-09 00:12:49.022730	2020-04-09 00:14:37.215392	128	84	512	1.0371879024094508	0.006554307116104869	0.08661048689138577	0.025749063670411985	0.04353932584269663	50.05524344569288	0.04673721963490248	0.006554307116104869	0.08661048689138577	0.025749063670411985	0.04353932584269663	50.05524344569288	0.04673721963490248	1364702870	300.0	0.006554307116104869	0.08661048689138577	0.025749063670411985	0.04353932584269663	50.05524344569288	0.04673721963490248	10	COMPLETE
11	0.0898876404494382	2020-04-09 00:14:37.227544	2020-04-09 00:15:19.607580	256	19	512	0.9882831704586549	0.009363295880149813	0.0898876404494382	0.02762172284644195	0.0449438202247191	47.59222846441948	0.0503043905207551	0.009363295880149813	0.0898876404494382	0.02762172284644195	0.0449438202247191	47.59222846441948	0.0503043905207551	2577474472	150.0	0.009363295880149813	0.0898876404494382	0.02762172284644195	0.0449438202247191	47.59222846441948	0.0503043905207551	11	COMPLETE
12	0.10205992509363296	2020-04-09 00:15:19.620215	2020-04-09 00:19:47.180907	64	90	128	0.9939730604848919	0.007958801498127341	0.10205992509363296	0.026217228464419477	0.04868913857677903	47.93867041198502	0.050489667838539	0.007958801498127341	0.10205992509363296	0.026217228464419477	0.04868913857677903	47.93867041198502	0.050489667838539	2381061904	250.0	0.007958801498127341	0.10205992509363296	0.026217228464419477	0.04868913857677903	47.93867041198502	0.050489667838539	12	COMPLETE
13	0.10159176029962547	2020-04-09 00:19:47.192709	2020-04-09 00:21:00.940674	128	89	256	1.0163993457574676	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04588014981273408	49.06062734082397	0.049869344390353045	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04588014981273408	49.06039325842696	0.049869711578426776	3495622175	150.0	0.007958801498127341	0.10159176029962547	0.023408239700374533	0.04588014981273408	49.06086142322097	0.04986899132489754	13	COMPLETE
14	0.09176029962546817	2020-04-09 00:21:00.953008	2020-04-09 00:24:28.685148	256	93	128	1.0419151231573287	0.010299625468164793	0.09176029962546817	0.027153558052434457	0.04307116104868914	50.18703183520599	0.049409411720130636	0.010299625468164793	0.09176029962546817	0.027153558052434457	0.04307116104868914	50.186797752808985	0.04940948570318911	3618528759	200.0	0.010299625468164793	0.09176029962546817	0.027153558052434457	0.04307116104868914	50.18726591760299	0.04940933903502056	14	COMPLETE
15	0.09737827715355805	2020-04-09 00:24:28.697275	2020-04-09 00:25:39.383354	64	61	256	1.0240797676435542	0.008895131086142321	0.09737827715355805	0.028089887640449437	0.04868913857677903	49.375	0.0502065281725408	0.008895131086142321	0.09737827715355805	0.028089887640449437	0.04868913857677903	49.375	0.0502065281725408	3886947980	150.0	0.008895131086142321	0.09737827715355805	0.028089887640449437	0.04868913857677903	49.375	0.0502065281725408	15	COMPLETE
16	0.10346441947565543	2020-04-09 00:25:39.395543	2020-04-09 00:26:41.634347	64	89	512	0.9866860619090386	0.010299625468164793	0.10346441947565543	0.02855805243445693	0.048220973782771535	47.60159176029963	0.05313793662819593	0.010299625468164793	0.10346441947565543	0.02855805243445693	0.048220973782771535	47.60112359550562	0.05313830138555423	1668378527	200.0	0.010299625468164793	0.10346441947565543	0.02855805243445693	0.048220973782771535	47.602059925093634	0.05313758321728065	16	COMPLETE
17	0.09878277153558053	2020-04-09 00:26:41.646423	2020-04-09 00:33:32.628132	256	98	128	0.9943016938069899	0.006554307116104869	0.09878277153558053	0.026685393258426966	0.04681647940074907	47.90566479400749	0.05008129276908631	0.006554307116104869	0.09878277153558053	0.026685393258426966	0.04681647940074907	47.905430711610485	0.0500813330309365	3500775254	350.0	0.006554307116104869	0.09878277153558053	0.026685393258426966	0.04681647940074907	47.90589887640449	0.0500812530301173	17	COMPLETE
18	0.15823970037453183	2020-04-09 00:33:32.640171	2020-04-09 00:39:19.404407	128	13	128	0.7211134866697971	0.01544943820224719	0.15823970037453183	0.04868913857677903	0.0800561797752809	34.48689138576779	0.07480943026107079	0.01544943820224719	0.15823970037453183	0.04868913857677903	0.0800561797752809	34.48689138576779	0.07480943026107079	3327724982	300.0	0.01544943820224719	0.15823970037453183	0.04868913857677903	0.0800561797752809	34.48689138576779	0.07480943026107079	18	COMPLETE
19	0.12968164794007492	2020-04-09 00:39:19.422378	2020-04-09 00:49:15.048909	128	46	128	0.7889931283887713	0.010299625468164793	0.12968164794007492	0.0351123595505618	0.05711610486891386	37.828183520599254	0.0633920033664454	0.010299625468164793	0.12968164794007492	0.0351123595505618	0.05711610486891386	37.828183520599254	0.0633920033664454	1165688177	500.0	0.010299625468164793	0.12968164794007492	0.0351123595505618	0.05711610486891386	37.828183520599254	0.0633920033664454	19	COMPLETE
20	0.09222846441947566	2020-04-09 00:49:15.061013	2020-04-09 00:51:43.507644	256	86	512	1.0329417626544386	0.007958801498127341	0.09222846441947566	0.02762172284644195	0.04681647940074907	49.78838951310861	0.04970970459953563	0.007958801498127341	0.09222846441947566	0.02762172284644195	0.04681647940074907	49.78838951310861	0.04970970459953563	2477759338	350.0	0.007958801498127341	0.09222846441947566	0.02762172284644195	0.04681647940074907	49.78838951310861	0.04970970459953563	20	COMPLETE
21	0.09644194756554307	2020-04-09 00:51:43.524694	2020-04-09 00:52:52.481270	64	52	256	1.022816116407109	0.010299625468164793	0.09644194756554307	0.025749063670411985	0.04868913857677903	49.34878277153558	0.05125833094316447	0.010299625468164793	0.09644194756554307	0.025749063670411985	0.04868913857677903	49.34878277153558	0.05125833094316447	2899718429	150.0	0.010299625468164793	0.09644194756554307	0.025749063670411985	0.04868913857677903	49.34878277153558	0.05125833094316447	21	COMPLETE
22	0.10767790262172285	2020-04-09 00:52:52.493159	2020-04-09 00:54:12.868590	256	23	512	0.9978441124893586	0.009363295880149813	0.10767790262172285	0.03136704119850187	0.05664794007490637	48.061797752808985	0.05312081814418107	0.009363295880149813	0.10767790262172285	0.03136704119850187	0.05664794007490637	48.061797752808985	0.05312081814418107	616151338	250.0	0.009363295880149813	0.10767790262172285	0.03136704119850187	0.05664794007490637	48.061797752808985	0.05312081814418107	22	COMPLETE
23	0.09363295880149813	2020-04-09 00:54:12.880478	2020-04-09 00:54:54.165847	256	25	512	1.0081826569425283	0.005149812734082397	0.09363295880149813	0.02200374531835206	0.03932584269662921	48.594569288389515	0.04659920712322484	0.005149812734082397	0.09363295880149813	0.02200374531835206	0.03932584269662921	48.59410112359551	0.046599382521358416	1664353617	150.0	0.005149812734082397	0.09363295880149813	0.02200374531835206	0.03932584269662921	48.59503745318352	0.04659903529759626	23	COMPLETE
24	0.0852059925093633	2020-04-09 00:54:54.177866	2020-04-09 00:57:10.698122	256	98	128	1.0353815733666152	0.0046816479400749065	0.0852059925093633	0.019662921348314606	0.03604868913857678	49.923455056179776	0.04404767328609515	0.0046816479400749065	0.0852059925093633	0.019662921348314606	0.03604868913857678	49.92322097378277	0.04404794690666441	2969093615	150.0	0.0046816479400749065	0.0852059925093633	0.019662921348314606	0.03604868913857678	49.923689138576776	0.04404740878621152	24	COMPLETE
25	0.09550561797752809	2020-04-09 00:57:10.708305	2020-04-09 00:58:20.436342	64	98	256	0.9870715421539024	0.008426966292134831	0.09550561797752809	0.0351123595505618	0.054307116104868915	47.6308520599251	0.05298037784688043	0.008426966292134831	0.09550561797752809	0.0351123595505618	0.054307116104868915	47.63061797752809	0.05298042527999025	464703490	150.0	0.008426966292134831	0.09550561797752809	0.0351123595505618	0.054307116104868915	47.6310861423221	0.05298033108184256	25	COMPLETE
26	0.1301498127340824	2020-04-09 00:58:20.448415	2020-04-09 01:11:22.317787	256	58	128	0.7691582008709692	0.00749063670411985	0.1301498127340824	0.02949438202247191	0.05571161048689138	36.850421348314605	0.06087325318687771	0.00749063670411985	0.1301498127340824	0.02949438202247191	0.05571161048689138	36.850187265917604	0.06087337273866371	3065980527	650.0	0.00749063670411985	0.1301498127340824	0.02949438202247191	0.05571161048689138	36.85065543071161	0.06087313629179805	26	COMPLETE
27	0.10674157303370786	2020-04-09 01:11:22.329936	2020-04-09 01:16:48.711870	128	53	256	0.9653771350435801	0.009363295880149813	0.10674157303370786	0.030430711610486893	0.050093632958801496	46.49438202247191	0.053729206773445365	0.009363295880149813	0.10674157303370786	0.030430711610486893	0.050093632958801496	46.49438202247191	0.053729206773445365	1274769430	500.0	0.009363295880149813	0.10674157303370786	0.030430711610486893	0.050093632958801496	46.49438202247191	0.053729206773445365	27	COMPLETE
28	0.09316479400749064	2020-04-09 01:16:48.723974	2020-04-09 01:17:30.233679	256	12	512	1.0251808595147738	0.009363295880149813	0.09316479400749064	0.028089887640449437	0.048220973782771535	49.422284644194754	0.05042490646821497	0.009363295880149813	0.09316479400749064	0.028089887640449437	0.048220973782771535	49.422284644194754	0.05042490646821497	3131086300	150.0	0.009363295880149813	0.09316479400749064	0.028089887640449437	0.048220973782771535	49.422284644194754	0.05042490646821497	28	COMPLETE
29	0.13155430711610486	2020-04-09 01:17:30.244055	2020-04-09 01:30:48.860805	64	43	128	0.8255528477735622	0.014044943820224719	0.13155430711610486	0.03651685393258427	0.062265917602996254	39.576310861423224	0.06471835770092586	0.014044943820224719	0.13155430711610486	0.03651685393258427	0.062265917602996254	39.576310861423224	0.06471835770092586	319984996	650.0	0.014044943820224719	0.13155430711610486	0.03651685393258427	0.062265917602996254	39.576310861423224	0.06471835770092586	29	COMPLETE
30	0.09644194756554307	2020-04-09 01:30:48.872998	2020-04-09 01:33:05.246249	128	71	128	1.0198412114930469	0.008895131086142321	0.09644194756554307	0.02855805243445693	0.046348314606741575	49.15051498127341	0.05026313261479902	0.008895131086142321	0.09644194756554307	0.02855805243445693	0.046348314606741575	49.1502808988764	0.050263193023159534	2054092218	150.0	0.008895131086142321	0.09644194756554307	0.02855805243445693	0.046348314606741575	49.15074906367041	0.050263073165301375	30	COMPLETE
31	0.08661048689138577	2020-04-09 01:33:05.256445	2020-04-09 01:34:25.663542	256	99	512	1.034132810231047	0.007958801498127341	0.08661048689138577	0.02855805243445693	0.04073033707865169	49.893960674157306	0.048180436146548135	0.007958801498127341	0.08661048689138577	0.02855805243445693	0.04073033707865169	49.8937265917603	0.04818048640039034	1959467247	200.0	0.007958801498127341	0.08661048689138577	0.02855805243445693	0.04073033707865169	49.894194756554306	0.04818038662102248	31	COMPLETE
32	0.09737827715355805	2020-04-09 01:34:25.675496	2020-04-09 01:36:06.090819	64	59	512	1.0055566265933173	0.012172284644194757	0.09737827715355805	0.03323970037453183	0.048220973782771535	48.44428838951311	0.05403013010082243	0.012172284644194757	0.09737827715355805	0.03323970037453183	0.048220973782771535	48.44428838951311	0.05403013010082243	2722534130	250.0	0.012172284644194757	0.09737827715355805	0.03323970037453183	0.048220973782771535	48.44428838951311	0.05403013010082243	32	COMPLETE
33	0.16900749063670412	2020-04-09 01:36:06.102988	2020-04-09 01:49:17.981594	128	52	128	0.7410111475495224	0.010299625468164793	0.16900749063670412	0.03698501872659176	0.06835205992509363	35.489700374531836	0.06875757436130368	0.010299625468164793	0.16900749063670412	0.03698501872659176	0.06835205992509363	35.489700374531836	0.06875757436130368	2697776732	650.0	0.010299625468164793	0.16900749063670412	0.03698501872659176	0.06835205992509363	35.489700374531836	0.06875757436130368	33	COMPLETE
