number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	551	601	701	751
0	TrialState.COMPLETE	0.0010623229461756375	2019-12-30 15:56:10.281570	2019-12-30 16:03:02.538642	450.0	2	71.0	0.003940616390820553	1100.0	0.9975130056528341	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0009295325779036828	20222.765890580737	0.0009812618841960874	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0009295325779036828	20222.73052407932	0.0009812623492832949	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0009295325779036828	20222.801257082152	0.0009812614193765831	0	0.0010623229461756375	0.0010623229461756375						
1	TrialState.COMPLETE	0.0025230169971671387	2019-12-30 16:03:02.539650	2019-12-30 16:09:08.164940	350.0	1	91.0	0.01777966670436617	500.0	0.9727337279761632	0.000708215297450425	0.0025230169971671387	0.001903328611898017	0.0021689093484419265	19720.1802407932	0.0016223670312047306	0.000708215297450425	0.0025230169971671387	0.001903328611898017	0.0021689093484419265	19720.164438739375	0.0016223674253807222	0.000708215297450425	0.0025230169971671387	0.001903328611898017	0.0021689093484419265	19720.196042847027	0.0016223666375350166	1	0.0011508498583569404	0.002065627950897073						
2	TrialState.COMPLETE	0.001903328611898017	2019-12-30 16:09:08.165947	2019-12-30 16:13:12.258977	150.0	1	51.0	0.01347678126272718	2000.0	0.9923142606213324	0.000708215297450425	0.001903328611898017	0.00141643059490085	0.0015049575070821529	20117.451885623228	0.001306411657769817	0.000708215297450425	0.001903328611898017	0.00141643059490085	0.0015049575070821529	20117.44135092068	0.0013064118586057357	0.000708215297450425	0.001903328611898017	0.00141643059490085	0.0015049575070821529	20117.46242032578	0.0013064114570697687	2	0.0011508498583569404	0.0016525023607176581						
3	TrialState.COMPLETE	0.0009295325779036828	2019-12-30 16:13:12.259767	2019-12-30 16:17:10.095819	50.0	1	61.0	0.008708034565514621	2000.0	1.0093653413770394	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0007524787535410764	20462.909879603398	0.0009439682957357474	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0007524787535410764	20462.902222025496	0.0009439683520673277	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0007524787535410764	20462.917537181303	0.000943968239419551	3	0.0009737960339943342	0.0009442870632672333						
4	TrialState.COMPLETE	0.000708215297450425	2019-12-30 16:17:10.096863	2019-12-30 16:24:07.634391	450.0	1	81.0	0.0011335136998826788	1500.0	1.0017190902895303	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.084963703965	0.0008878756304224175	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.069360835692	0.0008878759076237188	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20308.100566572237	0.0008878753533581209	4	0.000708215297450425	0.000708215297450425						
5	TrialState.COMPLETE	0.0002213172804532578	2019-12-30 16:24:07.635241	2019-12-30 16:28:15.391973	50.0	2	91.0	0.0058804697423277385	1000.0	0.9947848105359586	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20167.59932719547	0.000402768881321725	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20167.588526912183	0.0004027690815770115	0.00017705382436260624	0.0002213172804532578	0.00017705382436260624	0.00017705382436260624	20167.610127478754	0.0004027686812361427	5	0.0004426345609065156	0.0002950897072710104						
6	TrialState.COMPLETE	0.0007524787535410764	2019-12-30 16:28:15.392983	2019-12-30 16:33:47.626482	350.0	2	31.0	0.02008684007906828	1800.0	1.0092416490798544	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20460.69816749292	0.0008922910080628998	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20460.665456798866	0.000892291411502956	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20460.73087818697	0.0008922906049291976	6	0.000796742209631728	0.000767233238904627						
7	TrialState.COMPLETE	0.00541784702549575	2019-12-30 16:33:47.627528	2019-12-30 16:42:48.172740	450.0	1	21.0	0.01548306537913245	1500.0	0.9354998312355917	0.000708215297450425	0.00541784702549575	0.004461756373937677	0.005063739376770539	18965.469068696882	0.003045170967000407	0.000708215297450425	0.00541784702549575	0.004461756373937677	0.005063739376770539	18965.451770538242	0.003045171219752492	0.000708215297450425	0.00541784702549575	0.004461756373937677	0.005063739376770539	18965.486366855523	0.0030451707143875606	7		0.0041902738432483475	0.004957507082152974					
8	TrialState.COMPLETE	0.0009737960339943342	2019-12-30 16:42:48.173763	2019-12-30 16:46:48.278641	50.0	1	91.0	0.007135554872444759	1500.0	1.0206262397315105	0.0006639518413597734	0.0009737960339943342	0.000796742209631728	0.0008410056657223796	20691.097623052407	0.0008993589441093082	0.0006639518413597734	0.0009737960339943342	0.000796742209631728	0.0008410056657223796	20691.09034171388	0.0008993590454578296	0.0006639518413597734	0.0009737960339943342	0.000796742209631728	0.0008410056657223796	20691.104904390933	0.0008993588428188394	8	0.0008852691218130312	0.0009442870632672333						
9	TrialState.COMPLETE	0.000708215297450425	2019-12-30 16:46:48.279452	2019-12-30 16:51:35.169058	250.0	2	21.0	0.0017668856848220547	1800.0	1.0066086901338747	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20407.208193165723	0.0009086948984928152	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20407.18351628895	0.0009086956895907498	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20407.23287004249	0.000908694108878469	9	0.000708215297450425	0.000708215297450425						
10	TrialState.COMPLETE	0.0004868980169971671	2019-12-30 16:51:35.170062	2019-12-30 16:55:51.431587	150.0	2	71.0	0.007291734363524876	1500.0	0.99907005809223	0.0003541076487252125	0.0004868980169971671	0.0004426345609065156	0.0004426345609065156	20254.728908463174	0.0005911363191142625	0.0003541076487252125	0.0004868980169971671	0.0004426345609065156	0.0004426345609065156	20254.709056303116	0.0005911366139297133	0.0003541076487252125	0.0004868980169971671	0.0004426345609065156	0.0004426345609065156	20254.748760623228	0.0005911360244807479	10	0.0006196883852691218	0.0005311614730878187						
11	TrialState.COMPLETE	0.03955110045761604	2019-12-30 16:55:51.432600	2019-12-30 17:26:54.208610	350.0	1	31.0	0.08802633597161978	600.0	0.675947482981382	0.000708215297450425	0.03955110045761604	0.015281106994988015	0.02364349531488342	13701.938548703421	0.016142499206936868	0.000708215297450425	0.03955110045761604	0.015281106994988015	0.02364349531488342	13701.924534212247	0.01614251379318748	0.000708215297450425	0.03955110045761604	0.015281106994988015	0.02364349531488342	13701.952563194596	0.016142485159251818	11								
12	TrialState.COMPLETE	0.0016377478753541077	2019-12-30 17:26:54.209623	2019-12-30 17:33:04.854281	450.0	1	31.0	0.005075868553798164	700.0	0.9955633020112559	0.000708215297450425	0.0016377478753541077	0.0013279036827195468	0.0014606940509915014	20183.297273371103	0.0012777149785798262	0.000708215297450425	0.0016377478753541077	0.0013279036827195468	0.0014606940509915014	20183.279612252125	0.001277715537834919	0.000708215297450425	0.0016377478753541077	0.0013279036827195468	0.0014606940509915014	20183.314934490085	0.0012777144202729674	12	0.000796742209631728	0.0013574126534466478						
13	TrialState.COMPLETE	0.0037889518413597736	2019-12-30 17:33:04.855290	2019-12-30 17:41:01.413044	350.0	1	21.0	0.006529025703331387	1000.0	0.9712864927803754	0.000708215297450425	0.0037889518413597736	0.0030807365439093483	0.0035410764872521247	19691.195679886685	0.0022627746264025964	0.000708215297450425	0.0037889518413597736	0.0030807365439093483	0.0035410764872521247	19691.178824362607	0.0022627747859845773	0.000708215297450425	0.0037889518413597736	0.0030807365439093483	0.0035410764872521247	19691.212535410767	0.002262774466867736	13		0.0030099150141643057	0.0034968130311614732					
14	TrialState.COMPLETE	0.028037737757992714	2019-12-30 17:41:01.413849	2019-12-30 18:16:31.149584	450.0	2	11.0	0.07258040060801976	1500.0	0.9196848347056157	0.007828308377175233	0.028037737757992714	0.01527721570214488	0.019804734925131524	18644.307814397005	0.014493605393154198	0.007828308377175233	0.028037737757992714	0.01527721570214488	0.019804734925131524	18644.272346721977	0.014493606288940484	0.007828308377175233	0.028037737757992714	0.01527721570214488	0.019804734925131524	18644.343282072037	0.014493604498541916	14					0.026513810198300285	0.027334386576596207		
15	TrialState.COMPLETE	0.003098441926345609	2019-12-30 18:16:31.150415	2019-12-30 18:22:06.650819	350.0	1	51.0	0.011698024715046695	1500.0	0.9747971027295744	0.000708215297450425	0.003098441926345609	0.0025672804532577906	0.0030099150141643057	19762.384693696884	0.0019742600488626785	0.000708215297450425	0.003098441926345609	0.0025672804532577906	0.0030099150141643057	19762.366103045326	0.001974260558251112	0.000708215297450425	0.003098441926345609	0.0025672804532577906	0.0030099150141643057	19762.403284348442	0.0019742595400744673	15	0.0017705382436260624	0.0026558073654390935						
16	TrialState.COMPLETE	0.0010180594900849858	2019-12-30 18:22:06.651805	2019-12-30 18:26:25.360372	150.0	2	81.0	0.0034201693924202623	1800.0	0.9791446338127473	0.0005311614730878187	0.0010180594900849858	0.000708215297450425	0.0007524787535410764	19850.106298689803	0.0008406533919854556	0.0005311614730878187	0.0010180594900849858	0.000708215297450425	0.0007524787535410764	19850.08697769122	0.0008406537593552076	0.0005311614730878187	0.0010180594900849858	0.000708215297450425	0.0007524787535410764	19850.125619688384	0.0008406530248500732	16	0.0011508498583569404	0.0010623229461756375						
17	TrialState.COMPLETE	0.0002213172804532578	2019-12-30 18:26:25.361172	2019-12-30 18:30:33.570581	50.0	2	41.0	0.040654535494497955	1500.0	0.9873204282253679	0.0001327903682719547	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20016.352292847027	0.00037760437833073526	0.0001327903682719547	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20016.34025318697	0.00037760455114760826	0.0001327903682719547	0.0002213172804532578	0.00017705382436260624	0.0002213172804532578	20016.36433250708	0.0003776042056015045	17	0.0004426345609065156	0.0002950897072710104						
18	TrialState.COMPLETE	0.004284702549575071	2019-12-30 18:30:33.571625	2019-12-30 18:39:32.972492	350.0	1	91.0	0.0470875619011625	1500.0	0.9585138606791398	0.000708215297450425	0.004284702549575071	0.003576487252124646	0.003930594900849858	19431.937446883854	0.002527850488795298	0.000708215297450425	0.004284702549575071	0.003576487252124646	0.003930594900849858	19431.92085694051	0.0025278506700662272	0.000708215297450425	0.004284702549575071	0.003576487252124646	0.003930594900849858	19431.954036827196	0.002527850307578479	18		0.003245986779981114	0.003895184135977337					
19	TrialState.COMPLETE	0.0007524787535410764	2019-12-30 18:39:32.973547	2019-12-30 18:43:40.632125	150.0	1	71.0	0.0035638306012768374	1900.0	0.9887736070221307	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20045.486809490085	0.0009093356144415789	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20045.476761685553	0.0009093358049653697	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20045.496857294616	0.0009093354240323992	19	0.000796742209631728	0.000767233238904627						
