number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201
0	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 22:48:41.597996	2020-01-09 22:57:10.607430	1.3948821290228346	50.0	21.0	0.001376377035647633	0.03455260829540067	1000.0	0.9979264148666307	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20231.164549398018	0.00032614699805460324	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20231.164483002834	0.0003261469981539858	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20231.1646157932	0.00032614699795522494	0	0.0	0.00023607176581680832		
1	TrialState.COMPLETE	0.0004868980169971671	2020-01-09 22:57:10.608443	2020-01-09 23:05:51.810890	7.774742670713235	50.0	46.0	0.0031135976278065117	0.04454817433182794	1300.0	0.9931835333647435	0.0	0.0004868980169971671	0.0002213172804532578	0.0002655807365439094	20135.35089854816	0.00035426439967302804	0.0	0.0004868980169971671	0.0002213172804532578	0.0002655807365439094	20135.350787889518	0.0003542644005799475	0.0	0.0004868980169971671	0.0002213172804532578	0.0002655807365439094	20135.3510092068	0.00035426439876626325	1	0.0002655807365439094	0.00041312559017941453		
2	TrialState.COMPLETE	4.426345609065156e-05	2020-01-09 23:05:51.811867	2020-01-09 23:14:12.859236	0.5586600456810686	50.0	16.0	0.01351972622777987	0.014797482287611933	2000.0	1.0033630402981453	0.0	4.426345609065156e-05	0.0	0.0	20341.425017705384	0.00021491802538078385	0.0	4.426345609065156e-05	0.0	0.0	20341.424973441928	0.00021491802600197258	0.0	4.426345609065156e-05	0.0	0.0	20341.42506196884	0.0002149180247596937	2	8.852691218130312e-05	5.901794145420208e-05		
3	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 23:14:12.860114	2020-01-09 23:23:26.830531	9.82961228628637	150.0	6.0	0.004800855427951745	0.02417291429999322	900.0	1.0072715718132366	0.0	0.0003098441926345609	0.0001327903682719547	0.0002655807365439094	20420.7866944051	0.0002818369376634193	0.0	0.0003098441926345609	0.0001327903682719547	0.0002655807365439094	20420.786605878187	0.0002818369378745411	0.0	0.0003098441926345609	0.0001327903682719547	0.0002655807365439094	20420.786782932013	0.00028183693745230886	3	0.0004426345609065156	0.0003541076487252125		
4	TrialState.COMPLETE	4.426345609065156e-05	2020-01-09 23:23:26.831583	2020-01-09 23:31:47.139995	6.983243870853601	150.0	1.0	0.006627031147080187	0.04388518407904926	1400.0	0.9995363388640801	0.0	4.426345609065156e-05	0.0	0.0	20264.047317634562	0.00017137964254264373	0.0	4.426345609065156e-05	0.0	0.0	20264.047052053826	0.0001713796453131631	0.0	4.426345609065156e-05	0.0	0.0	20264.0475832153	0.0001713796397726375	4	8.852691218130312e-05	5.901794145420208e-05		
5	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 23:31:47.140855	2020-01-09 23:45:11.129619	6.543210613013947	350.0	11.0	0.007562990928983402	0.011912994189115608	900.0	0.9843228081814469	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	19954.944493626062	0.00027246820976819673	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	19954.944360835692	0.0002724682111719235	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	19954.94462641643	0.00027246820836470694	5	8.852691218130312e-05	0.00023607176581680832		
6	TrialState.COMPLETE	0.0004426345609065156	2020-01-09 23:45:11.130615	2020-01-09 23:58:33.791955	8.063593294895528	350.0	11.0	0.028903785391596767	0.05571462073052054	1000.0	0.9999383948501045	8.852691218130312e-05	0.0004426345609065156	0.0002213172804532578	0.0003098441926345609	20271.78680506374	0.00036601414819580687	8.852691218130312e-05	0.0004426345609065156	0.0002213172804532578	0.0003098441926345609	20271.786738668554	0.00036601414855154575	8.852691218130312e-05	0.0004426345609065156	0.0002213172804532578	0.0003098441926345609	20271.786871458924	0.0003660141478400939	6	0.0003541076487252125	0.00041312559017941453		
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 23:58:33.792707	2020-01-10 00:06:49.326958	2.910768493277797	150.0	1.0	0.036505103337369664	0.02738984880784297	1600.0	0.9836651115316457	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	19942.047870927763	0.00021361966631751976	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	19942.04776026912	0.000213619667800447	0.0	0.00017705382436260624	0.0	8.852691218130312e-05	19942.047981586402	0.00021361966483484315	7	0.0	0.00011803588290840416		
8	TrialState.COMPLETE	0.0001327903682719547	2020-01-10 00:06:49.327783	2020-01-10 00:16:04.906517	8.497452172283527	150.0	6.0	0.01921803645148523	0.06549614687998155	1000.0	0.9891074641418317	0.0	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20052.27376947592	0.00021508964196389853	0.0	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20052.273415368272	0.00021508966350072497	0.0	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20052.27412358357	0.00021508962043752356	8	0.0002655807365439094	0.00017705382436260624		
