number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	351	401
0	TrialState.COMPLETE	0.047875537296968314	2020-01-20 03:18:30.796019	2020-01-20 06:00:08.301323	50.0	1	91.0	0.015209183890500933	700.0	0.8583364311820456	0.005255049640534064	0.047875537296968314	0.0367815436113964	0.04189584997527483	6118.221009737913	0.02311411036567758	0.005255049640534064	0.047875537296968314	0.0367815436113964	0.04189584997527483	6118.218665601582	0.023114110676782845	0.005255049640534064	0.047875537296968314	0.0367815436113964	0.04189584997527483	6118.223353874244	0.023114110055404	0				
1	TrialState.COMPLETE	0.00562735364601164	2020-01-20 06:00:08.302137	2020-01-20 06:34:51.493415	450.0	2	51.0	0.0021105518030537828	1600.0	1.0460989752836223	0.005135227661759671	0.00562735364601164	0.005242211571379664	0.005370592262923656	7478.693644442543	0.005694299720482428	0.005135227661759671	0.00562735364601164	0.005242211571379664	0.005370592262923656	7478.683762695424	0.005694301157135753	0.005135227661759671	0.00562735364601164	0.005242211571379664	0.005370592262923656	7478.703526189661	0.005694298288049959	1	0.005634485906652973	0.005629731066225417		
2	TrialState.COMPLETE	0.08648293963254593	2020-01-20 06:34:51.494216	2020-01-20 09:45:37.603598	250.0	1	61.0	0.0041138455805764	700.0	0.8256157470367707	0.005135227661759671	0.08648293963254593	0.07480695347864126	0.0805336832895888	5880.325532542128	0.041737673607408717	0.005135227661759671	0.08648293963254593	0.07480695347864126	0.0805336832895888	5880.3201072692	0.041737682881877396	0.005135227661759671	0.08648293963254593	0.07480695347864126	0.0805336832895888	5880.330957815056	0.041737664876219126	2				
3	TrialState.COMPLETE	0.005520369736391647	2020-01-20 09:45:37.604400	2020-01-20 10:09:07.505121	50.0	2	61.0	0.0034041153865251314	1100.0	1.0295139498779289	0.005078169576629008	0.005520369736391647	0.005235079310738332	0.005313534177792993	7360.309525847312	0.0056515869144186165	0.005078169576629008	0.005520369736391647	0.005235079310738332	0.005313534177792993	7360.306009642816	0.005651587237715027	0.005078169576629008	0.005520369736391647	0.005235079310738332	0.005313534177792993	7360.313042051809	0.0056515865917641924	3	0.005591692342804975	0.005544143938529423		
4	TrialState.COMPLETE	0.22330252196736278	2020-01-20 10:09:07.505940	2020-01-20 12:04:29.437814	450.0	1	21.0	0.07006545786019497	600.0	0.2679370633179139	0.05423941572520826	0.22330252196736278	0.13407508844003196	0.16940260184868197	1893.3371861805317	0.11358281104545256	0.05426509186351706	0.22333105100992812	0.13410076457834075	0.16943683669976037	1893.3344830537487	0.1135981446625715	0.05423941572520826	0.22330252196736278	0.13407508844003196	0.16940260184868197	1893.339889307315	0.11357299345787046	4			0.22289027730229374	0.22311930211622097
5	TrialState.COMPLETE	0.19371772076877486	2020-01-20 12:04:29.438635	2020-01-20 18:22:01.537533	250.0	2	31.0	0.08583649890174547	1500.0	0.6082081113079904	0.08738629796100172	0.19371772076877486	0.1388618936658163	0.16198882397764797	4315.569584635546	0.12340828074393712	0.08738629796100172	0.19371772076877486	0.1388618936658163	0.16198882397764797	4315.562621248431	0.12340850490883422	0.08738629796100172	0.19371772076877486	0.1388618936658163	0.16198882397764797	4315.576548022661	0.12340812379939296	5				
6	TrialState.COMPLETE	0.22689147552208147	2020-01-20 18:22:01.538360	2020-01-21 01:42:25.907841	450.0	1	51.0	0.019027310623497603	1300.0	0.4197044058739786	0.034718788170802324	0.22689147552208147	0.13876843293139082	0.1761013267061424	2971.652532639338	0.10316140371188208	0.03475048710698602	0.2269781192809836	0.1388307741725521	0.17616261131609756	2971.647549038254	0.10318953750424277	0.034718788170802324	0.22689041889087536	0.13876843293139082	0.17609921344373017	2971.6575162404215	0.10314226372967032	6				
7	TrialState.COMPLETE	0.005934040853588954	2020-01-21 01:42:25.908650	2020-01-21 02:05:38.335420	50.0	1	71.0	0.002333644870307999	1500.0	0.9726685735381131	0.004921259842519685	0.005934040853588954	0.005306401917151661	0.005427650348054319	6947.251130463312	0.005774105233285913	0.004921259842519685	0.005934040853588954	0.005306401917151661	0.005427650348054319	6947.2485307543075	0.005774105566743969	0.004921259842519685	0.005934040853588954	0.005306401917151661	0.005427650348054319	6947.253730172315	0.005774104900790372	7	0.005734337555631633	0.00586747308760318		
8	TrialState.COMPLETE	0.04766699558974565	2020-01-21 02:05:38.336271	2020-01-21 05:20:47.459809	150.0	1	61.0	0.0018150328286552415	800.0	0.8790467862211117	0.005135227661759671	0.04766699558974565	0.0425485497177303	0.04484933309167556	6268.492220801364	0.02522856249743773	0.005135227661759671	0.04766699558974565	0.0425485497177303	0.04484933309167556	6268.488752844513	0.02522856628544108	0.005135227661759671	0.04766699558974565	0.0425485497177303	0.04484933309167556	6268.495688758215	0.025228558819448594	8				
