number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.7373595505617978	2020-04-07 11:37:48.932565	2020-04-07 11:40:41.184012	64	256	0.31030624103054727	0.17473632343329684	0.16151685393258428	0.7373595505617978	0.3806179775280899	0.5135767790262172	8.436329588014981	0.3324408094854571	0.16151685393258428	0.7373595505617978	0.3806179775280899	0.5135767790262172	8.436329588014981	0.3324408094854571	866061896		0.16151685393258428	0.7373595505617978	0.3806179775280899	0.5135767790262172	8.436329588014981	0.3324408094854571	0	COMPLETE
1	0.6896067415730337	2020-04-07 11:40:41.202425	2020-04-07 11:42:13.453674	64	256	0.016158393095001236	0.18054306989950772	0.12640449438202248	0.6896067415730337	0.31086142322097376	0.4386704119850187	8.772940074906368	0.28647732358821965	0.12640449438202248	0.6896067415730337	0.31086142322097376	0.4386704119850187	8.772940074906368	0.28647732358821965	3142002545	550.0	0.12640449438202248	0.6896067415730337	0.31086142322097376	0.4386704119850187	8.772940074906368	0.28647732358821965	1	COMPLETE
2	0.7373595505617978	2020-04-07 11:42:13.464609	2020-04-07 11:44:43.275690	128	512	0.16491894173089225	0.16129449244034005	0.16338951310861424	0.7373595505617978	0.36891385767790263	0.5	7.805243445692884	0.3294849356430268	0.16338951310861424	0.7373595505617978	0.36891385767790263	0.5	7.805243445692884	0.3294849356430268	2562006421		0.16338951310861424	0.7373595505617978	0.36891385767790263	0.5	7.805243445692884	0.3294849356430268	2	COMPLETE
3	0.8014981273408239	2020-04-07 11:44:43.287402	2020-04-07 11:47:11.165744	256	512	0.1767826640919862	0.13667651851947527	0.1999063670411985	0.8014981273408239	0.45365168539325845	0.5819288389513109	6.61001872659176	0.3807793092756499	0.1999063670411985	0.8014981273408239	0.45365168539325845	0.5819288389513109	6.61001872659176	0.3807793092756499	2864081200		0.1999063670411985	0.8014981273408239	0.45365168539325845	0.5819288389513109	6.61001872659176	0.3807793092756499	3	COMPLETE
4	0.8019662921348315	2020-04-07 11:47:11.183921	2020-04-07 11:49:45.721587	256	512	0.002143346021935844	0.14524250099704034	0.18820224719101122	0.8019662921348315	0.4250936329588015	0.5617977528089888	7.028558052434457	0.367710081422347	0.18820224719101122	0.8019662921348315	0.4250936329588015	0.5617977528089888	7.028558052434457	0.367710081422347	1423891922		0.18820224719101122	0.8019662921348315	0.4250936329588015	0.5617977528089888	7.028558052434457	0.367710081422347	4	COMPLETE
5	0.8010299625468165	2020-04-07 11:49:45.739618	2020-04-07 11:52:58.796642	128	256	0.45853393391249503	0.14148375894856893	0.19756554307116106	0.8010299625468165	0.41947565543071164	0.5674157303370787	6.83567415730337	0.36923958465908735	0.19756554307116106	0.8010299625468165	0.41947565543071164	0.5674157303370787	6.83567415730337	0.36923958465908735	2128872191		0.19756554307116106	0.8010299625468165	0.41947565543071164	0.5674157303370787	6.83567415730337	0.36923958465908735	5	COMPLETE
6	0.10252808988764045	2020-04-07 11:52:58.808447	2020-04-07 11:53:14.486872	64	512	0.0056281740907798555	0.9914281767564529	0.007022471910112359	0.10252808988764045	0.03089887640449438	0.052434456928838954	47.73361423220974	0.051621964131090624	0.007022471910112359	0.10252808988764045	0.03089887640449438	0.052434456928838954	47.73361423220974	0.051621964131090624	3282047374	150.0	0.007022471910112359	0.10252808988764045	0.03089887640449438	0.052434456928838954	47.73361423220974	0.051621964131090624	6	COMPLETE
7	0.8249063670411985	2020-04-07 11:53:14.499071	2020-04-07 11:57:39.627242	128	128	0.6542790588258838	0.13151155096524106	0.21769662921348315	0.8249063670411985	0.4681647940074906	0.602996254681648	6.349250936329588	0.39744782804898904	0.21769662921348315	0.8249063670411985	0.4681647940074906	0.602996254681648	6.349250936329588	0.39744782804898904	3809920913		0.21769662921348315	0.8249063670411985	0.4681647940074906	0.602996254681648	6.349250936329588	0.39744782804898904	7	COMPLETE
8	0.7954119850187266	2020-04-07 11:57:39.645342	2020-04-07 12:00:31.813687	64	256	0.3081514036752773	0.14472815202730482	0.16853932584269662	0.7954119850187266	0.41947565543071164	0.5589887640449438	7.0	0.35273854762165185	0.16853932584269662	0.7954119850187266	0.41947565543071164	0.5589887640449438	7.0	0.35273854762165185	1596938152		0.16853932584269662	0.7954119850187266	0.41947565543071164	0.5589887640449438	7.0	0.35273854762165185	8	COMPLETE
9	0.8436329588014981	2020-04-07 12:00:31.825541	2020-04-07 12:04:24.551218	64	128	0.0831289566897687	0.12191089946159235	0.24531835205992508	0.8436329588014981	0.5187265917602997	0.6554307116104869	5.88623595505618	0.43182862700721	0.24531835205992508	0.8436329588014981	0.5187265917602997	0.6554307116104869	5.88623595505618	0.43182862700721	2031617305		0.24531835205992508	0.8436329588014981	0.5187265917602997	0.6554307116104869	5.88623595505618	0.43182862700721	9	COMPLETE
10	0.8590823970037453	2020-04-07 12:04:24.569320	2020-04-07 12:07:20.141097	256	256	0.0011871627078956417	0.11999570376550157	0.22799625468164794	0.8590823970037453	0.5196629213483146	0.6643258426966292	5.790262172284645	0.42059835970152754	0.22799625468164794	0.8590823970037453	0.5196629213483146	0.6643258426966292	5.790262172284645	0.42059835970152754	1831267005		0.22799625468164794	0.8590823970037453	0.5196629213483146	0.6643258426966292	5.790262172284645	0.42059835970152754	10	COMPLETE
