number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3496813031161473	2020-04-08 20:17:56.588490	2020-04-08 20:34:33.611014	128	128	92	0.0036921534110423452	512	0.2180672707396921	0.09968130311614731	0.3496813031161473	0.2184844192634561	0.27443342776203966	4420.726009206799	0.18295329382935246	0.09968130311614731	0.3496813031161473	0.2184844192634561	0.27443342776203966	4420.72361898017	0.18295329388023165	92261724	300	0.09968130311614731	0.3496813031161473	0.2184844192634561	0.27443342776203966	4420.7283994334275	0.18295329377849234	0	COMPLETE
1	0.002478753541076487	2020-04-08 20:34:33.661020	2020-04-08 20:52:04.447616	128	64	14	0.04263929656372607	128	0.9525562204552355	0.0008852691218130312	0.002478753541076487	0.0017705382436260624	0.002124645892351275	19311.121547450424	0.001780498566874926	0.0008852691218130312	0.002478753541076487	0.0017705382436260624	0.002124645892351275	19311.090828611897	0.0017804987433637659	743739737	150	0.0008852691218130312	0.002478753541076487	0.0017705382436260624	0.002124645892351275	19311.15226628895	0.0017804983904589856	1	COMPLETE
2	0.379957507082153	2020-04-08 20:52:04.489126	2020-04-08 21:06:29.499571	64	256	27	0.003169663616122863	256	0.10861803700569286	0.01646600566572238	0.379957507082153	0.20024787535410765	0.28240084985835695	2201.2976274787534	0.13863324518538167	0.01646600566572238	0.379957507082153	0.20024787535410765	0.28240084985835695	2201.29585694051	0.13863337372258194	2463445883	200	0.01646600566572238	0.379957507082153	0.20024787535410765	0.28240084985835695	2201.299398016997	0.1386331214069523	2	COMPLETE
3	0.012039660056657223	2020-04-08 21:06:29.559060	2020-04-08 21:41:12.482254	64	256	81	0.0560558730471072	128	1.007806912370616	0.0008852691218130312	0.012039660056657223	0.010623229461756374	0.011154390934844192	20431.937322946174	0.006336748521965763	0.0008852691218130312	0.012039660056657223	0.010623229461756374	0.011154390934844192	20431.927939093486	0.006336748718920407	3991884817	250	0.0008852691218130312	0.012039660056657223	0.010623229461756374	0.011154390934844192	20431.946706798866	0.006336748325175452	3	COMPLETE
4	0.2636331444759207	2020-04-08 21:41:12.515430	2020-04-08 22:07:28.907866	128	256	31	0.004919560382607988	128	0.15021279651798955	0.009560906515580737	0.2636331444759207	0.12517705382436262	0.1791784702549575	3044.4539660056657	0.09595482461987019	0.009560906515580737	0.2636331444759207	0.12517705382436262	0.1791784702549575	3044.4514872521245	0.09595482477547762	3374019235	200	0.009560906515580737	0.2636331444759207	0.12517705382436262	0.1791784702549575	3044.456444759207	0.09595482446440558	4	COMPLETE
5	0.3518059490084986	2020-04-08 22:07:28.946042	2020-04-08 22:23:43.181567	256	256	56	0.0014972515055107641	256	0.18482146067833294	0.05594900849858357	0.3518059490084986	0.18873937677053823	0.26257082152974504	3746.0626770538242	0.15199164563132647	0.05594900849858357	0.3518059490084986	0.18873937677053823	0.26257082152974504	3746.0593130311613	0.15199164567151938	2520367144	200	0.05594900849858357	0.3518059490084986	0.18873937677053823	0.26257082152974504	3746.066041076487	0.15199164559114298	5	COMPLETE
6	0.38119688385269124	2020-04-08 22:23:43.223372	2020-04-08 22:32:12.145497	128	64	25	0.0010122476446242225	512	0.11113732527269864	0.010623229461756374	0.38119688385269124	0.16820113314447593	0.2581444759206799	2252.6852868271953	0.12656326798928919	0.010623229461756374	0.38119688385269124	0.16820113314447593	0.2581444759206799	2252.6837818696886	0.1265632683329649	544034883	200	0.010623229461756374	0.38119688385269124	0.16820113314447593	0.2581444759206799	2252.6867917847026	0.1265632676461277	6	COMPLETE
7	0.3103753541076487	2020-04-08 22:32:12.203135	2020-04-08 23:00:05.638439	256	256	56	0.0015936826433653004	128	0.22063067508765577	0.07294617563739376	0.3103753541076487	0.18289660056657223	0.23388810198300283	4472.604284702549	0.15264515342381949	0.07294617563739376	0.3103753541076487	0.18289660056657223	0.23388810198300283	4472.601097733711	0.1526451534928998	3773755529	200	0.07294617563739376	0.3103753541076487	0.18289660056657223	0.23388810198300283	4472.607471671388	0.15264515335475748	7	COMPLETE
8	0.34560906515580736	2020-04-08 23:00:05.681602	2020-04-08 23:25:50.956496	64	64	69	0.002310427857160109	128	0.18504958814341138	0.0853399433427762	0.34560906515580736	0.2096317280453258	0.2705382436260623	3751.2883321529744	0.17274181488116344	0.0853399433427762	0.34560906515580736	0.2096317280453258	0.2705382436260623	3751.28611898017	0.17274181504578373	3928482658	200	0.0853399433427762	0.34560906515580736	0.2096317280453258	0.2705382436260623	3751.290545325779	0.17274181471669314	8	COMPLETE
9	0.009206798866855524	2020-04-08 23:25:50.991686	2020-04-08 23:41:02.737051	64	64	3	0.03914423198911012	128	0.959293822025008	0.000708215297450425	0.009206798866855524	0.005311614730878187	0.006905099150141643	19447.881285410764	0.004114912855970029	0.000708215297450425	0.009206798866855524	0.005311614730878187	0.006905099150141643	19447.796742209634	0.004114913370120062	1120136690	150	0.000708215297450425	0.009206798866855524	0.005311614730878187	0.006905099150141643	19447.965828611897	0.004114912342305646	9	COMPLETE
