number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.8843632958801498	2020-05-12 14:46:04.314417	2020-05-12 14:52:42.672705	6.419092243948277	128	0.13754263514651277	0.04179712310590439	57	0.09027206343113647	58	128	0.11053436036894886	0.24812734082397003	0.8843632958801498	0.5430711610486891	0.6989700374531835	5.343164794007491	0.443779827538915	0.24812734082397003	0.8843632958801498	0.5430711610486891	0.6989700374531835	5.343164794007491	0.443779827538915		3633351852.0	200.0	0.24812734082397003	0.8843632958801498	0.5430711610486891	0.6989700374531835	5.343164794007491	0.443779827538915	10		COMPLETE
11	0.9466292134831461	2020-05-12 14:52:42.708422	2020-05-12 15:02:38.503717	6.540974505181787	64	0.24167792115994557	0.4609377451531205	35	0.21551248861686728	60	512	0.07782932886703826	0.3848314606741573	0.9466292134831461	0.7059925093632958	0.8267790262172284	3.759831460674157	0.5739704672379315	0.3848314606741573	0.9466292134831461	0.7059925093632958	0.8267790262172284	3.759831460674157	0.5739704672379315		2746627987.0	600.0	0.3848314606741573	0.9466292134831461	0.7059925093632958	0.8267790262172284	3.759831460674157	0.5739704672379315	11		COMPLETE
12	0.9536516853932584	2020-05-12 15:02:38.539778	2020-05-12 15:05:32.631675	2.114280146325764	64	0.4624010594583305	0.29419906735740364	31	0.08286065713801172	12	256	0.07268060200188435	0.40870786516853935	0.9536516853932584	0.7294007490636704	0.8553370786516854	3.5102996254681647	0.5963706774565652	0.40870786516853935	0.9536516853932584	0.7294007490636704	0.8553370786516854	3.5102996254681647	0.5963706774565652		2749714680.0	350.0	0.40870786516853935	0.9536516853932584	0.7294007490636704	0.8553370786516854	3.5102996254681647	0.5963706774565652	12		COMPLETE
13	0.87312734082397	2020-05-12 15:05:32.663131	2020-05-12 15:17:28.721610	4.020930931298401	256	0.004302624855168191	0.017803070435744694	64	0.1634543697002378	47	256	0.11522391089499834	0.24204119850187267	0.87312734082397	0.5482209737827716	0.7200374531835206	5.578651685393258	0.44232597742511465	0.24204119850187267	0.87312734082397	0.5482209737827716	0.7200374531835206	5.578651685393258	0.44232597742511465		4287787649.0	200.0	0.24204119850187267	0.87312734082397	0.5482209737827716	0.7200374531835206	5.578651685393258	0.44232597742511465	13		COMPLETE
14	0.9335205992509363	2020-05-12 15:17:28.741858	2020-05-12 15:26:55.904141	2.0538755394098955	256	0.09458057174691303	0.46522691469045413	61	0.3573308871640801	16	512	0.08818534368209624	0.3609550561797753	0.9335205992509363	0.6830524344569289	0.822565543071161	4.262640449438202	0.5528949918211078	0.3609550561797753	0.9335205992509363	0.6830524344569289	0.822565543071161	4.262640449438202	0.5528949918211078		1544783128.0	350.0	0.3609550561797753	0.9335205992509363	0.6830524344569289	0.822565543071161	4.262640449438202	0.5528949918211078	14		COMPLETE
15		2020-05-12 15:26:55.952345	2020-05-12 15:26:56.811188	2.8076413006504426	256	0.24298927215809452	0.017670136132765468	63	0.28601649159964765	89	256														The current model can't be trained on this hardware with these parameters.									15	Setting status of trial#15 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
16	0.7593632958801498	2020-05-12 15:26:56.824009	2020-05-12 15:32:21.766245	8.043783442523125	64	0.3666422711388801	0.20743283824305708	44	0.29506272325274724	81	128	0.15449806676361333	0.20365168539325842	0.7593632958801498	0.39840823970037453	0.5327715355805244	7.4405430711610485	0.3628087127379584	0.20365168539325842	0.7593632958801498	0.39840823970037453	0.5327715355805244	7.4405430711610485	0.3628087127379584		896145704.0	200.0	0.20365168539325842	0.7593632958801498	0.39840823970037453	0.5327715355805244	7.4405430711610485	0.3628087127379584	16		COMPLETE
17	0.6329588014981273	2020-05-12 15:32:21.792861	2020-05-12 15:37:49.100010	5.791141089157686	64	0.4073298521961966	0.06939087488759055	59	0.4068540599979482	69	128	0.21306483815807836	0.13951310861423222	0.6329588014981273	0.31086142322097376	0.41713483146067415	10.277153558052435	0.2859772168036423	0.13951310861423222	0.6329588014981273	0.31086142322097376	0.41713483146067415	10.277153558052435	0.2859772168036423		571967153.0	200.0	0.13951310861423222	0.6329588014981273	0.31086142322097376	0.41713483146067415	10.277153558052435	0.2859772168036423	17		COMPLETE
18	0.8721910112359551	2020-05-12 15:37:49.127276	2020-05-12 15:40:22.832933	4.15746691643476	64	0.17924103701437138	0.0077549820419803295	19	0.2498514776779439	65	256	0.11364099430530733	0.2401685393258427	0.8721910112359551	0.525749063670412	0.6816479400749064	5.492041198501872	0.43075646609292145	0.2401685393258427	0.8721910112359551	0.525749063670412	0.6816479400749064	5.492041198501872	0.43075646609292145		1441250533.0	200.0	0.2401685393258427	0.8721910112359551	0.525749063670412	0.6816479400749064	5.492041198501872	0.43075646609292145	18		COMPLETE
19	0.9456928838951311	2020-05-12 15:40:22.860932	2020-05-12 15:47:09.923439	4.781511266358426	64	0.20930396227569537	0.45614761200236614	20	0.035446985160346445	61	128	0.07949419156909826	0.3792134831460674	0.9456928838951311	0.6980337078651685	0.8300561797752809	3.837078651685393	0.5675350519913169	0.3792134831460674	0.9456928838951311	0.6980337078651685	0.8300561797752809	3.837078651685393	0.5675350519913169		3234012450.0	350.0	0.3792134831460674	0.9456928838951311	0.6980337078651685	0.8300561797752809	3.837078651685393	0.5675350519913169	19		COMPLETE
20	0.6343632958801498	2020-05-12 15:47:09.951240	2020-05-12 16:01:04.514272	6.163291344708483	256	0.05083090337492796	0.46681464562770203	34	0.30692174707503933	82	128	0.38079067654314724	0.2602996254681648	0.6343632958801498	0.47284644194756553	0.5557116104868914	18.15870786516854	0.3958817639949207	0.2602996254681648	0.6343632958801498	0.47284644194756553	0.5557116104868914	18.15870786516854	0.3958817639949207		2414684509.0	200.0	0.2602996254681648	0.6343632958801498	0.47284644194756553	0.5557116104868914	18.15870786516854	0.3958817639949207	20		COMPLETE
21	0.772003745318352	2020-05-12 16:01:04.554522	2020-05-12 16:11:33.261925	5.6234646054555695	128	0.035265347833590144	0.0914351818070605	60	0.41942867524464966	93	128	0.15101651074399663	0.20973782771535582	0.772003745318352	0.43773408239700373	0.5655430711610487	7.290262172284645	0.3770442353659963	0.20973782771535582	0.772003745318352	0.43773408239700373	0.5655430711610487	7.290262172284645	0.3770442353659963		3021758715.0	200.0	0.20973782771535582	0.772003745318352	0.43773408239700373	0.5655430711610487	7.290262172284645	0.3770442353659963	21		COMPLETE
22	0.8534644194756554	2020-05-12 16:11:33.306851	2020-05-12 16:15:22.663142	8.109542823527299	64	0.2370317612041447	0.28719690570870227	51	0.49086346123594915	64	256	0.11411140969961407	0.2640449438202247	0.8534644194756554	0.5622659176029963	0.6905430711610487	5.505149812734082	0.4543187964050171	0.2640449438202247	0.8534644194756554	0.5622659176029963	0.6905430711610487	5.505149812734082	0.4543187964050171		4231159033.0	200.0	0.2640449438202247	0.8534644194756554	0.5622659176029963	0.6905430711610487	5.505149812734082	0.4543187964050171	22		COMPLETE
23	0.9508426966292135	2020-05-12 16:15:22.693121	2020-05-12 16:22:32.154933	7.500514413091126	64	0.2957795173501878	0.3470399911327007	50	0.10257029270135748	74	128	0.07981811979897181	0.3651685393258427	0.9508426966292135	0.7069288389513109	0.8342696629213483	3.857677902621723	0.5627942515745564	0.3651685393258427	0.9508426966292135	0.7069288389513109	0.8342696629213483	3.857677902621723	0.5627942515745564		388404091.0	250.0	0.3651685393258427	0.9508426966292135	0.7069288389513109	0.8342696629213483	3.857677902621723	0.5627942515745564	23		COMPLETE
24		2020-05-12 16:22:32.185949	2020-05-12 16:22:33.148811	7.197881819747938	256	0.06493588258290467	0.07385674636238088	40	0.0648069222421313	86	512														The current model can't be trained on this hardware with these parameters.									24	Setting status of trial#24 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
25	0.7069288389513109	2020-05-12 16:22:33.162239	2020-05-12 16:32:30.877634	8.317164393446156	256	0.24681737831108663	0.28762616807248526	48	0.06089989234100046	50	256	0.20618303287390632	0.15870786516853932	0.7069288389513109	0.37546816479400746	0.5079588014981273	9.857677902621722	0.3244826492029842	0.15870786516853932	0.7069288389513109	0.37546816479400746	0.5079588014981273	9.857677902621722	0.3244826492029842		4152050737.0	200.0	0.15870786516853932	0.7069288389513109	0.37546816479400746	0.5079588014981273	9.857677902621722	0.3244826492029842	25		COMPLETE
26		2020-05-12 16:32:30.902379	2020-05-12 16:32:31.786374	4.203039803024712	256	0.36388022451304325	0.22291624623013873	58	0.38739680361509254	64	512														The current model can't be trained on this hardware with these parameters.									26	Setting status of trial#26 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
27	0.9264981273408239	2020-05-12 16:32:31.807831	2020-05-12 16:38:35.642437	2.6741459695279834	128	0.4376906256428861	0.30433859817735615	49	0.17679823817232204	58	128	0.08899316441770015	0.34831460674157305	0.9264981273408239	0.6802434456928839	0.8108614232209738	4.287921348314606	0.5428551197680554	0.34831460674157305	0.9264981273408239	0.6802434456928839	0.8108614232209738	4.287921348314606	0.5428551197680554		2205944840.0	200.0	0.34831460674157305	0.9264981273408239	0.6802434456928839	0.8108614232209738	4.287921348314606	0.5428551197680554	27		COMPLETE
28	0.7940074906367042	2020-05-12 16:38:35.669049	2020-05-12 16:45:20.216982	8.835729422676346	128	0.4628082800302221	0.019195665585955035	63	0.3550863813411113	53	128	0.1451294010981206	0.1849250936329588	0.7940074906367042	0.39419475655430714	0.5421348314606742	7.008426966292135	0.3559386198141367	0.1849250936329588	0.7940074906367042	0.39419475655430714	0.5421348314606742	7.008426966292135	0.3559386198141367		2333729691.0	200.0	0.1849250936329588	0.7940074906367042	0.39419475655430714	0.5421348314606742	7.008426966292135	0.3559386198141367	28		COMPLETE
29	0.8370786516853933	2020-05-12 16:45:20.245172	2020-05-12 16:51:09.608737	7.372990139139446	128	0.21745086550015202	0.2412498161152659	31	0.03562575147264746	97	512	0.12976197629368233	0.2350187265917603	0.8370786516853933	0.49812734082397003	0.6432584269662921	6.269662921348314	0.4182875331970317	0.2350187265917603	0.8370786516853933	0.49812734082397003	0.6432584269662921	6.269662921348314	0.4182875331970317		1769704133.0	200.0	0.2350187265917603	0.8370786516853933	0.49812734082397003	0.6432584269662921	6.269662921348314	0.4182875331970317	29		COMPLETE
30	0.675561797752809	2020-05-12 16:51:09.646577	2020-05-12 16:57:53.647124	3.193440522641439	256	0.1277405949229165	0.4047729845370317	16	0.4602423327340379	57	128	0.3733162887504303	0.2710674157303371	0.675561797752809	0.5004681647940075	0.5884831460674157	17.870786516853933	0.4114626268934485	0.2710674157303371	0.675561797752809	0.5004681647940075	0.5884831460674157	17.870786516853933	0.4114626268934485		3656807252.0	200.0	0.2710674157303371	0.675561797752809	0.5004681647940075	0.5884831460674157	17.870786516853933	0.4114626268934485	30		COMPLETE
31	0.9040262172284644	2020-05-12 16:57:53.716647	2020-05-12 17:01:27.253817	3.119472807992363	128	0.22907370267351618	0.31059425062584756	46	0.30608119327841804	22	512	0.10235891911403489	0.3295880149812734	0.9040262172284644	0.6596441947565543	0.7827715355805244	4.930243445692884	0.5252674795007279	0.3295880149812734	0.9040262172284644	0.6596441947565543	0.7827715355805244	4.930243445692884	0.5252674795007279		3075516702.0	300.0	0.3295880149812734	0.9040262172284644	0.6596441947565543	0.7827715355805244	4.930243445692884	0.5252674795007279	31		COMPLETE
32	0.5383895131086143	2020-05-12 17:01:27.280359	2020-05-12 17:11:59.160121	8.969817680295677	256	0.07942596791019496	0.32668486167062716	35	0.4952066984012473	57	128	0.37827647564329264	0.16198501872659177	0.5383895131086143	0.33754681647940077	0.42134831460674155	18.15917602996255	0.2905233940287065	0.16198501872659177	0.5383895131086143	0.33754681647940077	0.42134831460674155	18.15917602996255	0.2905233940287065		2474517593.0	200.0	0.16198501872659177	0.5383895131086143	0.33754681647940077	0.42134831460674155	18.15917602996255	0.2905233940287065	32		COMPLETE
33	0.772003745318352	2020-05-12 17:11:59.182026	2020-05-12 17:15:41.715244	4.481508240082707	64	0.06629672339425036	0.026224474954763433	50	0.4720463597182593	40	128	0.15263327170156415	0.18071161048689138	0.772003745318352	0.3993445692883895	0.5323033707865169	7.381086142322097	0.3495097509356491	0.18071161048689138	0.772003745318352	0.3993445692883895	0.5323033707865169	7.381086142322097	0.3495097509356491		2196317397.0	200.0	0.18071161048689138	0.772003745318352	0.3993445692883895	0.5323033707865169	7.381086142322097	0.3495097509356491	33		COMPLETE
34	0.8338014981273408	2020-05-12 17:15:41.743348	2020-05-12 17:18:06.595152	2.918387520531641	256	0.20002995827965014	0.0155941262986945	32	0.3449779405256125	6	128	0.12843072884681211	0.21722846441947566	0.8338014981273408	0.49204119850187267	0.6390449438202247	6.196161048689139	0.40648465405063794	0.21722846441947566	0.8338014981273408	0.49204119850187267	0.6390449438202247	6.196161048689139	0.40648465405063794		1621982461.0	200.0	0.21722846441947566	0.8338014981273408	0.49204119850187267	0.6390449438202247	6.196161048689139	0.40648465405063794	34		COMPLETE
35	0.6189138576779026	2020-05-12 17:18:06.628458	2020-05-12 17:24:21.461857	8.855567172860441	128	0.47200408386709647	0.1194876131453762	38	0.43932245482332105	80	256	0.22641425545166913	0.12125468164794008	0.6189138576779026	0.2893258426966292	0.4012172284644195	10.898876404494382	0.2675695377474476	0.12125468164794008	0.6189138576779026	0.2893258426966292	0.4012172284644195	10.898876404494382	0.2675695377474476		2724736822.0	200.0	0.12125468164794008	0.6189138576779026	0.2893258426966292	0.4012172284644195	10.898876404494382	0.2675695377474476	35		COMPLETE
36	0.8623595505617978	2020-05-12 17:24:21.513408	2020-05-12 17:31:15.853002	7.3575924599094105	128	0.20283685732380774	0.4577904016614836	50	0.3669464349708523	55	512	0.12552797165873708	0.30711610486891383	0.8623595505617978	0.5997191011235955	0.7373595505617978	6.00936329588015	0.49086983438956355	0.30711610486891383	0.8623595505617978	0.5997191011235955	0.7373595505617978	6.00936329588015	0.49086983438956355		4018846291.0	250.0	0.30711610486891383	0.8623595505617978	0.5997191011235955	0.7373595505617978	6.00936329588015	0.49086983438956355	36		COMPLETE
37	0.8843632958801498	2020-05-12 17:31:15.874505	2020-05-12 17:44:51.938017	4.159342614541819	256	0.0673721534575979	0.031840056496358626	54	0.10721674582754659	53	128	0.1102617839298975	0.25936329588014984	0.8843632958801498	0.5697565543071161	0.7092696629213483	5.35065543071161	0.4596427463595627	0.25936329588014984	0.8843632958801498	0.5697565543071161	0.7092696629213483	5.35065543071161	0.4596427463595627		2337712139.0	200.0	0.25936329588014984	0.8843632958801498	0.5697565543071161	0.7092696629213483	5.35065543071161	0.4596427463595627	37		COMPLETE
38	0.7818352059925093	2020-05-12 17:44:51.985393	2020-05-12 17:46:45.029577	2.8124661643299222	128	0.018743296966969414	0.49105459842783855	16	0.4956308962292718	21	256	0.16766769954784727	0.25749063670411987	0.7818352059925093	0.5093632958801498	0.6362359550561798	8.042134831460674	0.4285653647524521	0.25749063670411987	0.7818352059925093	0.5093632958801498	0.6362359550561798	8.042134831460674	0.4285653647524521		2166738270.0	200.0	0.25749063670411987	0.7818352059925093	0.5093632958801498	0.6362359550561798	8.042134831460674	0.4285653647524521	38		COMPLETE
39	0.8609550561797753	2020-05-12 17:46:45.057096	2020-05-12 17:49:52.495840	5.845445490810829	64	0.17627229663997157	0.2728976713278794	53	0.2931149234445147	27	256	0.11248787141174832	0.26779026217228463	0.8609550561797753	0.5463483146067416	0.6942883895131086	5.4110486891385765	0.4542163070001426	0.26779026217228463	0.8609550561797753	0.5463483146067416	0.6942883895131086	5.4110486891385765	0.4542163070001426		543874091.0	250.0	0.26779026217228463	0.8609550561797753	0.5463483146067416	0.6942883895131086	5.4110486891385765	0.4542163070001426	39		COMPLETE
40		2020-05-12 17:49:52.528709	2020-05-12 17:49:53.360955	1.8799360989861849	256	0.03895491987999489	0.4658535434302121	59	0.2769364616866137	93	256														The current model can't be trained on this hardware with these parameters.									40	Setting status of trial#40 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
41	0.8576779026217228	2020-05-12 17:49:53.374292	2020-05-12 17:57:48.594591	7.565934710570429	256	0.01894804713381326	0.09237230592501255	25	0.18656721619320454	58	256	0.12344981108056137	0.21348314606741572	0.8576779026217228	0.47191011235955055	0.6441947565543071	5.960205992509363	0.4011291186415293	0.21348314606741572	0.8576779026217228	0.47191011235955055	0.6441947565543071	5.960205992509363	0.4011291186415293		2895809416.0	200.0	0.21348314606741572	0.8576779026217228	0.47191011235955055	0.6441947565543071	5.960205992509363	0.4011291186415293	41		COMPLETE
42	0.826310861423221	2020-05-12 17:57:48.621584	2020-05-12 18:00:33.350175	7.193416131651948	64	0.08448361602773524	0.03294254615861336	53	0.25291328332163604	34	256	0.1302136261180071	0.19101123595505617	0.826310861423221	0.4583333333333333	0.6104868913857678	6.316947565543071	0.3812066237717503	0.19101123595505617	0.826310861423221	0.4583333333333333	0.6104868913857678	6.316947565543071	0.3812066237717503		3857640260.0	200.0	0.19101123595505617	0.826310861423221	0.4583333333333333	0.6104868913857678	6.316947565543071	0.3812066237717503	42		COMPLETE
43	0.9105805243445693	2020-05-12 18:00:33.377133	2020-05-12 18:07:40.861252	6.814224288926329	64	0.4587253571205746	0.35323611106712116	44	0.4337861250231216	82	512	0.09514553713776198	0.30711610486891383	0.9105805243445693	0.6287453183520599	0.7668539325842697	4.604868913857678	0.503307563454496	0.30711610486891383	0.9105805243445693	0.6287453183520599	0.7668539325842697	4.604868913857678	0.503307563454496		2724279112.0	300.0	0.30711610486891383	0.9105805243445693	0.6287453183520599	0.7668539325842697	4.604868913857678	0.503307563454496	43		COMPLETE
44		2020-05-12 18:07:40.889575	2020-05-12 18:07:41.700393	9.316519494785153	128	0.197192051757828	0.23245130817892717	61	0.10120821349479575	99	512														The current model can't be trained on this hardware with these parameters.									44	Setting status of trial#44 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
45	0.6783707865168539	2020-05-12 18:07:41.713620	2020-05-12 18:17:51.263551	3.265531041575384	128	0.09497468322309466	0.2003981538958849	62	0.19776451478523854	88	128	0.2221964063883274	0.19803370786516855	0.6783707865168539	0.3904494382022472	0.5046816479400749	10.67134831460674	0.34730111690123205	0.19803370786516855	0.6783707865168539	0.3904494382022472	0.5046816479400749	10.67134831460674	0.34730111690123205		1520874843.0	200.0	0.19803370786516855	0.6783707865168539	0.3904494382022472	0.5046816479400749	10.67134831460674	0.34730111690123205	45		COMPLETE
46	0.8595505617977528	2020-05-12 18:17:51.291356	2020-05-12 18:33:25.088192	2.4474859750815012	256	0.4426187277714531	0.12305760140426453	61	0.07250443879579155	64	256	0.12817225232720375	0.25280898876404495	0.8595505617977528	0.5571161048689138	0.7059925093632958	6.198501872659176	0.447574768244732	0.25280898876404495	0.8595505617977528	0.5571161048689138	0.7059925093632958	6.198501872659176	0.447574768244732		3726861525.0	200.0	0.25280898876404495	0.8595505617977528	0.5571161048689138	0.7059925093632958	6.198501872659176	0.447574768244732	46		COMPLETE
47	0.7911985018726592	2020-05-12 18:33:25.124648	2020-05-12 18:39:58.507511	9.39233013114634	64	0.23281173966709667	0.17978049033678528	55	0.2293075308828635	93	128	0.14559017001365204	0.19850187265917604	0.7911985018726592	0.425561797752809	0.5655430711610487	7.018258426966292	0.37157260766819267	0.19850187265917604	0.7911985018726592	0.425561797752809	0.5655430711610487	7.018258426966292	0.37157260766819267		3230439366.0	200.0	0.19850187265917604	0.7911985018726592	0.425561797752809	0.5655430711610487	7.018258426966292	0.37157260766819267	47		COMPLETE
48	0.9133895131086143	2020-05-12 18:39:58.535157	2020-05-12 18:44:55.592528	0.9361275067026882	64	0.049907630825507976	0.2279097471499109	63	0.43705904386657046	34	512	0.09289716321395969	0.32397003745318353	0.9133895131086143	0.6352996254681648	0.7715355805243446	4.487359550561798	0.5166123142745291	0.32397003745318353	0.9133895131086143	0.6352996254681648	0.7715355805243446	4.487359550561798	0.5166123142745291		2805996651.0	350.0	0.32397003745318353	0.9133895131086143	0.6352996254681648	0.7715355805243446	4.487359550561798	0.5166123142745291	48		COMPLETE
49	0.9073033707865169	2020-05-12 18:44:55.647711	2020-05-12 18:46:37.167557	6.7817384506917655	64	0.4682972194361592	0.23829121988383994	49	0.4410161893224236	5	256	0.09596597611789037	0.31179775280898875	0.9073033707865169	0.6259363295880149	0.7631086142322098	4.6367041198501875	0.5046256727979155	0.31179775280898875	0.9073033707865169	0.6259363295880149	0.7631086142322098	4.6367041198501875	0.5046256727979155		3183917615.0	250.0	0.31179775280898875	0.9073033707865169	0.6259363295880149	0.7631086142322098	4.6367041198501875	0.5046256727979155	49		COMPLETE
