number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.12453183520599251	2020-05-22 15:43:58.567725	2020-05-22 18:17:52.677393	256	0.16063109128658312	500	84	512	0.9346822322981104	0.012172284644194757	0.12453183520599251	0.03838951310861423	0.06647940074906367	45.04002808988764	0.06101680271090773	0.012172284644194757	0.12453183520599251	0.03838951310861423	0.06647940074906367	45.039794007490634	0.06101682746188811	2612851753	250.0	0.012172284644194757	0.12453183520599251	0.03838951310861423	0.06647940074906367	45.04026217228464	0.061016778212488375	0	COMPLETE
1	0.1306179775280899	2020-05-22 18:17:52.695111	2020-05-22 21:27:14.589814	256	0.15328734626604823	400	59	256	0.9030630858431915	0.010767790262172285	0.1306179775280899	0.037921348314606744	0.060861423220973786	43.409176029962545	0.06092329858240198	0.010767790262172285	0.1306179775280899	0.037921348314606744	0.060861423220973786	43.409176029962545	0.06092329858240198	509138660	500.0	0.010767790262172285	0.1306179775280899	0.037921348314606744	0.060861423220973786	43.409176029962545	0.06092329858240198	1	COMPLETE
2	0.12406367041198502	2020-05-22 21:27:14.604438	2020-05-22 21:53:49.649729	128	0.4693018011307607	250	58	256	0.9422665560663388	0.010767790262172285	0.12406367041198502	0.03651685393258427	0.06460674157303371	45.41736891385768	0.05957889380603415	0.010767790262172285	0.12406367041198502	0.03651685393258427	0.06460674157303371	45.41713483146067	0.05957894123914397	3923131740	250.0	0.010767790262172285	0.12406367041198502	0.03651685393258427	0.06460674157303371	45.41760299625468	0.05957884704099628	2	COMPLETE
3	0.10299625468164794	2020-05-22 21:53:49.661606	2020-05-22 22:04:50.811709	64	0.28231584635743273	150	93	256	0.9815487354446188	0.0046816479400749065	0.10299625468164794	0.02902621722846442	0.05196629213483146	47.37102059925093	0.05054597815321197	0.0046816479400749065	0.10299625468164794	0.02902621722846442	0.05196629213483146	47.37078651685393	0.05054613815485039	2190151196	200.0	0.0046816479400749065	0.10299625468164794	0.02902621722846442	0.05196629213483146	47.37125468164794	0.05054582225417967	3	COMPLETE
4	0.14934456928838952	2020-05-22 22:04:50.823820	2020-05-23 02:04:42.114307	256	0.3736674073638486	450	58	128	0.8474857550766668	0.01638576779026217	0.14934456928838952	0.04541198501872659	0.08099250936329588	40.70926966292135	0.07073077740089737	0.01638576779026217	0.14934456928838952	0.04541198501872659	0.08099250936329588	40.70926966292135	0.07073077740089737	402520059	500.0	0.01638576779026217	0.14934456928838952	0.04541198501872659	0.08099250936329588	40.70926966292135	0.07073077740089737	4	COMPLETE
5	0.11189138576779026	2020-05-23 02:04:42.128732	2020-05-23 02:45:19.087531	128	0.18421860792436276	450	64	256	0.9861301383516343	0.0149812734082397	0.11189138576779026	0.03651685393258427	0.0599250936329588	47.49625468164794	0.0584488817592786	0.0149812734082397	0.11189138576779026	0.03651685393258427	0.0599250936329588	47.49625468164794	0.0584488817592786	1726740364	200.0	0.0149812734082397	0.11189138576779026	0.03651685393258427	0.0599250936329588	47.49625468164794	0.0584488817592786	5	COMPLETE
6	0.13623595505617977	2020-05-23 02:45:19.098887	2020-05-23 07:42:30.932267	256	0.484005355595048	500	60	256	0.8723607930958215	0.013108614232209739	0.13623595505617977	0.042134831460674156	0.06975655430711611	41.95739700374532	0.06523260892324395	0.013108614232209739	0.13623595505617977	0.042134831460674156	0.06975655430711611	41.95739700374532	0.06523260892324395	261888486	550.0	0.013108614232209739	0.13623595505617977	0.042134831460674156	0.06975655430711611	41.95739700374532	0.06523260892324395	6	COMPLETE
7	0.11610486891385768	2020-05-23 07:42:30.944524	2020-05-23 08:03:07.438808	64	0.46644978627062994	450	40	512	0.9536819873100377	0.009831460674157303	0.11610486891385768	0.0351123595505618	0.05898876404494382	45.951310861423224	0.056874586708345144	0.009831460674157303	0.11610486891385768	0.0351123595505618	0.05898876404494382	45.951310861423224	0.056874586708345144	978281787	300.0	0.009831460674157303	0.11610486891385768	0.0351123595505618	0.05898876404494382	45.951310861423224	0.056874586708345144	7	COMPLETE
8	0.10486891385767791	2020-05-23 08:03:07.450919	2020-05-23 08:25:18.289067	128	0.4965534909369943	450	36	256	0.9533581266193634	0.011704119850187267	0.10486891385767791	0.03417602996254682	0.0552434456928839	45.87897940074907	0.056863883133517576	0.011704119850187267	0.10486891385767791	0.03417602996254682	0.0552434456928839	45.87874531835206	0.05686521693634951	3465471629	200.0	0.011704119850187267	0.10486891385767791	0.03417602996254682	0.0552434456928839	45.87921348314607	0.05686264460231649	8	COMPLETE
9	0.13249063670411984	2020-05-23 08:25:18.301333	2020-05-23 08:36:26.904042	64	0.4654199902099603	250	20	512	0.9417098159814595	0.01451310861423221	0.13249063670411984	0.041666666666666664	0.07069288389513109	45.41736891385768	0.06419583796650237	0.01451310861423221	0.13249063670411984	0.041666666666666664	0.07069288389513109	45.41713483146067	0.0641971717693343	304954032	450.0	0.01451310861423221	0.13249063670411984	0.041666666666666664	0.07069288389513109	45.41760299625468	0.0641945994353013	9	COMPLETE
10	0.10814606741573034	2020-05-23 08:36:26.915971	2020-05-23 08:44:45.102155	128	0.3802221751093443	50	45	256	0.9802722315485363	0.009363295880149813	0.10814606741573034	0.02855805243445693	0.05196629213483146	47.28183520599251	0.053044163118436224	0.009363295880149813	0.10814606741573034	0.02855805243445693	0.05196629213483146	47.28183520599251	0.053044163118436224	2742275972	300.0	0.009363295880149813	0.10814606741573034	0.02855805243445693	0.05196629213483146	47.28183520599251	0.053044163118436224	10	COMPLETE
11	0.10346441947565543	2020-05-23 08:44:45.114265	2020-05-23 08:50:53.259500	64	0.14372940503963694	150	51	512	0.9859767656525674	0.015917602996254682	0.10346441947565543	0.037921348314606744	0.054307116104868915	47.56975655430712	0.05912800597919468	0.015917602996254682	0.10346441947565543	0.037921348314606744	0.054307116104868915	47.56975655430712	0.05912800597919468	3963735784	200.0	0.015917602996254682	0.10346441947565543	0.037921348314606744	0.054307116104868915	47.56975655430712	0.05912800597919468	11	COMPLETE
12	0.8281835205992509	2020-05-23 08:50:53.271188	2020-05-23 10:13:37.477900	256	0.16674715711313706	400	10	256	0.13631448465266896	0.1858614232209738	0.8281835205992509	0.43164794007490637	0.602996254681648	6.580056179775281	0.37221366739509015	0.1858614232209738	0.8281835205992509	0.43164794007490637	0.602996254681648	6.580056179775281	0.37221366739509015	1446347214		0.1858614232209738	0.8281835205992509	0.43164794007490637	0.602996254681648	6.580056179775281	0.37221366739509015	12	COMPLETE
13	0.10299625468164794	2020-05-23 10:13:37.496062	2020-05-23 10:52:07.414140	128	0.1087637264170867	400	67	256	0.9803180247693487	0.007958801498127341	0.10299625468164794	0.02855805243445693	0.04868913857677903	47.249063670411985	0.05155102876396567	0.007958801498127341	0.10299625468164794	0.02855805243445693	0.04868913857677903	47.249063670411985	0.05155102876396567	1943514664	200.0	0.007958801498127341	0.10299625468164794	0.02855805243445693	0.04868913857677903	47.249063670411985	0.05155102876396567	13	COMPLETE
14	0.12172284644194757	2020-05-23 10:52:07.426169	2020-05-23 11:42:14.424926	256	0.2373322176424323	100	82	128	0.9080404961971769	0.009831460674157303	0.12172284644194757	0.03745318352059925	0.062265917602996254	43.64887640449438	0.05914636914731744	0.009831460674157303	0.12172284644194757	0.03745318352059925	0.062265917602996254	43.64887640449438	0.05914636914731744	262047022	350.0	0.009831460674157303	0.12172284644194757	0.03745318352059925	0.062265917602996254	43.64887640449438	0.05914636914731744	14	COMPLETE
15	0.10908239700374532	2020-05-23 11:42:14.434915	2020-05-23 12:04:32.912946	64	0.31180065038446736	200	74	256	0.9545822555507962	0.009831460674157303	0.10908239700374532	0.02855805243445693	0.05149812734082397	46.00421348314607	0.0546144517269905	0.009831460674157303	0.10908239700374532	0.02855805243445693	0.05149812734082397	46.00421348314607	0.0546144517269905	3399382946	350.0	0.009831460674157303	0.10908239700374532	0.02855805243445693	0.05149812734082397	46.00421348314607	0.0546144517269905	15	COMPLETE
16	0.0945692883895131	2020-05-23 12:04:32.924943	2020-05-23 12:08:48.124246	64	0.1052525519475359	300	27	512	0.9927976942343868	0.007958801498127341	0.0945692883895131	0.030430711610486893	0.05102996254681648	47.89138576779026	0.05107953330326152	0.007958801498127341	0.0945692883895131	0.030430711610486893	0.05102996254681648	47.89138576779026	0.05107953330326152	1310144532	150.0	0.007958801498127341	0.0945692883895131	0.030430711610486893	0.05102996254681648	47.89138576779026	0.05107953330326152	16	COMPLETE
17	0.6900749063670412	2020-05-23 12:08:48.136113	2020-05-23 15:13:07.075169	128	0.38607552924325705	500	40	128	0.19398172661288876	0.12265917602996254	0.6900749063670412	0.30196629213483145	0.44241573033707865	9.39934456928839	0.2809317392290581	0.12265917602996254	0.6900749063670412	0.30196629213483145	0.44241573033707865	9.39934456928839	0.2809317392290581	2216708384		0.12265917602996254	0.6900749063670412	0.30196629213483145	0.44241573033707865	9.39934456928839	0.2809317392290581	17	COMPLETE
18	0.11938202247191011	2020-05-23 15:13:07.087123	2020-05-23 15:36:06.538120	64	0.3614173833293237	100	72	128	0.954508020574827	0.013108614232209739	0.11938202247191011	0.04073033707865169	0.060393258426966294	46.01498127340824	0.06043993118660058	0.013108614232209739	0.11938202247191011	0.04073033707865169	0.060393258426966294	46.01498127340824	0.06043993118660058	2016852875	450.0	0.013108614232209739	0.11938202247191011	0.04073033707865169	0.060393258426966294	46.01498127340824	0.06043993118660058	18	COMPLETE
19	0.11610486891385768	2020-05-23 15:36:06.550058	2020-05-23 15:58:09.221721	64	0.24790471748716453	350	66	256	0.964174470152664	0.012640449438202247	0.11610486891385768	0.030430711610486893	0.054307116104868915	46.4686329588015	0.05681151906551125	0.012640449438202247	0.11610486891385768	0.030430711610486893	0.054307116104868915	46.4686329588015	0.05681151906551125	506356980	250.0	0.012640449438202247	0.11610486891385768	0.030430711610486893	0.054307116104868915	46.4686329588015	0.05681151906551125	19	COMPLETE
