number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0007702841492639507	2020-01-22 10:15:40.284732	2020-01-22 10:40:38.523746	1.8374893280034346	250.0	16.0	0.0012661569692688293	1000.0	1.001336442591597	5.705808513066301e-05	0.0007702841492639507	0.0003138194682186466	0.00044220015976263836	7153.792968304234	0.0007410721892478208	5.705808513066301e-05	0.0007702841492639507	0.0003138194682186466	0.00044220015976263836	7153.792879150976	0.0007410722253442107	5.705808513066301e-05	0.0007702841492639507	0.0003138194682186466	0.00044220015976263836	7153.793057457492	0.0007410721531960279	9	0.0007702841492639507	0.0007702841492639507	
10	TrialState.COMPLETE	0.005129521853246605	2020-01-22 10:40:38.524839	2020-01-22 11:09:43.723987	7.580835866045945	50.0	1.0	0.05981366437740614	800.0	0.9817818004552576	0.003897067214424284	0.005129521853246605	0.004336414469930389	0.004547529384913842	7013.838845144357	0.004803267006400291	0.003897067214424284	0.005129521853246605	0.004336414469930389	0.004547529384913842	7013.838742439803	0.0048032670269530205	0.003897067214424284	0.005129521853246605	0.004336414469930389	0.004547529384913842	7013.83894784891	0.0048032669858676215	10		0.003908478831450416	0.004671630720073035
11	TrialState.COMPLETE	0.0016546844687892275	2020-01-22 11:09:43.724801	2020-01-22 11:34:44.663194	4.168582593200346	250.0	21.0	0.019436937861267593	1000.0	0.9941907610223418	0.0005349195480999657	0.0016546844687892275	0.0010484423142759329	0.001276674654798585	7103.995966706608	0.0013789336859749417	0.0005349195480999657	0.0016546844687892275	0.0010484423142759329	0.001276674654798585	7103.995841892046	0.001378933703396952	0.0005349195480999657	0.0016546844687892275	0.0010484423142759329	0.001276674654798585	7103.996091521169	0.0013789336685713451	11	0.0008273422343946138	0.0013789037239910228	
12	TrialState.COMPLETE	0.0010555745749172658	2020-01-22 11:34:44.664029	2020-01-22 11:55:24.801713	8.461114239926111	250.0	1.0	0.0033997592022562305	900.0	0.9978316860415302	8.558712769599452e-05	0.0010555745749172658	0.00028529042565331506	0.0004707292023279699	7130.391432728517	0.0008297241647744976	8.558712769599452e-05	0.0010555745749172658	0.00028529042565331506	0.0004707292023279699	7130.391282951045	0.0008297243755804268	8.558712769599452e-05	0.0010555745749172658	0.00028529042565331506	0.0004707292023279699	7130.391582505991	0.0008297239554485053	12	0.0009699874472212713	0.0010270455323519343	
13	TrialState.COMPLETE	0.0007417551066986192	2020-01-22 11:55:24.802556	2020-01-22 12:18:49.985872	9.102913199294708	250.0	6.0	0.006130897825553866	1000.0	0.9996242199278741	5.705808513066301e-05	0.0007417551066986192	0.00023536460116398494	0.00038514207463197534	7142.976242439804	0.0007196084965979137	5.705808513066301e-05	0.0007417551066986192	0.00023536460116398494	0.00038514207463197534	7142.9760997945905	0.0007196085728967973	5.705808513066301e-05	0.0007417551066986192	0.00023536460116398494	0.00038514207463197534	7142.976385085017	0.0007196084204252862	13	0.0007417551066986192	0.0007417551066986192	
14	TrialState.COMPLETE	0.004148122788999201	2020-01-22 12:18:49.986716	2020-01-22 12:48:33.546247	1.7642338706908527	150.0	1.0	0.03058024210149191	500.0	1.0036065496857245	0.0031096656396211344	0.004148122788999201	0.0033721328312221843	0.003634600022823234	7170.092060367454	0.0038691056081486094	0.0031096656396211344	0.004148122788999201	0.0033721328312221843	0.003634600022823234	7170.091960515805	0.0038691056153150505	0.0031096656396211344	0.004148122788999201	0.0033721328312221843	0.003634600022823234	7170.092160219103	0.0038691056009856474	14		0.0032237818098824604	0.0038014949218304235
15	TrialState.COMPLETE	0.0005991098938719617	2020-01-22 12:48:33.547145	2020-01-22 13:13:50.797656	8.484277629878154	250.0	26.0	0.0011381428566691664	800.0	1.0066049625918194	2.8529042565331506e-05	0.0005991098938719617	0.00019970329795732054	0.00028529042565331506	7192.413007816957	0.0006539876336216202	2.8529042565331506e-05	0.0005991098938719617	0.00019970329795732054	0.00028529042565331506	7192.412865171745	0.0006539877212178621	2.8529042565331506e-05	0.0005991098938719617	0.00019970329795732054	0.00028529042565331506	7192.41315046217	0.0006539875462533345	15	0.0005991098938719617	0.0005991098938719617	
16	TrialState.COMPLETE	0.002546217048955837	2020-01-22 13:13:50.798624	2020-01-22 13:33:54.373117	4.058139860035819	150.0	1.0	0.019408412828283275	900.0	0.994591316830958	0.0009057971014492754	0.002546217048955837	0.0015405682985279014	0.0019399748944425425	7107.652601848682	0.0019006678870483913	0.0009057971014492754	0.002546217048955837	0.0015405682985279014	0.0019399748944425425	7107.652487732512	0.0019006678998272452	0.0009057971014492754	0.002546217048955837	0.0015405682985279014	0.0019399748944425425	7107.652715964852	0.0019006678742767046	16	0.0011839552664612576	0.0020921297881243105	
17	TrialState.COMPLETE	0.0008416067556772795	2020-01-22 13:33:54.373946	2020-01-22 14:03:24.680546	9.642981640593879	450.0	21.0	0.0012457496680834531	800.0	0.9951506588388757	2.8529042565331506e-05	0.0008416067556772795	0.0003138194682186466	0.00036374529270797673	7110.781160846742	0.0007212418187839825	2.8529042565331506e-05	0.0008416067556772795	0.0003138194682186466	0.00036374529270797673	7110.781060995093	0.0007212418344008489	2.8529042565331506e-05	0.0008416067556772795	0.0003138194682186466	0.00036374529270797673	7110.781260698391	0.0007212418031805768	17	0.0008273422343946138	0.0008368519152497242	
18	TrialState.COMPLETE	0.0009200616227319411	2020-01-22 14:03:24.681379	2020-01-22 14:26:45.477880	7.08440451426036	250.0	6.0	0.004891193830309531	500.0	0.9972199046145578	6.41903457719959e-05	0.0009200616227319411	0.0004564646810453041	0.0005349195480999657	7124.1502018429765	0.0008083627794380966	6.41903457719959e-05	0.0009200616227319411	0.0004564646810453041	0.0005349195480999657	7124.150077028415	0.0008083627912648549	6.41903457719959e-05	0.0009200616227319411	0.0004564646810453041	0.0005349195480999657	7124.150326657537	0.0008083627676164429	18	0.0007845486705466164	0.0008748906386701663	
19	TrialState.COMPLETE	0.00374871619308456	2020-01-22 14:26:45.478802	2020-01-22 15:01:21.309518	6.411983695752742	150.0	21.0	0.03741623597789647	900.0	0.9979498901039612	0.003143900490699532	0.00374871619308456	0.0033207805546045873	0.003526189661074974	7130.4122931644415	0.0037852288177701097	0.003143900490699532	0.00374871619308456	0.0033207805546045873	0.003526189661074974	7130.41216478375	0.0037852289036807373	0.003143900490699532	0.00374871619308456	0.0033207805546045873	0.003526189661074974	7130.412421545133	0.003785228732136182	19		0.0027863364905473774	0.0033878238046331165
20	TrialState.COMPLETE	0.0015477005591692343	2020-01-22 15:01:21.310345	2020-01-22 15:28:32.081552	4.198446602260113	450.0	6.0	0.004950776053432558	800.0	0.9971308108350764	0.0004921259842519685	0.0015477005591692343	0.0008558712769599452	0.0010270455323519343	7125.288535604245	0.0012454306341357542	0.0004921259842519685	0.0015477005591692343	0.0008558712769599452	0.0010270455323519343	7125.288428620335	0.0012454312867391454	0.0004921259842519685	0.0015477005591692343	0.0008558712769599452	0.0010270455323519343	7125.288642588154	0.0012454299863424421	20	0.0013836585644185781	0.001493019894252349	
21	TrialState.COMPLETE	0.0011982197877439234	2020-01-22 15:28:32.082413	2020-01-22 15:49:14.057278	6.966743436032402	250.0	1.0	0.005859588848423551	600.0	0.9986447303003461	0.0002567613830879836	0.0011982197877439234	0.0005634485906652973	0.000748887367339952	7134.457884000913	0.001033032418690069	0.0002567613830879836	0.0011982197877439234	0.0005634485906652973	0.000748887367339952	7134.457748487961	0.0010330324397086164	0.0002567613830879836	0.0011982197877439234	0.0005634485906652973	0.000748887367339952	7134.458019513865	0.001033032397689467	21	0.0008558712769599452	0.0010841036174825973	
22	TrialState.COMPLETE	0.004222298299669063	2020-01-22 15:49:14.058106	2020-01-22 16:21:16.703819	4.700109712859697	50.0	6.0	0.04395080844895369	1000.0	0.9988677545049398	0.003252310852447792	0.004222298299669063	0.003646011639849367	0.0038571265548328197	7136.740802236677	0.004058068585599752	0.003252310852447792	0.004222298299669063	0.003646011639849367	0.0038571265548328197	7136.74067670889	0.004058068639649696	0.003252310852447792	0.004222298299669063	0.003646011639849367	0.0038571265548328197	7136.740927764464	0.004058068531663365	22		0.003233291490737571	0.0038514207463197533
23	TrialState.COMPLETE	0.0008772680588839439	2020-01-22 16:21:16.704651	2020-01-22 16:50:44.411454	7.424523011079377	350.0	41.0	0.0019676075400225884	800.0	0.9961099219447438	9.985164897866027e-05	0.0008772680588839439	0.00032095172885997946	0.00044220015976263836	7117.571543706493	0.0008009002133778744	9.985164897866027e-05	0.0008772680588839439	0.00032095172885997946	0.00044220015976263836	7117.57140106128	0.0008009003162872025	9.985164897866027e-05	0.0008772680588839439	0.00032095172885997946	0.00044220015976263836	7117.571686351706	0.0008009001107271729	23	0.0008416067556772795	0.0008653809578150557	
24	TrialState.COMPLETE	0.106450248706124	2020-01-22 16:50:44.412262	2020-01-22 19:53:42.747610	1.068758471370931	50.0	26.0	0.06969992764579677	800.0	0.43046149410081536	0.032835249813722135	0.106450248706124	0.05895946190869364	0.07530324694067973	3068.147198112384	0.058825522651106146	0.032835249813722135	0.106450248706124	0.05895946190869364	0.07530324694067973	3068.147110847078	0.05882552278171905	0.032835249813722135	0.106450248706124	0.05895946190869364	0.07530324694067973	3068.147285377691	0.05882552252097843	24			
25	TrialState.COMPLETE	0.063914064517679	2020-01-22 19:53:42.748344	2020-01-22 23:23:48.487344	5.3478283855079916	150.0	21.0	0.09198365931550465	900.0	0.41609571659589223	0.01703484146861505	0.063914064517679	0.034314432091869525	0.04593626311585194	2966.2700724337374	0.034955209099024435	0.01705285981128789	0.06394709814591254	0.034333951963098436	0.04595428145852478	2966.2694192688155	0.034969044724275464	0.01703484146861505	0.06391256298912293	0.034314432091869525	0.04593476158729587	2966.2707255986593	0.03494640182143895	25			
26	TrialState.COMPLETE	0.0017046102932785575	2020-01-22 23:23:48.488049	2020-01-22 23:54:41.976211	7.672845677799872	350.0	46.0	0.015078413370991733	800.0	0.997776959384742	0.0006419034577199589	0.0017046102932785575	0.0010769713568412644	0.001276674654798585	7128.395765576857	0.0014754638443638928	0.0006419034577199589	0.0017046102932785575	0.0010769713568412644	0.001276674654798585	7128.395662159078	0.0014754638510338655	0.0006419034577199589	0.0017046102932785575	0.0010769713568412644	0.001276674654798585	7128.395868994637	0.0014754638376966566	26	0.0008986648408079424	0.0014359618091216858	
27	TrialState.COMPLETE	0.0021182814104758643	2020-01-22 23:54:41.976962	2020-01-23 00:17:40.640249	5.562774822008894	50.0	11.0	0.01837526066949416	500.0	0.9930131558392565	0.000756019627981285	0.0021182814104758643	0.001212484309026589	0.0015548328198105672	7096.206746405341	0.0016389569942294269	0.000756019627981285	0.0021182814104758643	0.001212484309026589	0.0015548328198105672	7096.206642987561	0.0016389570134874938	0.000756019627981285	0.0021182814104758643	0.001212484309026589	0.0015548328198105672	7096.20684982312	0.0016389569749896262	27	0.0010413100536346	0.0017592909581954429	
28	TrialState.COMPLETE	0.0007916809311879493	2020-01-23 00:17:40.641213	2020-01-23 00:48:20.800595	3.614454379126826	350.0	46.0	0.0044840640086121495	700.0	1.0012573957762174	0.00014264521282665753	0.0007916809311879493	0.0002567613830879836	0.00038514207463197534	7153.868085273309	0.0007736515533842652	0.00014264521282665753	0.0007916809311879493	0.0002567613830879836	0.00038514207463197534	7153.867981855529	0.000773651564781661	0.00014264521282665753	0.0007916809311879493	0.0002567613830879836	0.00038514207463197534	7153.868188691087	0.0007736515419951223	28	0.000756019627981285	0.0007797938301190613	
29	TrialState.COMPLETE	0.000756019627981285	2020-01-23 00:48:20.801535	2020-01-23 01:18:32.552009	4.364557379481235	450.0	26.0	0.0021061596746145433	500.0	1.0059174242218931	2.8529042565331506e-05	0.000756019627981285	0.0002567613830879836	0.00034234851078397807	7187.642185182015	0.000710225089068109	2.8529042565331506e-05	0.000756019627981285	0.0002567613830879836	0.00034234851078397807	7187.642038970672	0.000710225099145097	2.8529042565331506e-05	0.000756019627981285	0.0002567613830879836	0.00034234851078397807	7187.642331393358	0.0007102250789949149	29	0.0007417551066986192	0.0007512647875537297	
30	TrialState.COMPLETE	0.0007774164099052836	2020-01-23 01:18:32.552793	2020-01-23 01:43:38.401070	7.750978689767254	150.0	41.0	0.001996210610845814	700.0	1.0015239348263028	0.00019970329795732054	0.0007774164099052836	0.00026389364372931645	0.0004279356384799726	7158.343478974096	0.0007994508947905005	0.00019970329795732054	0.0007774164099052836	0.00026389364372931645	0.0004279356384799726	7158.3433755563165	0.0007994509165690505	0.00019970329795732054	0.0007774164099052836	0.00026389364372931645	0.0004279356384799726	7158.343582391875	0.0007994508730273519	30	0.000756019627981285	0.0007702841492639507	
31	TrialState.COMPLETE	0.0005277872874586329	2020-01-23 01:43:38.401835	2020-01-23 02:09:51.676113	6.535278524861837	350.0	21.0	0.0012794016218983482	600.0	1.0052881286469357	0.00011411617026132602	0.0005277872874586329	0.00022823234052265205	0.00029955494693598085	7181.824906567385	0.0007020097272937388	0.00011411617026132602	0.0005277872874586329	0.00022823234052265205	0.00029955494693598085	7181.824796017346	0.0007020099727433712	0.00011411617026132602	0.0005277872874586329	0.00022823234052265205	0.00029955494693598085	7181.825017117426	0.0007020094837038186	31	0.0005135227661759672	0.0005230324470310776	
32	TrialState.COMPLETE	0.0009628551865799383	2020-01-23 02:09:51.676906	2020-01-23 02:35:17.377941	8.244903707240468	350.0	16.0	0.0013104845075543265	700.0	1.002197549872234	8.558712769599452e-05	0.0009628551865799383	0.00024249686180531781	0.0005063905055346342	7160.101260270455	0.000775479735679289	8.558712769599452e-05	0.0009628551865799383	0.00024249686180531781	0.0005063905055346342	7160.101142588154	0.0007754797560927358	8.558712769599452e-05	0.0009628551865799383	0.00024249686180531781	0.0005063905055346342	7160.101377952756	0.0007754797152859075	32	0.000927193883373274	0.0009509680855110502	
