number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151
0	TrialState.COMPLETE	0.0009414584046559398	2020-01-22 02:26:36.194596	2020-01-22 02:50:20.566752	8.568062646439415	50.0	36.0	0.0028370806973631187	600.0	0.9972865435931196	0.00013551295218532466	0.0009414584046559398	0.00029955494693598085	0.0004136711171973069	7124.439546958804	0.0008071927335639712	0.00013551295218532466	0.0009414584046559398	0.00029955494693598085	0.0004136711171973069	7124.439461371677	0.0008071928872778364	0.00013551295218532466	0.0009414584046559398	0.00029955494693598085	0.0004136711171973069	7124.439632545932	0.0008071925805045736	0	0.0008558712769599452	0.0009129293620906082	
1	TrialState.COMPLETE	0.0046901745977404995	2020-01-22 02:50:20.567559	2020-01-22 03:21:06.885349	3.0506808025833245	250.0	1.0	0.09871976752230364	900.0	0.9821332365967491	0.003948419491041881	0.0046901745977404995	0.004125299554946936	0.00427365057628666	7016.920877553349	0.004644197606568271	0.003948419491041881	0.0046901745977404995	0.004125299554946936	0.00427365057628666	7016.920763437179	0.004644197695564991	0.003948419491041881	0.0046901745977404995	0.004125299554946936	0.00427365057628666	7016.92099166952	0.004644197517772392	1		0.003841911065464643	0.004372075773137054
2	TrialState.COMPLETE	0.0038457149378066874	2020-01-22 03:21:06.886182	2020-01-22 03:56:40.837388	9.056636114305356	350.0	6.0	0.035601540751701355	500.0	0.9960072009137019	0.0029270797672030125	0.0038457149378066874	0.0031895469588040623	0.0033264863631176536	7116.507525961429	0.003666210676672428	0.0029270797672030125	0.0038457149378066874	0.0031895469588040623	0.0033264863631176536	7116.50744608011	0.0036662106897356202	0.0029270797672030125	0.0038457149378066874	0.0031895469588040623	0.0033264863631176536	7116.507605842748	0.0036662106636221265	2		0.0028148655331127087	0.0034591464110464453
3	TrialState.COMPLETE	0.004131005363460003	2020-01-22 03:56:40.838285	2020-01-22 04:36:50.746488	2.467022648356604	250.0	46.0	0.04700052491546817	900.0	0.9987528910964627	0.003406367682300582	0.004131005363460003	0.0036403058313363005	0.0038343033207805547	7134.640345771996	0.004110104966449164	0.003406367682300582	0.004131005363460003	0.0036403058313363005	0.0038343033207805547	7134.640220244209	0.004110105780438316	0.003406367682300582	0.004131005363460003	0.0036403058313363005	0.0038343033207805547	7134.640471299783	0.004110104161612439	3		0.003385446384419339	0.0038514207463197533
4	TrialState.COMPLETE	0.07356824962097129	2020-01-22 04:36:50.747320	2020-01-22 08:13:40.808843	5.319576926683659	50.0	11.0	0.07083417258137616	1000.0	0.38148608456795763	0.020409133640903583	0.07356824962097129	0.03722089086690251	0.050337457817772775	2717.006361976492	0.039980527765571594	0.020415926270085805	0.07357232519848063	0.037227683496084726	0.050344250446955	2717.006207104547	0.03998454378271818	0.020409133640903583	0.07356824962097129	0.03722089086690251	0.050337457817772775	2717.0065168484375	0.039978033968190725	4			
5	TrialState.COMPLETE	0.004091064703868538	2020-01-22 08:13:40.809655	2020-01-22 08:44:15.216590	2.39757787903621	250.0	1.0	0.024027958691043832	500.0	0.9937247614103354	0.0030069610863859408	0.004091064703868538	0.003200958575830195	0.0034177792993267146	7099.274828825744	0.003751610315503956	0.0030069610863859408	0.004091064703868538	0.003200958575830195	0.0034177792993267146	7099.274706150862	0.0037516103322003795	0.0030069610863859408	0.004091064703868538	0.003200958575830195	0.0034177792993267146	7099.274951500628	0.0037516102988237564	5		0.0032047624481722392	0.003758701357982426
6	TrialState.COMPLETE	0.0005563163300239644	2020-01-22 08:44:15.217424	2020-01-22 09:15:14.660944	2.462071477298522	450.0	26.0	0.00557652396825078	700.0	1.0046125732593438	2.8529042565331506e-05	0.0005563163300239644	0.00014264521282665753	0.00023536460116398494	7179.6279848510785	0.0006444117564630577	2.8529042565331506e-05	0.0005563163300239644	0.00014264521282665753	0.00023536460116398494	7179.627867168778	0.0006444118631986921	2.8529042565331506e-05	0.0005563163300239644	0.00014264521282665753	0.00023536460116398494	7179.628102533379	0.0006444116501677053	6	0.0005420518087412986	0.0005515614895964091	
7	TrialState.COMPLETE	0.002852904256533151	2020-01-22 09:15:14.661780	2020-01-22 09:39:26.867721	6.429769850562355	150.0	26.0	0.01620098103062977	700.0	0.994314087194505	0.0014835102133972384	0.002852904256533151	0.0019328426338012096	0.002325116969074518	7103.971588639735	0.0023591969465182757	0.0014835102133972384	0.002852904256533151	0.0019328426338012096	0.002325116969074518	7103.971485221956	0.002359196956764046	0.0014835102133972384	0.002852904256533151	0.0019328426338012096	0.002325116969074518	7103.971692057515	0.002359196936277048	7	0.0017117425539198905	0.0024725170223287305	
8	TrialState.COMPLETE	0.000927193883373274	2020-01-22 09:39:26.868525	2020-01-22 10:15:40.283901	1.0811822916855443	450.0	46.0	0.001304608243196078	1000.0	0.9955175255126242	2.8529042565331506e-05	0.000927193883373274	0.00022823234052265205	0.00034234851078397807	7114.171955237932	0.0007173872269064338	2.8529042565331506e-05	0.000927193883373274	0.00022823234052265205	0.00034234851078397807	7114.171866084675	0.0007173872333459286	2.8529042565331506e-05	0.000927193883373274	0.00022823234052265205	0.00034234851078397807	7114.17204439119	0.0007173872204698003	8	0.0009414584046559398	0.0009319487238008292	
