number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
16	TrialState.COMPLETE	0.037383650343990285	2020-01-08 14:50:37.237874	2020-01-08 15:03:05.902050	350.0	2	71.0	0.02505781965897028	1000.0	0.7063037294795595	0.000708215297450425	0.037383650343990285	0.025925738567381628	0.03156616754350466	14316.618980169971	0.016199837748217368	0.000708215297450425	0.037383650343990285	0.025925738567381628	0.03156616754350466	14316.61584378794	0.016199842965303073	0.000708215297450425	0.037383650343990285	0.025925738567381628	0.03156616754350466	14316.622116552004	0.016199832624481422	16				0.037181303116147306	0.037299338999055714															
17	TrialState.COMPLETE	0.24540429855893583	2020-01-08 15:03:05.903060	2020-01-08 15:34:37.589538	150.0	2	1.0	0.0046964901498448425	1600.0	0.09372559961507877	0.000708215297450425	0.24540429855893583	0.11389949501170095	0.16954828180810444	1899.4920595208769	0.08345739988495342	0.000708215297450425	0.24540429855893583	0.11389949501170095	0.16954828180810444	1899.491593792339	0.08345740008093842	0.000708215297450425	0.24540429855893583	0.11389949501170095	0.16954828180810444	1899.492525249415	0.08345739968958023	17																	0.24425839740995547	0.24485739119237704		
18	TrialState.COMPLETE	0.10862252124645892	2020-01-08 15:34:37.590418	2020-01-08 15:38:24.725904	50.0	2	41.0	0.030165122880196373	1600.0	0.26663883787839676	0.000708215297450425	0.10862252124645892	0.05754249291784703	0.07816926345609065	5404.001106586402	0.04153266921385015	0.000708215297450425	0.10862252124645892	0.05754249291784703	0.07816926345609065	5403.999468838527	0.041532669325008036	0.000708215297450425	0.10862252124645892	0.05754249291784703	0.07816926345609065	5404.002744334278	0.04153266910277083	18	0.10640934844192634	0.10788479697828139																		
19	TrialState.COMPLETE	0.026203966005665724	2020-01-08 15:38:24.726884	2020-01-08 15:44:36.880282	150.0	2	1.0	0.04150744097575101	1600.0	0.8184631139002769	0.000708215297450425	0.026203966005665724	0.021069405099150142	0.023607176581680833	16590.37497049103	0.011940984364716054	0.000708215297450425	0.026203966005665724	0.021069405099150142	0.023607176581680833	16590.371576959395	0.011940984902608424	0.000708215297450425	0.026203966005665724	0.021069405099150142	0.023607176581680833	16590.37836402266	0.011940983827807672	19			0.02646954674220963	0.026310198300283288																
20	TrialState.COMPLETE	0.01305771954674221	2020-01-08 15:44:36.881388	2020-01-08 15:49:50.997328	450.0	1	31.0	0.07194677558246891	1900.0	0.8149427291084302	0.000708215297450425	0.01305771954674221	0.00854284702549575	0.009737960339943343	16518.821529745044	0.00603516410529885	0.000708215297450425	0.01305771954674221	0.00854284702549575	0.009737960339943343	16518.817988668554	0.006035164175242198	0.000708215297450425	0.01305771954674221	0.00854284702549575	0.009737960339943343	16518.82507082153	0.006035164035376846	20	0.014429886685552408	0.013515108593012276																		
21	TrialState.COMPLETE	0.038491501416430596	2020-01-08 15:49:50.998240	2020-01-08 15:57:36.970481	350.0	2	81.0	0.025592356405430363	1100.0	0.717633846336253	0.000708215297450425	0.038491501416430596	0.027337110481586404	0.032754957507082155	14546.23626062323	0.016697958307450685	0.000708215297450425	0.038491501416430596	0.027337110481586404	0.032754957507082155	14546.232684135977	0.01669795887749737	0.000708215297450425	0.038491501416430596	0.027337110481586404	0.032754957507082155	14546.239837110481	0.016697957738371832	21		0.039128895184135974	0.038730524079320115																	
22	TrialState.COMPLETE	0.01190686968838527	2020-01-08 15:57:36.971513	2020-01-08 16:01:15.524846	50.0	1	41.0	0.013984571699961435	1000.0	0.7674266470806	0.000708215297450425	0.01190686968838527	0.006329674220963173	0.008587110481586403	15555.191328788951	0.005264298051671307	0.000708215297450425	0.01190686968838527	0.006329674220963173	0.008587110481586403	15555.188606586402	0.005264298171851702	0.000708215297450425	0.01190686968838527	0.006329674220963173	0.008587110481586403	15555.194050991502	0.00526429793156584	22	0.01938739376770538	0.014400377714825307																		
23	TrialState.COMPLETE	0.028647308781869687	2020-01-08 16:01:15.525671	2020-01-08 16:08:23.349347	450.0	2	1.0	0.030075861158830135	1000.0	0.814377649616241	0.000708215297450425	0.028647308781869687	0.02322946175637394	0.026345609065155807	16507.42586756374	0.012862037693205269	0.000708215297450425	0.028647308781869687	0.02322946175637394	0.026345609065155807	16507.42283994334	0.012862037924596293	0.000708215297450425	0.028647308781869687	0.02322946175637394	0.026345609065155807	16507.428895184137	0.012862037462037233	23		0.028033522190745987	0.0284171388101983																	
24	TrialState.COMPLETE	0.014695467422096316	2020-01-08 16:08:23.350222	2020-01-08 16:13:16.265490	350.0	1	51.0	0.0015416381649253229	1400.0	0.7202006462561681	0.000708215297450425	0.014695467422096316	0.00823300283286119	0.010578966005665722	14597.595763987252	0.006715874608248321	0.000708215297450425	0.014695467422096316	0.00823300283286119	0.010578966005665722	14597.59171388102	0.0067158747758079744	0.000708215297450425	0.014695467422096316	0.00823300283286119	0.010578966005665722	14597.599814093484	0.006715874440805939	24	0.01451841359773371	0.014636449480642116																		
25	TrialState.COMPLETE	0.018811968838526913	2020-01-08 16:13:16.266574	2020-01-08 16:17:39.733921	250.0	1	91.0	0.0045577531467026035	1000.0	0.730572331213733	0.000708215297450425	0.018811968838526913	0.012526558073654392	0.01451841359773371	14807.631838703966	0.008753692089403884	0.000708215297450425	0.018811968838526913	0.012526558073654392	0.01451841359773371	14807.628142705382	0.008753692206696365	0.000708215297450425	0.018811968838526913	0.012526558073654392	0.01451841359773371	14807.63553470255	0.008753691972179416	25	0.02611543909348442	0.021246458923512748																		
26	TrialState.COMPLETE	0.011774079320113314	2020-01-08 16:17:39.734981	2020-01-08 16:21:42.549355	250.0	1	51.0	0.04145775962567809	1900.0	0.8082058569148725	0.000708215297450425	0.011774079320113314	0.007834631728045325	0.00907400849858357	16382.214500708214	0.0056490128549235	0.000708215297450425	0.011774079320113314	0.007834631728045325	0.00907400849858357	16382.21104815864	0.005649013215666471	0.000708215297450425	0.011774079320113314	0.007834631728045325	0.00907400849858357	16382.21795325779	0.005649012494932676	26	0.01451841359773371	0.012688857412653447																		
27	TrialState.COMPLETE	0.009428116147308782	2020-01-08 16:21:42.550357	2020-01-08 16:25:12.915795	150.0	1	61.0	0.08142483831046157	1200.0	0.8260056448935877	0.000708215297450425	0.009428116147308782	0.006550991501416431	0.007613314447592068	16743.203567634562	0.00468602596434879	0.000708215297450425	0.009428116147308782	0.006550991501416431	0.007613314447592068	16743.200247875353	0.0046860291722439626	0.000708215297450425	0.009428116147308782	0.006550991501416431	0.007613314447592068	16743.206887393768	0.004686022789214322	27	0.010534702549575071	0.009796978281397545																		
28	TrialState.COMPLETE	0.01195113314447592	2020-01-08 16:25:12.916616	2020-01-08 16:30:24.624335	350.0	1	81.0	0.0025496421015963077	1100.0	0.7280770008602421	0.000708215297450425	0.01195113314447592	0.0056657223796034	0.007701841359773371	14757.20606851983	0.0056117668599850665	0.000708215297450425	0.01195113314447592	0.0056657223796034	0.007701841359773371	14757.202461048159	0.005611779078897269	0.000708215297450425	0.01195113314447592	0.0056657223796034	0.007701841359773371	14757.209675991502	0.0056117549103441335	28	0.014164305949008499	0.012688857412653447																		
29	TrialState.COMPLETE	0.049796388101983	2020-01-08 16:30:24.625334	2020-01-08 16:34:16.498310	150.0	2	11.0	0.02601954467663944	600.0	0.5773895984343025	0.000708215297450425	0.049796388101983	0.03620750708215297	0.04289128895184136	11703.312588526913	0.02160545208374424	0.000708215297450425	0.049796388101983	0.03620750708215297	0.04289128895184136	11703.309755665723	0.021605452471971334	0.000708215297450425	0.049796388101983	0.03620750708215297	0.04289128895184136	11703.315421388103	0.02160545169602473	29	0.05267351274787535	0.05075542965061379																		
30	TrialState.COMPLETE	0.36948409239485724	2020-01-08 16:34:16.499986	2020-01-08 16:57:12.400509	150.0	2	71.0	0.0025458263060755522	600.0	0.10605175215756	0.000708215297450425	0.36948409239485724	0.18730932665068642	0.27259479189365876	2149.221773534539	0.12504271486323376	0.000708215297450425	0.36948409239485724	0.18730932665068642	0.27259479189365876	2149.220772499455	0.12504271607892134	0.000708215297450425	0.36948409239485724	0.18730932665068642	0.27259479189365876	2149.222774569623	0.1250427136608999	30																				
31	TrialState.COMPLETE	0.12650495750708216	2020-01-08 16:57:12.401563	2020-01-08 17:02:35.088009	350.0	2	91.0	0.014470796219182151	1200.0	0.3057299839237594	0.000708215297450425	0.12650495750708216	0.06435906515580736	0.09051876770538243	6196.279700779037	0.045848719294645436	0.000708215297450425	0.12650495750708216	0.06435906515580736	0.09051876770538243	6196.277885977337	0.045848720125240286	0.000708215297450425	0.12650495750708216	0.06435906515580736	0.09051876770538243	6196.281515580737	0.0458487184670482	31	0.1334985835694051	0.12883616619452312																		
32	TrialState.COMPLETE	0.12402620396600567	2020-01-08 17:02:35.088938	2020-01-08 17:06:25.471279	50.0	2	51.0	0.028007715038375295	1100.0	0.2386072599770987	0.000708215297450425	0.12402620396600567	0.06453611898016998	0.08821706798866856	4835.708746458923	0.046570835198976736	0.000708215297450425	0.12402620396600567	0.06453611898016998	0.08821706798866856	4835.707285764873	0.046570835569427455	0.000708215297450425	0.12402620396600567	0.06453611898016998	0.08821706798866856	4835.710207152974	0.04657083482915706	32	0.12322946175637393	0.12376062322946176																		
33	TrialState.COMPLETE	0.17536591123701606	2020-01-08 17:06:25.472354	2020-01-08 17:30:19.149343	50.0	2	11.0	0.018205984951391946	1800.0	0.11736170543038199	0.000708215297450425	0.17536591123701606	0.07901322001888574	0.11746931067044382	2378.4706916902737	0.06193138251056455	0.000708215297450425	0.17536591123701606	0.07901322001888574	0.11746931067044382	2378.4701015108594	0.06193138311666913	0.000708215297450425	0.17536591123701606	0.07901322001888574	0.11746931067044382	2378.4712818696885	0.061931381907665145	33									0.17431629984746133	0.17487859166329423										
34	TrialState.COMPLETE	0.3363700746845223	2020-01-08 17:30:19.150247	2020-01-08 17:48:46.883026	50.0	2	21.0	0.004856506356503257	500.0	0.11995648656982398	0.000708215297450425	0.3363700746845223	0.16728367241823333	0.24301442183878444	2431.1573525624517	0.11412848918172365	0.000708215297450425	0.3363700746845223	0.16728367241823333	0.24301442183878444	2431.156547772341	0.11412848920366468	0.000708215297450425	0.3363700746845223	0.16728367241823333	0.24301442183878444	2431.1581573525623	0.11412848915979389	34																				
35	TrialState.COMPLETE	0.17744112960339944	2020-01-08 17:48:46.884116	2020-01-08 18:11:47.144438	150.0	1	71.0	0.0013106340975680235	1600.0	0.13931686426120204	0.000708215297450425	0.17744112960339944	0.0764540545325779	0.11707684135977336	2823.5367995308075	0.06084669661185008	0.000708215297450425	0.17744112960339944	0.0764540545325779	0.11707684135977336	2823.5352779745044	0.060846698407507595	0.000708215297450425	0.17744112960339944	0.0764540545325779	0.11707684135977336	2823.5383210871105	0.06084669483451786	35										0.17605473492513152	0.17679414542020774									
36	TrialState.COMPLETE	0.026867917847025496	2020-01-08 18:11:47.145262	2020-01-08 18:15:22.180544	150.0	1	91.0	0.014499658992040953	1600.0	0.7409279454165815	0.000708215297450425	0.026867917847025496	0.019652974504249292	0.022884206798866855	15017.670458569404	0.01207137410833178	0.000708215297450425	0.026867917847025496	0.019652974504249292	0.022884206798866855	15017.667404390935	0.012071374501720643	0.000708215297450425	0.026867917847025496	0.019652974504249292	0.022884206798866855	15017.673512747875	0.012071373715493787	36	0.044529036827195466	0.032754957507082155																		
37	TrialState.COMPLETE	0.3734419263456091	2020-01-08 18:15:22.181578	2020-01-08 18:41:23.168595	50.0	2	51.0	0.0010878359535839038	700.0	0.12363446639382276	0.000708215297450425	0.3734419263456091	0.19519593956562795	0.28192870632672334	2505.8777679414543	0.12760647218881552	0.000708215297450425	0.3734419263456091	0.19519593956562795	0.28192870632672334	2505.8767351274787	0.12760680010791559	0.000708215297450425	0.3734419263456091	0.19519593956562795	0.28192870632672334	2505.8788007554294	0.12760620984523233	37																				
38	TrialState.COMPLETE	0.0327992209631728	2020-01-08 18:41:23.169408	2020-01-08 18:44:53.018578	150.0	1	81.0	0.011197597462887112	700.0	0.7369833298138714	0.000708215297450425	0.0327992209631728	0.02443342776203966	0.028240084985835693	14937.684490084986	0.014365224733164598	0.000708215297450425	0.0327992209631728	0.02443342776203966	0.028240084985835693	14937.680949008498	0.014365225008970424	0.000708215297450425	0.0327992209631728	0.02443342776203966	0.028240084985835693	14937.688031161473	0.014365224457791252	38	0.054621104815864026	0.04007318224740321																		
39	TrialState.COMPLETE	0.378697300449925	2020-01-08 18:44:53.019639	2020-01-08 19:15:48.227815	150.0	2	61.0	0.0013084538752376133	800.0	0.10074163739955497	0.000708215297450425	0.378697300449925	0.19640476587235461	0.2834631728045326	2041.6834590068322	0.12911326020206323	0.000708215297450425	0.378697300449925	0.19640476587235461	0.2834631728045326	2041.6822508748542	0.12911326204870185	0.000708215297450425	0.378697300449925	0.19640476587235461	0.2834631728045326	2041.6846671388103	0.12911325838352525	39																				
40	TrialState.COMPLETE	0.029390934844192633	2020-01-08 19:15:48.228884	2020-01-08 19:21:34.401033	50.0	2	61.0	0.05787328815313697	1500.0	0.6531045383513827	0.000708215297450425	0.029390934844192633	0.021211048158640226	0.024575070821529744	13238.427673512748	0.013398304019559536	0.000708215297450425	0.029390934844192633	0.021211048158640226	0.024575070821529744	13238.424610481587	0.013398316189321757	0.000708215297450425	0.029390934844192633	0.021211048158640226	0.024575070821529744	13238.430736543909	0.013398292069153007	40		0.030689329556185082	0.0298778328611898																	
41	TrialState.COMPLETE	0.3842906664678694	2020-01-08 19:21:34.402080	2020-01-08 19:55:15.497747	50.0	2	81.0	0.0011630069383441117	900.0	0.10804862651317908	0.000708215297450425	0.3842906664678694	0.20111450723125093	0.2898091546145818	2189.9034357760547	0.13094029678739752	0.000708215297450425	0.3842906664678694	0.20111450723125093	0.2898091546145818	2189.9023967496646	0.13094029720252456	0.000708215297450425	0.3842906664678694	0.20111450723125093	0.2898091546145818	2189.9044748024453	0.1309402963751606	41																				
42	TrialState.COMPLETE	0.029213881019830027	2020-01-08 19:55:15.498804	2020-01-08 19:58:25.873599	150.0	2	1.0	0.06786181315114118	1200.0	0.8205048841133099	0.000708215297450425	0.029213881019830027	0.024079320113314446	0.02673512747875354	16631.956887393768	0.013322640267624163	0.000708215297450425	0.029213881019830027	0.024079320113314446	0.02673512747875354	16631.954275849857	0.013322641595189146	0.000708215297450425	0.029213881019830027	0.024079320113314446	0.02673512747875354	16631.95949893768	0.013322638949212342	42	0.028859773371104815	0.029095845136921625																		
43	TrialState.COMPLETE	0.029213881019830027	2020-01-08 19:58:25.875297	2020-01-08 20:02:38.721134	350.0	2	1.0	0.02012912056586713	800.0	0.805214750197108	0.000708215297450425	0.029213881019830027	0.02270715297450425	0.026248229461756374	16321.832241501417	0.013089915200816852	0.000708215297450425	0.029213881019830027	0.02270715297450425	0.026248229461756374	16321.829585694051	0.013089918749005908	0.000708215297450425	0.029213881019830027	0.02270715297450425	0.026248229461756374	16321.834897308781	0.01308991168093532	43	0.03009915014164306	0.029508970727101038																		
44	TrialState.COMPLETE	0.26923512747875356	2020-01-08 20:02:38.722063	2020-01-08 20:42:26.566704	250.0	2	1.0	0.003205033362222518	1200.0	0.08928233710731127	0.000708215297450425	0.26923512747875356	0.12635977337110482	0.18812322946175639	1809.418204674221	0.09095795875875434	0.000708215297450425	0.26923512747875356	0.12635977337110482	0.18812322946175639	1809.4177124645892	0.09095796858515208	0.000708215297450425	0.26923512747875356	0.12635977337110482	0.18812322946175639	1809.4186968838526	0.09095794920613286	44																			0.26739746274171694	0.26835457979225685
45	TrialState.COMPLETE	0.2015825887993027	2020-01-08 20:42:26.567736	2020-01-08 21:05:22.965849	250.0	2	11.0	0.009160126987677517	800.0	0.123708438925565	0.000708215297450425	0.2015825887993027	0.09385214643713227	0.13807474395293093	2507.0507054913924	0.0704988284485411	0.000708215297450425	0.2015825887993027	0.09385214643713227	0.13807474395293093	2507.050051754195	0.07049882911591454	0.000708215297450425	0.2015825887993027	0.09385214643713227	0.13807474395293093	2507.05135922859	0.07049882778559394	45							0.1990889775946433	0.2004396836638338												
46	TrialState.COMPLETE	0.3882405468653775	2020-01-08 21:05:22.966879	2020-01-08 21:50:36.019720	250.0	2	81.0	0.0015180903970271654	1900.0	0.08662972994707205	0.000708215297450425	0.3882405468653775	0.20034794925483435	0.289806318512132	1755.5864946421973	0.13171827141432754	0.000708215297450425	0.3882405468653775	0.20034794925483435	0.289806318512132	1755.5855477891366	0.13171827242524392	0.000708215297450425	0.3882405468653775	0.20034794925483435	0.289806318512132	1755.587441495258	0.13171827041196085	46																	0.3864494806421152	0.38738571980427505		
47	TrialState.COMPLETE	0.03009915014164306	2020-01-08 21:50:36.020755	2020-01-08 22:01:02.685569	350.0	1	91.0	0.0011580506383630583	1700.0	0.643507824089913	0.000708215297450425	0.03009915014164306	0.015226628895184136	0.021246458923512748	13043.340592540133	0.012185342299838411	0.000708215297450425	0.03009915014164306	0.015226628895184136	0.021246458923512748	13043.336225212464	0.012185346612857027	0.000708215297450425	0.03009915014164306	0.015226628895184136	0.021246458923512748	13043.3449598678	0.012185338046086692	47			0.028594192634560908	0.029497167138810197																
48	TrialState.COMPLETE	0.028904036827195466	2020-01-08 22:01:02.686607	2020-01-08 22:06:05.153842	350.0	2	41.0	0.07710873060107415	700.0	0.833147331249593	0.000708215297450425	0.028904036827195466	0.02328257790368272	0.026912181303116147	16888.224216536826	0.012854036069806814	0.000708215297450425	0.028904036827195466	0.02328257790368272	0.026912181303116147	16888.22145007082	0.012854036345278114	0.000708215297450425	0.028904036827195466	0.02328257790368272	0.026912181303116147	16888.226983002834	0.012854035794690058	48	0.027000708215297452	0.028269593956562793																		
