number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9555243445692884	2020-04-15 11:20:04.436180	2020-04-15 11:35:48.621103	4.479676365040902	128	56	128	0.07231826208835321	0.42134831460674155	0.9555243445692884	0.7710674157303371	0.8820224719101124	3.5	0.6140413191822306	0.42134831460674155	0.9555243445692884	0.7710674157303371	0.8820224719101124	3.5	0.6140413191822306	858141170	900.0	0.42134831460674155	0.9555243445692884	0.7710674157303371	0.8820224719101124	3.5	0.6140413191822306	0	COMPLETE
1	0.9063670411985019	2020-04-15 11:35:48.653422	2020-04-15 11:40:14.433454	4.9955772115805095	64	42	512	0.09822567896080318	0.32256554307116103	0.9063670411985019	0.6287453183520599	0.7551498127340824	4.772471910112359	0.5111657193165904	0.32256554307116103	0.9063670411985019	0.6287453183520599	0.7551498127340824	4.772471910112359	0.5111657193165904	3803149377	800.0	0.32256554307116103	0.9063670411985019	0.6287453183520599	0.7551498127340824	4.772471910112359	0.5111657193165904	1	COMPLETE
2	0.9583333333333334	2020-04-15 11:40:14.476974	2020-04-15 11:58:44.668255	5.665188255378319	128	75	128	0.07317139243808216	0.40823970037453183	0.9583333333333334	0.7659176029962547	0.8735955056179775	3.539325842696629	0.6042948859499007	0.40823970037453183	0.9583333333333334	0.7659176029962547	0.8735955056179775	3.539325842696629	0.6042948859499007	1332524149	1000.0	0.40823970037453183	0.9583333333333334	0.7659176029962547	0.8735955056179775	3.539325842696629	0.6042948859499007	2	COMPLETE
3	0.9559925093632958	2020-04-15 11:58:44.696188	2020-04-15 12:08:38.870827	3.1454026951360774	256	24	256	0.07000351856351038	0.43913857677902624	0.9559925093632958	0.7677902621722846	0.8764044943820225	3.386704119850187	0.6237927762402322	0.43913857677902624	0.9559925093632958	0.7677902621722846	0.8764044943820225	3.386704119850187	0.6237927762402322	2277987059		0.43913857677902624	0.9559925093632958	0.7677902621722846	0.8764044943820225	3.386704119850187	0.6237927762402322	3	COMPLETE
4	0.9321161048689138	2020-04-15 12:08:38.895251	2020-04-15 12:12:44.227511	2.221494766360294	256	4	512	0.08120002960507175	0.3946629213483146	0.9321161048689138	0.6970973782771536	0.8211610486891385	3.9428838951310863	0.5754703395878221	0.3946629213483146	0.9321161048689138	0.6970973782771536	0.8211610486891385	3.9428838951310863	0.5754703395878221	2780120060	850.0	0.3946629213483146	0.9321161048689138	0.6970973782771536	0.8211610486891385	3.9428838951310863	0.5754703395878221	4	COMPLETE
5	0.9719101123595506	2020-04-15 12:12:44.255213	2020-04-15 12:36:39.981208	4.452916952930998	256	93	128	0.06774844868066773	0.4550561797752809	0.9719101123595506	0.7968164794007491	0.8993445692883895	3.2743445692883895	0.6418856911343382	0.4550561797752809	0.9719101123595506	0.7968164794007491	0.8993445692883895	3.2743445692883895	0.6418856911343382	2604918546		0.4550561797752809	0.9719101123595506	0.7968164794007491	0.8993445692883895	3.2743445692883895	0.6418856911343382	5	COMPLETE
6	0.9569288389513109	2020-04-15 12:36:40.013480	2020-04-15 12:48:29.302320	4.271392707860692	128	72	256	0.07796495529816029	0.3899812734082397	0.9569288389513109	0.7392322097378277	0.850187265917603	3.776685393258427	0.5868513695299374	0.3899812734082397	0.9569288389513109	0.7392322097378277	0.850187265917603	3.776685393258427	0.5868513695299374	2424384448		0.3899812734082397	0.9569288389513109	0.7392322097378277	0.850187265917603	3.776685393258427	0.5868513695299374	6	COMPLETE
7	0.9499063670411985	2020-04-15 12:48:29.329592	2020-04-15 12:54:11.053283	0.8321743954208636	64	65	256	0.07516339071067085	0.4157303370786517	0.9499063670411985	0.7485955056179775	0.8670411985018727	3.6395131086142323	0.6043188980241326	0.4157303370786517	0.9499063670411985	0.7485955056179775	0.8670411985018727	3.6395131086142323	0.6043188980241326	1086361991	600.0	0.4157303370786517	0.9499063670411985	0.7485955056179775	0.8670411985018727	3.6395131086142323	0.6043188980241326	7	COMPLETE
8	0.8838951310861424	2020-04-15 12:54:11.079913	2020-04-15 13:00:40.666465	9.359409489593196	128	7	128	0.103733468339482	0.3038389513108614	0.8838951310861424	0.6015917602996255	0.7294007490636704	5.043071161048689	0.49280125401351965	0.3038389513108614	0.8838951310861424	0.6015917602996255	0.7294007490636704	5.043071161048689	0.49280125401351965	2083082238	450.0	0.3038389513108614	0.8838951310861424	0.6015917602996255	0.7294007490636704	5.043071161048689	0.49280125401351965	8	COMPLETE
9	0.8848314606741573	2020-04-15 13:00:40.694431	2020-04-15 13:07:20.532015	8.522020422459546	256	44	512	0.10488408007606696	0.3099250936329588	0.8848314606741573	0.600187265917603	0.7340823970037453	5.101591760299626	0.4948394423479892	0.3099250936329588	0.8848314606741573	0.600187265917603	0.7340823970037453	5.101591760299626	0.4948394423479892	1219801072	800.0	0.3099250936329588	0.8848314606741573	0.600187265917603	0.7340823970037453	5.101591760299626	0.4948394423479892	9	COMPLETE
