number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.08941947565543071	2020-03-12 12:02:08.250029	2020-03-12 12:06:11.672193	256	64	22	0.0020175067858684624	128	1.0198019162179686	0.0	0.08941947565543071	0.01638576779026217	0.03277153558052434	49.265449438202246	0.041092095616877405	0.0	0.08941947565543071	0.01638576779026217	0.03277153558052434	49.265449438202246	0.041092095616877405	2825741895	150	0.0	0.08941947565543071	0.01638576779026217	0.03277153558052434	49.265449438202246	0.041092095616877405	0	COMPLETE
1	0.09550561797752809	2020-03-12 12:06:11.689019	2020-03-12 12:10:09.742857	64	256	83	0.0019285555608512157	128	1.013030780549074	0.0	0.09550561797752809	0.021067415730337078	0.04541198501872659	48.88857677902622	0.04425176510061641	0.0	0.09550561797752809	0.021067415730337078	0.04541198501872659	48.88857677902622	0.04425176510061641	4171996622	150	0.0	0.09550561797752809	0.021067415730337078	0.04541198501872659	48.88857677902622	0.04425176510061641	1	COMPLETE
2	0.0945692883895131	2020-03-12 12:10:09.760461	2020-03-12 12:11:21.435262	64	64	30	0.042413857352850075	512	1.0061036901572922	0.0	0.0945692883895131	0.021067415730337078	0.041666666666666664	48.545177902621724	0.04412011195114301	0.0	0.0945692883895131	0.021067415730337078	0.041666666666666664	48.54494382022472	0.04412018593420148	2942973180	150	0.0	0.0945692883895131	0.021067415730337078	0.041666666666666664	48.545411985018724	0.044120039266032925	2	COMPLETE
3	0.09269662921348315	2020-03-12 12:11:21.447193	2020-03-12 12:15:11.605069	64	128	78	0.006077374879925772	128	1.0398314203927468	0.0	0.09269662921348315	0.016853932584269662	0.03604868913857678	50.144194756554306	0.04116193937238571	0.0	0.09269662921348315	0.016853932584269662	0.03604868913857678	50.144194756554306	0.04116193937238571	2463830008	150	0.0	0.09269662921348315	0.016853932584269662	0.03604868913857678	50.144194756554306	0.04116193937238571	3	COMPLETE
4	0.08567415730337079	2020-03-12 12:15:11.615831	2020-03-12 12:19:06.190759	128	128	56	0.0030724459165072018	128	1.0066953889348924	0.0	0.08567415730337079	0.020131086142322098	0.035580524344569285	48.551029962546814	0.04249675958227139	0.0	0.08567415730337079	0.020131086142322098	0.035580524344569285	48.551029962546814	0.04249675958227139	1159811861	150	0.0	0.08567415730337079	0.020131086142322098	0.035580524344569285	48.551029962546814	0.04249675958227139	4	COMPLETE
5	0.09269662921348315	2020-03-12 12:19:06.202900	2020-03-12 12:22:57.197443	256	128	50	0.03412204365033841	128	1.021597080431488	0.0	0.09269662921348315	0.019662921348314606	0.03651685393258427	49.284176029962545	0.04258030641669118	0.0	0.09269662921348315	0.019662921348314606	0.03651685393258427	49.284176029962545	0.04258030641669118	1853982755	150	0.0	0.09269662921348315	0.019662921348314606	0.03651685393258427	49.284176029962545	0.04258030641669118	5	COMPLETE
6	0.09597378277153558	2020-03-12 12:22:57.209299	2020-03-12 12:27:05.006632	256	128	16	0.03806870013459638	128	1.0104247702090314	0.0	0.09597378277153558	0.019662921348314606	0.042134831460674156	48.706460674157306	0.04320997241361377	0.0	0.09597378277153558	0.019662921348314606	0.042134831460674156	48.706460674157306	0.04320997241361377	825393778	150	0.0	0.09597378277153558	0.019662921348314606	0.042134831460674156	48.706460674157306	0.04320997241361377	6	COMPLETE
7	0.10205992509363296	2020-03-12 12:27:05.024782	2020-03-12 12:34:47.929912	128	256	8	0.004583902563200939	128	1.005695601651438	0.0	0.10205992509363296	0.024812734082397005	0.048220973782771535	48.49016853932584	0.0462332740016323	0.0	0.10205992509363296	0.024812734082397005	0.048220973782771535	48.49016853932584	0.0462332740016323	454939676	250	0.0	0.10205992509363296	0.024812734082397005	0.048220973782771535	48.49016853932584	0.0462332740016323	7	COMPLETE
8	0.09550561797752809	2020-03-12 12:34:47.947993	2020-03-12 12:35:53.648055	64	256	9	0.0026647218437112724	512	1.0196746126155645	0.0	0.09550561797752809	0.02949438202247191	0.04400749063670412	49.19428838951311	0.04539044904594639	0.0	0.09550561797752809	0.02949438202247191	0.04400749063670412	49.19428838951311	0.04539044904594639	321824335	150	0.0	0.09550561797752809	0.02949438202247191	0.04400749063670412	49.19428838951311	0.04539044904594639	8	COMPLETE
9	0.09410112359550561	2020-03-12 12:35:53.661117	2020-03-12 12:38:14.321183	256	128	64	0.002279008347340423	256	0.9941032503710621	0.0	0.09410112359550561	0.025749063670411985	0.04728464419475655	47.90777153558052	0.045574098002928706	0.0	0.09410112359550561	0.025749063670411985	0.04728464419475655	47.90777153558052	0.045574098002928706	38214587	150	0.0	0.09410112359550561	0.025749063670411985	0.04728464419475655	47.90777153558052	0.045574098002928706	9	COMPLETE
