number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0	2020-01-14 07:15:17.278508	2020-01-14 08:05:23.420834	150.0	41.0	0.004522867312380865	900.0	0.910768065670678	0.0	0.0	0.0	0.0	18463.773393236545	0.00012245237667139492	0.17386685552407932	0.17386685552407932	0.17386685552407932	0.17386685552407932	17046.532312322946	0.17392901162869348	0.0	0.0	0.0	0.0	19881.014474150143	8.424957715970344e-05	0	0.0	0.0
1	TrialState.COMPLETE	0.0	2020-01-14 08:05:23.421700	2020-01-14 10:21:14.166091	350.0	11.0	0.05207490473646417	1000.0	1.0007693715295927	0.0	0.0	0.0	0.0	20288.828966005665	0.00011413518357550766	0.06506728045325778	0.06506728045325778	0.06506728045325778	0.06506728045325778	19041.142838172804	0.06514614583172179	0.0	0.0	0.0	0.0	21536.515093838527	8.208273065715262e-05	1	0.0	0.0
2	TrialState.COMPLETE	0.0	2020-01-14 10:21:14.167105	2020-01-14 17:06:20.160976	350.0	61.0	0.002466370872749274	1000.0	0.9780246224241178	0.0	0.0	0.0	0.0	19827.744467067987	0.00011711961693163475	0.0711756373937677	0.0711756373937677	0.0711756373937677	0.0711756373937677	18700.506064093486	0.07125422528268763	0.0	0.0	0.0	0.0	20954.98287004249	8.477691734594697e-05	2	0.0	0.0
3	TrialState.COMPLETE	0.0	2020-01-14 17:06:20.161841	2020-01-14 18:30:04.188528	350.0	1.0	0.02202312508068758	1600.0	0.8958869238485313	0.0	0.0	0.0	0.0	18161.9211667847	0.0001404040971144132	0.1424398016997167	0.1424398016997167	0.1424398016997167	0.1424398016997167	16856.069493626062	0.14251117516879352	0.0	0.0	0.0	0.0	19467.772839943344	9.354342841455903e-05	3	0.0	0.0
4	TrialState.COMPLETE	0.0	2020-01-14 18:30:04.189543	2020-01-14 18:48:34.209119	50.0	91.0	0.008838645537462773	1500.0	0.8182167837161043	0.0	0.0	0.0	0.0	16586.917293732295	0.00010991186769278424	0.46264164305949007	0.46264164305949007	0.46264164305949007	0.46264164305949007	12103.882436260623	0.46267835575764465	0.0	0.0	0.0	0.0	21069.952151203965	7.063510509985584e-05	4	0.0	0.0
5	TrialState.COMPLETE	0.0	2020-01-14 18:48:34.209928	2020-01-14 20:22:19.394991	150.0	91.0	0.014167172611299572	600.0	0.7993625504819369	0.0	0.0	0.0	0.0	16204.669617563739	0.0001363859913605049	0.33604815864022664	0.33604815864022664	0.33604815864022664	0.33604815864022664	13708.783374645893	0.3360974317915374	0.0	0.0	0.0	0.0	18700.555860481585	8.578059937099128e-05	5	0.0	0.0
6	TrialState.COMPLETE	0.0	2020-01-14 20:22:19.395925	2020-01-14 20:32:49.389731	50.0	41.0	0.019862461336306456	500.0	0.8081320718765324	0.0	0.0	0.0	0.0	16382.259804355524	0.00010617998780135554	0.5342599150141643	0.5342599150141643	0.5342599150141643	0.5342599150141643	10633.2307453966	0.5342919488576613	0.0	0.0	0.0	0.0	22131.288863314447	6.628144706298505e-05	6	0.0	0.0
7	TrialState.COMPLETE	0.0	2020-01-14 20:32:49.390707	2020-01-14 23:44:00.951920	350.0	21.0	0.08217759534542426	1100.0	0.9997051620622437	0.0	0.0	0.0	0.0	20267.482515934844	0.00011706807380956372	0.061526203966005666	0.061526203966005666	0.061526203966005666	0.061526203966005666	19009.227735481585	0.06160938800418721	0.0	0.0	0.0	0.0	21525.737296388103	8.392684043880755e-05	7	0.0	0.0
8	TrialState.COMPLETE	0.0	2020-01-14 23:44:00.952793	2020-01-15 16:47:55.154310	450.0	91.0	0.017612508846351908	900.0	0.9248408805961502	0.0	0.0	0.0	0.0	18749.280608179888	0.0001345180482300896	0.12924929178470254	0.12924929178470254	0.12924929178470254	0.12924929178470254	17456.0072592068	0.12932185745579464	0.0	0.0	0.0	0.0	20042.553957152973	9.066918169081925e-05	8	0.0	0.0
