number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
9	TrialState.COMPLETE	0.023194050991501416	2019-12-21 20:21:21.319731	2019-12-21 21:21:42.366229	0.7919494081311522	5.064218967613526	350.0	1	50.0	0.003980828443289748	800.0	0.7045395410493511	0.000708215297450425	0.023194050991501416	0.011862606232294617	0.016111898016997167	14280.112606232295	0.00970926027819515	0.000708215297450425	0.023194050991501416	0.011862606232294617	0.016111898016997167	14280.109419263455	0.00970926042426774	0.000708215297450425	0.023194050991501416	0.011862606232294617	0.016111898016997167	14280.115793201134	0.009709260132199143	9
10	TrialState.COMPLETE	0.35003541076487255	2019-12-21 21:21:42.367306	2019-12-21 21:45:16.597606	0.6450670485348121	29.998262028571048	50.0	1	10.0	0.0010128046432122109	500.0	0.10976203154312267	0.028151558073654392	0.35003541076487255	0.16041076487252123	0.24327195467422097	2224.5109773371105	0.12828432580483087	0.028151558073654392	0.35003541076487255	0.16041076487252123	0.24327195467422097	2224.5074362606233	0.12828432639321805	0.028151558073654392	0.35003541076487255	0.16041076487252123	0.24327195467422097	2224.5145184135977	0.12828432521751706	10
11	TrialState.COMPLETE	0.34631728045325777	2019-12-21 21:45:16.598679	2019-12-21 22:23:08.821000	0.6257511896936864	28.709554661238393	50.0	1	10.0	0.0012811436143908394	800.0	0.09567502811659911	0.028151558073654392	0.34631728045325777	0.15421388101983002	0.23371104815864022	1938.8672981586403	0.12686116642676679	0.028151558073654392	0.34631728045325777	0.15421388101983002	0.23371104815864022	1938.8652620396601	0.12686118115490236	0.028151558073654392	0.34631728045325777	0.15421388101983002	0.23371104815864022	1938.8693342776205	0.12686115187595728	11
12	TrialState.COMPLETE	0.42847025495750707	2019-12-21 22:23:08.822133	2019-12-21 23:01:25.030436	0.6144709655682031	23.765078577199994	50.0	1	40.0	0.0011712615767271344	800.0	0.08674150994550012	0.022308781869688384	0.42847025495750707	0.2301699716713881	0.3277266288951841	1757.8600389518413	0.15743794298842279	0.022308781869688384	0.42847025495750707	0.2301699716713881	0.3277266288951841	1757.8576487252124	0.1574379441853517	0.022308781869688384	0.42847025495750707	0.2301699716713881	0.3277266288951841	1757.8624291784702	0.15743794179362794	12
13	TrialState.COMPLETE	0.4860127478753541	2019-12-21 23:01:25.031544	2019-12-21 23:28:15.648244	0.4220559017740656	23.603813784331496	250.0	1	40.0	0.0014497990657366473	500.0	0.08602799001247026	0.008675637393767706	0.4860127478753541	0.3202903682719547	0.39890226628895187	1743.2536296033995	0.18925050293912218	0.008675637393767706	0.4860127478753541	0.3202903682719547	0.39890226628895187	1743.2515934844193	0.18925050299756146	0.008675637393767706	0.4860127478753541	0.3202903682719547	0.39890226628895187	1743.2556657223795	0.18925050288071363	13
14	TrialState.COMPLETE	0.005134560906515581	2019-12-21 23:28:15.649298	2019-12-22 00:33:43.033358	0.3734154403415325	23.20577593160469	250.0	1	40.0	0.09244373155428987	800.0	0.9971017275198448	0.000708215297450425	0.005134560906515581	0.0017705382436260624	0.0033640226628895184	20214.45414305949	0.002275483315080303	0.000708215297450425	0.005134560906515581	0.0017705382436260624	0.0033640226628895184	20214.441926345607	0.002275483822884898	0.000708215297450425	0.005134560906515581	0.0017705382436260624	0.0033640226628895184	20214.46635977337	0.0022754828080435714	14
15	TrialState.COMPLETE	0.4534348441926346	2019-12-22 00:33:43.034445	2019-12-22 01:32:20.454300	0.32031038306223303	23.736088052819746	250.0	1	90.0	0.0021530372319053573	800.0	0.09176832975682082	0.007259206798866855	0.4534348441926346	0.29337818696883855	0.3714589235127479	1859.7130842776205	0.17504374838476655	0.007259206798866855	0.4534348441926346	0.29337818696883855	0.3714589235127479	1859.7112252124646	0.17504374897406705	0.007259206798866855	0.4534348441926346	0.29337818696883855	0.3714589235127479	1859.7149433427762	0.17504374779651907	15
16	TrialState.COMPLETE	0.23654390934844194	2019-12-22 01:32:20.455440	2019-12-22 02:14:47.289920	0.4861853094456423	19.189247592745026	250.0	1	40.0	0.006763761140873253	800.0	0.2440986172192146	0.00141643059490085	0.23654390934844194	0.14943342776203966	0.1903328611898017	4948.806126062323	0.09068156718026725	0.00141643059490085	0.23654390934844194	0.14943342776203966	0.1903328611898017	4948.8015226628895	0.09068164327666607	0.00141643059490085	0.23654390934844194	0.14943342776203966	0.1903328611898017	4948.810729461757	0.09068149324118896	16
17	TrialState.COMPLETE	0.4679532577903683	2019-12-22 02:14:47.290843	2019-12-22 03:13:34.539151	0.2712734719790643	26.391293763846917	250.0	1	90.0	0.001801407527146025	800.0	0.0864300040612	0.009383852691218131	0.4679532577903683	0.3093130311614731	0.38845609065155806	1751.5555063739378	0.1829960478792012	0.009383852691218131	0.4679532577903683	0.3093130311614731	0.38845609065155806	1751.553293201133	0.18299609240115142	0.009383852691218131	0.4679532577903683	0.3093130311614731	0.38845609065155806	1751.5577195467422	0.1829960042504156	17
18	TrialState.COMPLETE	0.33657932011331443	2019-12-22 03:13:34.540005	2019-12-22 04:09:50.574236	0.7554215696836546	20.03048711044666	250.0	1	40.0	0.004769364252191148	800.0	0.15731174955499486	0.004957507082152974	0.33657932011331443	0.20219546742209632	0.26788243626062325	3188.7314978753543	0.1259539124299833	0.004957507082152974	0.33657932011331443	0.20219546742209632	0.26788243626062325	3188.7273371104816	0.12595391336228087	0.004957507082152974	0.33657932011331443	0.20219546742209632	0.26788243626062325	3188.7356586402266	0.12595391149904112	18
19	TrialState.COMPLETE	0.016288951841359773	2019-12-22 04:09:50.575286	2019-12-22 05:05:18.846067	0.5333910173276343	25.166182014049202	250.0	2	30.0	0.0017264450008177632	800.0	1.0929694539674983	0.0030099150141643057	0.016288951841359773	0.005134560906515581	0.00796742209631728	22157.773636685553	0.007667380661891373	0.0030099150141643057	0.016288951841359773	0.005134560906515581	0.00796742209631728	22157.702195467424	0.007668054906410771	0.0030099150141643057	0.016288951841359773	0.005134560906515581	0.00796742209631728	22157.845077903683	0.007666748264266678	19
20	TrialState.COMPLETE	0.4976983002832861	2019-12-22 05:05:18.847164	2019-12-22 05:59:14.519568	0.8350234372559135	29.653154441023744	250.0	1	10.0	0.0010293218686260447	800.0	0.0795684564811134	0.010269121813031162	0.4976983002832861	0.3553470254957507	0.42776203966005666	1612.359861898017	0.20147866219286514	0.010269121813031162	0.4976983002832861	0.3553470254957507	0.42776203966005666	1612.356409348442	0.2014786623406701	0.010269121813031162	0.4976983002832861	0.3553470254957507	0.42776203966005666	1612.363314447592	0.20147866204515	20
21	TrialState.COMPLETE	0.5097379603399433	2019-12-22 05:59:14.520643	2019-12-22 06:54:44.407565	0.8253697943821836	29.888880517013824	250.0	1	30.0	0.001002598143572221	800.0	0.08734946654416034	0.011685552407932011	0.5097379603399433	0.36207507082152973	0.4382082152974504	1770.1180949008499	0.20708229858205873	0.011685552407932011	0.5097379603399433	0.36207507082152973	0.4382082152974504	1770.114199716714	0.207082298725804	0.011685552407932011	0.5097379603399433	0.36207507082152973	0.4382082152974504	1770.1219900849858	0.2070822984384416	21
22	TrialState.COMPLETE	0.5014164305949008	2019-12-22 06:54:44.408645	2019-12-22 07:28:28.436893	0.8364414263297617	29.65197433625146	250.0	1	10.0	0.0010847681381794829	500.0	0.081345461815374	0.010623229461756374	0.5014164305949008	0.34755665722379603	0.4238668555240793	1648.355435552408	0.201133942812009	0.010623229461756374	0.5014164305949008	0.34755665722379603	0.4238668555240793	1648.3523371104816	0.2011339428953978	0.010623229461756374	0.5014164305949008	0.34755665722379603	0.4238668555240793	1648.3585339943343	0.2011339427286493	22
23	TrialState.COMPLETE	0.426699716713881	2019-12-22 07:28:28.437718	2019-12-22 08:15:39.951706	0.8558766886019379	29.77543325960484	250.0	1	10.0	0.002359801840472749	700.0	0.09433382973441597	0.006905099150141643	0.426699716713881	0.27638101983002833	0.35145184135977336	1911.5939270538245	0.16441010299450004	0.006905099150141643	0.426699716713881	0.27638101983002833	0.35145184135977336	1911.5911827195469	0.1644101033706123	0.006905099150141643	0.426699716713881	0.27638101983002833	0.35145184135977336	1911.596671388102	0.164410102619039	23
24	TrialState.COMPLETE	0.5056657223796034	2019-12-22 08:15:39.953467	2019-12-22 09:02:51.740739	0.7204752468977726	27.38280854973597	250.0	1	10.0	0.0010046329942429459	700.0	0.08327078174305252	0.01080028328611898	0.5056657223796034	0.3518059490084986	0.43130311614730876	1687.6174752124646	0.20329806122574579	0.01080028328611898	0.5056657223796034	0.3518059490084986	0.43130311614730876	1687.6138456090653	0.2032980613327486	0.01080028328611898	0.5056657223796034	0.3518059490084986	0.43130311614730876	1687.621104815864	0.20329806111880314	24
25	TrialState.COMPLETE	0.5037181303116147	2019-12-22 09:02:51.741820	2019-12-22 09:32:45.007975	0.6978871031390398	26.78737221339316	150.0	1	10.0	0.0010022100653823973	500.0	0.07220256252353646	0.01788243626062323	0.5037181303116147	0.3443696883852691	0.42475212464589235	1463.2691218130312	0.20296472570243143	0.01788243626062323	0.5037181303116147	0.3443696883852691	0.42475212464589235	1463.268059490085	0.2029647359239125	0.01788243626062323	0.5037181303116147	0.3443696883852691	0.42475212464589235	1463.2701841359774	0.20296471558927207	25
26	TrialState.COMPLETE	0.24291784702549576	2019-12-22 09:32:45.009038	2019-12-22 10:15:30.869166	0.6823575893253375	20.880445686930216	450.0	1	30.0	0.0054700693571675925	500.0	0.25040709870278316	0.000708215297450425	0.24291784702549576	0.1311968838526912	0.1813031161473088	5076.3693342776205	0.0850283849153168	0.000708215297450425	0.24291784702549576	0.1311968838526912	0.1813031161473088	5076.365084985836	0.08502839462464187	0.000708215297450425	0.24291784702549576	0.1311968838526912	0.1813031161473088	5076.373583569405	0.08502837530177218	26
27	TrialState.COMPLETE	0.041607648725212464	2019-12-22 10:15:30.870260	2019-12-22 11:01:47.377908	0.9761755769562015	17.217920504325203	450.0	1	10.0	0.011768979006969117	500.0	1.0296368743148203	0.000708215297450425	0.041607648725212464	0.029390934844192633	0.03381728045325779	20872.872432719545	0.01752975549430162	0.000708215297450425	0.041607648725212464	0.029390934844192633	0.03381728045325779	20872.861720963174	0.01752975559766781	0.000708215297450425	0.041607648725212464	0.029390934844192633	0.03381728045325779	20872.88314447592	0.017529755390962444	27
28	TrialState.COMPLETE	0.42988668555240794	2019-12-22 11:01:47.378998	2019-12-22 11:37:35.341811	0.7816847202390635	27.56698596132713	150.0	1	10.0	0.0027931879019155092	500.0	0.08102687478304577	0.012747875354107648	0.42988668555240794	0.26203966005665724	0.346671388101983	1642.002921388102	0.16488422961499838	0.012747875354107648	0.42988668555240794	0.26203966005665724	0.346671388101983	1642.0012393767706	0.16488422993549354	0.012747875354107648	0.42988668555240794	0.26203966005665724	0.346671388101983	1642.0046033994333	0.16488422929500998	28
29	TrialState.COMPLETE	0.018767705382436262	2019-12-22 11:37:35.342916	2019-12-22 12:18:13.761287	0.5579497644410775	9.974420305898306	250.0	2	10.0	0.0016190385490809183	600.0	0.7231856986652191	0.00424929178470255	0.018767705382436262	0.007259206798866855	0.0113314447592068	14659.288863314448	0.009619240294331154	0.00424929178470255	0.018767705382436262	0.007259206798866855	0.0113314447592068	14659.231763456091	0.009620571118122312	0.00424929178470255	0.018767705382436262	0.007259206798866855	0.0113314447592068	14659.345963172804	0.00961805446294536	29
30	TrialState.COMPLETE	0.47875354107648727	2019-12-22 12:18:13.762368	2019-12-22 12:37:58.520497	0.9128809037328853	21.665080456466395	150.0	1	10.0	0.002043419579521805	500.0	0.07335460407144925	0.010446175637393768	0.47875354107648727	0.2923158640226629	0.38562322946175637	1486.5806480169972	0.17917537362619598	0.010446175637393768	0.47875354107648727	0.2923158640226629	0.38562322946175637	1486.57914305949	0.17917537372533712	0.010446175637393768	0.47875354107648727	0.2923158640226629	0.38562322946175637	1486.5821529745042	0.17917537352711152	30
31	TrialState.COMPLETE	0.002301699716713881	2019-12-22 12:37:58.521635	2019-12-22 12:57:32.379377	0.6948797313401964	26.65092468351539	150.0	1	10.0	0.09110568577653229	500.0	0.9973574422222732	0.00017705382436260624	0.002301699716713881	0.000708215297450425	0.00141643059490085	20219.238845609067	0.0013745774058602294	0.00017705382436260624	0.002301699716713881	0.000708215297450425	0.00141643059490085	20219.229815864022	0.001374582156995038	0.00017705382436260624	0.002301699716713881	0.000708215297450425	0.00141643059490085	20219.247875354107	0.00137457268810574	31
