number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.5072592067988668	2019-12-21 12:39:58.905246	2019-12-21 13:22:25.431634	0.7262714406238834	28.39886522205524	150.0	1	100.0	0.0010523209237145552	600.0	0.07588486317036568	0.0169971671388102	0.5072592067988668	0.33675637393767704	0.42174220963172804	1537.893502124646	0.20026722031764388	0.0169971671388102	0.5072592067988668	0.33675637393767704	0.42174220963172804	1537.891111898017	0.20026722068797928	0.0169971671388102	0.5072592067988668	0.33675637393767704	0.42174220963172804	1537.8958923512748	0.20026721994785168	0
1	TrialState.COMPLETE	0.025849858356940508	2019-12-21 13:22:25.432696	2019-12-21 14:06:25.304144	0.48195034611685905	2.1458176875503465	150.0	2	100.0	0.038848321858653036	600.0	0.8669614409732437	0.007436260623229462	0.025849858356940508	0.015403682719546742	0.018413597733711047	17575.709366147308	0.014382999645822356	0.007436260623229462	0.025849858356940508	0.015403682719546742	0.018413597733711047	17575.70166430595	0.014382999690387263	0.007436260623229462	0.025849858356940508	0.015403682719546742	0.018413597733711047	17575.71706798867	0.014382999601264084	1
2	TrialState.COMPLETE	0.026026912181303118	2019-12-21 14:06:25.305254	2019-12-21 14:50:01.589665	0.887162387221936	3.286711246717788	150.0	1	60.0	0.019886122302564993	700.0	1.016600531496595	0.000708215297450425	0.026026912181303118	0.018944759206798868	0.021069405099150142	20609.35180594901	0.011534972471106738	0.000708215297450425	0.026026912181303118	0.018944759206798868	0.021069405099150142	20609.345963172804	0.011534972518942236	0.000708215297450425	0.026026912181303118	0.018944759206798868	0.021069405099150142	20609.357648725214	0.011534972423279865	2
3	TrialState.COMPLETE	0.06480169971671389	2019-12-21 14:50:01.590747	2019-12-21 15:41:03.291686	0.16903466789886323	3.912758612737469	150.0	2	20.0	0.003455148977369258	1000.0	0.4130436658738329	0.00796742209631728	0.06480169971671389	0.02638101983002833	0.03806657223796034	8370.784791076487	0.0286996186865582	0.00796742209631728	0.06480169971671389	0.02638101983002833	0.03806657223796034	8370.779390934844	0.028699619511767187	0.00796742209631728	0.06480169971671389	0.02638101983002833	0.03806657223796034	8370.79019121813	0.028699617862629496	3
4	TrialState.COMPLETE	0.005488668555240793	2019-12-21 15:41:03.292806	2019-12-21 16:32:14.623894	0.7343285563269394	27.463795798352614	50.0	1	50.0	0.035995225498487056	900.0	0.9236398707846991	0.000708215297450425	0.005488668555240793	0.0019475920679886685	0.003718130311614731	18724.673601274786	0.0026104215943149388	0.000708215297450425	0.005488668555240793	0.0019475920679886685	0.003718130311614731	18724.66766997167	0.002610421634081894	0.000708215297450425	0.005488668555240793	0.0019475920679886685	0.003718130311614731	18724.679532577902	0.002610421554555607	4
5	TrialState.COMPLETE	0.009029745042492918	2019-12-21 16:32:14.624997	2019-12-21 17:25:06.792653	0.15653302267913594	19.47500183284751	350.0	2	60.0	0.020192074615464232	600.0	0.9170863289444573	0.0005311614730878187	0.009029745042492918	0.003186968838526912	0.004603399433427762	18591.65864022663	0.003950552655699657	0.0005311614730878187	0.009029745042492918	0.003186968838526912	0.004603399433427762	18591.5559490085	0.003951517037883369	0.0005311614730878187	0.009029745042492918	0.003186968838526912	0.004603399433427762	18591.76133144476	0.00394965474704133	5
6	TrialState.COMPLETE	0.014164305949008499	2019-12-21 17:25:06.793713	2019-12-21 18:22:24.414663	0.9356304819892817	10.335201706236774	350.0	1	70.0	0.008269126481049507	700.0	0.7809443575172417	0.000708215297450425	0.014164305949008499	0.006196883852691218	0.008852691218130312	15829.349769830029	0.006480326357885668	0.000708215297450425	0.014164305949008499	0.006196883852691218	0.008852691218130312	15829.34206798867	0.006480326614121444	0.000708215297450425	0.014164305949008499	0.006196883852691218	0.008852691218130312	15829.357471671388	0.006480326101832309	6
7	TrialState.COMPLETE	0.020007082152974504	2019-12-21 18:22:24.415781	2019-12-21 19:36:31.449578	0.38581595809567226	14.90307198508382	350.0	2	100.0	0.002850453979968503	800.0	0.8186222758020658	0.0035410764872521247	0.020007082152974504	0.007082152974504249	0.012393767705382436	16594.309047450424	0.009308990868071897	0.0035410764872521247	0.020007082152974504	0.007082152974504249	0.012393767705382436	16594.233533994335	0.009309598488563515	0.0035410764872521247	0.020007082152974504	0.007082152974504249	0.012393767705382436	16594.384560906514	0.009308428785567811	7
8	TrialState.COMPLETE	0.007082152974504249	2019-12-21 19:36:31.450877	2019-12-21 20:21:21.318663	0.9476601846591944	13.95700697406738	50.0	1	100.0	0.02763689006381584	600.0	0.801020026563811	0.0012393767705382436	0.007082152974504249	0.0035410764872521247	0.00424929178470255	16240.06329674221	0.00396278792409826	0.0012393767705382436	0.007082152974504249	0.0035410764872521247	0.00424929178470255	16240.058250708214	0.003962788033753003	0.0012393767705382436	0.007082152974504249	0.0035410764872521247	0.00424929178470255	16240.068342776203	0.003962787814482955	8
