number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.38124517125933555	2020-01-10 14:17:41.152893	2020-01-10 14:49:39.273609	50.0	2	71.0	0.0034946046300610794	500.0	0.2464235362620526	0.15976693278392995	0.38124517125933555	0.27251802729848057	0.32225405614215813	4995.204312065413	0.23400119169609884	0.15976693278392995	0.38124517125933555	0.27251802729848057	0.32225405614215813	4995.202951970126	0.234001191930264	0.15976693278392995	0.38124517125933555	0.27251802729848057	0.32225405614215813	4995.2056721607005	0.23400119146260448	0
1	TrialState.COMPLETE	0.40131578947368424	2020-01-10 14:49:39.274432	2020-01-11 21:27:35.967135	450.0	2	61.0	0.0016243462949439384	900.0	0.238749423707767	0.1611469360369763	0.40131578947368424	0.27657671089906066	0.333504174742806	4838.812569889667	0.23968799494814377	0.1611469360369763	0.40131578947368424	0.27657671089906066	0.333504174742806	4838.811493588788	0.23968799598676555	0.1611469360369763	0.40131578947368424	0.27657671089906066	0.333504174742806	4838.813646190547	0.23968799391932907	1
