number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.002080382436260623	2020-01-02 09:53:53.168538	2020-01-02 10:04:07.804819	350.0	81.0	0.04601930645508846	800.0	0.9454764227510363	0.0015049575070821529	0.002080382436260623	0.0017262747875354107	0.0018590651558073655	19167.286738668554	0.0018974544131124477	0.0015049575070821529	0.002080382436260623	0.0017262747875354107	0.0018590651558073655	19167.285145184134	0.0018974544292700416	0.0015049575070821529	0.002080382436260623	0.0017262747875354107	0.0018590651558073655	19167.288332152973	0.0018974543969608798	9	0.0013279036827195468	0.0018295561850802645									
10	TrialState.COMPLETE	0.27540201633061157	2020-01-02 10:04:07.805809	2020-01-02 10:49:58.672937	50.0	41.0	0.005506695717335688	800.0	0.2542064896346918	0.11867813697717047	0.27540201633061157	0.19016622229628397	0.22576445592401267	5152.727279828362	0.17162791607183425	0.11867813697717047	0.27540201633061157	0.19016622229628397	0.22576445592401267	5152.726774704216	0.17162791608887196	0.11867813697717047	0.27540201633061157	0.19016622229628397	0.22576445592401267	5152.727784952508	0.17162791605481073	10											
11	TrialState.COMPLETE	0.045001180358829086	2020-01-02 10:49:58.673967	2020-01-02 11:00:40.225395	50.0	1.0	0.027033055346786822	1000.0	0.6567529147157465	0.023990793201133145	0.045001180358829086	0.03366973559962229	0.03750590179414542	13314.75770184136	0.03201140139940647	0.023990793201133145	0.045001180358829086	0.03366973559962229	0.03750590179414542	13314.757465769593	0.032011401443813314	0.023990793201133145	0.045001180358829086	0.03366973559962229	0.03750590179414542	13314.757937913126	0.03201140135504378	11			0.04669794617563739	0.04567988668555241							
12	TrialState.COMPLETE	0.08702195467422097	2020-01-02 11:00:40.226371	2020-01-02 12:00:25.721513	450.0	51.0	0.007908558757790443	1000.0	0.5281846783436495	0.05100414811817078	0.08702195467422097	0.06648371104815864	0.07472936058276002	10707.141466005665	0.0639607300397262	0.05100414811817078	0.08702195467422097	0.06648371104815864	0.07472936058276002	10707.140365742614	0.06396073007967235	0.05100414811817078	0.08702195467422097	0.06648371104815864	0.07472936058276002	10707.142566268718	0.06396072999982158	12										0.086594074598678	0.0868244715624319
13	TrialState.COMPLETE	0.004143059490084986	2020-01-02 12:00:25.722504	2020-01-02 12:14:58.735575	350.0	71.0	0.03392139511245365	700.0	0.9131340497918079	0.003328611898016997	0.004143059490084986	0.0036118980169971672	0.0036827195467422098	18511.33482648725	0.003790532725777699	0.003328611898016997	0.004143059490084986	0.0036118980169971672	0.0036827195467422098	18511.332790368273	0.0037905327334311167	0.003328611898016997	0.004143059490084986	0.0036118980169971672	0.0036827195467422098	18511.336862606233	0.003790532718125068	13		0.0030099150141643057	0.003718130311614731								
14	TrialState.COMPLETE	0.20554907515414098	2020-01-02 12:14:58.736531	2020-01-02 13:33:28.102146	350.0	81.0	0.0055656636473128554	800.0	0.3700755081731492	0.11807407098816863	0.20554907515414098	0.16048366938843525	0.1790743209465089	7501.363142601233	0.14893084932882694	0.11807407098816863	0.20554907515414098	0.16048366938843525	0.1790743209465089	7501.362231294785	0.14893084933858078	0.11807407098816863	0.20554907515414098	0.16048366938843525	0.1790743209465089	7501.364053907682	0.14893084931907533	14											
15	TrialState.COMPLETE	0.0003541076487252125	2020-01-02 13:33:28.102919	2020-01-02 13:41:52.124565	350.0	41.0	0.06540741832881261	1000.0	0.9735125111665006	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19735.77877124646	0.0004064531392884236	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19735.777354815866	0.00040645314365789784	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002213172804532578	19735.780187677054	0.00040645313491933306	15	0.0005311614730878187	0.00041312559017941453									
16	TrialState.COMPLETE	0.0015049575070821529	2020-01-02 13:41:52.125319	2020-01-02 13:49:49.913011	250.0	71.0	0.06019958495474106	700.0	0.9454533549418126	0.0008410056657223796	0.0015049575070821529	0.0010180594900849858	0.0011951133144475921	19166.635269121813	0.001236282991485898	0.0008410056657223796	0.0015049575070821529	0.0010180594900849858	0.0011951133144475921	19166.633808427763	0.001236282997667206	0.0008410056657223796	0.0015049575070821529	0.0010180594900849858	0.0011951133144475921	19166.636729815866	0.0012362829853054022	16	0.0003541076487252125	0.0011213408876298394									
17	TrialState.COMPLETE	0.3993517106123338	2020-01-02 13:49:49.913770	2020-01-02 14:27:40.340505	250.0	11.0	0.0012595358160921392	600.0	0.31867070505340556	0.31741664850730006	0.3993517106123338	0.370056112442798	0.3829129439965134	6458.825772227065	0.34990303213910023	0.31741664850730006	0.3993517106123338	0.370056112442798	0.3829129439965134	6458.82504358248	0.34990303234801495	0.31741664850730006	0.3993517106123338	0.370056112442798	0.3829129439965134	6458.82650087165	0.34990303193113187	17											
18	TrialState.COMPLETE	0.0024344900849858357	2020-01-02 14:27:40.341300	2020-01-02 14:34:18.942637	250.0	11.0	0.05398460388787674	500.0	0.9688156241678666	0.0012393767705382436	0.0024344900849858357	0.00199185552407932	0.002080382436260623	19640.727204320112	0.001879301709799963	0.0012393767705382436	0.0024344900849858357	0.00199185552407932	0.002080382436260623	19640.726584631728	0.0018793017288552738	0.0012393767705382436	0.0024344900849858357	0.00199185552407932	0.002080382436260623	19640.7278240085	0.0018793016907586472	18	0.0018590651558073655	0.0022426817752596788									
19	TrialState.COMPLETE	0.22857648725212465	2020-01-02 14:34:18.943387	2020-01-02 15:02:11.556916	50.0	31.0	0.0060894051575294894	500.0	0.2733809860806167	0.0933878444501674	0.22857648725212465	0.15373100695338657	0.18336337883080092	5541.338712013907	0.13958837057093548	0.0933878444501674	0.22857648725212465	0.15373100695338657	0.18336337883080092	5541.338204996137	0.13958837062700674	0.0933878444501674	0.22857648725212465	0.15373100695338657	0.18336337883080092	5541.339219031676	0.13958837051497117	19											
20	TrialState.COMPLETE	0.4206630244165655	2020-01-02 15:02:11.557871	2020-01-02 16:18:42.333193	250.0	71.0	0.0014748865145783206	1000.0	0.2930272655419486	0.3446479158235532	0.4206630244165655	0.3899736948603804	0.40308410899770675	5938.804734925132	0.37388262078406326	0.3446479158235532	0.4206630244165655	0.3899736948603804	0.40308410899770675	5938.803613584244	0.37388262107576753	0.3446479158235532	0.4206630244165655	0.3899736948603804	0.40308410899770675	5938.805856266019	0.37388262049428705	20											
21	TrialState.COMPLETE	0.012924929178470254	2020-01-02 16:18:42.334045	2020-01-02 16:30:04.965513	50.0	41.0	0.028707686077911108	700.0	0.6982722045275744	0.007052644003777148	0.012924929178470254	0.009560906515580737	0.01080028328611898	14155.56123111426	0.00962193880540412	0.007052644003777148	0.012924929178470254	0.009560906515580737	0.01080028328611898	14155.559460576014	0.009621938816456347	0.007052644003777148	0.012924929178470254	0.009560906515580737	0.01080028328611898	14155.563001652503	0.009621938794353978	21			0.013279036827195468	0.01306657223796034							
22	TrialState.COMPLETE	0.13288570494661145	2020-01-02 16:30:04.966485	2020-01-02 17:01:18.854707	50.0	61.0	0.010559552883830151	800.0	0.3065163506002942	0.05386522118108521	0.13288570494661145	0.08517650904336457	0.10314066245369362	6213.150257409022	0.08157000977106904	0.05386522118108521	0.13288570494661145	0.08517650904336457	0.10314066245369362	6213.149569623011	0.0815700097844408	0.05386522118108521	0.13288570494661145	0.08517650904336457	0.10314066245369362	6213.150945195031	0.08157000975770241	22									0.13270988926088076	0.13280512275731823	
23	TrialState.COMPLETE	0.40366910002179124	2020-01-02 17:01:18.855642	2020-01-02 17:34:56.520278	50.0	21.0	0.0014211442613877485	600.0	0.28687477160502417	0.3042329483547614	0.40366910002179124	0.3674003050773589	0.38289932447156244	5814.929151231205	0.34300542139589113	0.3042329483547614	0.40366910002179124	0.3674003050773589	0.38289932447156244	5814.928715406407	0.34300542142858864	0.3042329483547614	0.40366910002179124	0.3674003050773589	0.38289932447156244	5814.929587056004	0.34300542136324175	23											
24	TrialState.COMPLETE	0.12230625252934035	2020-01-02 17:34:56.521252	2020-01-02 18:28:25.237964	350.0	61.0	0.007415607685043307	800.0	0.45249678046001857	0.06808984216916228	0.12230625252934035	0.09271297045730474	0.10494233104006476	9172.5290747673	0.08745462155920002	0.06808984216916228	0.12230625252934035	0.09271297045730474	0.10494233104006476	9172.528176851478	0.08745462156769232	0.06808984216916228	0.12230625252934035	0.09271297045730474	0.10494233104006476	9172.529972683124	0.08745462155070974	24										0.12156220491029272	0.12196284593593376
25	TrialState.COMPLETE	0.40944118440577365	2020-01-02 18:28:25.238929	2020-01-02 20:13:18.847608	450.0	61.0	0.0014058068507408344	1000.0	0.3057064856643195	0.33433663833805477	0.40944118440577365	0.3807247403210576	0.3927644003777148	6195.880990321058	0.36356873579139437	0.33433663833805477	0.40944118440577365	0.3807247403210576	0.3927644003777148	6195.8800502495615	0.3635687358068095	0.33433663833805477	0.40944118440577365	0.3807247403210576	0.3927644003777148	6195.881930392554	0.3635687357759852	25											
26	TrialState.COMPLETE	0.41052880075542963	2020-01-02 20:13:18.848554	2020-01-02 21:33:12.010306	250.0	81.0	0.0017660405583158447	1000.0	0.29527127623469257	0.3318578847969783	0.41052880075542963	0.3802188722514502	0.3930004721435316	5984.647650242817	0.3624468838234113	0.3318578847969783	0.41052880075542963	0.3802188722514502	0.3930004721435316	5984.646760758128	0.3624468838438337	0.3318578847969783	0.41052880075542963	0.3802188722514502	0.3930004721435316	5984.6485397275055	0.36244688380299817	26											
27	TrialState.COMPLETE	0.05640934844192635	2020-01-02 21:33:12.011269	2020-01-02 21:56:03.568901	50.0	41.0	0.01604522241502387	1000.0	0.42870488097909987	0.025371813031161473	0.05640934844192635	0.03636685552407932	0.04415722379603399	8690.482524787536	0.0370058532344744	0.025371813031161473	0.05640934844192635	0.03636685552407932	0.04415722379603399	8690.481497875355	0.03700585325137812	0.025371813031161473	0.05640934844192635	0.03636685552407932	0.04415722379603399	8690.483551699717	0.03700585321758055	27						0.05568342776203966	0.056086717028643374				
28	TrialState.COMPLETE	0.09400082625118036	2020-01-02 21:56:03.569866	2020-01-02 22:55:11.496671	450.0	81.0	0.007654973811515705	700.0	0.5147893286408699	0.05290958451369216	0.09400082625118036	0.0710871104815864	0.08039719074598678	10435.350691985364	0.06756288734159721	0.05290958451369216	0.09400082625118036	0.0710871104815864	0.08039719074598678	10435.349578021718	0.06756288736269023	0.05290958451369216	0.09400082625118036	0.0710871104815864	0.08039719074598678	10435.351805949009	0.067562887320518	28								0.09421033994334278	0.09409605974761782		
29	TrialState.COMPLETE	0.39359997018040854	2020-01-02 22:55:11.497609	2020-01-02 23:55:55.485825	350.0	1.0	0.0012801774787921016	900.0	0.3118524624565225	0.2741445504696586	0.39359997018040854	0.3474168778887729	0.3691199493066945	6321.023655322797	0.31886197546398265	0.2741445504696586	0.39359997018040854	0.3474168778887729	0.3691199493066945	6321.0232126882365	0.3188619754722503	0.2741445504696586	0.39359997018040854	0.3474168778887729	0.3691199493066945	6321.024097957358	0.3188619754557178	29											
30	TrialState.COMPLETE	0.008203493862134089	2020-01-02 23:55:55.486864	2020-01-03 00:12:12.505383	250.0	81.0	0.02733212627370058	700.0	0.8545294495723709	0.005813267233238904	0.008203493862134089	0.007082152974504249	0.007524787535410765	17322.729107648724	0.0069458911244793	0.005813267233238904	0.008203493862134089	0.007082152974504249	0.007524787535410765	17322.72695349386	0.006945891133843208	0.005813267233238904	0.008203493862134089	0.007082152974504249	0.007524787535410765	17322.731261803587	0.006945891115116512	30			0.007878895184135978	0.008073654390934845							
31	TrialState.COMPLETE	0.006049338999055713	2020-01-03 00:12:12.506407	2020-01-03 00:28:43.065535	350.0	41.0	0.029640235867473108	700.0	0.9059601622620912	0.004455854579792257	0.006049338999055713	0.005134560906515581	0.00540014164305949	18366.02615970255	0.005222569109408437	0.004455854579792257	0.006049338999055713	0.005134560906515581	0.00540014164305949	18366.02437440982	0.005222569117105755	0.004455854579792257	0.006049338999055713	0.005134560906515581	0.00540014164305949	18366.02794499528	0.0052225691017124464	31			0.005267351274787536	0.005736543909348442							
32	TrialState.COMPLETE	0.003293201133144476	2020-01-03 00:28:43.066526	2020-01-03 00:37:56.896668	150.0	41.0	0.04784191040915445	900.0	0.9237951823711562	0.002301699716713881	0.003293201133144476	0.002868271954674221	0.0030099150141643057	18727.574415722378	0.002873577903940343	0.002301699716713881	0.003293201133144476	0.002868271954674221	0.0030099150141643057	18727.572769121813	0.0028735780831861527	0.002301699716713881	0.003293201133144476	0.002868271954674221	0.0030099150141643057	18727.576062322947	0.002873577725199729	32		0.0026558073654390935	0.0030541784702549576								
33	TrialState.COMPLETE	0.3918437204910293	2020-01-03 00:37:56.897633	2020-01-03 01:18:25.757339	50.0	91.0	0.002783143488470936	700.0	0.26527064408190865	0.2564565627950897	0.3918437204910293	0.33877478753541074	0.36344428706326726	5377.025053116147	0.307114294978754	0.2564565627950897	0.3918437204910293	0.33877478753541074	0.36344428706326726	5377.02430358829	0.30711429500939796	0.2564565627950897	0.3918437204910293	0.33877478753541074	0.36344428706326726	5377.025802644004	0.3071142949481374	33											
34	TrialState.COMPLETE	0.4199295157156347	2020-01-03 01:18:25.758383	2020-01-03 02:17:25.957774	150.0	41.0	0.0015760989764821724	1000.0	0.30543097388679435	0.3390243491164171	0.4199295157156347	0.3888101983002833	0.40145690004046947	6190.701179515716	0.370551042299229	0.3390243491164171	0.4199295157156347	0.3888101983002833	0.40145690004046947	6190.700433360313	0.37055104235876274	0.3390243491164171	0.4199295157156347	0.3888101983002833	0.40145690004046947	6190.701925671118	0.3705510422397753	34											
35	TrialState.COMPLETE	0.41066829770795776	2020-01-03 02:17:25.958832	2020-01-03 02:57:48.583829	350.0	41.0	0.0010027373382756385	500.0	0.3392094916698144	0.33793136749935615	0.41066829770795776	0.38074620139067733	0.3925122328096832	6874.920744269894	0.3658284998619702	0.33793136749935615	0.41066829770795776	0.38074620139067733	0.3925122328096832	6874.919569276332	0.3658284998893468	0.33793136749935615	0.41066829770795776	0.38074620139067733	0.3925122328096832	6874.921919263456	0.365828499834612	35											
36	TrialState.COMPLETE	0.28903516080653224	2020-01-03 02:57:48.584835	2020-01-03 03:43:49.357235	50.0	41.0	0.0051877346548278485	800.0	0.2492224925803141	0.128697300449925	0.28903516080653224	0.20353899350108315	0.23927262122979504	5051.855789660057	0.18296218726640337	0.128697300449925	0.28903516080653224	0.20353899350108315	0.23927262122979504	5051.855076237293	0.1829621873338553	0.128697300449925	0.28903516080653224	0.20353899350108315	0.23927262122979504	5051.8565030828195	0.18296218719907098	36											
