number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.029584617140248775	2020-01-21 05:24:01.601437	2020-01-21 07:58:29.429452	50.0	41.0	0.05591539126733604	1000.0	0.5848841395309294	0.001968503937007874	0.029584617140248775	0.0049069953212370196	0.009756932557343376	4166.404014036289	0.011798822867097568	0.001968503937007874	0.029584617140248775	0.0049069953212370196	0.009756932557343376	4166.403115371448	0.011798825411628796	1441332192	0.001968503937007874	0.029584617140248775	0.0049069953212370196	0.009756932557343376	4166.404912701129	0.011798820354509349	0
1	TrialState.COMPLETE	0.03306516033321922	2020-01-21 07:58:29.430254	2020-01-21 09:52:42.155174	250.0	41.0	0.07325450124715747	700.0	0.3962455061009798	0.005734337555631633	0.03306516033321922	0.009557229259386055	0.020968846285518657	2815.8278842862032	0.018300956951097996	0.005734337555631633	0.03306516033321922	0.009557229259386055	0.020968846285518657	2815.827541937693	0.018300957000421246	3217819740	0.005734337555631633	0.03306516033321922	0.009557229259386055	0.020968846285518657	2815.828226634714	0.01830095690180471	1
2	TrialState.COMPLETE	0.08210658450302408	2020-01-21 09:52:42.155965	2020-01-21 11:56:38.874228	150.0	21.0	0.05877985337046184	800.0	0.3766249592509362	0.0049069953212370196	0.08210658450302408	0.015576857240671003	0.03046901745977405	2677.833062307429	0.02682966719948241	0.0049069953212370196	0.08210658450302408	0.015576857240671003	0.03046901745977405	2677.832677165354	0.026829667256429816	3570867732	0.0049069953212370196	0.08210658450302408	0.015576857240671003	0.03046901745977405	2677.8334474495036	0.026829667142567147	2
3	TrialState.COMPLETE	0.0013979230857012438	2020-01-21 11:56:38.875019	2020-01-21 13:55:39.048273	450.0	81.0	0.008908668689610991	500.0	1.0053897097805715	0.0002567613830879836	0.0013979230857012438	0.0007702841492639507	0.0009414584046559398	7183.290140362889	0.0010729857758002396	0.0002567613830879836	0.0013979230857012438	0.0007702841492639507	0.0009414584046559398	7183.290026246719	0.0010729857898409568	3964394008	0.0002567613830879836	0.0013979230857012438	0.0007702841492639507	0.0009414584046559398	7183.2902544790595	0.0010729857617678734	3
4	TrialState.COMPLETE	0.0006276389364372932	2020-01-21 13:55:39.049062	2020-01-21 15:43:19.335499	50.0	21.0	0.002253616364718219	700.0	1.0002405530522773	0.00014264521282665753	0.0006276389364372932	0.00028529042565331506	0.0004279356384799726	7147.16993324204	0.0007344599253134551	0.00014264521282665753	0.0006276389364372932	0.00028529042565331506	0.0004279356384799726	7147.169833390391	0.0007344599293663775	1760283249	0.00014264521282665753	0.0006276389364372932	0.00028529042565331506	0.0004279356384799726	7147.170033093689	0.0007344599212614528	4
5	TrialState.COMPLETE	0.001626155426223896	2020-01-21 15:43:19.336240	2020-01-21 17:17:03.718374	50.0	71.0	0.04109389890129025	600.0	1.0363754004055425	0.00017117425539198904	0.001626155426223896	0.0007417551066986192	0.0011411617026132602	7407.5009842519685	0.0010628214708457693	0.00017117425539198904	0.001626155426223896	0.0007417551066986192	0.0011411617026132602	7407.500855871277	0.0010628216640073934	2631378865	0.00017117425539198904	0.001626155426223896	0.0007417551066986192	0.0011411617026132602	7407.50111263266	0.0010628212783746446	5
6	TrialState.COMPLETE	0.0006846970215679561	2020-01-21 17:17:03.719164	2020-01-21 19:20:42.235329	50.0	41.0	0.0012076911461706414	800.0	0.9971444616825386	8.558712769599452e-05	0.0006846970215679561	0.00022823234052265205	0.0005991098938719617	7123.432971014493	0.0007448385555247616	8.558712769599452e-05	0.0006846970215679561	0.00022823234052265205	0.0005991098938719617	7123.432899691887	0.0007448385769002424	1568212470	8.558712769599452e-05	0.0006846970215679561	0.00022823234052265205	0.0005991098938719617	7123.433042337099	0.0007448385341659911	6
7	TrialState.COMPLETE	0.0006846970215679561	2020-01-21 19:20:42.236122	2020-01-21 20:53:44.071077	150.0	21.0	0.006027377303978898	600.0	1.009175000164672	2.8529042565331506e-05	0.0006846970215679561	0.00011411617026132602	0.0003138194682186466	7210.803791509757	0.0005873640362973978	2.8529042565331506e-05	0.0006846970215679561	0.00011411617026132602	0.0003138194682186466	7210.803691658108	0.0005873640455545159	1925342007	2.8529042565331506e-05	0.0006846970215679561	0.00011411617026132602	0.0003138194682186466	7210.8038913614055	0.0005873640270454468	7
8	TrialState.COMPLETE	0.00048499372361063563	2020-01-21 20:53:44.071860	2020-01-21 22:26:49.317829	50.0	51.0	0.02657023949672523	600.0	0.9999359929801926	0.00011411617026132602	0.00048499372361063563	0.00017117425539198904	0.0002567613830879836	7145.819097341093	0.0006119471191143475	0.00011411617026132602	0.00048499372361063563	0.00017117425539198904	0.0002567613830879836	7145.818869108753	0.0006119471334146664	435143995	0.00011411617026132602	0.00048499372361063563	0.00017117425539198904	0.0002567613830879836	7145.819325573434	0.0006119471048189834	8
9	TrialState.COMPLETE	0.03141047586442999	2020-01-21 22:26:49.318631	2020-01-21 23:58:25.058116	350.0	51.0	0.05054363141735292	500.0	0.5781598643913275	2.8529042565331506e-05	0.03141047586442999	2.8529042565331506e-05	0.009585758301951387	4118.469359808285	0.008338975843186406	2.8529042565331506e-05	0.03141047586442999	2.8529042565331506e-05	0.009585758301951387	4118.468104530412	0.008338978113491054	4192749340	2.8529042565331506e-05	0.03141047586442999	2.8529042565331506e-05	0.009585758301951387	4118.4706150861575	0.008338973592798862	9
10	TrialState.COMPLETE	0.057885427365057626	2020-01-21 23:58:25.058862	2020-01-22 02:41:46.654850	250.0	71.0	0.053831079099151434	900.0	0.4930970604582814	0.011696907451785919	0.057885427365057626	0.028700216820723497	0.041595344060253336	3499.574731827	0.02771109863812126	0.011696907451785919	0.057885427365057626	0.028700216820723497	0.041595344060253336	3499.573690516946	0.02771110038431457	1589443985	0.011696907451785919	0.057885427365057626	0.028700216820723497	0.041595344060253336	3499.5757731370536	0.027711096902045682	10
11	TrialState.COMPLETE	0.0005135227661759672	2020-01-22 02:41:46.655635	2020-01-22 04:45:53.005838	150.0	21.0	0.0018997307446553125	800.0	0.999620965984203	2.8529042565331506e-05	0.0005135227661759672	8.558712769599452e-05	0.00011411617026132602	7142.188248887367	0.0005984166955812966	2.8529042565331506e-05	0.0005135227661759672	8.558712769599452e-05	0.00011411617026132602	7142.188063448591	0.0005984167251206553	3503695005	2.8529042565331506e-05	0.0005135227661759672	8.558712769599452e-05	0.00011411617026132602	7142.188434326144	0.0005984166660592973	11
12	TrialState.COMPLETE	0.04222298299669063	2020-01-22 04:45:53.006633	2020-01-22 06:44:55.653696	450.0	81.0	0.07379834346876833	500.0	0.4914184753196164	0.00453611776788771	0.04222298299669063	0.021082962455779983	0.029384913842291454	3487.352547643501	0.019679747493763857	0.00453611776788771	0.04222298299669063	0.021082962455779983	0.029384913842291454	3487.351591920575	0.019679747958686496	2633547064	0.00453611776788771	0.04222298299669063	0.021082962455779983	0.029384913842291454	3487.353503366427	0.019679747030752415	12
