number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501	551	601	651	701
0	TrialState.COMPLETE	0.16927837083605657	2020-01-21 09:15:38.344942	2020-01-21 10:07:17.500650	150.0	11.0	0.005862045688985842	500.0	0.12273398991788478	0.03128339194754806	0.16927837083605657	0.07325739420912307	0.10686201280175947	865.2833945410974	0.0772726055121459	0.03128339194754806	0.16927837083605657	0.07325739420912307	0.10686201280175947	865.2832726442791	0.07727260890387774	0.03128339194754806	0.16927837083605657	0.07325739420912307	0.10686201280175947	865.2835164379156	0.07727260225640972	0														
1	TrialState.COMPLETE	0.24256723344364564	2020-01-21 10:07:17.501437	2020-01-21 11:25:01.397652	450.0	11.0	0.0026464905500968843	700.0	0.11307288436646618	0.054842329491422266	0.24256723344364564	0.12024801247670128	0.16536193845334551	797.3842006162273	0.11606780044420657	0.054842329491422266	0.24256723344364564	0.12024801247670128	0.16536384038951651	797.3839039141847	0.11606785434857182	0.054842329491422266	0.24256723344364564	0.12024801247670128	0.16536193845334551	797.38449731827	0.11606775459657924	1												0.24106382605184384	0.24186922286888052	
2	TrialState.COMPLETE	0.25284851517306156	2020-01-21 11:25:01.398475	2020-01-21 12:45:34.568743	350.0	41.0	0.0027642903996107156	600.0	0.15061219572656195	0.054514611258876924	0.25284851517306156	0.12519860602708943	0.1729781686988123	1064.7241395201854	0.11870270488064023	0.054514611258876924	0.25284851517306156	0.12519860602708943	0.1729781686988123	1064.723037860234	0.11870270494930735	0.054514611258876924	0.25284851517306156	0.12519860602708943	0.1729781686988123	1064.7252411801367	0.1187027048120511	2														
3	TrialState.COMPLETE	0.07050404234587733	2020-01-21 12:45:34.569536	2020-01-21 13:42:15.039672	150.0	31.0	0.012365797521102784	700.0	0.24678591252774484	0.011890027124535855	0.07050404234587733	0.02778948200036868	0.04125738463294095	1748.1833155575453	0.033982226536130054	0.011890027124535855	0.07050404234587733	0.02778948200036868	0.04125738463294095	1748.183084033392	0.03398222661674345	0.011890027124535855	0.07050404234587733	0.02778948200036868	0.04125738463294095	1748.1835470816984	0.03398222645569804	3										0.06913105723444649	0.0698747575031382			
4	TrialState.COMPLETE	0.004293620906082392	2020-01-21 13:42:15.040459	2020-01-21 13:52:56.093201	150.0	21.0	0.06962072936024508	700.0	0.6928473848855685	0.0021967362775305263	0.004293620906082392	0.002995549469359808	0.003359294762067785	4936.325744608011	0.003655684703044959	0.0021967362775305263	0.004293620906082392	0.002995549469359808	0.003359294762067785	4936.3254022595	0.0036556847327035313	0.0021967362775305263	0.004293620906082392	0.002995549469359808	0.003359294762067785	4936.326086956522	0.003655684673413979	4	0.003822891703754422	0.004136711171973069												
5	TrialState.COMPLETE	0.014055308303853323	2020-01-21 13:52:56.093989	2020-01-21 14:13:26.106890	50.0	51.0	0.039739189000043716	600.0	0.46871336890268567	0.0017450264369127772	0.014055308303853323	0.004702537182852144	0.007522157556392408	3334.641416086576	0.007607998481297813	0.0017450264369127772	0.014055308303853323	0.004702537182852144	0.007522157556392408	3334.6410095477195	0.007607998659553982	0.0017450264369127772	0.014055308303853323	0.004702537182852144	0.007522157556392408	3334.6418226254327	0.007607998303768213	5			0.012795275590551181	0.013551295218532466										
6	TrialState.COMPLETE	0.26942827798699076	2020-01-21 14:13:26.107743	2020-01-21 15:46:56.904402	450.0	51.0	0.002261496319835967	600.0	0.15651158701718088	0.060295034190960245	0.26942827798699076	0.1346658590753079	0.18583598872883364	1108.4931365707214	0.12738737406838146	0.060295034190960245	0.26942827798699076	0.1346658590753079	0.18583598872883364	1108.4919570045383	0.12738737427956853	0.060295034190960245	0.26942827798699076	0.1346658590753079	0.18583598872883364	1108.4943161369042	0.1273873738584012	6														
7	TrialState.COMPLETE	0.07673995460712338	2020-01-21 15:46:56.905112	2020-01-21 16:26:55.052773	250.0	31.0	0.009564580080671042	1000.0	0.2503518696941782	0.013570314580242687	0.07673995460712338	0.031198092991999188	0.0461790102324166	1774.1416149974007	0.036903641845748854	0.013570314580242687	0.07673995460712338	0.031198092991999188	0.0461790102324166	1774.141370915592	0.03690364187725915	0.013570314580242687	0.07673995460712338	0.031198092991999188	0.0461790102324166	1774.1418590792093	0.03690364181426314	7						0.07618477038196313	0.07649706150861577							
8	TrialState.COMPLETE	0.13614278566349775	2020-01-21 16:26:55.053563	2020-01-21 17:26:13.741337	150.0	41.0	0.0077547503370797854	800.0	0.16949653634810258	0.02322483518991564	0.13614278566349775	0.05534853711847892	0.08196393929019742	1197.7574789982357	0.061746570365393216	0.02322483518991564	0.13614278566349775	0.05534853711847892	0.08196393929019742	1197.757217847769	0.061746570824148125	0.02322483518991564	0.13614278566349775	0.05534853711847892	0.08196393929019742	1197.7577401487022	0.06174656991017187	8										0.13501758426441754	0.135627068355586			
