number	value	datetime_start	datetime_complete	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2901403628894214	2020-03-12 19:02:02.821177	2020-03-12 19:43:47.386053	7.711742755295368	5.824390018429144	0.07416216649921505	256	97	0.006030657878809431	256	0.12975843234225531	0.10298984366084674	0.2901403628894214	0.17579596028757274	0.22013009243409792	908.8166153143901	0.16440561182118335	0.10298984366084674	0.2901403628894214	0.17579596028757274	0.22013009243409792	908.8151032751341	0.16440570869018445	1592907339	200	0.10298984366084674	0.2901403628894214	0.17579596028757274	0.22013009243409792	908.818127353646	0.1644055201092653	0	COMPLETE
1	0.3413499942941915	2020-03-12 19:43:47.434044	2020-03-12 20:11:26.767984	7.489467987633208	7.715299231785801	0.08714410529595074	128	58	0.06038777251263735	512	0.07135142452541238	0.1366541138879379	0.3413499942941915	0.2208433184982312	0.2684012324546388	496.45371162843776	0.2049955214163668	0.1366541138879379	0.3413499942941915	0.2208433184982312	0.2684012324546388	496.4531838411503	0.2049955267828138	2552061990	250	0.1366541138879379	0.3413499942941915	0.2208433184982312	0.2684012324546388	496.4542394157252	0.204995516116975	1	COMPLETE
2	0.27202442086043593	2020-03-12 20:11:26.817541	2020-03-12 20:47:35.179350	2.6094752594114614	8.422598128881411	0.06348429508287248	128	90	0.01176121730078006	256	0.12872698300901123	0.0910076457834075	0.27202442086043593	0.16067556772794706	0.20298413785233368	904.2260641332877	0.15049082623217994	0.0910076457834075	0.27202442086043593	0.16067556772794706	0.20298413785233368	904.2249229715851	0.150490839514753	281686810	200	0.0910076457834075	0.27202442086043593	0.16067556772794706	0.20298413785233368	904.2272052949903	0.15049081314974372	2	COMPLETE
3	0.2698847426680361	2020-03-12 20:47:35.213910	2020-03-12 21:20:10.369061	2.022458487995722	8.589167633536714	0.09014696379663326	128	41	0.008810756507524557	256	0.13153611080881514	0.09514435695538058	0.2698847426680361	0.16312906538856556	0.20295560880976835	923.4366512609837	0.15318834339236637	0.09514435695538058	0.2698847426680361	0.16312906538856556	0.20295560880976835	923.4351820152916	0.15318835841201714	3027869050	200	0.09514435695538058	0.2698847426680361	0.16312906538856556	0.20295560880976835	923.4381205066758	0.153188328656499	3	COMPLETE
4	0.1778500513522766	2020-03-12 21:20:10.404200	2020-03-12 22:20:22.291428	7.455116934075625	1.786456250312301	0.026692488140028302	128	94	0.054122485842416815	256	0.11425846960855161	0.03891361405911218	0.1778500513522766	0.09306173684811138	0.12569896154285062	802.3517630948305	0.08613509847886029	0.03891361405911218	0.1778500513522766	0.09306173684811138	0.12569896154285062	802.3510213397238	0.08613510683937048	616739368	300	0.03891361405911218	0.1778500513522766	0.09306173684811138	0.12569896154285062	802.3525048499372	0.0861350901894603	4	COMPLETE
5	0.24860207691429875	2020-03-12 22:20:22.327651	2020-03-12 23:17:23.119742	2.7242264704837056	8.731853291276074	0.04771298617571411	256	29	0.001113644046033776	128	0.14479516492836056	0.08932443227205294	0.24860207691429875	0.1502339381490357	0.187264635398836	1012.2435239073377	0.14254571368459099	0.08932443227205294	0.24860207691429875	0.1502339381490357	0.187264635398836	1012.2403001255278	0.14254593743561286	860990675	200	0.08932443227205294	0.24860207691429875	0.1502339381490357	0.187264635398836	1012.2467476891476	0.14254550274885194	5	COMPLETE
6	0.27972726235307543	2020-03-12 23:17:23.160873	2020-03-13 00:19:33.151574	1.8182673819532384	3.7477801111207265	0.0114620386956542	64	83	0.006445435452854688	128	0.09241765443450123	0.08090836471528015	0.27972726235307543	0.1600193997489444	0.20729202327969873	645.0857440374301	0.14679541954195993	0.08090836471528015	0.27972726235307543	0.1600193997489444	0.20729202327969873	645.0846741983339	0.14679551611453442	379247493	200	0.08090836471528015	0.27972726235307543	0.1600193997489444	0.20729202327969873	645.0868138765263	0.1467953290108152	6	COMPLETE
7	0.3163870820495264	2020-03-13 00:19:33.196964	2020-03-13 01:12:34.937216	8.270352855100187	8.4445108587267	0.01020502308002458	64	10	0.010271884990046297	128	0.06974003403460945	0.12261782494579482	0.3163870820495264	0.20241355700102703	0.2461771082962456	482.06712883715625	0.18772456272161817	0.12261782494579482	0.3163870820495264	0.20241355700102703	0.2461771082962456	482.06692913385825	0.18772456501461834	889993670	200	0.12261782494579482	0.3163870820495264	0.20241355700102703	0.2461771082962456	482.0673285404542	0.18772456045188637	7	COMPLETE
8	0.3278557571607897	2020-03-13 01:12:34.981615	2020-03-13 02:26:37.610776	9.216594452275718	5.569459058559205	0.0220049032490353	128	25	0.013717807436507221	128	0.07664259903028951	0.12849480771425312	0.3278557571607897	0.2127695994522424	0.2593289969188634	531.8156453269428	0.1957530659244878	0.12849480771425312	0.327884286203355	0.2127695994522424	0.2593289969188634	531.8151032751341	0.1957532051443807	2600429517	250	0.12849480771425312	0.3278557571607897	0.2127695994522424	0.2593289969188634	531.8161873787516	0.19575293907880748	8	COMPLETE
9	0.2600422229829967	2020-03-13 02:26:37.651258	2020-03-13 03:01:52.670157	3.9014057220904537	6.745068618156776	0.015048719033267998	256	52	0.009020139817578163	256	0.1498727908386414	0.08555859865342919	0.2600422229829967	0.151118338468561	0.19325573433755563	1055.5184868195822	0.14285130521543538	0.08555859865342919	0.2600422229829967	0.151118338468561	0.19325573433755563	1055.5170318384114	0.14285131926118746	3324405821	200	0.08555859865342919	0.2600422229829967	0.151118338468561	0.19325573433755563	1055.5199418007533	0.14285129137084163	9	COMPLETE
