number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401
0	TrialState.COMPLETE	0.015970254957507084	2020-01-06 15:39:35.776033	2020-01-06 15:51:53.130117	9.01517596436865	450.0	6.0	0.02195550765620138	1200.0	0.8879876659459555	0.002301699716713881	0.015970254957507084	0.006267705382436261	0.010162889518413598	18001.449610481588	0.007010013782822376	0.002301699716713881	0.015970254957507084	0.006267705382436261	0.010162889518413598	18001.426487252123	0.0070100143744844115	0.002301699716713881	0.015970254957507084	0.006267705382436261	0.010162889518413598	18001.47273371105	0.00701001319189763	0		0.01504957507082153	0.015625					
1	TrialState.COMPLETE	0.021534171388101982	2020-01-06 15:51:53.131021	2020-01-06 16:11:40.181600	9.720203256207272	50.0	11.0	0.042062940146308944	1900.0	0.8970399539684352	0.004802584985835694	0.021534171388101982	0.010689624645892352	0.014496281869688385	18185.00398371105	0.0104267649249148	0.004802584985835694	0.021534171388101982	0.010689624645892352	0.014496281869688385	18185.000863137393	0.010426765170850108	0.004802584985835694	0.021534171388101982	0.010689624645892352	0.014496281869688385	18185.0071042847	0.010426764679426654	1					0.02039069877242682	0.02104411169566977		
2	TrialState.COMPLETE	0.013279036827195468	2020-01-06 16:11:40.182608	2020-01-06 16:24:42.419958	1.2563757628375283	350.0	31.0	0.01711869000346638	1100.0	0.9120405329795964	0.0016997167138810198	0.013279036827195468	0.004709631728045326	0.008002832861189801	18489.437907223797	0.005397079352405136	0.0016997167138810198	0.013279036827195468	0.004709631728045326	0.008002832861189801	18489.433781869688	0.005397079583176902	0.0016997167138810198	0.013279036827195468	0.004709631728045326	0.008002832861189801	18489.442032577903	0.005397079122109342	2		0.011744570349386214	0.012703611898016998					
3	TrialState.COMPLETE	0.0113314447592068	2020-01-06 16:24:42.421126	2020-01-06 16:37:11.836209	0.7801814348194533	350.0	11.0	0.01366698618713816	1600.0	0.9260503964525622	0.0018767705382436261	0.0113314447592068	0.004461756373937677	0.0072237960339943345	18773.673654390936	0.004927003429806812	0.0018767705382436261	0.0113314447592068	0.004461756373937677	0.0072237960339943345	18773.669688385267	0.004927003536123972	0.0018767705382436261	0.0113314447592068	0.004461756373937677	0.0072237960339943345	18773.6776203966	0.00492700332356481	3		0.009915014164305949	0.01080028328611898					
4	TrialState.COMPLETE	0.01484722784297855	2020-01-06 16:37:11.837275	2020-01-06 16:59:05.906120	1.5062656875763942	350.0	36.0	0.004124779389887708	1600.0	0.9360064400488213	0.002149939295831647	0.01484722784297855	0.005691015783083772	0.008625050586806961	18975.53336199919	0.0059783231974670815	0.002149939295831647	0.01484722784297855	0.005691015783083772	0.008625050586806961	18975.52572339134	0.005978323389600192	0.002149939295831647	0.01484722784297855	0.005691015783083772	0.008625050586806961	18975.54100060704	0.005978323005523536	4				0.01391643059490085	0.01445939565627951			
5	TrialState.COMPLETE	0.0113314447592068	2020-01-06 16:59:05.907196	2020-01-06 17:16:22.111713	8.991035759465891	350.0	26.0	0.00165977470363646	1600.0	0.9461851607942312	0.0019180830972615676	0.0113314447592068	0.005636213408876298	0.007613314447592068	19182.15380075543	0.005126124230162868	0.0019180830972615676	0.0113314447592068	0.005636213408876298	0.007613314447592068	19182.14742681775	0.005126124319538706	0.0019180830972615676	0.0113314447592068	0.005636213408876298	0.007613314447592068	19182.16017469311	0.0051261241408183215	5			0.010092067988668555	0.0108356940509915				
6	TrialState.COMPLETE	0.01221671388101983	2020-01-06 17:16:22.112775	2020-01-06 17:38:11.350449	7.663807511781676	350.0	6.0	0.0018243267938888646	1800.0	0.9470309724048639	0.002213172804532578	0.01221671388101983	0.006462464589235127	0.008365793201133145	19198.936271689094	0.005798706839483761	0.002213172804532578	0.01221671388101983	0.006462464589235127	0.008365793201133145	19198.929665368272	0.005798706952947973	0.002213172804532578	0.01221671388101983	0.006462464589235127	0.008365793201133145	19198.942878009915	0.005798706726089002	6					0.011095372993389991	0.011736139214892756		
7	TrialState.COMPLETE	0.012865911237016053	2020-01-06 17:38:11.351519	2020-01-06 18:03:16.643766	6.339127705643081	150.0	21.0	0.004849140559936385	600.0	0.9291240962975602	0.0049771797293043755	0.012865911237016053	0.007062480327352848	0.008951054453887315	18836.123524551465	0.007553207687477505	0.0049771797293043755	0.012865911237016053	0.007062480327352848	0.008951054453887315	18836.118252282027	0.007553207952690333	0.0049771797293043755	0.012865911237016053	0.007062480327352848	0.008951054453887315	18836.1287968209	0.007553207422845625	7						0.011584378794010522	0.012305240793201134	
8	TrialState.COMPLETE	0.016406987724268178	2020-01-06 18:03:16.644860	2020-01-06 18:19:22.820221	6.8820872530759685	250.0	41.0	0.019943602026875687	2000.0	0.8958775365170875	0.004750944287063267	0.016406987724268178	0.006285410764872521	0.008970727101038715	18161.44984950425	0.008315864536364554	0.004750944287063267	0.016406987724268178	0.006285410764872521	0.008970727101038715	18161.439506610008	0.008315864661561624	0.004750944287063267	0.016406987724268178	0.006285410764872521	0.008970727101038715	18161.46019239849	0.00831586441121736	8			0.015138101983002833	0.01589943342776204				
9	TrialState.COMPLETE	0.014037838931606638	2020-01-06 18:19:22.821282	2020-01-06 18:43:32.838284	7.366493571775355	450.0	36.0	0.011048465635013749	1300.0	0.8824557168692887	0.002225819506272764	0.014037838931606638	0.006070416835289356	0.009409146094698503	17889.516010724405	0.006688528354059368	0.002225819506272764	0.014037838931606638	0.006070416835289356	0.009409146094698503	17889.494663091864	0.006688531112301805	0.002225819506272764	0.014037838931606638	0.006070416835289356	0.009409146094698503	17889.53735835694	0.006688525618137222	9				0.01306657223796034	0.01363314447592068			
10	TrialState.COMPLETE	0.009029745042492918	2020-01-06 18:43:32.839149	2020-01-06 18:51:56.452894	0.5131639331418607	350.0	11.0	0.02153864920522805	1500.0	0.9185250795682487	0.0006196883852691218	0.009029745042492918	0.0030099150141643057	0.0048689801699716715	18620.950137216714	0.003552628672749961	0.0006196883852691218	0.009029745042492918	0.0030099150141643057	0.0048689801699716715	18620.947060906514	0.003552628724265451	0.0006196883852691218	0.009029745042492918	0.0030099150141643057	0.0048689801699716715	18620.95321352691	0.0035526286212525654	10	0.009737960339943343	0.009265816808309726						
11	TrialState.COMPLETE	0.01037029542695265	2020-01-06 18:51:56.453859	2020-01-06 19:07:53.510545	5.471440540571242	250.0	6.0	0.0019753010169616314	1700.0	0.9431467960170375	0.00207405908539053	0.01037029542695265	0.00556454876568191	0.008372116552003237	19120.221899028733	0.004984959495464744	0.00207405908539053	0.01037029542695265	0.00556454876568191	0.008372116552003237	19120.21635977337	0.004984963432931807	0.00207405908539053	0.01037029542695265	0.00556454876568191	0.008372116552003237	19120.227438284095	0.004984955621631407	11				0.009135977337110482	0.009855996222851746			
12	TrialState.COMPLETE	0.01527721570214488	2020-01-06 19:07:53.511591	2020-01-06 19:23:06.644654	4.244808959559153	250.0	1.0	0.020159919554409354	700.0	0.8834980447320682	0.0022764063132335085	0.01527721570214488	0.007765074868474302	0.009333265884257386	17910.7725237758	0.007074838724203355	0.0022764063132335085	0.01527721570214488	0.007765074868474302	0.009333265884257386	17910.765808377175	0.00707483883870998	0.0022764063132335085	0.01527721570214488	0.007765074868474302	0.009333265884257386	17910.779239174422	0.007074838609756197	12				0.014164305949008499	0.014813503305004722			
13	TrialState.COMPLETE	0.01731586402266289	2020-01-06 19:23:06.646176	2020-01-06 19:37:28.864301	2.519668510560903	450.0	26.0	0.0822170300158707	1200.0	0.8272318077727613	0.0022662889518413596	0.01731586402266289	0.006232294617563739	0.01080028328611898	16769.29084631728	0.007417932799238525	0.0022662889518413596	0.01731586402266289	0.006232294617563739	0.01080028328611898	16769.285446175636	0.007417933459880645	0.0022662889518413596	0.01731586402266289	0.006232294617563739	0.01080028328611898	16769.29624645892	0.007417932140394082	13		0.01670207743153919	0.0170856940509915					
14	TrialState.COMPLETE	0.01710339943342776	2020-01-06 19:37:28.865294	2020-01-06 19:52:01.022297	7.170616510772397	450.0	31.0	0.07200907466941103	600.0	0.8407176737102565	0.0027974504249291786	0.01710339943342776	0.006940509915014164	0.009773371104815864	17042.739075779038	0.007750789796745411	0.0027974504249291786	0.01710339943342776	0.006940509915014164	0.009773371104815864	17042.723512747874	0.007750790786130861	0.0027974504249291786	0.01710339943342776	0.006940509915014164	0.009773371104815864	17042.7546388102	0.007750788810427436	14		0.016229933899905572	0.01677584985835694					
15	TrialState.COMPLETE	0.016010724403075677	2020-01-06 19:52:01.023815	2020-01-06 20:11:11.409129	8.12636912890746	250.0	26.0	0.025468771142981964	1500.0	0.874371540754928	0.004603399433427762	0.016010724403075677	0.007689194658033185	0.009889720760825577	17725.053520841764	0.008832366883670839	0.004603399433427762	0.016010724403075677	0.007689194658033185	0.009889720760825577	17725.042239983813	0.008832367172156536	0.004603399433427762	0.016010724403075677	0.007689194658033185	0.009889720760825577	17725.06480169972	0.008832366595488219	15				0.01504957507082153	0.01561024551463645			
16	TrialState.COMPLETE	0.015353095912585997	2020-01-06 20:11:11.410613	2020-01-06 20:30:18.364602	4.69948844130345	150.0	46.0	0.014979574588549259	1400.0	0.9147396104414869	0.003237555645487657	0.015353095912585997	0.006222177256171591	0.009358559287737758	18544.307972480776	0.0072980930114941904	0.003237555645487657	0.015353095912585997	0.006222177256171591	0.009358559287737758	18544.30326790773	0.007298093064976863	0.003237555645487657	0.015353095912585997	0.006222177256171591	0.009358559287737758	18544.312677053826	0.007298092958029897	16				0.014270538243626063	0.014902030217186025			
17	TrialState.COMPLETE	0.01406313233508701	2020-01-06 20:30:18.365545	2020-01-06 20:53:40.026866	3.812057544104958	450.0	21.0	0.0030393672151928256	1800.0	0.9334423919345239	0.001998178874949413	0.01406313233508701	0.005842776203966006	0.009130918656414407	18923.70749443545	0.005789570700595299	0.001998178874949413	0.01406313233508701	0.005842776203966006	0.009130918656414407	18923.69470861999	0.005789570912427013	0.001998178874949413	0.01406313233508701	0.005842776203966006	0.009130918656414407	18923.72028025091	0.005789570488915495	17				0.012960339943342777	0.013603635505193579			
18	TrialState.COMPLETE	0.011382031566167544	2020-01-06 20:53:40.027950	2020-01-06 21:06:32.890686	2.8399676952275685	50.0	1.0	0.062430140374964714	2000.0	0.8931133000955245	0.0028581545932820722	0.011382031566167544	0.005615135572642655	0.0073097936058276	18105.649509307972	0.005986618551399699	0.0028581545932820722	0.011382031566167544	0.005615135572642655	0.0073097936058276	18105.648345811413	0.005986618579395854	0.0028581545932820722	0.011382031566167544	0.005615135572642655	0.0073097936058276	18105.65067280453	0.005986618523423083	18				0.010410764872521246	0.010977337110481586			
19	TrialState.COMPLETE	0.015816808309726156	2020-01-06 21:06:32.891745	2020-01-06 21:21:32.620570	7.620052477728124	250.0	16.0	0.08248830165049527	2000.0	0.8165855509412121	0.0036886213408876298	0.015816808309726156	0.006964117091595845	0.009708451369216243	16553.262054414543	0.008273570441040804	0.0036886213408876298	0.015816808309726156	0.006964117091595845	0.009708451369216243	16553.25728871577	0.008273570728117336	0.0036886213408876298	0.015816808309726156	0.006964117091595845	0.009708451369216243	16553.266820113313	0.00827357015439606	19			0.015138101983002833	0.015545325779036827				
20	TrialState.COMPLETE	0.013515108593012276	2020-01-06 21:21:32.621567	2020-01-06 21:40:28.376888	4.745616448539442	450.0	26.0	0.005565607044733236	1600.0	0.9318642337728332	0.0019180830972615676	0.013515108593012276	0.00596081208687441	0.007731350330500472	18891.40526144948	0.005837490420872173	0.0019180830972615676	0.013515108593012276	0.00596081208687441	0.007731350330500472	18891.389724976394	0.005837490632965725	0.0019180830972615676	0.013515108593012276	0.00596081208687441	0.007731350330500472	18891.42079792257	0.005837490208859335	20			0.012305240793201134	0.013031161473087818				
21	TrialState.COMPLETE	0.0013279036827195468	2020-01-06 21:40:28.377885	2020-01-06 21:47:53.705981	1.6803873540606382	50.0	41.0	0.0016540615964021823	1800.0	0.9960729851785105	0.0002655807365439094	0.0013279036827195468	0.0006639518413597734	0.0008410056657223796	20193.388411827196	0.0008043144301556922	0.0002655807365439094	0.0013279036827195468	0.0006639518413597734	0.0008410056657223796	20193.387083923513	0.0008043144860957554	0.0002655807365439094	0.0013279036827195468	0.0006639518413597734	0.0008410056657223796	20193.38973973088	0.0008043143742587372	21	0.0005311614730878187	0.0010623229461756375						
